"","term","estimate","conf.low","conf.high","p.value","comparison"
"1","Dx Status: Case",3.7958984070525,1.05045858705754e-12,13716718482948.2,0.927956806859612,"Dx Status: Case"
"2","Country: USA",1.24431790238125,6.84796887791451e-36,2.26100186754649e+35,0.995789620440553,"Country: USA"
"3","Sex:Male",1.73219831223289e-171,0,Inf,0.99995844922571,"Sex:Male"
"4","Delivery Mode: Vaginal",0.281208751896471,2.66853922047444e-37,2.96335768784813e+35,0.976084742924985,"Delivery Mode: Vaginal"
