"","taxa","coef","exp.coef.","se.coef.","z","Pr...z..","P-Value"
"1","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Cardiovirus",0.378228064576342,1.45969580982323,0.38141603551891,0.991641749046469,0.321372315905325,"non-Significant"
"2","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus",7.36843633270812e-05,1.00007368707809,0.25425633090817,0.000289803455685412,0.999768770300278,"non-Significant"
"3","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kobuvirus",-18.3824470987439,1.03897395580832e-08,17996.4926030528,-0.00102144609531446,0.999185004072577,"non-Significant"
"4","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Parechovirus",0.753936491627079,2.12534999347703,0.328369732160351,2.29599874101342,0.0216759533614291,"Significant"
"5","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Pasivirus",2.49374288738832,12.1065047086779,1.02341854722236,2.43667939588993,0.0148228149075333,"Significant"
"6","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Rabovirus",-1.19037387782787,0.304107543741383,1.04018982613886,-1.14438138877639,0.252465503162644,"non-Significant"
"7","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Sapelovirus",3.74415158620636,42.2731268963507,1.02340418193564,3.65852676029207,0.000253669257413711,"Significant"
"8","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Shanbavirus",1.89298383819457,6.63914930254848,1.02343839463193,1.84963144642953,0.0643666872367136,"non-Significant"
"9","Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus",-0.150931170229282,0.859906883815984,0.336153359689524,-0.448994977675321,0.653435279641196,"non-Significant"
