"","Contig","total_PA"
"406","edge_1997",45
"407","virus_comp_86_cycle_1",44
"408","virus_comp_195_cycle_1",44
"409","virus_comp_699_cycle_1",44
"410","virus_comp_768_cycle_1",44
"411","virus_comp_1458_cycle_1",44
"412","virus_comp_3135_cycle_1",44
"413","virus_comp_3157_cycle_1",44
"414","virus_comp_3545_cycle_1",44
"415","virus_comp_7111_cycle_1",44
"416","virus_comp_8751_cycle_1",44
"417","virus_comp_12035_cycle_1",44
"418","virus_comp_17992_cycle_1",44
"419","virus_comp_370_cycle_1",43
"420","virus_comp_421_cycle_1",43
"421","virus_comp_439_cycle_1",43
"422","virus_comp_593_cycle_1",43
"423","virus_comp_1034_cycle_1",43
"424","virus_comp_1414_cycle_1",43
"425","virus_comp_1517_cycle_1",43
"426","virus_comp_2088_cycle_1",43
"427","virus_comp_2256_cycle_1",43
"428","virus_comp_2488_cycle_1",43
"429","virus_comp_2513_cycle_1",43
"430","virus_comp_2531_cycle_1",43
"431","virus_comp_3861_cycle_1",43
"432","virus_comp_3976_cycle_1",43
"433","virus_comp_4442_cycle_1",43
"434","virus_comp_4881_cycle_1",43
"435","virus_comp_4933_cycle_1",43
"436","virus_comp_7350_cycle_1",43
"437","virus_comp_17866_cycle_1",43
"438","virus_comp_17990_cycle_1",43
"439","virus_comp_18422_cycle_1",43
"440","edge_2454",43
"441","edge_1845",43
"442","virus_comp_3_cycle_1",42
"443","virus_comp_316_cycle_1",42
"444","virus_comp_567_cycle_1",42
"445","virus_comp_732_cycle_1",42
"446","virus_comp_2527_cycle_1",42
"447","virus_comp_3098_cycle_1",42
"448","virus_comp_3368_cycle_1",42
"449","virus_comp_3758_cycle_1",42
"450","virus_comp_4092_cycle_1",42
"451","virus_comp_4171_cycle_1",42
"452","virus_comp_4695_cycle_1",42
"453","virus_comp_5238_cycle_1",42
"454","virus_comp_5922_cycle_1",42
"455","virus_comp_7982_cycle_1",42
"456","virus_comp_9132_cycle_1",42
"457","virus_comp_9712_cycle_1",42
"458","virus_comp_15690_cycle_1",42
"459","virus_comp_17887_cycle_1",42
"460","virus_comp_17917_cycle_1",42
"461","virus_comp_18016_cycle_1",42
"462","virus_comp_18042_cycle_1",42
"463","virus_comp_18132_cycle_1",42
"464","virus_comp_18230_cycle_1",42
"465","edge_2143",42
"466","edge_209",42
"467","virus_comp_410_cycle_1",41
"468","virus_comp_568_cycle_1",41
"469","virus_comp_717_cycle_1",41
"470","virus_comp_1106_cycle_1",41
"471","virus_comp_1767_cycle_1",41
"472","virus_comp_2148_cycle_1",41
"473","virus_comp_2248_cycle_1",41
"474","virus_comp_2345_cycle_1",41
"475","virus_comp_2452_cycle_1",41
"476","virus_comp_2968_cycle_1",41
"477","virus_comp_3225_cycle_1",41
"478","virus_comp_4347_cycle_1",41
"479","virus_comp_5934_cycle_1",41
"480","virus_comp_12586_cycle_1",41
"481","virus_comp_17839_cycle_1",41
"482","virus_comp_18030_cycle_1",41
"483","virus_comp_18054_cycle_1",41
"484","edge_263",41
"485","edge_284",41
"486","edge_48806",41
"487","edge_1732",41
"488","virus_comp_443_cycle_1",40
"489","virus_comp_462_cycle_1",40
"490","virus_comp_498_cycle_1",40
"491","virus_comp_841_cycle_1",40
"492","virus_comp_869_cycle_1",40
"493","virus_comp_885_cycle_1",40
"494","virus_comp_1505_cycle_1",40
"495","virus_comp_1682_cycle_1",40
"496","virus_comp_1888_cycle_1",40
"497","virus_comp_2801_cycle_1",40
"498","virus_comp_3442_cycle_1",40
"499","virus_comp_3996_cycle_1",40
"500","virus_comp_7271_cycle_1",40
"501","virus_comp_10749_cycle_1",40
"502","virus_comp_13909_cycle_1",40
"503","virus_comp_14006_cycle_1",40
"504","virus_comp_17819_cycle_1",40
"505","virus_comp_17845_cycle_1",40
"506","virus_comp_17875_cycle_1",40
"507","virus_comp_17914_cycle_1",40
"508","virus_comp_18495_cycle_1",40
"509","virus_comp_9_cycle_1",39
"510","virus_comp_317_cycle_1",39
"511","virus_comp_383_cycle_1",39
"512","virus_comp_429_cycle_1",39
"513","virus_comp_446_cycle_1",39
"514","virus_comp_463_cycle_1",39
"515","virus_comp_713_cycle_1",39
"516","virus_comp_715_cycle_1",39
"517","virus_comp_1299_cycle_2",39
"518","virus_comp_1403_cycle_1",39
"519","virus_comp_1718_cycle_1",39
"520","virus_comp_1809_cycle_1",39
"521","virus_comp_2382_cycle_1",39
"522","virus_comp_3468_cycle_1",39
"523","virus_comp_3720_cycle_1",39
"524","virus_comp_3930_cycle_1",39
"525","virus_comp_4247_cycle_1",39
"526","virus_comp_6355_cycle_1",39
"527","virus_comp_6518_cycle_1",39
"528","virus_comp_7252_cycle_1",39
"529","virus_comp_9749_cycle_1",39
"530","virus_comp_10491_cycle_1",39
"531","virus_comp_17920_cycle_1",39
"532","virus_comp_18005_cycle_1",39
"533","virus_comp_18006_cycle_1",39
"534","virus_comp_18027_cycle_1",39
"535","virus_comp_18071_cycle_1",39
"536","virus_comp_18353_cycle_1",39
"537","edge_2104",39
"538","edge_1672",39
"539","edge_1801",39
"540","virus_comp_358_cycle_1",38
"541","virus_comp_516_cycle_1",38
"542","virus_comp_611_cycle_1",38
"543","virus_comp_657_cycle_1",38
"544","virus_comp_1069_cycle_1",38
"545","virus_comp_1231_cycle_1",38
"546","virus_comp_1405_cycle_1",38
"547","virus_comp_1640_cycle_1",38
"548","virus_comp_2103_cycle_1",38
"549","virus_comp_2169_cycle_1",38
"550","virus_comp_2396_cycle_1",38
"551","virus_comp_2716_cycle_1",38
"552","virus_comp_3226_cycle_1",38
"553","virus_comp_3632_cycle_1",38
"554","virus_comp_8811_cycle_1",38
"555","virus_comp_12390_cycle_1",38
"556","virus_comp_13460_cycle_1",38
"557","virus_comp_15234_cycle_1",38
"558","virus_comp_15247_cycle_1",38
"559","virus_comp_16068_cycle_1",38
"560","virus_comp_17924_cycle_1",38
"561","virus_comp_17963_cycle_1",38
"562","virus_comp_18053_cycle_1",38
"563","virus_comp_18088_cycle_1",38
"564","virus_comp_18118_cycle_1",38
"565","edge_48662",38
"566","edge_1847",38
"567","virus_comp_306_cycle_1",37
"568","virus_comp_400_cycle_3",37
"569","virus_comp_415_cycle_1",37
"570","virus_comp_548_cycle_1",37
"571","virus_comp_645_cycle_1",37
"572","virus_comp_921_cycle_1",37
"573","virus_comp_1436_cycle_1",37
"574","virus_comp_1824_cycle_1",37
"575","virus_comp_2133_cycle_1",37
"576","virus_comp_2192_cycle_1",37
"577","virus_comp_2361_cycle_1",37
"578","virus_comp_2474_cycle_1",37
"579","virus_comp_2535_cycle_1",37
"580","virus_comp_2853_cycle_1",37
"581","virus_comp_2945_cycle_1",37
"582","virus_comp_3025_cycle_1",37
"583","virus_comp_3167_cycle_1",37
"584","virus_comp_4494_cycle_1",37
"585","virus_comp_6645_cycle_1",37
"586","virus_comp_7191_cycle_1",37
"587","virus_comp_8065_cycle_1",37
"588","virus_comp_8241_cycle_1",37
"589","virus_comp_8731_cycle_1",37
"590","virus_comp_12579_cycle_1",37
"591","virus_comp_15198_cycle_1",37
"592","virus_comp_17784_cycle_1",37
"593","virus_comp_17980_cycle_1",37
"594","virus_comp_18196_cycle_1",37
"595","virus_comp_18243_cycle_1",37
"596","edge_2455",37
"597","virus_comp_85_cycle_1",36
"598","virus_comp_361_cycle_1",36
"599","virus_comp_478_cycle_1",36
"600","virus_comp_651_cycle_1",36
"601","virus_comp_763_cycle_1",36
"602","virus_comp_958_cycle_1",36
"603","virus_comp_1078_cycle_1",36
"604","virus_comp_1105_cycle_1",36
"605","virus_comp_1359_cycle_1",36
"606","virus_comp_1965_cycle_1",36
"607","virus_comp_2119_cycle_1",36
"608","virus_comp_2189_cycle_1",36
"609","virus_comp_2524_cycle_1",36
"610","virus_comp_2595_cycle_1",36
"611","virus_comp_3127_cycle_1",36
"612","virus_comp_3409_cycle_1",36
"613","virus_comp_4031_cycle_1",36
"614","virus_comp_4046_cycle_1",36
"615","virus_comp_4768_cycle_1",36
"616","virus_comp_5321_cycle_1",36
"617","virus_comp_11522_cycle_1",36
"618","virus_comp_11683_cycle_1",36
"619","virus_comp_15883_cycle_1",36
"620","virus_comp_16215_cycle_1",36
"621","virus_comp_16955_cycle_1",36
"622","virus_comp_18091_cycle_1",36
"623","virus_comp_18339_cycle_1",36
"624","edge_3278",36
"625","virus_comp_119_cycle_1",35
"626","virus_comp_418_cycle_1",35
"627","virus_comp_479_cycle_1",35
"628","virus_comp_587_cycle_1",35
"629","virus_comp_741_cycle_1",35
"630","virus_comp_821_cycle_5",35
"631","virus_comp_863_cycle_1",35
"632","virus_comp_932_cycle_1",35
"633","virus_comp_1019_cycle_1",35
"634","virus_comp_1044_cycle_1",35
"635","virus_comp_1133_cycle_1",35
"636","virus_comp_1314_cycle_1",35
"637","virus_comp_1426_cycle_1",35
"638","virus_comp_1455_cycle_1",35
"639","virus_comp_1932_cycle_1",35
"640","virus_comp_1937_cycle_1",35
"641","virus_comp_1950_cycle_1",35
"642","virus_comp_2167_cycle_1",35
"643","virus_comp_2194_cycle_1",35
"644","virus_comp_2245_cycle_1",35
"645","virus_comp_2915_cycle_1",35
"646","virus_comp_3035_cycle_1",35
"647","virus_comp_3216_cycle_1",35
"648","virus_comp_3253_cycle_1",35
"649","virus_comp_3358_cycle_1",35
"650","virus_comp_3732_cycle_1",35
"651","virus_comp_4502_cycle_1",35
"652","virus_comp_5223_cycle_1",35
"653","virus_comp_5871_cycle_1",35
"654","virus_comp_5915_cycle_1",35
"655","virus_comp_7974_cycle_1",35
"656","virus_comp_14628_cycle_1",35
"657","virus_comp_15100_cycle_1",35
"658","virus_comp_16893_cycle_1",35
"659","virus_comp_17848_cycle_1",35
"660","virus_comp_18205_cycle_1",35
"661","virus_comp_18259_cycle_1",35
"662","virus_comp_420_cycle_1",34
"663","virus_comp_447_cycle_1",34
"664","virus_comp_506_cycle_1",34
"665","virus_comp_536_cycle_1",34
"666","virus_comp_922_cycle_1",34
"667","virus_comp_934_cycle_1",34
"668","virus_comp_945_cycle_1",34
"669","virus_comp_987_cycle_1",34
"670","virus_comp_1228_cycle_1",34
"671","virus_comp_1430_cycle_1",34
"672","virus_comp_1454_cycle_1",34
"673","virus_comp_2008_cycle_1",34
"674","virus_comp_2322_cycle_1",34
"675","virus_comp_2323_cycle_1",34
"676","virus_comp_2337_cycle_1",34
"677","virus_comp_2373_cycle_1",34
"678","virus_comp_2400_cycle_1",34
"679","virus_comp_2434_cycle_1",34
"680","virus_comp_2472_cycle_1",34
"681","virus_comp_2638_cycle_1",34
"682","virus_comp_3281_cycle_1",34
"683","virus_comp_3522_cycle_1",34
"684","virus_comp_3820_cycle_1",34
"685","virus_comp_4029_cycle_1",34
"686","virus_comp_5081_cycle_1",34
"687","virus_comp_5246_cycle_1",34
"688","virus_comp_7541_cycle_1",34
"689","virus_comp_8201_cycle_1",34
"690","virus_comp_9370_cycle_1",34
"691","virus_comp_9427_cycle_1",34
"692","virus_comp_16524_cycle_1",34
"693","virus_comp_17818_cycle_1",34
"694","virus_comp_18441_cycle_1",34
"695","virus_comp_18493_cycle_1",34
"696","edge_1509",34
"697","edge_2658",34
"698","edge_957",34
"699","virus_comp_64_cycle_1",33
"700","virus_comp_149_cycle_1",33
"701","virus_comp_193_cycle_1",33
"702","virus_comp_359_cycle_1",33
"703","virus_comp_425_cycle_1",33
"704","virus_comp_550_cycle_1",33
"705","virus_comp_606_cycle_1",33
"706","virus_comp_766_cycle_1",33
"707","virus_comp_884_cycle_1",33
"708","virus_comp_949_cycle_1",33
"709","virus_comp_1001_cycle_1",33
"710","virus_comp_1030_cycle_1",33
"711","virus_comp_1045_cycle_1",33
"712","virus_comp_1298_cycle_1",33
"713","virus_comp_2094_cycle_1",33
"714","virus_comp_2146_cycle_1",33
"715","virus_comp_2339_cycle_1",33
"716","virus_comp_2463_cycle_1",33
"717","virus_comp_2714_cycle_1",33
"718","virus_comp_2727_cycle_1",33
"719","virus_comp_2742_cycle_1",33
"720","virus_comp_2882_cycle_1",33
"721","virus_comp_3105_cycle_1",33
"722","virus_comp_3775_cycle_1",33
"723","virus_comp_3776_cycle_1",33
"724","virus_comp_4270_cycle_1",33
"725","virus_comp_4899_cycle_1",33
"726","virus_comp_8233_cycle_1",33
"727","virus_comp_8258_cycle_1",33
"728","virus_comp_9814_cycle_1",33
"729","virus_comp_10824_cycle_1",33
"730","virus_comp_11570_cycle_1",33
"731","virus_comp_15364_cycle_1",33
"732","virus_comp_17873_cycle_1",33
"733","virus_comp_17903_cycle_1",33
"734","virus_comp_17948_cycle_1",33
"735","virus_comp_17955_cycle_1",33
"736","virus_comp_18078_cycle_1",33
"737","virus_comp_18121_cycle_1",33
"738","virus_comp_18240_cycle_1",33
"739","virus_comp_18349_cycle_1",33
"740","edge_2381",33
