"","Contig","total_PA"
"1","virus_comp_16559_cycle_1",63
"2","virus_comp_5117_cycle_1",57
"3","virus_comp_103_cycle_1",55
"4","virus_comp_99_cycle_1",50
"5","virus_comp_15228_cycle_1",48
"6","virus_comp_8200_cycle_1",42
"7","virus_comp_13180_cycle_1",38
"8","virus_comp_54_cycle_1",31
"9","virus_comp_5552_cycle_1",27
"10","virus_comp_42_cycle_1",26
"11","virus_comp_1044_cycle_1",23
"12","virus_comp_2551_cycle_1",22
"13","virus_comp_95_cycle_1",22
"14","virus_comp_12691_cycle_1",21
"15","virus_comp_1105_cycle_1",20
"16","virus_comp_17776_cycle_1",20
"17","virus_comp_315_cycle_1",20
"18","virus_comp_14666_cycle_1",19
"19","virus_comp_2590_cycle_1",19
"20","edge_2658",19
"21","virus_comp_138_cycle_1",18
"22","virus_comp_17169_cycle_1",18
"23","virus_comp_17783_cycle_1",18
"24","virus_comp_6059_cycle_1",18
"25","edge_187",18
"26","virus_comp_2591_cycle_1",17
"27","virus_comp_36_cycle_2",17
"28","virus_comp_169_cycle_1",16
"29","virus_comp_174_cycle_1",16
"30","virus_comp_17782_cycle_1",16
"31","virus_comp_17937_cycle_1",16
"32","virus_comp_6559_cycle_1",16
"33","virus_comp_808_cycle_4",16
"34","edge_48806",16
"35","virus_comp_1133_cycle_1",15
"36","virus_comp_14513_cycle_1",15
"37","virus_comp_18116_cycle_1",15
"38","virus_comp_2477_cycle_1",15
"39","virus_comp_3464_cycle_1",15
"40","virus_comp_12035_cycle_1",14
"41","virus_comp_15056_cycle_1",14
"42","virus_comp_2475_cycle_5",14
"43","virus_comp_2476_cycle_1",14
"44","virus_comp_2640_cycle_1",14
"45","virus_comp_5225_cycle_1",14
"46","virus_comp_545_cycle_1",14
"47","virus_comp_5629_cycle_1",14
"48","virus_comp_809_cycle_1",14
"49","virus_comp_1069_cycle_1",13
"50","virus_comp_14463_cycle_1",13
"51","virus_comp_15234_cycle_1",13
"52","virus_comp_160_cycle_1",13
"53","virus_comp_12_cycle_1",12
"54","virus_comp_14963_cycle_1",12
"55","virus_comp_15100_cycle_1",12
"56","virus_comp_16658_cycle_1",12
"57","virus_comp_17296_cycle_1",12
"58","virus_comp_18196_cycle_1",12
"59","virus_comp_1888_cycle_1",12
"60","virus_comp_230_cycle_1",12
"61","virus_comp_2915_cycle_1",12
"62","virus_comp_4442_cycle_1",12
"63","virus_comp_586_cycle_1",12
"64","virus_comp_11_cycle_1",11
"65","virus_comp_16893_cycle_1",11
"66","virus_comp_16955_cycle_1",11
"67","virus_comp_17808_cycle_1",11
"68","virus_comp_18095_cycle_1",11
"69","virus_comp_18139_cycle_1",11
"70","virus_comp_2136_cycle_1",11
"71","virus_comp_6916_cycle_1",11
"72","virus_comp_73_cycle_1",11
"73","edge_48666",11
"74","virus_comp_11746_cycle_1",10
"75","virus_comp_12586_cycle_1",10
"76","virus_comp_14703_cycle_1",10
"77","virus_comp_155_cycle_1",10
"78","virus_comp_159_cycle_1",10
"79","virus_comp_164_cycle_1",10
"80","virus_comp_17138_cycle_1",10
"81","virus_comp_17896_cycle_1",10
"82","virus_comp_18294_cycle_1",10
"83","virus_comp_289_cycle_1",10
"84","virus_comp_347_cycle_1",10
"85","virus_comp_491_cycle_1",10
"86","edge_209",10
"87","edge_305",10
"88","edge_4",10
"89","edge_61",10
"90","virus_comp_1068_cycle_1",9
"91","virus_comp_12451_cycle_1",9
"92","virus_comp_1260_cycle_2",9
"93","virus_comp_16826_cycle_1",9
"94","virus_comp_17302_cycle_1",9
"95","virus_comp_18120_cycle_1",9
"96","virus_comp_18166_cycle_1",9
"97","virus_comp_1935_cycle_1",9
"98","virus_comp_2239_cycle_1",9
"99","virus_comp_2332_cycle_1",9
"100","virus_comp_2554_cycle_1",9
"101","virus_comp_37_cycle_1",9
"102","virus_comp_384_cycle_1",9
"103","virus_comp_4028_cycle_1",9
"104","virus_comp_6408_cycle_1",9
