"vertebrate_contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"contig_10","CONTROL vs CELIAC @ t0-over42",-21.4650984237131,10315.2636348488,0.00208090642988475,0.998339678085366,0.999999867901999,NA,NA,4.76240363547618e-10,"between_groups"
"contig_10","CountryUSA",-2.45009306123906,2.03692594556726,-1.20283855511337,0.229038801711954,0.418987087254376,-6.44239455372608,1.54220843124796,NA,"model_or_emmeans"
"contig_10","Delivery.ModeC-Section",-2.99870153494842,2.17675013291924,-1.37760484751957,0.168325323474738,0.765182404790137,-7.26505339881291,1.26765032891607,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC",-2.24406455335046,1.54420545399664,-1.45321631104364,0.146163704795417,0.999995279935639,-5.2706516279142,0.782522521213278,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-12",0.762056315052505,1.73363408697651,0.439571603245035,0.660247411373063,0.999998945457305,-2.63580405779243,4.15991668789744,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-18",2.62850903005313,1.90226497276909,1.38177859955381,0.167039691923912,0.99999991876129,-1.09986180562635,6.3568798657326,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-24",4.42914001233755,2.07234688978765,2.13725802092496,0.0325770112101806,0.9999997146966,0.36741474488016,8.49086527979494,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-30",3.28931649436756,2.52465664497207,1.30287676976524,0.192616835939363,0.999999400093651,-1.65891960310742,8.23755259184254,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-36",4.14955824641134,2.48267277185579,1.67140764318673,0.0946411872596523,0.999999855813011,-0.716390971824225,9.0155074646469,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.0434188741708967,2.07379006288423,-0.0209369670286247,0.983295937656034,0.999999876630534,-4.10797270892105,4.02113496057925,NA,"model_or_emmeans"
"contig_10","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",23.7091629745128,10315.1677777084,0.00229847574808717,0.998166083301982,0.999999643736412,-20193.6481758219,20241.0665017709,NA,"model_or_emmeans"
"contig_10","HLA.CategoryHigh Risk",1.47166012083604,1.57090964239093,0.936820349893687,0.348850975701619,0.888765795908166,-1.60726620121688,4.55058644288896,NA,"model_or_emmeans"
"contig_10","HLA.CategoryLow/No Risk",0.909035252667981,2.6297668794734,0.345671420445455,0.729589664878491,0.99998001036509,-4.24521311883617,6.06328362417213,NA,"model_or_emmeans"
"contig_10","SexMale",1.01097807307267,1.45595268118575,0.694375638808064,0.487446667131662,0.905322216947111,-1.84263674524593,3.86459289139128,NA,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-12) vs t0",-1.31205910712507,0.972411878555806,-1.3492832986303,0.595195353982795,1,-3.86786436277182,1.24374614852169,0.269265039599709,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-18) vs t0",-2.06984046820151,1.17083495057336,-1.76783283347316,0.334082797699644,1,-5.14716416833417,1.00748323193114,0.126205913955562,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-24) vs t0",-2.66934664673315,1.35437191494911,-1.97091110445349,0.23194257913228,1,-6.22906340324606,0.890370109779765,0.069297486261074,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-30) vs t0",-4.27210473333024,2.12783144565884,-2.00772704155966,0.215853366850571,1,-9.8647171971168,1.32050773045631,0.0139523861755708,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-36) vs t0",-4.28208821184304,2.11949503865529,-2.02033415211946,0.210520509395462,1,-9.85278996752046,1.28861354383438,0.0138137858359287,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-6) vs t0",-1.11713685046498,1.11735808690341,-0.999802000414172,0.805186790631302,1,-4.05390647856577,1.81963277763582,0.327215321102313,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-over42) vs t0",-25.6361370996615,10315.2635849165,-0.00248526243547939,0.999999999197376,1,-27137.4037585173,27086.131484318,7.35135034138801e-12,"model_or_emmeans"
"contig_10","feeding_first_yearBreastmilk_and_formula",0.616788221009468,1.45189584950117,0.424815747783411,0.670970996868537,0.999595439522169,-2.228875353316,3.46245179533494,NA,"model_or_emmeans"
"contig_10","feeding_first_yearFormula",-0.377269476515722,1.78335191478317,-0.211550773231201,0.832457517267145,0.999994474781659,-3.87257500125127,3.11803604821983,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-12",-1.3120591071251,0.972411878555632,-1.34928329863057,0.177245988008224,0.999996125481974,-3.21795136723307,0.593833152982878,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-18",-2.06984046820155,1.17083495057288,-1.76783283347392,0.0770888541542089,0.999999249116894,-4.36463480316513,0.224953866762026,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-24",-2.66934664673319,1.35437191494923,-1.97091110445336,0.0487340447542667,0.999999444143393,-5.32386682170622,-0.0148264717601649,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-30",-4.2721047333305,2.12783144565984,-2.00772704155883,0.0446723054309691,0.443590681271086,-8.44257773199559,-0.101631734665405,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-36",-4.28208821184267,2.11949503865826,-2.02033415211646,0.0433487385832238,0.687622942854204,-8.43622215302418,-0.127954270661153,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-6",-1.11713685046497,1.11735808690316,-0.999802000414381,0.317406337555468,0.999995827619234,-3.30711845862974,1.07284475769981,NA,"model_or_emmeans"
"contig_10","onset_timeline_combinedt0-over42",-25.6361370971108,10315.1677006847,-0.00248528553689041,0.998017031082278,0.999998477249261,-20242.99332493,20191.7210507357,NA,"model_or_emmeans"
"contig_10009","(Intercept)",-0.230352764704955,0.974787786726361,-0.236310679967124,0.813191600183881,0.922446075044928,-2.14090171925813,1.68019618984822,NA,"model_or_emmeans"
"contig_10009","Age.at.Gluten.Introduction..months.",-0.0789410487501414,0.0814955340711398,-0.968654904221273,0.332717399637139,0.711869639761103,-0.238669360430432,0.0807872629301495,NA,"model_or_emmeans"
"contig_10009","CONTROL vs CELIAC @ t0",0.145789504100389,0.754869811230587,-0.193131983729384,0.84685560477927,0.999995281952802,NA,NA,1.15695262863319,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-12",0.97490934522267,1.04320413336742,-0.934533629650892,0.350028697023312,0.739867850193856,NA,NA,2.65092688090313,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-18",0.531791957725071,1.18986447156919,-0.446934899252638,0.654922064929179,0.999999864139361,NA,NA,1.70197945285479,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-24",1.35251955576797,1.33706896631062,-1.01155556657633,0.311750600133684,0.999999469035034,NA,NA,3.86715678351146,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-30",-0.906814254348584,1.15483159186152,0.785235060020179,0.43231576288922,0.999999461805229,NA,NA,0.403808608604957,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-36",-1.06057286188708,1.11753610902749,0.949027824085276,0.342606460912504,0.999999986758816,NA,NA,0.346257395838237,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-6",0.816993583276116,1.47129594292076,-0.555288408975186,0.57869740577644,0.999999587591978,NA,NA,2.26368401957757,"between_groups"
"contig_10009","CONTROL vs CELIAC @ t0-over42",1.65533748781148,1.35492868041957,-1.22171558675612,0.22181519987828,0.999999867901999,NA,NA,5.23484632092059,"between_groups"
"contig_10009","CountryUSA",-0.0701997558340716,0.69479759843968,-0.10103626724059,0.919521670376403,0.960473956058625,-1.43197802532077,1.29157851365262,NA,"model_or_emmeans"
"contig_10009","Delivery.ModeC-Section",-0.774431453349547,0.715088343065581,-1.08298710342496,0.278814147412942,0.784999319089466,-2.17597885152251,0.627115944823413,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC",-0.145789504099662,0.754869811230614,-0.193131983728414,0.84685560478003,0.999995279935639,-1.62530714712822,1.33372813892889,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.829119841125628,1.20278855939185,-0.68933133313543,0.490614784397833,0.999998945457305,-3.18654209855047,1.52830241629921,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-0.386002453627215,1.33095247572679,-0.290019711948342,0.771801157430435,0.99999991876129,-2.99462137118614,2.22261646393171,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-1.20673005166276,1.47050637206218,-0.820622116700176,0.411861545881827,0.9999997146966,-4.08886957994128,1.67540947661576,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-30",1.05260375844733,1.30644151599934,0.805702930867259,0.420414159178081,0.999999400093651,-1.50797456081928,3.61318207771395,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-36",1.20636236598656,1.28015080401801,0.942359573731594,0.346008577199149,0.999999855813011,-1.30268710466872,3.71541183664185,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.671204079195705,1.58164868772946,-0.424369889725165,0.671296076364704,0.999999876630534,-3.77117854334049,2.42877038494908,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-1.50954798371429,1.50940039538348,-1.00009777944359,0.317263190650737,0.999999643736412,-4.46791839691642,1.44882242948784,NA,"model_or_emmeans"
"contig_10009","HLA.CategoryHigh Risk",-0.227220738688664,0.601376162642555,-0.377834627980954,0.705553447832726,0.972397280003659,-1.40589635862897,0.951454881251646,NA,"model_or_emmeans"
"contig_10009","HLA.CategoryLow/No Risk",0.391574309259561,0.876269979431419,0.446864914296893,0.654972598060397,0.989847459586695,-1.32588329115967,2.1090319096788,NA,"model_or_emmeans"
"contig_10009","SexMale",-0.948622691631355,0.604477463351908,-1.56932681389165,0.116571807476698,0.786604359907278,-2.13337674926723,0.236131366004516,NA,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-12) vs t0",-0.518316850793673,0.755183220830766,-0.686345825087957,0.932889363821635,1,-2.50317664872419,1.46654294713685,0.59552205736709,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-18) vs t0",-0.4179490021555,0.880690686284247,-0.474569572114908,0.978223506124964,1,-2.73268202243426,1.89678401812326,0.658395804335519,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-24) vs t0",-0.604280279733285,0.834065056823059,-0.724500175124204,0.921266757988518,1,-2.79646643334715,1.58790587388058,0.546467588938162,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-30) vs t0",-1.1151746825053,1.0085827528051,-1.10568486264884,0.747017493202364,1,-3.76604840918409,1.53569904417348,0.327858002839852,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-36) vs t0",-1.43364528068067,0.988189987238887,-1.45077899917448,0.528879511681666,1,-4.0309203846352,1.16362982327385,0.238438162099579,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-6) vs t0",-0.877844217408934,0.986759579959091,-0.88962320228533,0.858241939044232,1,-3.47135975967562,1.71567132485776,0.41567805798539,"model_or_emmeans"
"contig_10009","TP (CONTROL): (t0-over42) vs t0",-0.593255655106236,0.907735351661136,-0.653555746199143,0.942001677028905,1,-2.97907058977925,1.79255927956678,0.552525520831812,"model_or_emmeans"
"contig_10009","feeding_first_yearBreastmilk_and_formula",0.50233137635581,0.550788752466589,0.912021848859888,0.361757216083213,0.999595439522169,-0.577194741568451,1.58185749428007,NA,"model_or_emmeans"
"contig_10009","feeding_first_yearFormula",0.0121541481132471,0.693816985810607,0.0175178013248653,0.986023531621643,0.999994474781659,-1.34770215593768,1.37201045216417,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-12",-0.518316850793395,0.755183220830768,-0.686345825087587,0.492495058243585,0.999996125481974,-1.99844876535066,0.961815063763868,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-18",-0.417949002154782,0.880690686284267,-0.474569572114083,0.635093798463485,0.999999249116894,-2.14407102879181,1.30817302448224,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-24",-0.604280279728908,0.834065056822676,-0.724500175119289,0.46875871969877,0.999999444143393,-2.23901775186471,1.03045719240689,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-30",-1.1151746825045,1.00858275280535,-1.10568486264778,0.268862944166547,0.761652469640345,-3.09196055343125,0.861611188422248,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-36",-1.43364528068088,0.988189987239035,-1.45077899917447,0.146841409290162,0.840142641244097,-3.37046206555248,0.503171504190726,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-6",-0.877844217399598,0.986759579956908,-0.889623202277837,0.373668243344812,0.999995827619234,-2.81185745551501,1.05616902071581,NA,"model_or_emmeans"
"contig_10009","onset_timeline_combinedt0-over42",-0.593255655113554,0.907735351661945,-0.653555746206624,0.513398063154303,0.868728098475025,-2.37238425186477,1.18587294163766,NA,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-12) vs t0",-0.969195647776943,NA,NA,NA,NA,NA,NA,0.379388077050752,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-18) vs t0",-22.9203663659019,NA,NA,NA,NA,NA,NA,1.11124895119445e-10,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-24) vs t0",-0.66198600607862,NA,NA,NA,NA,NA,NA,0.515825883212943,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-30) vs t0",-22.7563604405488,NA,NA,NA,NA,NA,NA,1.3092971799543e-10,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-36) vs t0",-22.3329903103301,NA,NA,NA,NA,NA,NA,1.99942696021007e-10,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-6) vs t0",-0.453865817194642,NA,NA,NA,NA,NA,NA,0.635167956146306,"model_or_emmeans"
"contig_10083","TP (CONTROL): (t0-over42) vs t0",-0.835266742493687,NA,NA,NA,NA,NA,NA,0.433758764105917,"model_or_emmeans"
"contig_10099","(Intercept)",-0.643590605224539,2.16614807000737,-0.29711293246096,0.766380291278268,0.890944695970183,-4.88916280761993,3.60198159717086,NA,"model_or_emmeans"
"contig_10099","Age.at.Gluten.Introduction..months.",-0.429387723906728,0.251460953275978,-1.70757216304464,0.0877157572320803,0.711869639761103,-0.922242135845754,0.0634666880322966,NA,"model_or_emmeans"
"contig_10099","CONTROL vs CELIAC @ t0",-0.0590462655859266,1.28802120550639,0.0458426191537058,0.963435689327317,0.999995281952802,NA,NA,0.942663155284986,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-12",-27.1240933560317,359048.703385769,7.55443289455055e-05,0.999939724346335,0.999998637053848,NA,NA,1.66018287156922e-12,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-18",4.00017817511344,312372.737751849,-1.28057851779985e-05,0.999989782461718,0.999999864139361,NA,NA,54.6078789314179,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-24",0.149349523426064,1.62528621500358,-0.0918912140196392,0.926784472123688,0.999999469035034,NA,NA,1.16107874251483,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-30",2.22517515915438,1.49605941674253,-1.48735747675009,0.136920421556332,0.999999461805229,NA,NA,9.25510377808997,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-36",3.16762176126304,123122.621853375,-2.57273741704048e-05,0.999979472525362,0.999999986758816,NA,NA,23.7509317493584,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-6",-26.1356476639008,411523.645180686,6.35094677304034e-05,0.999949326776267,0.999999587591978,NA,NA,4.46100221212858e-12,"between_groups"
"contig_10099","CONTROL vs CELIAC @ t0-over42",0.139642482000763,1.86459019547414,-0.0748917817650829,0.940300815396322,0.999999867901999,NA,NA,1.14986262877482,"between_groups"
"contig_10099","CountryUSA",1.52109900934918,1.38973169612802,1.09452710446712,0.27372386653306,0.467882236268798,-1.20272506323551,4.24492308193387,NA,"model_or_emmeans"
"contig_10099","Delivery.ModeC-Section",0.0119446510951115,1.45991485343877,0.00818174502915452,0.993471984792818,0.999953122128802,-2.84943588213994,2.87332518433017,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC",0.0590462655848938,1.28802120550647,0.0458426191529011,0.963435689327959,0.999995279935639,-2.46542890853166,2.58352143970144,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-12",27.0650469490398,360658.220387696,7.50434772287896e-05,0.999940123968186,0.999998945457305,-706850.057641243,706904.187735141,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-18",-4.05922442365054,312372.085669292,-1.29948372786038e-05,0.999989631619966,0.99999991876129,-612242.096911896,612233.978463049,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-0.208395789011239,1.9092446690597,-0.109150907889597,0.913082797403357,0.9999997146966,-3.95044657804335,3.53365500002087,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-2.28422142473918,1.8439599956523,-1.23875866619934,0.215434885373046,0.999999400093651,-5.89831660515032,1.32987375567196,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-3.22666801490109,123122.585854992,-2.62069545769719e-05,0.99997908987556,0.999999855813011,-241319.060627239,241312.60729121,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-6",26.076601254163,416208.527027872,6.26527318898892e-05,0.999950010352566,0.999999876630534,-815727.646431841,815779.799634349,NA,"model_or_emmeans"
"contig_10099","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.198688747585015,2.12524638026883,-0.0934897475557076,0.925514494287886,0.999999643736412,-4.36409511118605,3.96671761601602,NA,"model_or_emmeans"
"contig_10099","HLA.CategoryHigh Risk",-1.14468955300902,1.01036231347793,-1.13294957436476,0.257235429820607,0.888765795908166,-3.12496329876233,0.835584192744294,NA,"model_or_emmeans"
"contig_10099","HLA.CategoryLow/No Risk",-0.968423905698991,1.70189314453913,-0.569027443824175,0.569337515749382,0.983744247403826,-4.30407317453131,2.36722536313333,NA,"model_or_emmeans"
"contig_10099","SexMale",-0.0892342515770056,1.00266953579832,-0.0889966717757688,0.929084555163778,0.995729834094229,-2.05443043013721,1.8759619269832,NA,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-12) vs t0",-26.7285213313383,359048.703385252,-7.44426064746407e-05,1,1,-943720.016707049,943666.559664386,2.46575928045521e-12,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-18) vs t0",-21.3209189014442,30744.0718594679,-0.000693496912149528,0.999999999987727,1,-80826.4428751531,80783.8010373502,5.50101174246327e-10,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-24) vs t0",0.434305456937545,1.24582143977938,0.348609714899799,0.991768929991761,1,-2.84010639837054,3.70871731224563,1.54389038812815,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-30) vs t0",2.05880089799364,1.21754731336133,1.69094118594031,0.378153559283745,1,-1.14129763135489,5.25889942734217,7.83656733056984,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-36) vs t0",-20.6811294857315,19578.48932126,-0.00105631896038446,0.99999999995129,1,-51479.1289419663,51437.7666829949,1.04303668837493e-09,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-6) vs t0",-25.6235428451457,411523.645179816,-6.22650560794616e-05,1,1,-1081639.6169214,1081588.36983571,7.44452059203201e-12,"model_or_emmeans"
"contig_10099","TP (CONTROL): (t0-over42) vs t0",-0.181450160844801,1.54594456917835,-0.117371712066779,0.99975735434681,1,-4.24468030228721,3.88177998059761,0.834059813104089,"model_or_emmeans"
"contig_10099","feeding_first_yearBreastmilk_and_formula",-0.523431109765247,0.928861241026421,-0.563519163730892,0.573081414416729,0.999595439522169,-2.34396568881221,1.29710346928172,NA,"model_or_emmeans"
"contig_10099","feeding_first_yearFormula",0.539821290691852,1.11122614199739,0.48578886897094,0.627116867077354,0.999994474781659,-1.63814192630242,2.71778450768612,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-12",-26.728521189932,360658.220385697,-7.41103895021382e-05,0.999940868464475,0.999996125481974,-706903.851205466,706850.394163086,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-18",-21.3209187964593,30744.0667935146,-0.000693497023007928,0.999446669476732,0.999999249116894,-60278.584572379,60235.942734786,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-24",0.434305456936638,1.24582143977967,0.348609714898989,0.727382333335688,0.999999444143393,-2.00745969619935,2.87607061007262,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-30",2.05880089799246,1.21754731336044,1.69094118594057,0.0908480361338398,0.525962158426614,-0.327547985667508,4.44514978165243,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-36",-20.6811293859675,19578.4880189948,-0.00105631902555003,0.999157179514969,0.999999522187611,-38393.8125183646,38352.4502595927,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-6",-25.6235427009945,416208.527025838,-6.15641944774568e-05,0.999950878879759,0.999995827619234,-815779.346571808,815728.099486406,NA,"model_or_emmeans"
"contig_10099","onset_timeline_combinedt0-over42",-0.181450160846315,1.54594456917816,-0.117371712067772,0.9065654996072,0.999998477249261,-3.21144583853081,2.84854551683818,NA,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-12) vs t0",-20.1116264707464,NA,NA,NA,NA,NA,NA,1.84345101426171e-09,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-18) vs t0",-21.4415311406131,NA,NA,NA,NA,NA,NA,4.87597356097773e-10,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-24) vs t0",-18.571473323525,NA,NA,NA,NA,NA,NA,8.60026067134301e-09,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-30) vs t0",2.13718311358717,NA,NA,NA,NA,NA,NA,8.4755293677496,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-36) vs t0",1.76889662540131,NA,NA,NA,NA,NA,NA,5.86437918328964,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-6) vs t0",0.846074451454005,NA,NA,NA,NA,NA,NA,2.33048045796164,"model_or_emmeans"
"contig_10236","TP (CONTROL): (t0-over42) vs t0",-20.4152487024389,NA,NA,NA,NA,NA,NA,1.36072430407826e-09,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-12) vs t0",-11.3432998678607,NA,NA,NA,NA,NA,NA,1.18486115282408e-05,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-18) vs t0",-42.0951131304128,NA,NA,NA,NA,NA,NA,5.22786846889738e-19,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-24) vs t0",-65.076677206464,NA,NA,NA,NA,NA,NA,5.46459761994972e-29,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-30) vs t0",-47.1506863084,NA,NA,NA,NA,NA,NA,3.33209303130633e-21,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-36) vs t0",-70.6493850539194,NA,NA,NA,NA,NA,NA,2.07664337649218e-31,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-6) vs t0",-46.9626765002498,NA,NA,NA,NA,NA,NA,4.02132098797039e-21,"model_or_emmeans"
"contig_10242","TP (CONTROL): (t0-over42) vs t0",-5.1559382509826,NA,NA,NA,NA,NA,NA,0.00576506845562207,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-12) vs t0",-8.17491583142047,NA,NA,NA,NA,NA,NA,0.000281630161611553,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-18) vs t0",-7.68528164683346,NA,NA,NA,NA,NA,NA,0.000459541342769229,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-24) vs t0",-52.3888158036586,NA,NA,NA,NA,NA,NA,1.76940146707611e-23,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-30) vs t0",-7.68538140913664,NA,NA,NA,NA,NA,NA,0.000459495500153187,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-36) vs t0",-52.8975945411913,NA,NA,NA,NA,NA,NA,1.06381616386771e-23,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-6) vs t0",-32.532183721814,NA,NA,NA,NA,NA,NA,7.43793066026562e-15,"model_or_emmeans"
"contig_10266","TP (CONTROL): (t0-over42) vs t0",-21.1055349945253,NA,NA,NA,NA,NA,NA,6.82311379209016e-10,"model_or_emmeans"
"contig_10270","TP (CONTROL): (t0-12) vs t0",-23.1029605389532,NA,NA,NA,NA,NA,NA,9.25788373295441e-11,"model_or_emmeans"
