"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"edge_2194_14",-4.63901976873456,0.437825519764877,-6.80599927103722,6.95443608516218e-10,2.7184890656899e-06,11.9047069030301
"virus_comp_18003_cycle_1_4",-5.22713729898704,0.375008813783929,-6.40362121016793,1.03194537752993e-08,1.64109386715518e-05,9.44528086865782
"virus_comp_18299_cycle_1_4",-5.01407378519549,0.380286283293125,-6.15136723617428,1.25947342068702e-08,1.64109386715518e-05,9.24938030605454
"edge_329_26",-4.04971307895032,0.735941151615863,-5.60597178236486,9.72292404096654e-08,6.70373624560223e-05,7.4610828890033
"virus_comp_2742_cycle_1_9",-4.29186955324607,0.283204273357075,-5.95391255524191,1.09463163845699e-07,6.70373624560223e-05,7.36930764479013
"edge_329_19",-3.71336848686381,0.413011799657942,-5.59848770882262,1.28358295187881e-07,6.70373624560223e-05,7.21587048815495
"virus_comp_155_cycle_2_154",-3.34577315530795,0.547789963254407,-5.89194590768577,1.52374216312403e-07,6.70373624560223e-05,7.13296786539457
"edge_1627_22",-3.12105895210266,0.310516558801323,-5.59018555176959,1.60929194241158e-07,6.70373624560223e-05,7.03504241134201
"virus_comp_11_cycle_1_8",-3.72905677093571,0.353274132951391,-5.73085621830009,1.72668704205562e-07,6.70373624560223e-05,6.9751220948519
"edge_329_18",-3.86864792383372,0.554908401663207,-5.50515902632462,1.82552535205781e-07,6.70373624560223e-05,6.88813932615808
"edge_1847_24",-2.99722804004655,0.451541052142261,-5.77925296842981,1.88644407013621e-07,6.70373624560223e-05,6.9238890833126
"virus_comp_36_cycle_2_56",-3.72195167163679,0.334014937132251,-5.51989955764794,2.37583513856763e-07,7.12926666007805e-05,6.66141672662102
"virus_comp_1898_cycle_1_10",-3.58115327140809,0.487852834647103,-5.43782925294554,2.51482488072284e-07,7.12926666007805e-05,6.60367316522145
"virus_comp_1898_cycle_1_14",-3.80005585651226,0.572555730111068,-5.45095397743048,2.55333162550762e-07,7.12926666007805e-05,6.58355885301273
"edge_329_15",-3.77830360541797,0.487533705529539,-5.44153322429307,2.82462368793179e-07,7.1655506013785e-05,6.49505857920388
"virus_comp_2554_cycle_1_3",-4.99493559402561,0.324259999607704,-5.637830753189,2.93294473323244e-07,7.1655506013785e-05,6.45259529673893
"edge_330_44",-3.44156299869454,0.363356481116831,-5.42091329922422,3.73057611839325e-07,8.13067821140246e-05,6.25859335251807
"edge_1631_21",-3.14515488886332,0.199599080857204,-5.5682642002314,3.88904504379421e-07,8.13067821140246e-05,6.25921645034191
"virus_comp_2638_cycle_1_7",-3.38044162631445,0.191216953942444,-5.83795381703639,4.05536412194307e-07,8.13067821140246e-05,6.26226952921474
"edge_1468_15",-2.87435180670866,0.211299571764595,-5.51231294018383,4.15997861929008e-07,8.13067821140246e-05,6.18136843058095
