"","T-72","T-66","T-60","T-54","T-48","T-42","T-36","T-30","T-24","T-18","T-12","T-6","T0"
"virus_comp_18200_cycle_1_4",2.27932649448585,2.79660851443308,3.31389053438031,3.83117255432755,-0.29730829500102,-1.71172480838655,-0.101522530090748,-0.581429809099877,0.889614784240139,0.170718669937417,1.72496123528487,0.692121529263995,2.64280182638878
"virus_comp_169_cycle_1_4",-2.22394376283426,-1.55499059838355,-0.886037433932852,-0.21708426948215,-1.62533926380306,-1.76193048439097,-0.623631811624338,-0.393479926354416,0.604175519310316,1.51888419349181,2.16255673601674,3.74826554914585,3.41931717893449
"edge_1631_6",2.62707099820026,3.09410738377159,3.56114376934292,4.02818015491425,-0.652482076660807,-2.43134047852551,-0.835310357577712,-1.50729209368019,0.0466331260689206,-0.804490135156025,0.831511639888108,-0.240695172580195,1.56882564733029
"virus_comp_2109_cycle_1_2",1.03038017976237,1.78764400053385,2.54490782130533,3.30217164207681,-0.90458938392814,-2.47090820189707,-0.405485126511805,-0.735393711359064,1.10868592285448,0.580632474968165,2.58597710231233,1.19463054827004,3.80143769287004
"virus_comp_2028_cycle_1_8",0.821329202100738,1.42429502312658,2.02726084415243,2.63022666517827,-1.36072339570163,-2.81522861685321,-1.10322134689544,-1.50795470316982,-0.0329572438722128,-0.62878197654452,1.11222799799924,0.235279763719234,2.11208193638401
"virus_comp_1545_cycle_1_6",-1.30208436591824,-0.628944849033256,0.0441946678517242,0.717334184736709,-1.31931103199054,-1.81518218469942,-0.475515036161241,-0.386424205013147,0.763257655808951,1.45978508098755,2.32442338149255,3.49249929964501,3.51895831494683
"virus_comp_6059_cycle_1_1",-2.05316955603608,-1.40402174336141,-0.754873930686733,-0.105726118012059,-1.68696396938422,-1.88957857542883,-0.737673946094819,-0.55750636362138,0.457776631329606,1.31625114218863,1.93655138541132,3.42364547173306,3.16476179341797
"virus_comp_17813_cycle_1_1",-0.83420227494735,-0.0812285104698391,0.67174525400767,1.42471901848518,-2.27484258969361,-3.39513734531843,-1.54888656872784,-1.74728132800407,-0.136744022186004,-0.61639613441652,1.22926183989971,0.543470702315384,2.60902784455267
"virus_comp_619_cycle_1_1",0.937265188440907,1.63119689695905,2.32512860547719,3.01906031399533,-0.740911512765131,-2.11874936217561,-0.390949699492114,-0.695528016254312,1.01503515878428,0.321248872249261,2.38978227859373,1.14226342412221,3.50824963471629
"virus_comp_126_cycle_1_217",1.44824073488158,2.05489800041655,2.66155526595151,3.26821253148647,-0.541487107839586,-1.84660559225673,-0.0407173254588216,-0.366587633296619,1.29200333981367,0.939996095018608,2.3847607996802,1.17119098572997,3.41168720422473
"virus_comp_122_cycle_1_2",2.17939274279856,2.72116893155813,3.26294512031769,3.80472130907726,-0.405723986672021,-1.91354308522454,-0.200461488975827,-0.682414639185676,0.927782124205467,0.358089185968794,1.8823950993127,0.79042072186264,2.78110289267566
"virus_comp_3264_cycle_1_1",0.495165080850176,1.24573277187352,1.99630046289686,2.7468681539202,-1.68630298011322,-3.22203735135705,-1.16892827097854,-1.53972412504044,0.225454980792547,-0.303254999404718,1.61143698430065,0.647552048232632,2.90199306710987
"virus_comp_2273_cycle_1_7",2.20298202677577,2.66050443336819,3.11802683996061,3.57554924655303,-0.707703737008081,-2.34025643433148,-0.816846695381022,-1.40749940909975,0.0334383831258807,-0.947727481173295,0.769836033469367,-0.711339123269401,1.50327645772289
"virus_comp_500_cycle_1_5",1.23925008609978,1.73239364831901,2.22553721053824,2.71868077275747,-0.605390610125486,-1.61044632882615,-0.283877099916178,-0.605640548484464,0.65499199122621,0.12306860998912,1.44630557559611,0.820164064524394,2.38853291250863
"edge_4_40",0.451663614110283,0.995825352128396,1.53998709014651,2.08414882816463,-1.73380422400012,-2.87625824152542,-1.18193427960463,-1.52842132737262,-0.251559986882686,-0.648068117803365,0.577963815120656,0.00761231156806286,1.65240298759338
"virus_comp_4695_cycle_1_3",1.95163338636608,2.51662933090937,3.08162527545265,3.64662121999593,-0.526362005115076,-2.00677223818692,-0.285808946562093,-0.743979911143878,0.801663245384515,0.160205288634041,1.81764233422795,0.877155358902832,2.771896691957
"virus_comp_2265_cycle_1_9",-0.852327379008999,-0.113989380488826,0.624348618031343,1.36268661655152,-2.25420821267988,-3.32966951972645,-1.46924699995618,-1.64853583999387,-0.0951261600316773,-0.261747028567601,1.28575933601461,0.77052044509995,2.63842533716505
"virus_comp_1152_cycle_1_10",3.35494946309947,3.72079543982562,4.08664141655178,4.45248739327793,0.123786681831429,-1.50811062650408,-0.0470789810674752,-0.698888332436571,0.659359764345878,-0.0990430517876373,1.24499082846835,0.252209699501955,1.82173126940471
"edge_1633_56",2.53561884412084,3.00211184657581,3.46860484903079,3.93509785148576,-0.406391975781518,-2.01947743510278,-0.432734641218407,-1.01484372968509,0.508580544127168,-0.243378137021044,1.30858965244138,0.192899442820049,2.05747744313529
"virus_comp_152_cycle_1_7",-2.45631516928413,-1.81219880839176,-1.16808244749938,-0.523966086607004,-1.80571135451757,-1.85115478343631,-0.792515935950894,-0.548563017244159,0.386454231682811,1.35022042411763,1.86500810036645,3.54682471139954,3.11003181540501
"virus_comp_297_cycle_1_1",1.79719374127026,2.32281467278869,2.84843560430711,3.37405653582554,-0.824550942869767,-2.31171584622638,-0.702640994380343,-1.2049401219094,0.311798386807058,-0.403752009156745,1.21233618962487,0.116967931649304,2.1072396916799
"virus_comp_3253_cycle_1_5",2.95319084650618,3.38188751911801,3.81058419172983,4.23928086434166,-0.130525295346736,-1.79237361596816,-0.214648736696344,-0.829591994788786,0.677359308873002,-0.0396489433117653,1.42302189401656,0.278428331370626,2.08100670945468
"edge_1990_1",3.15521732218274,3.57066366538199,3.98611000858125,4.4015563517805,-0.0680539435875982,-1.73049021296011,-0.179237056929114,-0.823269338876655,0.620941496959063,-0.189153993431482,1.28066363067241,0.215216283798044,1.95582561199468
"virus_comp_169_cycle_1_8",-1.50041843473081,-0.883980592282978,-0.267542749835144,0.34889509261269,-1.55407497185436,-1.90393553274965,-0.738028412171332,-0.655451848292139,0.396995528266136,1.12086340368988,1.77786395202429,3.13324285220301,2.93980177590701
"edge_1468_55",2.81088169599123,3.25849345130595,3.70610520662067,4.15371696193539,0.112584658357481,-1.3655145532178,0.0463996236975808,-0.496925458111694,0.86703237666683,0.0299202049239513,1.49892634734198,0.314464767919658,2.27213303677583
"virus_comp_2344_cycle_1_4",-0.807448083671234,-0.167703458081268,0.472041167508699,1.11178579309867,-1.6362060918822,-2.41809918687256,-0.785774569743649,-0.839992533174084,0.331258340841452,0.467509210012031,1.62700631705154,1.50019528580901,2.79545860398028
"virus_comp_17979_cycle_1_3",2.36078067692468,2.86033205907727,3.35988344122987,3.85943482338246,-0.571204973382852,-2.19820177073941,-0.530212333869927,-1.10126118875555,0.482577010492725,-0.23481439857738,1.37625515105206,0.353756405243887,2.18230381232512
"virus_comp_17991_cycle_1_16",2.59662495287147,3.08080306853015,3.56498118418883,4.04915929984751,-0.153381125672215,-1.69928927611712,-0.134742550383416,-0.675371016035093,0.815811695489659,0.158311227970863,1.67887278510687,0.817765525378085,2.46493734607333
"virus_comp_18230_cycle_1_4",2.82761678468963,3.27225042316842,3.71688406164721,4.16151770012599,-0.45155689475374,-2.15383141510952,-0.507269403103362,-1.15403358620016,0.377990553093758,-0.269368390091426,1.13688995160543,0.238229382124757,1.85264232261047
"virus_comp_169_cycle_1_11",-1.46853594333284,-0.86758557094664,-0.266635198560443,0.334315173825756,-1.47482601426478,-1.80544950088611,-0.693720907354802,-0.607477298302992,0.410309374872496,1.1259356512922,1.77691184629694,3.16840517117346,2.90289496704795
"virus_comp_12035_cycle_1_1",-1.82406771161033,-1.01088495410277,-0.197702196595203,0.615480560912363,-2.08374862146741,-2.9983687188965,-1.30193277779235,-1.28092485868977,0.218391585937852,-0.344239802083283,1.92052252358788,0.648132928788149,3.28303673150014
"virus_comp_36_cycle_2_23",2.40164363957794,2.81698078596621,3.23231793235448,3.64765507874275,-0.103874675043905,-1.45698958546673,-0.0780449719869782,-0.566655369215897,0.705605124814418,0.0959112143016627,1.4266532571283,0.681110860034707,2.1209140026925
"virus_comp_138_cycle_1_2",-3.59177064077038,-2.87635713903779,-2.1609436373052,-1.44553013557261,-1.84468400253395,-1.51630538768662,-0.575875834762322,-0.0925689156456366,0.728783190434014,2.04030322852591,2.43155846574385,4.49168105026159,3.81445591189063
"virus_comp_1354_cycle_1_12",2.92811817553244,3.34780267211169,3.76748716869094,4.18717166527019,0.272956972954948,-1.25848266624769,0.115793133338089,-0.433691828568088,0.918772341620134,0.0624249377755186,1.65972611314528,0.460506131978351,2.29602459270051
"edge_1632_2",0.415775405169572,1.04065815361285,1.66554090205614,2.29042365049942,-1.8400955176213,-3.09176371878428,-1.10856232750722,-1.44252216512512,0.148532574335644,0.177375126108953,1.22194417098056,0.795432033200868,2.38936167335383
"virus_comp_18230_cycle_1_6",2.90368489532087,3.33372290215958,3.76376090899828,4.19379891583699,-0.314783348187206,-2.00350094278066,-0.424799320777534,-1.06907263341713,0.428259664875682,-0.34215223452273,1.14588373844223,0.0813566777728632,1.82913571656705
"virus_comp_609_cycle_1_4",-0.252682717009261,0.426771513573797,1.10622574415685,1.78567997473991,-1.76984825006844,-2.82244628782021,-1.06076046923528,-1.26945226332938,0.20134950151351,-0.0566325139671999,1.42257952401284,0.986515920903598,2.68782905216798
"edge_1631_43",3.60426172611089,4.05670004721338,4.50913836831588,4.96157668941837,0.0798418835913131,-1.88385364839556,-0.186551173166159,-0.916920638589485,0.693123504244852,-0.384202320362362,1.48456542693258,0.0216825907394114,2.12980253501761
"edge_330_45",3.3278317940133,3.81531581503666,4.30279983606002,4.79028385708338,-0.00273711872590088,-1.81326232502352,-0.101344653012188,-0.769148008928038,0.847191952706508,0.139258636441115,1.75115999509043,0.805513832907202,2.50489675163281
"virus_comp_2089_cycle_1_4",3.59843003881135,4.15898205890097,4.71953407899058,5.28008609908019,0.0499648525328977,-1.90647593106361,0.109846899869343,-0.575400218128259,1.14484536493234,0.103203103753456,2.03401845023395,0.551692928711998,2.95892961090244
"virus_comp_2378_cycle_1_9",3.2353530178696,3.68643283495832,4.13751265204704,4.58859246913577,-0.275372355256145,-2.08420890808494,-0.406948251411082,-1.11019210192473,0.498726449560371,-0.252158041092191,1.24189169450178,0.221258411361259,1.96355637886997
"virus_comp_126_cycle_1_168",1.74621667526956,2.31280897400308,2.87940127273659,3.44599357147011,-0.343191140609633,-1.68661992953393,-0.0355657780646919,-0.411034614919421,1.14793367835215,0.557051248633789,2.1550475072143,0.898245988551,3.10314797912006
"virus_comp_2216_cycle_1_8",1.69743273887357,2.16867887200845,2.63992500514332,3.1111711382782,0.243958554851136,-0.84338347869508,0.410416241646291,0.133572684592705,1.26940975569362,0.657836766485857,2.1793892762266,1.19397778715746,2.93543420111157
"edge_1631_14",2.5599670274384,3.04693350272759,3.53389997801678,4.02086645330597,-0.618987295651027,-2.28491058861108,-0.466316805339825,-1.06081990905307,0.568504242537231,0.241950592604462,1.40499329937848,0.64292769401367,2.20724386629748
"edge_1495_51",1.5927009935414,2.13513386441873,2.67756673529605,3.21999960617338,-0.515591533346905,-1.93152835920995,-0.377180781656053,-0.784653183589893,0.683431037120827,0.0571339945621254,1.7782188628473,0.915268931439792,2.62216746843137
