"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"virus_comp_1727_cycle_1_2",-6.03251748696344,0.438973875461788,-6.29347213671017,9.36670548474867e-08,0.000366144517398825,7.04276613948353
"virus_comp_2109_cycle_1_2",-4.82814819466744,0.539993406938532,-5.31558964927503,1.56990597910414e-06,0.00177236098435511,4.68865102491806
"edge_1847_24",-3.87380088825511,0.451541052142261,-5.09169747629825,2.84203382277047e-06,0.00177236098435511,4.20235190162292
"virus_comp_1019_cycle_1_5",-6.28266098343033,0.464597811805406,-5.18361115589006,3.55477242954092e-06,0.00177236098435511,3.98547299160588
"virus_comp_2109_cycle_1_3",-4.74295706553248,0.49136271675302,-5.17255614098819,3.85148175024799e-06,0.00177236098435511,3.94515845619028
"edge_1633_5",-4.05356150709847,0.238503063101354,-5.07541280382342,4.08788393548482e-06,0.00177236098435511,3.92481224114583
"virus_comp_17845_cycle_1_5",-3.89379979505866,0.322830131909929,-4.89812144814267,4.21781381929469e-06,0.00177236098435511,3.87767655512582
"virus_comp_17813_cycle_1_1",-5.97798848887485,0.321263846558894,-5.02691137187699,4.34839429181395e-06,0.00177236098435511,3.82077016749704
"edge_1627_29",-4.47723765080646,0.273204385928202,-5.06856094905993,4.46984285610174e-06,0.00177236098435511,3.83400767294541
"edge_1633_13",-4.43453843965704,0.380515687565748,-5.00150699819717,4.53405214723744e-06,0.00177236098435511,3.80833580835471
"virus_comp_315_cycle_1_1",-7.51489875411998,0.649833406722499,-5.11737843881594,6.41039833477693e-06,0.00227802246278573,3.48395703895361
"virus_comp_1830_cycle_1_7",-4.14877470533819,0.270341397475504,-4.91775542165201,7.06117888702266e-06,0.00230017902244763,3.42758087533383
"virus_comp_7609_cycle_1_2",-3.99868016673867,0.293240042743378,-4.69341262119019,9.40113908488385e-06,0.0023588369427491,3.18281340234165
"virus_comp_12035_cycle_1_2",-6.85883461588979,0.790391290073671,-4.64706846027494,9.44906673853622e-06,0.0023588369427491,3.06270369886551
"edge_1627_22",-3.76928268843358,0.310516558801323,-4.63397416683949,9.72307016732721e-06,0.0023588369427491,3.14556457878101
"edge_1631_22",-3.86713262525251,0.231375825501486,-4.81548211502929,9.72896203167849e-06,0.0023588369427491,3.17953264287084
"virus_comp_18126_cycle_1_3",-7.36654911468457,0.445682583662015,-4.67122200708326,1.02584364355934e-05,0.0023588369427491,3.08032671550216
"edge_1468_15",-3.45469790829498,0.211299571764595,-4.65379978233658,1.26635307991822e-05,0.00275009677188906,2.93082740401044
"virus_comp_1830_cycle_1_4",-3.71307447171369,0.190145968727924,-4.70879151931901,1.54003766696594e-05,0.0031684248632473,2.77428207259803
"virus_comp_2265_cycle_1_9",-4.70765821025129,0.560872201489317,-4.51538408993477,1.69531267504593e-05,0.00322397480155007,2.66269700810386
"virus_comp_1430_cycle_1_14",-3.85984055090412,0.201780254435004,-4.60675679341996,1.77172093711167e-05,0.00322397480155007,2.64605232077234
"virus_comp_12035_cycle_1_1",-7.21608332043707,0.825210409607501,-4.49669091789856,1.85609632410514e-05,0.00322397480155007,2.48994678129415
"edge_1633_38",-4.18301652945095,0.269342276281096,-4.64359254324663,1.89694091674729e-05,0.00322397480155007,2.60513021685311
"virus_comp_17959_cycle_1_1",-5.1914600920055,0.248613536012397,-4.58006666910576,2.02503062385234e-05,0.00326150157316022,2.50774889054358
"virus_comp_99_cycle_1_2",-5.97597060915886,1.16665335540425,-4.40646942795814,2.2064584712931e-05,0.00326150157316022,2.356875683017
"virus_comp_18134_cycle_1_3",-4.28155938914025,0.234163251217595,-4.68113332905024,2.25804365427827e-05,0.00326150157316022,2.45957917211687
"edge_1631_4",-4.35368884127137,0.243563425653352,-4.43840950763452,2.41138329506112e-05,0.00326150157316022,2.35958002097409
"virus_comp_17799_cycle_1_8",-4.54465241337953,0.35914933621254,-4.52730457346736,2.41266180000343e-05,0.00326150157316022,2.38165715724325
"edge_1633_25",-3.72029967349559,0.296065772539153,-4.56895668582467,2.41963534463153e-05,0.00326150157316022,2.40050004910047
"virus_comp_73_cycle_1_9",-3.73101879902844,0.346871502523152,-4.60104313654859,2.55796491402884e-05,0.00331650058778277,2.34221371358115
"virus_comp_17959_cycle_1_10",-5.708755758605,0.367070481383859,-4.48228773809875,2.63012325968958e-05,0.00331650058778277,2.26551520561975
"virus_comp_2109_cycle_1_9",-5.19555072786826,0.63802892320396,-4.87058689183831,2.81613308187185e-05,0.00338145341211858,2.26349536816353
"virus_comp_73_cycle_1_10",-3.65777885376078,0.411394295459392,-4.47802416807264,2.88652701128895e-05,0.00338145341211858,2.22456960913591
"virus_comp_501_cycle_1_8",-3.60958916338691,0.311766682835575,-4.4967800868118,3.00302195179223e-05,0.00338145341211858,2.20635934794956
"virus_comp_6640_cycle_1_1",-5.32295596495516,0.254338733096654,-4.68410844404269,3.02765079110132e-05,0.00338145341211858,2.20545142132442
"virus_comp_17959_cycle_1_12",-5.58262658611029,0.3372847219649,-4.45978603287435,3.3617445858384e-05,0.00346591979603043,2.06793848934047
"virus_comp_17959_cycle_1_13",-5.81273405111758,0.375117303837719,-4.45392696731307,3.43259189859666e-05,0.00346591979603043,2.04516664421069
"edge_1633_14",-5.05593820424189,0.37938468238631,-4.48042639042541,3.52669660343904e-05,0.00346591979603043,2.063755785748
"virus_comp_2572_cycle_1_4",-5.35596490210276,0.305431108940797,-4.476678355741,3.57302242397138e-05,0.00346591979603043,2.02507957315769
"virus_comp_4695_cycle_1_3",-4.42424655936016,0.263811987543168,-4.44549609921311,3.74391187522473e-05,0.00346591979603043,2.00878286690144
"virus_comp_2012_cycle_1_1",-4.98003782649823,0.305623249634706,-5.01644863777713,3.81875076820302e-05,0.00346591979603043,2.02266236316372
"edge_1631_28",-4.12155808166073,0.227643212458966,-4.61100910957965,3.81975124538832e-05,0.00346591979603043,2.02906738743865
"virus_comp_1121_cycle_1_12",-3.5993134664006,0.31086524078202,-4.5813826769925,3.8783877001361e-05,0.00346591979603043,2.01127574344299
"edge_1990_1",-3.23957943172058,0.229877716503064,-4.36403718356141,3.90126556728931e-05,0.00346591979603043,1.96983477401406
"edge_1627_35",-4.12530774542213,0.244186926800784,-4.42510799118012,4.10179751183507e-05,0.00352479276014943,1.93349035216117
"edge_1476_19",-3.46935602342214,0.262114549756406,-4.27602400068675,4.19298257876199e-05,0.00352479276014943,1.88712584796475
"virus_comp_18196_cycle_1_8",-4.86881603685307,0.791417859942326,-4.32568337989261,4.23804706387882e-05,0.00352479276014943,1.88665249097971
"virus_comp_392_cycle_1_1",-5.69390217155565,0.283101837599356,-4.50521229261468,4.61955160507608e-05,0.0036238095494605,1.84395435431326
"virus_comp_18020_cycle_1_4",-5.12536200562194,0.287734845200329,-4.42658708574571,4.65120525329933e-05,0.0036238095494605,1.82973647567475
"edge_1633_26",-3.8950183319657,0.274569759723585,-4.46234263380027,4.83670939696878e-05,0.0036238095494605,1.81721153652866
"edge_1987_4",-4.84882392636725,0.323729429321778,-4.45304439678334,4.84572196271821e-05,0.0036238095494605,1.79608577374525
"virus_comp_15228_cycle_1_3",-4.80065466846152,0.724034028521909,-4.21354355187685,4.88316801843238e-05,0.0036238095494605,1.71939710061811
"virus_comp_296_cycle_1_5",-5.15960677621767,0.29019252842464,-4.79926066167539,5.05404696661343e-05,0.0036238095494605,1.80971860982437
"virus_comp_2283_cycle_1_4",-4.61759451097644,0.356120082083357,-4.47918636870363,5.19877634129874e-05,0.0036238095494605,1.75373841569233
"virus_comp_2332_cycle_1_10",-4.1278669683303,0.280180951797621,-4.58298163243381,5.23020345539597e-05,0.0036238095494605,1.77480852709766
"virus_comp_18020_cycle_1_19",-4.9686165591,0.254538042335105,-4.41511925775794,5.34744381951198e-05,0.0036238095494605,1.71553340135361
"virus_comp_126_cycle_1_209",-4.8878457626254,0.449699470546826,-4.28903707307955,5.39015686877608e-05,0.0036238095494605,1.68696330588257
"virus_comp_317_cycle_1_3",-6.17519119908135,0.734841145919799,-4.20947812515447,5.47182777946167e-05,0.0036238095494605,1.59605910995231
"virus_comp_18020_cycle_1_18",-4.91568736592834,0.237984824651618,-4.33927802741317,5.63547736929913e-05,0.0036238095494605,1.65574106983885
"edge_1633_46",-3.69865489286404,0.2221074404645,-4.30775129807834,5.65946900137594e-05,0.0036238095494605,1.65767740066318
"virus_comp_285_cycle_1_1",-4.72533990355379,0.26600384484152,-4.58501531523288,5.76725212782505e-05,0.0036238095494605,1.68263951408697
"virus_comp_2179_cycle_1_4",-5.77877430497676,0.317728562315576,-4.70947936817362,5.95507160337901e-05,0.0036238095494605,1.653128941977
"virus_comp_17959_cycle_1_11",-5.7936393932172,0.353551117475586,-4.3342098019059,6.09120082534486e-05,0.0036238095494605,1.57142542873752
"virus_comp_2344_cycle_1_4",-5.00859083663399,0.529155514427597,-4.32511423003285,6.15495513562896e-05,0.0036238095494605,1.56439132401471
"edge_2658_2",-4.99831564503094,0.733372249403508,-4.14791821208665,6.19447065852837e-05,0.0036238095494605,1.50736709806523
"edge_1474_18",-5.29102468045559,0.346525983154133,-4.43458524349811,6.20718583884847e-05,0.0036238095494605,1.59532490291171
"virus_comp_17959_cycle_1_4",-5.54860968241549,0.324615279889777,-4.31480500208614,6.37550774402999e-05,0.0036238095494605,1.52994873223358
