"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"virus_comp_15228_cycle_1_3",-7.5028868343768,0.724034028521909,-5.51542176984253,2.02249876334943e-07,0.000790594766593291,6.15269460200772
"virus_comp_1727_cycle_1_2",-6.261285505721,0.438973875461788,-5.7347579078354,6.60480378002721e-07,0.00122857555737896,5.23314272423969
"virus_comp_99_cycle_1_2",-8.37849652691282,1.16665335540425,-5.15481710688643,9.42882238970809e-07,0.00122857555737896,4.77559129596293
"virus_comp_99_cycle_1_1",-10.1690166373972,2.24599731894967,-4.61901557399119,8.14601104128418e-06,0.00599407154286695,2.88372903016302
"virus_comp_17959_cycle_1_11",-7.68002104790302,0.353551117475586,-4.86607762782121,9.5452686567768e-06,0.00599407154286695,2.98003853860542
"virus_comp_17959_cycle_1_10",-7.14599947362893,0.367070481383859,-4.72624314531483,1.05738537371721e-05,0.00599407154286695,2.87973550992435
"virus_comp_315_cycle_1_1",-8.36573333707213,0.649833406722499,-4.96205551455573,1.07338195958221e-05,0.00599407154286695,2.9198301407457
"virus_comp_4028_cycle_1_1",-7.89817829796736,1.65336052963498,-4.47310572207756,1.36122835068503e-05,0.00615423136416355,2.52828020302559
"virus_comp_103_cycle_1_3",-9.42405076627764,1.90956958351727,-4.48296298556169,1.43906821102004e-05,0.00615423136416355,2.45680934514823
"virus_comp_15228_cycle_1_1",-8.15817267990074,1.85349835950057,-4.43777259084768,1.57437486931787e-05,0.00615423136416355,2.39388545870765
"virus_comp_17959_cycle_1_13",-7.11000700396715,0.375117303837719,-4.63049069393395,1.82132597187076e-05,0.00647233020367527,2.4448259801723
"virus_comp_17959_cycle_1_12",-6.7560260807914,0.3372847219649,-4.60368112161887,2.00667901988111e-05,0.00647893040812306,2.37790711797444
"virus_comp_1260_cycle_2_19",-5.88080039197295,0.437969640154222,-4.64281393891099,2.15467115133282e-05,0.00647893040812306,2.35385097554274
"virus_comp_18422_cycle_1_2",-5.14415794579076,0.230521442364619,-4.73984166455085,2.42494208293883e-05,0.00677078471586276,2.27613213854044
"virus_comp_12035_cycle_1_2",-7.02863967852674,0.790391290073671,-4.2783801551568,4.04799534887924e-05,0.0105490758791793,1.77588781840152
"virus_comp_104_cycle_1_1",-8.6815806962921,1.90613494843577,-4.19074462896131,4.67880841464405e-05,0.0113254797553487,1.50010914734777
"virus_comp_7129_cycle_1_1",-7.27401413678307,1.87873225128019,-4.15065664088087,5.05944293457254e-05,0.0113254797553487,1.44488961189457
"virus_comp_15228_cycle_1_2",-8.63872179435004,1.92455387049864,-4.14895700166915,5.22379356480905e-05,0.0113254797553487,1.43072024562051
"virus_comp_155_cycle_2_154",-4.22801730356432,0.547789963254407,-4.30418892172629,5.82439069796292e-05,0.0113254797553487,1.52683675138441
"virus_comp_14463_cycle_1_1",-9.11499606098278,2.40675958133039,-4.09407195731324,6.30950129748518e-05,0.0113254797553487,1.23713173852097
"edge_1633_5",-3.92680510932913,0.238503063101354,-4.30511451018603,6.3392140814698e-05,0.0113254797553487,1.50425881990245
"virus_comp_18196_cycle_1_6",-6.34724298976729,0.78558244149866,-4.15913607451567,6.49062675540355e-05,0.0113254797553487,1.40012358050265
"virus_comp_317_cycle_1_3",-6.90422040556594,0.734841145919799,-4.14622439076317,6.93997157616332e-05,0.0113254797553487,1.32606216389491
"virus_comp_104_cycle_1_3",-7.60511570086796,1.04887499814419,-4.08980928505693,7.1672842193358e-05,0.0113254797553487,1.22852959705071
"virus_comp_2572_cycle_1_4",-5.90511206669375,0.305431108940797,-4.2630773012347,7.45963942716839e-05,0.0113254797553487,1.31629056059906
"edge_1633_13",-4.23317654179708,0.380515687565748,-4.21703981221534,7.7734716989726e-05,0.0113254797553487,1.31834770960218
"virus_comp_8200_cycle_1_2",-10.2189883261247,2.4901384740821,-4.05050887702456,7.82266445112341e-05,0.0113254797553487,1.05125233952611
"virus_comp_17959_cycle_1_1",-5.40687071754326,0.248613536012397,-4.19000292608972,8.18552281631924e-05,0.0114275745317828,1.25486616828428
"virus_comp_18200_cycle_1_4",-4.34969933944372,0.290619796090161,-4.24995484991349,8.62356666415848e-05,0.0116239731345502,1.24153060464104
"virus_comp_5552_cycle_1_3",-8.08464828820268,2.46536848703868,-3.97808556882035,9.97336249466793e-05,0.0129952913305523,0.866397561478985
"virus_comp_808_cycle_4_27",-5.20417090696556,0.574504102374321,-4.11577395001363,0.000103422077209498,0.0130411903165137,1.05576207515043
"virus_comp_2345_cycle_1_7",-6.08753738663947,0.954199025445538,-4.12928532136234,0.0001068457018644,0.0130518702683731,0.944350282892774
"virus_comp_18200_cycle_1_1",-5.70427787770076,0.503793433067418,-4.15849122453223,0.000116792138866071,0.0138345597220446,0.971894807248582
"virus_comp_155_cycle_2_117",-4.67454234820242,0.488248991188596,-4.1458405216692,0.000121769590569878,0.0139999214569899,0.925740365894109
"virus_comp_2223_cycle_1_10",-6.98867367090383,1.06467497779828,-4.00075765157182,0.000132868044826016,0.0144698945137693,0.746583969579073
"virus_comp_18196_cycle_1_8",-5.46544093709636,0.791417859942326,-4.0028129966821,0.000136221316028409,0.0144698945137693,0.796703903610096
"virus_comp_18200_cycle_1_3",-4.87094017606792,0.355108504782317,-4.13303006275697,0.000141435694335631,0.0144698945137693,0.833842090581829
"virus_comp_17959_cycle_1_6",-6.30983418175746,0.358054180366824,-4.06844081533674,0.000143870940273995,0.0144698945137693,0.761714263134359
"virus_comp_7609_cycle_1_2",-3.81467345720806,0.293240042743378,-3.96533296426104,0.000145421340010531,0.0144698945137693,0.787991778969183
"virus_comp_155_cycle_1_105",-4.33970507787815,0.675141375539464,-3.97242878136967,0.000148067480314856,0.0144698945137693,0.728179138412876
"virus_comp_2589_cycle_1_3",-5.95358598102786,0.500193855946418,-4.09606414560839,0.000152393451581888,0.0145294146886244,0.745354281387507
"virus_comp_5117_cycle_1_4",-8.85509686938654,2.6443398484364,-3.84646290958301,0.000164414962588444,0.0149636876914725,0.459600545437384
"virus_comp_18158_cycle_1_1",-7.09382999563028,0.550300500068807,-4.18703981200156,0.000165131801809328,0.0149636876914725,0.637909851824896
"virus_comp_5117_cycle_1_1",-9.43619657586177,3.01644163477224,-3.83447577970468,0.000172022189302287,0.0149636876914725,0.410184220703243
"virus_comp_2382_cycle_1_2",-6.41046662490682,0.540476328805734,-4.16787693177363,0.000174870264727765,0.0149636876914725,0.614533792642801
"virus_comp_1830_cycle_1_7",-3.86893623886217,0.270341397475504,-3.99871327397627,0.000176088420007095,0.0149636876914725,0.627342765487286
"virus_comp_2382_cycle_1_1",-7.26634741773195,0.64471073161863,-4.14985856732684,0.000184538090758655,0.0150245933355863,0.546393752091055
"virus_comp_17959_cycle_1_4",-5.92157743792637,0.324615279889777,-3.99397742863669,0.00018715474766387,0.0150245933355863,0.556711399235708
"virus_comp_18200_cycle_1_6",-5.00049328951108,0.387004688200251,-4.04347734335905,0.000188335910320728,0.0150245933355863,0.593940454820083
"edge_1474_18",-5.57434153092326,0.346525983154133,-4.05734388780258,0.000203286149621797,0.0156021886665072,0.528809891835963
"virus_comp_2345_cycle_1_5",-5.41643362354203,0.419002276434242,-4.02592566498849,0.000203558869785589,0.0156021886665072,0.501552139563074
"virus_comp_164_cycle_1_11",-4.36523734846692,0.731486913648958,-3.85540218059697,0.000221741079247917,0.016312952581156,0.392166326407941
"virus_comp_18116_cycle_1_4",-6.81167467909171,1.12406250233509,-3.7910995451926,0.000223176629668587,0.016312952581156,0.338089373466175
