"ORF","in_t24","in_t36","in_t42","timepoint_pattern"
"virus_comp_155_cycle_1_97",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_158",TRUE,TRUE,TRUE,"All_three"
"virus_comp_7421_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_212",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_156",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_42",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_15",TRUE,TRUE,TRUE,"All_three"
"virus_comp_613_cycle_1_22",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2332_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_196",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_157",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_205",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_169",TRUE,TRUE,TRUE,"All_three"
"virus_comp_163_cycle_1_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1430_cycle_1_14",TRUE,TRUE,TRUE,"All_three"
"edge_284_14",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_65",TRUE,TRUE,TRUE,"All_three"
"virus_comp_809_cycle_1_2",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_155_cycle_1_106",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_71",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_21",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_114",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_876_cycle_1_8",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_2080_cycle_1_8",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_29",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1545_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_104",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_163_cycle_1_13",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_62",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_155_cycle_1_153",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_76",TRUE,TRUE,TRUE,"All_three"
"edge_1633_56",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1278_cycle_1_11",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_132",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_171",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_114",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2171_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_63",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_155_cycle_2_32",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18186_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_77",TRUE,TRUE,FALSE,"t24_t36"
"edge_1631_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_150_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_38",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_852_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_15983_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"edge_1732_43",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_154",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2391_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_89",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_174",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_30",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_152",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_101",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_151",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_164_cycle_1_28",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_84",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_2376_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_22",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_18",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_109",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_92",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2915_cycle_1_1",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_155_cycle_2_46",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_102",TRUE,TRUE,TRUE,"All_three"
"virus_comp_347_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_54",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_3124_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_72",TRUE,TRUE,TRUE,"All_three"
"virus_comp_3522_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_163",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_69_cycle_1_23",TRUE,TRUE,TRUE,"All_three"
"edge_1468_73",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_150_cycle_1_33",TRUE,TRUE,FALSE,"t24_t36"
"edge_48732_29",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_122",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1097_cycle_1_8",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_68",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_155_cycle_1_49",TRUE,TRUE,TRUE,"All_three"
"virus_comp_285_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_14",TRUE,TRUE,TRUE,"All_three"
"virus_comp_809_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18289_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_67",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2477_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2386_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_13",TRUE,TRUE,TRUE,"All_three"
"edge_284_3",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_155_cycle_1_70",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_121",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_155_cycle_2_97",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_45",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2344_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_90",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_52",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_155_cycle_2_191",TRUE,TRUE,TRUE,"All_three"
"edge_1468_58",TRUE,TRUE,TRUE,"All_three"
"virus_comp_457_cycle_1_1",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_126_cycle_1_203",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_98",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_165",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_155",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_68",TRUE,TRUE,TRUE,"All_three"
"virus_comp_126_cycle_1_193",TRUE,TRUE,TRUE,"All_three"
"edge_2654_4",TRUE,FALSE,TRUE,"t24_t42"
"edge_2254_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18153_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_135",TRUE,TRUE,TRUE,"All_three"
"virus_comp_3109_cycle_1_6",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_17991_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1035_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18166_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"edge_16_8",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18230_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"edge_1468_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_33",TRUE,TRUE,TRUE,"All_three"
"virus_comp_126_cycle_1_138",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18153_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_98",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_37",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_69",TRUE,TRUE,TRUE,"All_three"
"edge_1631_2",TRUE,TRUE,TRUE,"All_three"
"edge_1476_19",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_41",TRUE,TRUE,TRUE,"All_three"
"edge_1633_26",TRUE,TRUE,TRUE,"All_three"
"virus_comp_285_cycle_1_126",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_192",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_3663_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1111_cycle_2_11",TRUE,TRUE,TRUE,"All_three"
"virus_comp_4360_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1121_cycle_1_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_149",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2589_cycle_1_2",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_4442_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_23",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_16393_cycle_1_1",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_2640_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18131_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2465_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2343_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_370_cycle_1_47",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2239_cycle_1_8",TRUE,TRUE,TRUE,"All_three"
"virus_comp_126_cycle_1_104",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_77",TRUE,TRUE,TRUE,"All_three"
"edge_1633_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18259_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18205_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_163_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18131_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"edge_1732_56",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2386_cycle_1_11",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_108",TRUE,TRUE,TRUE,"All_three"
"virus_comp_10080_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2739_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18230_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_17845_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1390_cycle_1_19",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_39",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_17832_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2391_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2378_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_733_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2311_cycle_1_14",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_3236_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1749_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"edge_1627_34",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_103",TRUE,TRUE,TRUE,"All_three"
"edge_61_38",TRUE,FALSE,TRUE,"t24_t42"
"edge_284_5",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_62_cycle_1_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_36",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18196_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18196_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"virus_comp_808_cycle_4_6",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_155_cycle_1_81",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_2184_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"edge_2381_38",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_62_cycle_1_44",TRUE,TRUE,TRUE,"All_three"
"edge_1627_13",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_141",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_2311_cycle_1_12",TRUE,FALSE,FALSE,"t24 only"
"virus_comp_2089_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_135_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1795_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_131",TRUE,TRUE,TRUE,"All_three"
"virus_comp_808_cycle_4_33",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_529_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_17831_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_17782_cycle_1_2",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_18139_cycle_1_6",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2269_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_7998_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_6916_cycle_1_4",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_2394_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_5420_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_67",TRUE,TRUE,TRUE,"All_three"
"edge_1631_22",TRUE,TRUE,TRUE,"All_three"
"virus_comp_809_cycle_1_4",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_998_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_164_cycle_1_6",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_475_cycle_1_11",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1796_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2589_cycle_1_7",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_296_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2334_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"edge_1732_55",TRUE,TRUE,TRUE,"All_three"
"virus_comp_4826_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_55",TRUE,TRUE,TRUE,"All_three"
"virus_comp_3236_cycle_1_11",TRUE,TRUE,TRUE,"All_three"
"virus_comp_15564_cycle_1_3",TRUE,TRUE,TRUE,"All_three"
"virus_comp_150_cycle_1_68",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_190",TRUE,TRUE,TRUE,"All_three"
"virus_comp_2475_cycle_5_12",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18064_cycle_1_7",TRUE,TRUE,TRUE,"All_three"
"virus_comp_150_cycle_1_143",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_17772_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_808_cycle_4_24",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_126_cycle_1_204",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_96",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_475_cycle_1_10",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_208",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_82",TRUE,TRUE,TRUE,"All_three"
"virus_comp_73_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18139_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18186_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_35",TRUE,TRUE,TRUE,"All_three"
"edge_2381_23",TRUE,TRUE,TRUE,"All_three"
"virus_comp_126_cycle_1_224",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_26",TRUE,TRUE,TRUE,"All_three"
"virus_comp_17991_cycle_1_20",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1019_cycle_1_4",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_1_44",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_62_cycle_1_17",TRUE,TRUE,TRUE,"All_three"
"virus_comp_301_cycle_1_60",TRUE,TRUE,TRUE,"All_three"
"virus_comp_62_cycle_1_42",TRUE,TRUE,TRUE,"All_three"
"virus_comp_808_cycle_4_17",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_2332_cycle_1_5",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1098_cycle_1_9",TRUE,TRUE,TRUE,"All_three"
"virus_comp_808_cycle_4_13",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_875_cycle_1_8",TRUE,FALSE,TRUE,"t24_t42"
"virus_comp_289_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1260_cycle_2_20",TRUE,TRUE,TRUE,"All_three"
"virus_comp_613_cycle_1_16",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_70",TRUE,TRUE,TRUE,"All_three"
"edge_16_1",TRUE,TRUE,FALSE,"t24_t36"
"edge_1801_10",TRUE,TRUE,FALSE,"t24_t36"
"virus_comp_3811_cycle_1_8",TRUE,TRUE,TRUE,"All_three"
"virus_comp_155_cycle_2_115",TRUE,TRUE,TRUE,"All_three"
"virus_comp_18131_cycle_1_2",TRUE,TRUE,TRUE,"All_three"
"virus_comp_1102_cycle_1_1",TRUE,TRUE,TRUE,"All_three"
"virus_comp_500_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_430_cycle_1_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2440_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_71",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_501_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_1476_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_421_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_29",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_8859_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_31",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_500_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7271_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_60",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2273_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2285_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7421_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_34",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_1019_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9910_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2273_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4826_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_490_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_42",FALSE,TRUE,FALSE,"t36 only"
"edge_311_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1102_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_18",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18006_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2489_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6322_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17813_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_425_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_19",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1354_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18230_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2391_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_587_cycle_1_31",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2171_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2650_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2269_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17849_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"edge_192_22",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_33",FALSE,TRUE,TRUE,"t36_t42"
"edge_1672_54",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2334_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2012_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2496_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2089_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_1474_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1068_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7998_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17979_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18364_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4360_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_32",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18207_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2089_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"edge_1515_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_32",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_18020_cycle_1_19",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_45",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2265_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_752_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_420_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17832_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2273_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_83",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"edge_1515_25",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2337_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1073_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"edge_1515_29",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_17848_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17799_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_389_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_30",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"edge_4_17",FALSE,TRUE,TRUE,"t36_t42"
"edge_1990_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4192_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2109_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_44",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_42",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_219_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_25",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2263_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1611_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9827_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2650_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4360_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_619_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_5366_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_330_45",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4826_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1430_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_22",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2650_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_392_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_16692_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_12573_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2431_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_169_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_490_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_760_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18206_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
