"ORF","in_t24","in_t36","in_t42","timepoint_pattern"
"virus_comp_81_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2239_cycle_1_2",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2500_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3003_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9222_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2170_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_2104_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_36_cycle_2_23",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6278_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6059_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2042_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_1896_6",FALSE,TRUE,TRUE,"t36_t42"
"edge_1512_30",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18243_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_757_cycle_1_48",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_23",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9227_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2265_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17819_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2500_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_358_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1613_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2500_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"edge_1496_17",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1613_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18230_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18480_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"edge_2104_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_126_cycle_1_211",FALSE,TRUE,TRUE,"t36_t42"
"edge_295_56",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_12_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18003_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_568_cycle_1_32",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1103_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_479_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18206_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_15",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_126_cycle_1_217",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1898_cycle_1_17",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2387_cycle_1_1",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_760_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_1",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_733_cycle_1_28",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2239_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_16605_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4946_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7998_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2285_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1470_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2269_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2089_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_5366_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18230_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_894_cycle_1_39",FALSE,TRUE,TRUE,"t36_t42"
"edge_4_40",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7540_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_36_cycle_2_28",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_189_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9673_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"edge_1512_25",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_27",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_40",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_13500_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2506_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_551_cycle_1_21",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2223_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2334_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_8065_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2109_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18153_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2191_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17849_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17787_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17849_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3961_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17832_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2273_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_551_cycle_1_18",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_636_cycle_1_73",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17772_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1019_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_499_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_757_cycle_1_25",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2455_cycle_1_11",FALSE,TRUE,FALSE,"t36 only"
"edge_1631_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_119",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_3253_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18037_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3984_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_536_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"edge_1732_78",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_5608_cycle_1_1",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_17945_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2923_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_38",FALSE,TRUE,TRUE,"t36_t42"
"edge_1495_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1390_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"edge_48755_5",FALSE,TRUE,TRUE,"t36_t42"
"edge_1990_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_358_cycle_1_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2089_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_34_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1390_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_708_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"edge_1476_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_20",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2638_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_5946_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1019_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_43",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2171_cycle_1_5",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_62_cycle_1_41",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2500_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6559_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3930_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1115_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"edge_4_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2103_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_30",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2650_cycle_1_9",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_174_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17732_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1115_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2387_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2063_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2179_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_49",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_35",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_41",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18153_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_46",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_41",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_289_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_36_cycle_2_79",FALSE,TRUE,FALSE,"t36 only"
"edge_2104_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_490_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4029_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_699_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4767_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_12451_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_30",FALSE,TRUE,FALSE,"t36 only"
"edge_1631_21",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_34_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2188_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1098_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1470_cycle_1_20",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2063_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2163_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_37",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_11_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18052_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17991_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_19",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_21",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_384_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_31",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1019_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_289_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_491_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"edge_1631_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_9556_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_16335_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_135_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_91",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_370_cycle_1_3",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_17794_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2170_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_61",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_568_cycle_1_31",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_1931_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_93",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18153_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_22",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2063_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_551_cycle_1_22",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_7444_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_110",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_391_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_542_cycle_2_68",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_6059_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17772_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_335_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_152_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_56",FALSE,TRUE,TRUE,"t36_t42"
"edge_48755_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_62",FALSE,TRUE,TRUE,"t36_t42"
"edge_2044_2",FALSE,TRUE,TRUE,"t36_t42"
"edge_1631_43",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_10841_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_44",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2332_cycle_1_2",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_169_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2273_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_46",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2109_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_18",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_613_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2063_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_1782_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_126_cycle_1_194",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_436_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2977_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_18",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_1390_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1073_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_389_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_20",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_8731_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2063_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4495_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"edge_1329_59",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_3732_cycle_1_5",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_36_cycle_2_77",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_30",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_55",FALSE,TRUE,TRUE,"t36_t42"
"edge_1468_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_19",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_14666_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_122_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_56",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_138_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2343_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2103_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_245_cycle_1_90",FALSE,TRUE,TRUE,"t36_t42"
"edge_1632_5",FALSE,TRUE,TRUE,"t36_t42"
"edge_1476_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2223_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_613_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1796_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_29_cycle_1_78",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_358_cycle_1_16",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2239_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_331_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1111_cycle_2_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_613_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2103_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_9",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_1925_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2328_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17985_cycle_1_13",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_15",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2774_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2063_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18259_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_442_cycle_1_25",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18019_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18259_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2955_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1286_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2375_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_24",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_593_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17800_cycle_1_56",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2089_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_448_cycle_1_60",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2265_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_62_cycle_1_23",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1111_cycle_2_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18020_cycle_1_12",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2305_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_383_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2399_cycle_1_4",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_330_cycle_1_54",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_17849_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6037_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_169_cycle_1_8",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_384_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_370_cycle_1_18",FALSE,TRUE,FALSE,"t36 only"
"edge_1495_17",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_590_cycle_2_54",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_3620_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2864_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_17",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_17",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2063_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1069_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1111_cycle_2_19",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_52",FALSE,TRUE,FALSE,"t36 only"
"edge_1732_69",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_39",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2283_cycle_1_2",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2063_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_881_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_152_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17840_cycle_1_74",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_14",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_52",FALSE,TRUE,TRUE,"t36_t42"
"edge_1732_76",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17840_cycle_1_44",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2340_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17985_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_11",FALSE,TRUE,TRUE,"t36_t42"
"edge_1474_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_4270_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_169_cycle_1_3",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_15854_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1020_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"edge_1631_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_73_cycle_1_14",FALSE,TRUE,TRUE,"t36_t42"
"edge_3739_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2334_cycle_1_6",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_13009_cycle_1_1",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_152_cycle_1_2",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_174_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"edge_1847_32",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_1505_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_757_cycle_1_61",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_64",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_38",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_18390_cycle_1_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_167_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_18362_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_733_cycle_1_26",FALSE,TRUE,FALSE,"t36 only"
"edge_1596_5",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_11",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_230_cycle_1_72",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2170_cycle_1_2",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_527_cycle_1_9",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_542_cycle_2_64",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_11_cycle_1_10",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2885_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_17935_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"edge_1495_51",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_120",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2265_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_7",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_18153_cycle_1_4",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2103_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_301_cycle_1_101",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_230_cycle_1_99",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_370_cycle_1_75",FALSE,TRUE,FALSE,"t36 only"
"virus_comp_2391_cycle_1_11",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_2739_cycle_1_7",FALSE,TRUE,TRUE,"t36_t42"
"virus_comp_6059_cycle_1_1",FALSE,TRUE,TRUE,"t36_t42"
