"","t0-over42","t0-36","t0-30","t0-24","t0-18","t0-12","t0-6","t0"
"virus_comp_18158_cycle_1_1",0.110122122750722,-2.37607621353011,0.657954367097477,-3.40360428992805,2.55822758557461,3.24409159422477,1.70935988244788,3.51574742791752
"virus_comp_2382_cycle_1_2",0.190059741625619,-2.65006758653275,0.494120850078878,-3.16397005527007,2.40992276109399,3.02290640268416,2.14091858633619,3.04997309209658
"virus_comp_1830_cycle_1_7",0.203279028006121,-2.10676463868968,2.82434654022808,-1.02362048321003,1.23507052392007,3.00229356548841,1.55013928423268,2.64689321988574
"virus_comp_2382_cycle_1_1",0.172506923332702,-2.68975816968217,0.399200241305325,-3.57239470617589,2.50016403964768,3.01775105789586,1.79803200628495,3.51750164547446
"virus_comp_17959_cycle_1_4",-0.257091505849577,-3.21481942980493,1.74354919041111,-1.77807530876024,2.01880356820758,2.41547430649931,2.6521507604471,3.98768440542914
"virus_comp_18200_cycle_1_6",0.419021612880165,-1.4596434425206,0.336840183939529,-2.32918573554267,2.57086218182875,3.53977491817603,3.21021292475642,2.38650107779455
"edge_1474_18",-1.13122427354393,-4.14378527782662,1.75598343295738,-3.4129071652523,2.92852928702547,2.29503483895098,2.61123041516633,1.82959513267043
"virus_comp_2345_cycle_1_5",-0.420019642580771,-2.79890920178305,1.00034664966897,-2.28906787231494,2.70287295352516,2.95047066284756,2.16614926615286,2.91943495151834
"virus_comp_164_cycle_1_11",0.77736213349786,-0.325779830899403,3.06439247705683,-1.80182436362264,3.40482022771807,3.53326365311453,3.57014116362332,2.47484016231974
"virus_comp_18116_cycle_1_4",-1.17105416638513,-1.61073081798998,-2.47349631901542,-3.54671139289081,2.43800844176518,1.95850705692482,4.9594751119256,3.03380810911454
"virus_comp_2269_cycle_1_10",-0.479837176238137,-3.19149253214311,1.05909388638307,-2.55425161785089,3.28728953287413,2.38845045543143,0.597253494945142,2.53246574436977
"virus_comp_155_cycle_2_29",0.694156728629603,-0.701100343907274,2.58408533009852,-1.78401339089321,3.22534529065386,3.36305064563642,3.79880469596951,2.3000132882379
"virus_comp_17991_cycle_1_13",1.01462873750475,-1.94264329409691,1.38884893793847,-0.958027336497399,2.51424511554453,3.10926267047925,4.29558786442109,2.73402970825391
"virus_comp_150_cycle_1_156",1.95417910449673,-0.788891159104632,2.33911340844794,-1.5589563031131,3.15687945685895,3.56457596628342,4.13713490375309,3.59967168058263
"virus_comp_887_cycle_1_27",0.517683041151625,-1.67435642127813,2.29708173978786,-2.61531344225116,2.17511483246215,2.8711554549547,2.89832149291209,1.38881878180823
"virus_comp_5225_cycle_1_4",-0.108152677144199,-1.96403137605289,4.75015151057392,-1.8456301438136,3.01086378774612,3.71309083487681,4.78763561282888,3.68888816189273
"virus_comp_1830_cycle_1_4",0.245076414170053,-2.11827072918752,2.61846926318346,-1.05266783230458,1.3945686993519,3.24851895394828,2.89195503168436,2.20468625944183
"virus_comp_808_cycle_4_34",-0.818692764569382,-1.38760007641261,1.24891836044761,-3.00239699064823,1.47231588608572,2.63775628798874,4.70715061123957,1.71435392531459
"virus_comp_18200_cycle_1_5",0.329485581310791,-2.12634418297694,0.839198245928003,-1.63503133535656,2.4851503235508,3.16114594943863,3.15404791061498,2.07283080346288
"virus_comp_12318_cycle_1_2",0.336731431261742,-1.59160052280968,2.81121209734462,-1.75920240845876,2.48011325752369,2.9761837233716,2.31860110540161,1.7663142024954
"virus_comp_18259_cycle_1_7",0.754941089252933,-1.99701291338845,2.80005175563057,-2.45625273725141,0.825790217871922,3.05630977562156,5.36190622507635,1.89475259135435
"virus_comp_7998_cycle_1_1",0.434930682310275,-3.30352900202444,1.55562870088936,-2.85363846150177,2.62412577241269,2.29540292735446,2.86552815542224,1.35251821278894
"virus_comp_155_cycle_1_139",0.649173799252844,-0.993118475372722,2.48924438878933,-2.1592524408505,3.16638720348199,3.37233652567927,3.86768994008784,2.74583940005319
"virus_comp_155_cycle_1_138",0.662815865017947,-0.879693034743029,2.60855441452673,-2.14785445540201,3.40447548739342,3.3184804102116,3.96958509573389,2.94552823413732
"virus_comp_12035_cycle_1_1",-1.65784325661482,-1.64393911482141,0.92257519670077,-1.81514238576879,2.70179661481057,3.64884667205982,4.17082644583266,4.58129876859169
"virus_comp_17959_cycle_1_5",-0.553803757389599,-3.3220145664853,1.7130912798449,-2.09048232815595,1.95979668810877,2.60969221020486,2.57570634063494,3.88513170117557
"virus_comp_6408_cycle_1_1",0.100266573527532,-2.26559805356788,0.520357351967888,-3.97373984188599,-0.479242932250295,0.372821944816265,4.88586005911434,2.76977699414508
"virus_comp_18134_cycle_1_3",0.383080762761823,-2.00419222707189,1.85263578972129,-0.807284720197135,1.29548839877035,2.67527615694759,3.14234085141252,2.86138741066622
"virus_comp_1152_cycle_1_10",0.752425649404896,-2.08603898360746,1.61420801584575,-1.53016028605076,2.20190075035721,2.49343878158305,2.90502557401314,1.37115043046491
"virus_comp_155_cycle_1_137",0.630392218842204,-0.82870691497525,2.79959104511207,-2.05838043924935,3.47740370213114,3.26773515524594,4.00170348160505,2.96962972921753
"virus_comp_6640_cycle_1_1",0.153627157091639,-2.53686194193324,1.67920663279788,-1.04416049873412,2.52431408352874,2.44487624191064,3.10979477862357,3.54850480264969
"edge_1476_23",-0.183300155236726,-0.862063429712421,3.43510104206871,-2.99357051681615,0.436462332394483,3.26891383172741,2.91167169063561,2.37177724618077
"virus_comp_155_cycle_1_140",0.631622326403755,-0.996510917767482,2.38459197768462,-2.05277637778561,3.13738274847112,3.27257187581155,3.833311682899,2.66038387328213
"virus_comp_155_cycle_1_100",0.747620691553195,-0.584560882541065,2.71853655161822,-1.83036257972252,3.11590948939046,3.41501931454974,3.75072220733322,2.16175522731464
"virus_comp_2344_cycle_1_8",0.0629477136336063,-1.6646335996,1.51727694665326,-2.35305268154011,2.81557864227103,3.55362898000699,1.11513585167236,3.53840429379961
"virus_comp_155_cycle_1_142",0.605678020866438,-0.911587122857807,2.72152228067909,-1.97192304332775,3.37424593982994,3.29177845833434,3.98082685241098,2.9069028536284
"virus_comp_2283_cycle_1_9",-0.0541838919170616,-2.26494622727838,2.28262338905135,-2.03338695520082,1.97042851791689,2.42421881031839,1.75052135373678,2.68380608081396
"virus_comp_155_cycle_1_136",0.648134361941723,-0.743294323278264,2.94448799859846,-2.0607215672314,3.48193063235106,3.30117078194816,4.04952883447122,3.06349652523751
"virus_comp_17991_cycle_1_16",0.454705278417558,-2.30650349493256,1.82692978947582,-1.08218624108262,2.43787287763208,3.24772793745176,4.26387645661789,2.20085472963425
"virus_comp_18200_cycle_1_7",0.564990000668805,-1.92093382641491,0.884614848631057,-1.92364273603218,2.46847949838443,3.03841347305163,3.12778011114355,1.97746042952974
"virus_comp_2382_cycle_1_8",0.134723722891413,-2.63518296100194,1.11380229227121,-2.13687845029807,2.40778174345948,2.90031217692532,2.53394038012873,2.47681046081283
"virus_comp_18196_cycle_1_5",-1.05806869155336,-2.92533040883286,0.105999418716612,-3.21232952647735,2.49363942373057,2.72366776664389,2.97892193201669,1.77196183809231
"virus_comp_155_cycle_2_126",0.414119352534585,-1.2301362326573,2.29225794847377,-1.98736660391643,3.35178082835661,3.81745043221316,3.99938518682086,2.75233837190634
"edge_1468_15",0.294918895271779,-1.58225740816579,2.51151755874254,-0.999130142410156,1.9334021276275,2.74500942642189,2.53730254718451,1.77546282427191
"virus_comp_18196_cycle_1_4",-1.02026031017384,-2.05666933805991,-0.187949057860053,-3.95029259735492,2.49650048927589,2.88878754399161,2.87525828562592,1.23468243112699
"virus_comp_14463_cycle_1_2",-0.6058338977304,-1.05104129944074,4.13282005674347,-2.39385212504959,3.93604267565272,3.31212692893901,3.75641426639433,4.098407404978
"virus_comp_18196_cycle_1_12",-0.462423863782971,-1.9245466195273,1.12290266607965,-3.09112040000006,2.68419297397422,3.40183501510987,3.06092194000302,2.02051263921444
"virus_comp_1278_cycle_1_12",0.0130724529910857,-2.54900656157029,0.0486246378361175,-3.84591604237553,2.24495166280803,2.28487292065243,2.7892255733898,1.81719028343642
"virus_comp_1276_cycle_1_1",-0.0794033570986814,-2.62425412932347,-0.51308093209109,-4.33544583264842,2.23849053545547,2.16139114676874,2.7515164770204,1.90772869936376
"virus_comp_1276_cycle_1_2",0.177781832102522,-2.43343232251736,0.800827297227033,-3.37706465316348,2.24270783672185,2.31681636396252,2.81299413844585,1.60825816962388
"virus_comp_17813_cycle_1_1",-0.80161611014345,-3.74957717279852,1.38981503557747,-0.98707963200438,2.9249060584541,3.07242293752183,3.37056696034505,3.60337501237523
"virus_comp_808_cycle_4_50",-0.838001065993941,-1.2643393015983,1.27560799001017,-2.6612796616366,1.20092672362759,2.57321531431448,4.85615502693148,1.90208869822565
"edge_1468_49",-0.359914792189291,-2.72449431899543,2.95243246310822,-2.4597973629286,3.72963643412217,2.87267168066123,2.69416698076703,2.02616771521434
"edge_1468_48",-0.341940057102925,-3.19270565137921,3.11346305356553,-2.85070975877593,3.28008743320092,2.77632816365243,2.48059417689671,1.2658135009824
"virus_comp_155_cycle_2_71",1.03414898308035,-0.847904818286461,2.63217729401104,-2.23771149467439,3.2801573404028,3.31816763612582,3.84781375429827,2.20166062656367
"virus_comp_808_cycle_4_10",-0.757809201793755,-1.31842120023979,1.15162556341041,-2.88755331870336,1.25738860612363,2.58753861671877,4.66844329385032,1.61015257443015
"virus_comp_163_cycle_1_9",0.432818140797397,-1.30131314681998,2.31695429118674,-2.04115073312199,3.13071161158665,3.63373057762946,3.72828595929984,2.44213898450634
"virus_comp_872_cycle_1_42",0.80236888686012,-2.06597869550195,1.3438282390886,-1.39510964260617,2.81670207601264,2.71372926855611,3.15307939293195,2.24382663926659
"virus_comp_491_cycle_1_3",-0.295310091207724,-3.3290057229783,1.64676075570938,-2.34387296546254,2.3533149070154,2.08829164169553,2.52169334138423,1.55107845327466
"virus_comp_155_cycle_1_188",0.379655364361787,-1.27334936354324,2.39354514167715,-1.91007949851047,3.36099843068023,3.79979953173214,3.97925105030577,2.65649673503032
"virus_comp_317_cycle_1_1",-0.458005179144422,-1.57371515245797,0.954320141367152,-1.88333603333602,2.20158655245272,2.91421186168734,3.9559856764165,4.27822958287756
"virus_comp_155_cycle_2_147",0.128267120523604,-1.37813865952376,3.22122438438211,-1.75187561837157,3.15216031664278,3.55292385503753,3.92903522745111,2.53754770711792
"virus_comp_3629_cycle_1_1",0.0103635905109756,-2.08429968228005,1.88188863998653,-1.63456781319782,2.01318635619771,2.36082633001194,3.08236521679733,1.71254725248583
"virus_comp_155_cycle_2_152",0.361261682891967,-1.12298154950046,2.47871486447705,-1.86216875040668,3.33548790540846,3.79793063190185,4.03329359449738,2.75403857752369
"virus_comp_297_cycle_1_1",-0.175825926709646,-1.24565528786348,3.62020885638912,-1.17477633880336,3.33271030715543,2.90608355262045,3.48819094531408,3.23006709695845
"virus_comp_155_cycle_2_107",0.353884897990456,-1.03304374279798,2.73837899478588,-1.8232288343883,3.41488219620595,3.88562353402754,4.13692970411731,2.89442968023689
"virus_comp_2589_cycle_1_4",-0.396555078698427,-1.40497895262842,1.29627294365622,-2.4236668534168,2.46600398677247,3.37986799449338,2.97872569876976,2.10451986734162
"virus_comp_7248_cycle_1_2",-0.501452136732969,-1.60802646008189,1.99161495403685,-3.96276908634566,1.24182650759756,1.6460653002543,3.31579042441829,2.44534035749109
"virus_comp_296_cycle_1_5",-0.209404023180008,-1.1056055416074,3.9455455229555,-1.08391390621076,3.11168610721608,2.86786584513365,3.39936402142071,3.38609140125158
"virus_comp_18116_cycle_1_2",-1.94764667079547,-2.19275219344994,-0.976310194251342,-3.9260431375462,2.47556254303674,2.15685221838154,1.3827009361103,3.01596844982715
"virus_comp_155_cycle_2_56",0.375866627532773,-1.25518574634869,2.41889919737967,-1.87227238356413,3.29816071962228,3.85948563992338,4.00207494421192,2.66203737621687
"virus_comp_155_cycle_2_47",0.396402108616404,-1.11198171447967,2.43490871901088,-1.89183451588059,3.24822263136348,3.80876272455334,4.01721817404183,2.71326855151879
"virus_comp_18116_cycle_1_3",-1.70521550596093,-2.48930498224779,-1.59185540580774,-3.85147021534599,2.67882860708589,1.89903864512371,3.6854494481966,3.18054901806748
"virus_comp_155_cycle_2_104",0.324892846872229,-1.40648392503856,2.551667694575,-1.81242859807773,3.21864651146966,3.65166541418611,3.78498283456454,2.50749850831568
"edge_1476_4",-0.484292159832684,-3.63541378464507,1.37057452385017,-2.27822066523514,1.49517874381393,3.74779750606904,2.67629194976194,2.43351824316083
"virus_comp_7248_cycle_1_1",0.0625145311094433,-2.3472082456274,1.48304317997629,-3.37481475525571,1.37941856856923,1.34528916590798,2.88762767851764,1.51510550829705
"virus_comp_536_cycle_1_8",0.878922133454485,-1.12151376723091,2.97470830203341,-0.112546142395635,3.63454529996607,3.2629312385774,1.13155944133859,4.03640980084263
"virus_comp_155_cycle_2_118",0.289688753760692,-1.24661678643722,2.51252835027099,-1.63148680469137,3.34816596383751,3.6556889093369,3.98469237659977,2.7196666664941
"virus_comp_1278_cycle_1_6",-0.096896529541711,-2.56688923689506,-0.128689193984767,-3.49944705708592,2.40186916000554,2.19666284490681,2.8164870394117,1.91654319698768
"virus_comp_155_cycle_2_87",0.359318882950601,-1.04128609027709,2.64349274015861,-1.81867925731093,3.39457469117507,3.85183237775904,4.10262465164002,2.8091804690358
"virus_comp_163_cycle_1_25",0.349027653209416,-1.06107095260422,2.51605289065132,-1.80843289027663,3.26293896621208,3.7488123238949,4.01642733522482,2.73050388887605
"edge_1468_57",-0.167173946359126,-3.05701975382393,2.75148096056718,-3.26184580625529,1.73308504695727,3.68792766943434,2.39680277640065,1.86604333602297
"virus_comp_17995_cycle_1_16",0.662038347554135,-2.40214017079751,1.38333093945502,-1.80407873509207,2.81799141445943,3.38228167781081,3.12798320478881,1.82847797555116
"edge_1468_50",0.122726051335569,-3.11533625292994,2.84787707515707,-3.14851489383879,0.892161357127254,3.44452277366199,2.31877557132158,1.59737634363702
"virus_comp_462_cycle_1_6",0.476007319253488,-2.02489920082579,1.66943557249106,-1.60091654524145,2.44276662694069,1.7707885384333,0.935405856959393,1.74026711493053
"virus_comp_1420_cycle_1_11",-0.598113219014025,-1.43874927162132,1.43510991015478,-2.8662673661906,1.32782857563425,2.76853764026353,4.71779389873552,1.18961614190026
"virus_comp_17799_cycle_1_8",0.333676313452044,-2.34646001079656,1.59777839546836,-0.598622447323585,3.48698337777192,4.58031964576766,3.43483971710841,3.05450784971305
"virus_comp_155_cycle_2_1",0.664864625651953,-1.2405726855386,2.57426943199196,-1.75891230037951,3.24480998228242,3.76279085930781,3.93470740524944,2.28361133451969
"virus_comp_155_cycle_2_24",0.974396255593715,-0.788638827476805,2.74248459374817,-1.86596723362736,3.24865114393493,3.33181174813462,3.84733963317805,2.24544737709402
"edge_1495_24",0.0944213381998344,-2.20019915788338,1.6133070826127,-1.49728802610639,3.0258799770955,2.72914086677877,3.25095889560525,2.29581297660294
"virus_comp_2473_cycle_1_6",-0.792370616742632,-3.62289584194198,1.38833111224145,-2.74511275854045,2.67480668219136,2.92227152603988,3.10874666889501,2.08067521871099
"virus_comp_2394_cycle_1_3",1.28707440731489,-1.18698989367377,1.11495515838896,-0.438138362235082,2.69442625048493,4.10445390369665,4.85435112010751,3.98769893748238
"virus_comp_155_cycle_2_145",0.13061613231978,-1.27484132356355,2.90938704514142,-1.2464215743324,3.37149705908173,3.67244481873118,4.05228883670051,2.63008403280724
"virus_comp_1278_cycle_1_9",0.135185865158059,-2.39412822358809,1.11482747493036,-3.13038051333728,2.47712801853938,2.27817010952689,2.86367978995033,2.08581935351493
"edge_2381_41",0.568968103815929,-1.23373264267657,1.37834760143189,-2.7764098787289,2.14846248519597,1.21118203253715,2.62693539786375,1.14243431179802
"virus_comp_808_cycle_4_28",-0.640927786448009,-1.37922407069412,1.21104886901976,-3.10937388683019,1.40731308632437,2.5618338264585,4.76063768882973,1.17078339462863
"edge_1627_29",-0.548569206297361,-2.26884454936371,1.43527807167168,-1.12928871054366,2.45943206790054,3.13647931017906,1.89069377313066,2.00708958673569
"virus_comp_103_cycle_1_1",-0.530254887284954,-2.34993375810217,0.386254559185216,-3.2324977674068,0.460628222990828,-0.992532326805973,5.45886504066798,3.17542532105112
"virus_comp_17837_cycle_1_8",1.20374876258438,-1.67686267159987,1.34274986679459,-1.14125848049192,2.71260054736406,3.08986198394518,3.17021331020532,3.19097036598373
"virus_comp_2649_cycle_1_9",-0.502206116728186,-2.96259955772499,1.42042226207795,-1.93466738652365,3.20113587340335,3.26942050052618,3.52013878892243,2.5120216673556
"virus_comp_163_cycle_1_27",0.324720968309531,-1.22847542978686,2.54073113792721,-1.67259214326071,3.2937137104434,3.719999148045,3.95044852797537,2.58016951185166
"edge_1847_24",-0.738161427593559,-2.98122689808653,0.783489712550525,-1.40814841031717,2.25801411505919,2.68637159183747,1.87521688212431,1.18949521790683
"virus_comp_155_cycle_2_111",0.9310035786668,-0.922174249632793,2.75589834704565,-1.85056499593081,3.23951268922294,3.47071511426434,3.85618881372769,2.16944203589299
"virus_comp_155_cycle_1_120",1.11583865912141,-0.904794790432637,2.32405314738995,-2.01839509185374,3.08500384733423,3.12136778554837,3.65641533815073,2.01730370215795
"virus_comp_155_cycle_2_103",0.262283282402211,-1.29077171817828,2.61691567241655,-1.57993852998491,3.4876998094254,3.69908208504051,4.00183673215487,2.63707156736438
"virus_comp_155_cycle_2_73",0.311547633765787,-1.34826002868108,2.61969359415655,-1.60769584569135,3.18790800477612,3.6292501779317,3.88668389891351,2.51711851161205
"virus_comp_2265_cycle_1_9",-0.692430634075755,-4.36643494965054,1.44160790886007,-2.0860364846039,2.89626357142551,2.55561425012596,1.72204709446162,1.74566531608135
"virus_comp_1103_cycle_1_6",-0.297650689340075,-2.28344355671276,3.4635304372535,-2.53490146531397,3.93284601138598,3.53975122043417,3.65054476584995,2.411060557307
"virus_comp_808_cycle_4_36",-0.615873254329426,-1.41879452074188,1.33813209034278,-2.65083294123842,1.32943386305777,2.67619026037692,4.79755527385481,1.18623680534183
"virus_comp_17906_cycle_1_29",-0.207751413936979,-1.59900932631389,2.23380382712812,-3.08989888535123,1.79472533361454,2.83566935503412,2.66544238674211,1.33176534531602
"virus_comp_155_cycle_1_64",1.00971251852708,-0.705205500712635,2.95934681444814,-1.83384285933741,3.41771721042446,3.37135579131315,3.87683781370261,2.25206946488032
"virus_comp_2171_cycle_1_4",-0.139642262162766,-4.18524261679292,0.614223356615705,-3.65044568337842,1.59651559896409,0.342569597420824,-0.569327476081307,1.38716094393543
"edge_2381_20",0.834705353237185,-1.21156239371166,1.24080179982985,-2.17485267093872,2.09509339793883,1.69590313619273,2.64621006221752,1.38679056478468
"edge_1627_22",-0.384720894494827,-2.11323284834436,1.74012842836042,-1.28122454581637,3.0355249118636,3.79391240736723,2.42682493984318,1.50634270540179
"virus_comp_1660_cycle_1_3",0.230408231018579,-2.05004878440605,0.77738375160293,-1.7252913259944,2.24283386136095,2.90493816325113,2.77094222531074,1.85138193039188
"virus_comp_155_cycle_2_110",0.233357190695283,-1.07947919817235,2.96932451918766,-1.57831715523895,3.59337911110854,3.91160296711169,4.18493943291703,2.81494413577415
"virus_comp_2957_cycle_1_1",-0.119282573359476,-1.80875770817742,2.56638511208106,-2.74844406322556,1.59128014316996,1.7386880664399,3.25685954354916,2.62448427532717
"virus_comp_2283_cycle_1_4",-0.340674850798854,-3.29730175606367,1.4195602172789,-1.29523653720028,2.69753635333266,2.37472912590751,0.810137925270671,2.38447662133115
"virus_comp_4695_cycle_1_2",-0.513221878605883,-2.09564795227511,3.83210022520802,-2.46584939247716,3.69136126447486,3.72685860375625,4.29530507137848,2.14713921492708
"edge_1627_35",0.0804834465597053,-2.24707907710132,1.41204264379722,-1.0488077844983,2.38813154798364,3.10875061116848,1.712676829922,2.17056055475075
"virus_comp_613_cycle_1_15",0.334192484187351,-2.19634627043789,1.71974202682446,-2.01755139198462,1.23504348473896,1.51552165408915,3.00237721142693,2.24029049231913
"virus_comp_155_cycle_2_90",0.315253417823505,-1.34527870168099,2.63192443104096,-1.59304997439566,3.23474401531238,3.65462430881345,3.89592218232078,2.44436409289471
"virus_comp_155_cycle_2_74",0.0567339208761055,-1.35991168321036,3.06924968143575,-1.32356028125373,3.25976580822518,3.54925696728592,3.98280633697391,2.51179836624163
"virus_comp_613_cycle_1_23",0.446088952400196,-2.18753118558465,1.71400768314498,-2.20705862930545,1.17887585374581,1.33800576456891,2.98664344600994,2.35738683034514
