"","t0","t0-6","t0-12","t0-18","t0-24","t0-30","t0-36","t0-over42"
"virus_comp_1727_cycle_1_2",4.49485158773123,3.63598282652627,3.15045095208268,3.06751132299294,-1.54766804709377,1.91688796911808,-2.14149760135007,-0.208316441604603
"virus_comp_17813_cycle_1_1",3.60215092049946,3.37059836781905,3.07169329051207,2.92440023178568,-0.988039335796279,1.38810774040996,-3.75068353310778,-0.802383355012429
"virus_comp_2265_cycle_1_9",1.74535137151913,1.72156478305531,2.55505289350265,2.89671151737761,-2.08597636149858,1.44109315432354,-4.36726154568175,-0.692740586195811
"virus_comp_7609_cycle_1_2",2.53509756885809,3.24618514086859,3.69027356619584,2.94833920404036,-1.0269377898952,1.42149961287425,-2.33141795249316,0.395608091083823
"edge_1847_24",1.18867023876798,1.87507637908712,2.68598676093011,2.25711999892155,-1.40952800733734,0.782087625744185,-2.981965699193,-0.738750247030879
"virus_comp_17959_cycle_1_1",3.61637997873073,2.93704402890661,3.36246974492918,2.35459272533963,-1.63638037261593,1.76507980560194,-3.05850445899494,-0.276524689469727
"virus_comp_2572_cycle_1_4",3.82768678646353,2.7723196995345,3.16312703592622,2.18112244933307,-1.9283938828014,1.70221232497254,-3.31635579535756,-0.270584205641499
"virus_comp_1830_cycle_1_7",2.64662291771875,1.54945784109076,3.00202883475699,1.23459724276545,-1.0240990085494,2.82408570549297,-2.10694727268394,0.20322168266494
"virus_comp_99_cycle_1_2",3.62948015151782,4.37801138427623,0.972014887758389,1.51148473816761,-4.67835977029036,0.97349145424747,-3.86973131838311,-1.32292598242727
"virus_comp_17959_cycle_1_12",4.13536325311142,2.68635713176198,3.25295030383471,2.19010105950334,-2.47875955905877,1.68176931957845,-3.14625894820274,-0.265687478948815
"virus_comp_1830_cycle_1_4",2.20419246861637,2.8920615524044,3.24821410312172,1.39402991436298,-1.05314790688173,2.61783600772347,-2.11849949639466,0.245161389115077
"virus_comp_17959_cycle_1_13",4.35752669503809,2.65327811095492,3.63368834553563,2.25510001426391,-2.61905547890484,1.69241168054497,-3.02127575096461,-0.342836495179422
"virus_comp_500_cycle_1_6",2.03511612553148,2.29010646088271,2.907115210668,2.995386077545,0.125528040860037,1.66102079092136,-2.71502871395416,0.127745460676393
"virus_comp_17799_cycle_1_8",3.05394232964503,3.43511496151928,4.58034587612544,3.48674541130851,-0.59913422597555,1.5971281433502,-2.34698770635649,0.333847200678224
"virus_comp_17959_cycle_1_10",4.27103604117631,2.58078575545495,3.38960206077953,2.1523782972,-2.72473563515053,1.6319800426443,-2.62922519541046,-0.274035251782904
"virus_comp_17959_cycle_1_4",3.98666622731916,2.65137345057224,2.41455296813921,2.01815177823625,-1.77918949695045,1.7423071640513,-3.21590233999303,-0.257364487633536
"virus_comp_17959_cycle_1_6",4.1148350395313,2.65446953199859,2.37107169241901,2.03155561751272,-2.04381969957449,1.68918612057279,-3.3471891107485,-0.286076658445495
"virus_comp_17991_cycle_1_16",2.19981410327091,4.26413841454199,3.24715433078557,2.43745647293033,-1.08286515246399,1.82536024781848,-2.30771793449547,0.454805182077428
"virus_comp_2109_cycle_1_3",3.03629755414651,3.64481585940629,4.61037301389885,3.92302053527121,0.0924363895937366,2.46720587156853,-1.82657289047517,0.064738895598341
"virus_comp_430_cycle_1_13",2.88054146995065,3.72722597377309,3.22817758123496,3.44637759867102,-0.309843380593775,2.52266749869514,-3.48225993130511,-0.148597439296918
"virus_comp_2440_cycle_1_4",1.65488920707054,2.91767496164929,3.07602857153061,1.89381243104337,-0.340492945053071,3.45953435094996,-2.7336070428393,0.557772338963301
"virus_comp_2283_cycle_1_4",2.38419761748855,0.809429751987226,2.37408796396553,2.69779813458815,-1.29649652691664,1.41834385667698,-3.29788815194679,-0.340658635178161
"virus_comp_18134_cycle_1_3",2.86068320457605,3.14230181602605,2.67434507802163,1.29492318164535,-0.807739710136101,1.85125358559576,-2.00492943162785,0.383409102748332
"edge_1468_71",1.99750678597716,3.56664448653043,3.95885506975876,1.33650677438399,-0.286246537116835,2.82798449727437,-2.98384528624284,0.555335199602138
"virus_comp_17991_cycle_1_13",2.73296773571439,4.29555414530688,3.10841013525355,2.51355396080392,-0.95882054669831,1.38701580096855,-1.94389449992948,1.01458257129968
"virus_comp_2283_cycle_1_10",1.08124615193861,-0.0547572627441739,0.626793949347269,-1.25802537675795,-3.32087279682897,1.49312340434016,-5.21129891225719,-1.51243938053814
"virus_comp_315_cycle_1_1",6.04555999388725,3.9224935437193,5.83630025699791,3.27180133516625,-2.09412782994079,1.79123305362493,-2.00198720360414,-0.0150943032656672
"virus_comp_501_cycle_1_8",1.90043702803683,2.3063968957195,3.05763474508725,2.3694967485993,-0.105666885348274,1.57415282111318,-2.31259764551529,0.0540108752521458
"virus_comp_2332_cycle_1_5",1.86811004342179,0.645556226309367,0.975983480868247,2.01846000843186,-1.95544559266698,2.28557722190146,-4.60655230997175,-1.06535467466254
"virus_comp_2344_cycle_1_4",2.99833766032899,2.47459386553195,2.96898909386347,2.62375956253395,-0.827210490812636,2.17559564073686,-3.20050471429847,-0.631882867580909
"virus_comp_6640_cycle_1_1",3.54752161450485,3.10980273925567,2.44409809923384,2.52399104137991,-1.04514477744003,1.67771938250891,-2.53807504952439,0.153369878185702
"edge_1633_13",2.04796434925876,1.46787782932335,3.14764019980934,2.35673571931851,-1.93680901626415,1.24122431407741,-2.29365197416803,-0.346176762683627
"edge_1633_38",2.38687090278051,3.34070293886862,3.95737744493273,3.27341007648179,-0.49258420068863,2.30193175375448,-2.2110148910453,-0.106184989436
"virus_comp_2375_cycle_1_4",2.05951208259587,5.02476569923338,3.67172529311454,3.36353802164987,-0.853511404935959,2.16805619817173,-3.25404209983274,-0.330852102922893
"virus_comp_2332_cycle_1_10",1.91326468049975,1.66288955346493,1.95058518284601,2.71289496322108,-1.04806938176884,1.22790115254948,-2.85488469163004,-0.276097304553142
"edge_1627_29",2.00620965189306,1.88935869057853,3.13576335473897,2.45880907857603,-1.1303138426621,1.43351093015825,-2.26987664037946,-0.548977180266969
"virus_comp_2223_cycle_1_10",2.46600569177281,-1.20135376091885,1.86622497970912,0.604872212501159,-4.257270815308,1.33194591347411,-4.85426308966293,-1.46321766602036
"virus_comp_2269_cycle_1_10",2.53273261666313,0.597178032583302,2.38824540761462,3.28773834326834,-2.55434978863195,1.0583579878799,-3.19201951180673,-0.480141091875424
"virus_comp_18205_cycle_1_9",1.67001708144106,3.27699490199729,2.27189731035192,2.38935595320079,-0.808722511443963,2.0177301156654,-2.46869997749412,0.0980832197193218
"virus_comp_17959_cycle_1_5",3.8839994559063,2.57474068365927,2.60890402771858,1.95898896935432,-2.09195728947501,1.71176359596606,-3.32325571844616,-0.554144812542859
"virus_comp_17845_cycle_1_5",2.25487458854346,3.25372962743264,2.65375280344172,2.74919103429004,-0.0845270613705997,2.87524147444463,-1.63556928200426,0.162760949948326
"virus_comp_370_cycle_1_47",1.68227798091309,-0.532129886247485,2.6431120943795,2.29181418412492,-1.52743716914082,1.37134292343059,-3.57468328825531,0.639768461782674
"virus_comp_491_cycle_1_3",1.55011585138648,2.5208399573813,2.08746547172011,2.35289401183919,-2.34448574973425,1.64520677014752,-3.32958438829474,-0.295916376092217
"edge_1627_35",2.16939211723334,1.71101902689862,3.10785129773431,2.38767254044028,-1.04997841559055,1.41026449605685,-2.24818983284734,0.0804259406690533
"edge_1633_46",1.8117923244538,2.05596177939953,2.78828298319911,2.34478830630343,-1.04844317514634,1.49432504544783,-2.21140024185258,0.230139372732901
"virus_comp_1792_cycle_1_1",1.78292014801387,3.10617614501138,2.38807706060641,1.53953898177042,-0.96192572817298,1.7237303912541,-2.14316748811393,0.453806766544978
"virus_comp_1430_cycle_1_14",1.66354381679028,3.06845855680676,2.88999390903273,1.92891173251939,-0.909056413629266,1.7307809338041,-2.25815985206749,-0.204159764871404
"virus_comp_1152_cycle_1_10",1.37059075187301,2.90540453446711,2.49309135714557,2.20155880578209,-1.5308031373382,1.61309208527367,-2.08678705158045,0.752786950321514
"virus_comp_2345_cycle_1_7",2.22455073346393,-0.132675918185154,2.23318422704185,2.69631541437339,-3.65444459912312,0.615041325104582,-3.57482357176854,-1.20638770397421
"edge_1476_8",1.9814246317217,2.53442074825634,4.02919214566661,1.15829815723337,-0.925406220813751,2.40322840264705,-3.4138640088512,0.096097365931421
