"orf_name","slope","variance","early_late_diff","peak_timing","monotonicity","pattern_type","cluster"
"virus_comp_2089_cycle_1_3",-0.000492857122470694,3.49887413567841,0.106391964759607,0.307692307692308,0.166666666666667,"complex",3
"edge_1627_29",0.0369162690610021,2.59542364055964,0.456953483311398,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_2103_cycle_1_9",0.0834635219849144,3.7369696567754,0.913286477065444,1,0.166666666666667,"complex",2
"edge_1633_38",0.0423947394640166,2.36064020006797,0.481168576223246,1,0.166666666666667,"complex",2
"virus_comp_7609_cycle_1_2",-0.0801993291186361,3.10658996212078,-0.732045523796661,0.307692307692308,0.166666666666667,"complex",3
"edge_1633_26",-0.103365215156138,2.98449253434212,-0.897462720257886,0.307692307692308,0.166666666666667,"decreasing",3
"virus_comp_2103_cycle_1_8",0.146587707668424,2.84863359778904,1.58893010494387,0.461538461538462,0.166666666666667,"increasing",3
"edge_1633_13",0.0299824057180917,2.65639493318546,0.391239410373895,0.461538461538462,0.166666666666667,"complex",3
"edge_1633_25",-0.073488465725816,2.88280829746628,-0.671667501001366,0.307692307692308,0.166666666666667,"complex",3
"edge_1627_22",0.0184813156354178,2.49769323033807,0.208052788569972,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_2089_cycle_1_11",-0.0422190827279526,4.31877710498784,-0.284361293036521,0.307692307692308,0.166666666666667,"complex",4
"edge_1847_24",-0.0660263709896071,2.49041947714158,-0.601136381285529,0.307692307692308,0.166666666666667,"complex",3
"edge_1627_13",-0.105610013407235,3.22576765801847,-1.01250520883724,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_315_cycle_1_1",0.339213190852513,4.07005373877883,3.54345672644412,1,0.333333333333333,"increasing",6
"edge_1627_34",0.0493650614858449,2.64549590671841,0.587654263791347,0.461538461538462,0.166666666666667,"complex",3
"edge_1633_14",0.0914620431319701,2.90513865518086,0.907278042353357,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_2103_cycle_1_7",0.20595318865393,3.87716491693797,2.12266505763839,0.461538461538462,0.333333333333333,"increasing",6
"edge_1627_35",-0.0929755519859786,3.20142646893982,-0.810144839347372,0.307692307692308,0.166666666666667,"complex",3
"edge_1631_4",-0.146288638565424,3.42046540076478,-1.33226310331074,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2089_cycle_1_7",0.00602986723347952,4.37185156199416,0.180491639029526,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_2375_cycle_1_4",0.192225499973385,1.8340045462999,2.01746682310756,1,0.333333333333333,"increasing",6
"edge_1627_15",-0.190422731294478,4.85775194086453,-1.8513303177039,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2012_cycle_1_1",0.212082252152502,2.57019460333069,2.25099123789559,0.461538461538462,0.166666666666667,"increasing",3
"edge_1476_19",-0.147599643728758,2.86581387251265,-1.37793963299871,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_6322_cycle_1_4",-0.215389224842808,3.39304340040988,-2.01555470733245,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_126_cycle_1_210",0.0277969161130518,2.45467072337965,0.373839154850424,1,0.166666666666667,"complex",2
"edge_1633_2",0.0483788814612823,2.50852194201367,0.506250043722975,0.461538461538462,0.166666666666667,"complex",3
"edge_1627_21",0.0195887613060557,2.70163239159301,0.177331653062702,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_73_cycle_1_19",-0.243849272303226,3.80211015339149,-2.31989291973306,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_3264_cycle_1_8",0.304926488852251,3.40625596767539,3.16464498971237,1,0.333333333333333,"increasing",6
"virus_comp_285_cycle_1_126",1.03741131438402,16.7139662937046,10.4466044835275,0.923076923076923,0.833333333333333,"increasing",1
"virus_comp_4_cycle_1_4",-0.0227468162505927,2.31242175059164,-0.111546066635674,0.307692307692308,0.166666666666667,"complex",3
"edge_1633_46",-0.134862393249088,3.37726967717417,-1.24407780187694,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_169_cycle_1_6",0.343600530836384,3.53800372096617,3.51222705922956,0.923076923076923,0.333333333333333,"increasing",6
"virus_comp_4767_cycle_1_2",-0.074083316059922,2.40575573202331,-0.607842198045829,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_501_cycle_1_8",-0.0340667141108673,1.89609338074048,-0.240010337672524,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_4511_cycle_1_1",-0.129231382946811,2.65981338018415,-1.19626134386936,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_10080_cycle_1_1",-0.205009613126052,4.56775458069523,-1.99926625198684,0.307692307692308,0.166666666666667,"decreasing",4
"edge_1896_6",-0.00233130018629694,2.89753607157776,0.117846571445833,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_18200_cycle_1_5",-0.0983016433648509,2.66946842675616,-0.872391544931262,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_6059_cycle_1_2",0.267769858886114,3.30945757431636,2.75284088800213,0.923076923076923,0.333333333333333,"increasing",6
"edge_1631_21",-0.216337982186434,3.20745437076413,-2.02326634668057,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_500_cycle_1_6",0.022834240581969,1.59744335666555,0.319220784314291,1,0.166666666666667,"complex",2
"virus_comp_499_cycle_1_1",-0.177201839730838,3.02738055247253,-1.65260654364834,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_17970_cycle_1_39",-0.162162076255032,2.87333342792798,-1.47922793865273,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_425_cycle_1_2",-0.202707100657298,3.46944512370976,-1.95527618053731,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_36_cycle_2_46",-0.0512606663242954,2.47800502783377,-0.357421096038925,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_18064_cycle_1_7",-0.0221384504545325,2.8871002601209,-0.216626498969321,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_636_cycle_1_73",-0.201660584321967,3.22423625485938,-1.88263023173488,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2028_cycle_1_7",0.0295509525164407,2.63941269024083,0.426443127692376,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_126_cycle_1_209",0.0415213584749526,2.48089026901096,0.52970659767596,1,0.166666666666667,"complex",2
"edge_1468_15",-0.260488612445412,4.02878750408939,-2.45693863837723,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_126_cycle_1_211",0.0929679161748272,2.45275991849991,0.965709896811467,1,0.166666666666667,"complex",2
"virus_comp_9870_cycle_1_4",-0.211798793272093,3.63300272164964,-1.9908691504441,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2109_cycle_1_9",0.132044519722402,2.92707581434707,1.53524832626992,1,0.166666666666667,"increasing",2
"virus_comp_126_cycle_1_203",-0.00290621471702619,2.71996701111657,0.00429260482526539,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_2089_cycle_1_8",-0.0074019502270202,3.32436284826974,0.0309107878586201,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_7421_cycle_1_3",-0.222765857471051,3.81173781238936,-2.10161306150569,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_729_cycle_1_55",-0.322799886270453,5.71062352918844,-3.07725055926207,0.307692307692308,0.166666666666667,"decreasing",5
"virus_comp_17845_cycle_1_5",-0.181752579248202,3.24149114321261,-1.66085162766837,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_1430_cycle_1_14",-0.200590740322889,3.86080668998332,-1.85034718771628,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_17846_cycle_1_6",-0.277371162389493,4.53133215191926,-2.60341559505708,0.307692307692308,0.166666666666667,"decreasing",5
"edge_1631_22",-0.188040781899843,3.53082910681618,-1.76570462969673,0.307692307692308,0.166666666666667,"decreasing",4
"edge_1672_54",-0.0397709021164005,1.68973453705947,-0.29810521059655,0.307692307692308,0.166666666666667,"complex",3
"edge_1627_28",0.0130454546808444,3.01939347419239,0.206825200479661,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_2332_cycle_1_10",-0.124494712675989,3.25139960203586,-1.14364924617461,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_18200_cycle_1_4",-0.121838025418742,2.87200064467133,-1.10998031745387,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_169_cycle_1_4",0.459371475721116,3.93456250824042,4.66503708641592,0.923076923076923,0.5,"increasing",1
"edge_1631_6",-0.253394205959913,4.32640659325252,-2.37422667889219,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2109_cycle_1_2",0.0627637502424848,3.29542074356988,0.739704447283617,1,0.166666666666667,"complex",2
"virus_comp_2028_cycle_1_8",-0.0421698405701977,2.70798522102357,-0.271098457092419,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_1545_cycle_1_6",0.365250767731774,3.13097075108494,3.74090518106139,1,0.666666666666667,"increasing",1
"virus_comp_6059_cycle_1_1",0.418126981485857,3.44781768822855,4.24567462688219,0.923076923076923,0.5,"increasing",1
"virus_comp_17813_cycle_1_1",0.141833246253401,2.75171856917654,1.5418153060591,0.461538461538462,0.166666666666667,"increasing",3
"virus_comp_619_cycle_1_1",0.0553930459874514,2.70605224184406,0.71556821551836,1,0.166666666666667,"complex",2
"virus_comp_126_cycle_1_217",0.0242709638593615,2.49017243183057,0.267648329461755,1,0.166666666666667,"complex",2
"virus_comp_122_cycle_1_2",-0.0989419556855297,3.00052479612877,-0.903196026941128,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_3264_cycle_1_1",0.0344289564457267,3.38915727060647,0.474594594674197,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_2273_cycle_1_7",-0.228598919456866,3.63543163021761,-2.13991331072724,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_500_cycle_1_5",-0.0277123242063102,1.76089294942205,-0.180726130775964,0.307692307692308,0.166666666666667,"complex",3
"edge_4_40",-0.0300497116017738,2.20057768558113,-0.249832314034364,0.461538461538462,0.166666666666667,"complex",3
"virus_comp_4695_cycle_1_3",-0.0817149821836781,2.92415232188873,-0.694397869213438,0.307692307692308,0.166666666666667,"complex",3
"virus_comp_2265_cycle_1_9",0.16010277553073,2.70472484182111,1.67889108658203,0.461538461538462,0.166666666666667,"increasing",3
"virus_comp_1152_cycle_1_10",-0.272983863144071,3.88250338833365,-2.61448484070062,0.307692307692308,0.166666666666667,"decreasing",4
"edge_1633_56",-0.19371329907327,3.49453146593818,-1.81578966711024,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_152_cycle_1_7",0.459533209721547,3.85317900235288,4.65282035078209,0.923076923076923,0.5,"increasing",1
"virus_comp_297_cycle_1_1",-0.130040147874969,3.04418842324637,-1.17730006847066,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_3253_cycle_1_5",-0.222851035962859,3.68437449733218,-2.12106854083738,0.307692307692308,0.166666666666667,"decreasing",4
"edge_1990_1",-0.254298307478805,3.95268771260009,-2.42009515656028,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_169_cycle_1_8",0.342723048964971,2.74147106457568,3.50095011899441,0.923076923076923,0.5,"increasing",1
"edge_1468_55",-0.202061849168396,3.09300258254199,-1.89665206729346,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2344_cycle_1_4",0.209653847326471,2.06813173897239,2.14192352702821,1,0.333333333333333,"increasing",6
"virus_comp_17979_cycle_1_3",-0.168222504030879,3.51768854087527,-1.55622693620358,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_17991_cycle_1_16",-0.155824105857699,3.15596233861771,-1.42694451634405,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_18230_cycle_1_4",-0.230624692109386,4.01411643385652,-2.19632987105487,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_169_cycle_1_11",0.340251822887757,2.66184544542544,3.48365623245276,0.923076923076923,0.5,"increasing",1
"virus_comp_12035_cycle_1_1",0.279413066702638,2.91902034201677,2.96144901539483,1,0.333333333333333,"increasing",6
"virus_comp_36_cycle_2_23",-0.152375406204564,2.52424708347784,-1.40742141268104,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_138_cycle_1_2",0.641075437499624,6.60666637687083,6.45558894833648,0.923076923076923,0.666666666666667,"increasing",1
"virus_comp_1354_cycle_1_12",-0.202845643007225,3.05201916658293,-1.87571705950364,0.307692307692308,0.166666666666667,"decreasing",4
"edge_1632_2",0.044661276083214,2.73949472715776,0.428254472232232,0.461538461538462,0.333333333333333,"complex",6
"virus_comp_18230_cycle_1_6",-0.243780076880608,3.96912333409328,-2.31493085789886,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_609_cycle_1_4",0.119097032047636,2.38426628241273,1.27220331878767,0.461538461538462,0.166666666666667,"increasing",3
"edge_1631_43",-0.301999862487318,5.06688950059741,-2.84468319631685,0.307692307692308,0.166666666666667,"decreasing",5
"edge_330_45",-0.227485069954808,4.34706872863438,-2.12812562182651,0.307692307692308,0.166666666666667,"decreasing",4
"virus_comp_2089_cycle_1_4",-0.245194082316872,5.07436118508882,-2.31076839561817,0.307692307692308,0.166666666666667,"decreasing",5
