"","T-72","T-66","T-60","T-54","T-48","T-42","T-36","T-30","T-24","T-18","T-12","T-6","T0"
"virus_comp_17789_cycle_1_20",9.81958296152187,10.2288117670267,10.6380405725315,11.0472693780363,11.4564981835411,11.8657269890459,12.2749557945507,12.6841846000555,13.0934134055603,13.5026422110651,13.9118710165699,14.3210998220747,14.7303286275795
"virus_comp_2103_cycle_1_8",16.1354654190138,15.7440672919163,15.3526691648189,14.9612710377215,14.569872910624,14.1784747835266,13.7870766564292,13.3956785293317,13.0042804022343,12.6128822751368,12.2214841480394,11.830086020942,11.4386878938445
"virus_comp_2103_cycle_1_9",17.0267389931067,16.6459667933004,16.265194593494,15.8844223936877,15.5036501938813,15.122877994075,14.7421057942687,14.3613335944623,13.980561394656,13.5997891948496,13.2190169950433,12.8382447952369,12.4574725954306
"virus_comp_67_cycle_1_23",10.4124107077318,10.8118381856197,11.2112656635076,11.6106931413956,12.0101206192835,12.4095480971714,12.8089755750594,13.2084030529473,13.6078305308352,14.0072580087231,14.4066854866111,14.806112964499,15.2055404423869
"virus_comp_17789_cycle_1_10",10.9215680840772,11.2450543014095,11.5685405187419,11.8920267360742,12.2155129534065,12.5389991707388,12.8624853880711,13.1859716054035,13.5094578227358,13.8329440400681,14.1564302574004,14.4799164747327,14.803402692065
"virus_comp_2103_cycle_1_7",16.3063343239273,15.9021256368893,15.4979169498512,15.0937082628131,14.6894995757751,14.285290888737,13.8810822016989,13.4768735146609,13.0726648276228,12.6684561405847,12.2642474535467,11.8600387665086,11.4558300794705
"virus_comp_2012_cycle_1_1",15.4555947893597,15.1054709775258,14.755347165692,14.4052233538581,14.0550995420242,13.7049757301903,13.3548519183564,13.0047281065226,12.6546042946887,12.3044804828548,11.9543566710209,11.604232859187,11.2541090473531
"virus_comp_67_cycle_1_16",11.0961909256429,11.5186614980396,11.9411320704363,12.363602642833,12.7860732152297,13.2085437876264,13.6310143600231,14.0534849324198,14.4759555048164,14.8984260772131,15.3208966496098,15.7433672220065,16.1658377944032
"virus_comp_1045_cycle_1_1",14.5350874357382,14.1728523106991,13.8106171856601,13.448382060621,13.086146935582,12.7239118105429,12.3616766855039,11.9994415604648,11.6372064354258,11.2749713103867,10.9127361853477,10.5505010603086,10.1882659352696
"virus_comp_17789_cycle_1_18",10.2517927415015,10.5971453869782,10.9424980324549,11.2878506779315,11.6332033234082,11.9785559688849,12.3239086143616,12.6692612598382,13.0146139053149,13.3599665507916,13.7053191962683,14.0506718417449,14.3960244872216
"virus_comp_17789_cycle_1_6",10.5055543723379,10.803822425838,11.1020904793381,11.4003585328381,11.6986265863382,11.9968946398383,12.2951626933384,12.5934307468384,12.8916988003385,13.1899668538386,13.4882349073387,13.7865029608388,14.0847710143388
"virus_comp_67_cycle_1_41",10.5556834407933,10.9126424760947,11.2696015113961,11.6265605466975,11.9835195819989,12.3404786173002,12.6974376526016,13.054396687903,13.4113557232044,13.7683147585058,14.1252737938071,14.4822328291085,14.8391918644099
"virus_comp_17789_cycle_1_9",10.8149372658748,11.1028929097112,11.3908485535476,11.6788041973839,11.9667598412203,12.2547154850567,12.542671128893,12.8306267727294,13.1185824165657,13.4065380604021,13.6944937042385,13.9824493480748,14.2704049919112
"virus_comp_2103_cycle_1_5",15.4775037320663,15.0759486930513,14.6743936540364,14.2728386150214,13.8712835760065,13.4697285369915,13.0681734979766,12.6666184589616,12.2650634199467,11.8635083809317,11.4619533419168,11.0603983029018,10.6588432638869
