"","T-72","T-66","T-60","T-54","T-48","T-42","T-36","T-30","T-24","T-18","T-12","T-6","T0"
"virus_comp_609_cycle_1_4",0,-14.0102658374342,0,-16.8299828129116,-9.48237581802615,0,12.0985635788809,0,-7.97154355395077,0,11.8592574463636,0,15.269601556302
"virus_comp_18230_cycle_1_6",0,0,0,0,0,0,0,7.51426574766805,0,-8.7467542305164,-14.2137877274255,0,1.98285886717861
"edge_1476_4",0,0,0,0,0,0,-2.16067128635896,0,-5.13556913814262,1.18391068253547,12.3286348608129,0,11.0539258815311
"virus_comp_1430_cycle_1_14",0,0,0,0,0,-8.96866679319521,0,6.52213566326572,10.4363111383044,-8.7467542305164,9.1609518723732,0,2.57538917401436
"virus_comp_36_cycle_2_46",-10.5517082616207,0,0,0,9.16095187237319,0,10.3539102235444,0,10.5882101085476,0,9.61969597109327,0,1.8032435056504
"virus_comp_729_cycle_1_55",0,0,0,-9.96722625883599,0,-9.70448007496718,0,9.09395768608432,10.0740385123803,0,0,0,-6.97727992349992
"virus_comp_18020_cycle_1_4",0,0,0,0,0,-13.0534168447575,8.2700257226389,-11.2074026260642,13.7330560733657,-12.5162276599856,0,0,9.96722625883599
"virus_comp_2375_cycle_1_4",0,0,0,0,0,-19.4573053893536,-9.0567595134614,-3.04727879596044,5.19308101034471,18.7855103959306,-0.526643503993282,0,8.05394103351475
"edge_1631_1",0,0,0,0,0,0,2.96690288127617,-9.09395768608432,0,0,-3.06332231684842,0,0
"edge_1495_51",0,0,0,0,-10.8596457074638,0,9.72648018167961,0,11.9095758082517,11.3289153030538,9.61969597109327,0,8.29232163280204
"edge_311_11",0,0,0,0,-10.3294760240451,-11.7031826224323,0,0.58364305390711,-12.3583764803282,-12.713233067757,-8.7467542305164,0,0
"virus_comp_2028_cycle_1_7",-18.0047087594764,-15.0102221213897,-15.3408584793261,-16.3751921935828,-16.1891158082161,0,0,-11.4610608096547,1.84674752863111,12.9135038686714,0,0,-7.55842071326866
"virus_comp_1749_cycle_1_9",0,0,0,0,0,0,-9.43735195721415,2.69374686227891,-11.2393996328483,-11.8592574463636,0,0,8.96866679319521
"virus_comp_2375_cycle_1_1",0,0,0,0,0,-17.8070928294507,-14.3843531018237,-12.3395210681609,12.1959979840743,22.5456728423543,11.6195745662304,-14.5657566182016,9.90378313135429
"virus_comp_18126_cycle_1_3",0,0,0,0,-16.8041004027799,-17.2263212437353,0.773473095052822,-11.1508435020056,-2.54799246280721,0,12.4806099070353,0,16.0102002628707
"virus_comp_2089_cycle_1_4",-15.1556483688922,0,0,-13.2138636527493,-13.3284946192468,0,0,3.11080725197681,14.0663285672883,23.7142767709041,16.6106850196161,0,7.05356216395588
"virus_comp_2109_cycle_1_9",-18.4354301715575,-14.4894089652269,-15.5507768412168,-16.2042081324042,-16.8255533263546,0,0,-0.370069290425715,19.0982371512749,15.3082120410558,14.2722444428059,-14.6096981810843,10.7739633684336
"virus_comp_2431_cycle_1_1",0,0,-24.403308870146,-20.4009346650619,-11.9661449133456,0,-20.6877387516343,18.7516115150497,-16.7881022965391,0,0,0,0
"edge_1468_48",0,0,0,0,0,0,-0.747430291813061,11.7546977412834,-14.346675316303,10.7442331900697,0,0,0
"virus_comp_2721_cycle_1_3",0,0,-14.5204345263119,0,0,8.96866679319521,-3.00960331751193,11.4610608096547,10.3539102235444,0,10.2470798167032,0,0
"virus_comp_2473_cycle_1_6",0,0,0,0,-11.9661449133456,11.9661449133456,-7.73216363365289,0,-12.2880008897076,0,8.7467542305164,0,11.288289342181
"edge_4_44",0,0,3.6620794658048,0,-8.16346997930501,0,3.69181371312549,0,11.0209265324578,-7.16849304594918,0,0,-1.16672824622145
"virus_comp_475_cycle_1_7",0,0,0,0,-16.0862280614275,0,14.2988391503876,0,12.835397582772,11.4068882973863,13.9134103697496,0,17.6601491372019
"virus_comp_4826_cycle_1_1",0,0,0,0,0,-18.6305313958016,-13.6663349750767,-9.19613205868495,-13.3351577032218,-9.16095187237319,-12.9659646102721,-13.8966162220769,-11.9661449133456
"virus_comp_163_cycle_1_23",0,0,0,0,0,0,16.9932760794354,4.68573807755483,4.10066702496787,15.7434181622143,22.2519503797039,0,13.3837717822428
"virus_comp_2103_cycle_1_6",-25.1862004402807,-21.3836373268487,-21.0921667605613,-23.4615145440053,-23.6237088929352,0,-8.2700257226389,0,-15.7493544363463,10.6187787679121,0,0,0
"virus_comp_126_cycle_1_138",0,0,0,0,9.48237581802615,0,14.9164429112628,0,8.2700257226389,9.74507402646887,11.9401562608635,0,3.14958711340006
"edge_4_3",0,0,-3.30079921165328,0,0,0,9.96722625883599,10.092637031438,11.3951633421321,2.58076321076469,7.75010877954022,0,-10.4903495057393
"virus_comp_17845_cycle_1_5",0,0,0,0,8.7467542305164,0,2.93678885259189,9.96722625883599,11.3951633421321,0,0.361930019462546,0,8.77643303244473
"virus_comp_2042_cycle_1_8",0,0,0,0,0,10.1894127720809,11.3103069083742,0,10.851088315487,12.1129514060644,0,0,8.96866679319521
"virus_comp_8859_cycle_1_2",0,0,0,0,0,0,-11.3103069083742,0,7.27469173878025,9.16095187237319,3.76636513116928,0,0.735429995254981
"virus_comp_2923_cycle_1_8",0,0,0,0,11.5512276035983,0,0,0,12.2198433457716,0,1.57162176459448,-12.4895971223893,11.3586512008929
"virus_comp_2273_cycle_1_6",0,0,0,0,0,-19.0855926165218,-15.2569032589543,0.726320797684843,13.8123393172303,-17.4075511134581,-9.58802830974645,-20.4180265548535,-12.6384359139905
"virus_comp_18020_cycle_1_9",0,0,0,11.288289342181,0,-9.70448007496718,0,0,1.2961434892644,-12.203129475731,0,0,9.29001884693262
"edge_1474_18",0,0,0,0,0,-13.024851086734,-7.76419719824541,8.51031463217721,-14.7817524392562,10.7442331900697,0,0,13.5732329685333
"edge_1631_6",0,0,0,0,0,0,10.5882101085476,-3.44509059557028,0,0,-7.75010877954022,0,2.45003292063505
"edge_4_2",0,0,-1.03235444791369,0,0,0,10.2665162802974,0,11.3951633421321,0.362249765209128,0,0,-1.41263740715836
"virus_comp_1286_cycle_1_7",0,0,0,0,-11.5512276035983,-8.96866679319521,7.85654523945337,8.83145120379228,0,0,-9.61969597109327,0,10.4903495057393
"virus_comp_2109_cycle_1_5",-20.0931351155687,-16.9430756580772,-17.3794206752159,-16.2231909859902,-14.8379587240264,0,0,6.20524718247232,17.9487835616971,19.67191196577,14.5204345263119,0,12.0953970227926
"virus_comp_335_cycle_1_8",0,-11.5512276035983,0,-15.5049741211363,-8.16346997930501,0,10.3539102235444,0,0,0,11.7134478892395,0,9.51990141829732
"virus_comp_420_cycle_1_4",0,0,0,0,0,0,-7.912180026276,9.82986685326618,0,7.16849304594918,8.48439135877634,7.97154355395077,0
"virus_comp_3236_cycle_1_11",0,0,0,9.96722625883599,7.16849304594918,0,-8.2700257226389,8.09659537408738,-10.9665054519057,0,7.16849304594918,0,6.97727992349992
"virus_comp_18064_cycle_1_7",0,0,0,0,-9.16095187237319,0,8.85342952505498,6.52213566326572,0,0,12.6822108425087,0,9.66799853567253
"virus_comp_2239_cycle_1_1",0,0,0,0,0,-20.2813124008926,-19.9476822629041,-16.2942731773921,-21.2088596647331,-20.6910296535021,-16.6024234045805,0,-6.71616506918253
"virus_comp_547_cycle_1_11",0,0,0,0,11.0659930588541,0,11.1728601945666,10.7551151822777,0,0,-9.1609518723732,0,6.97727992349992
"virus_comp_2812_cycle_1_6",0,0,0,-11.9661449133456,-13.1585871487458,0,0,0,12.0205793423575,9.48237581802615,12.2461891987325,0,-8.96866679319521
"virus_comp_4360_cycle_1_6",0,0,0,0,0,-17.5407006872819,-2.60325494150739,16.9104415141339,3.28335046817156,4.51460888501891,9.96796321623528,0,8.14020112308968
"virus_comp_4767_cycle_1_2",0,0,-10.9665054519057,-12.9659646102721,-10.3294760240451,0,9.26768704321517,0,9.85186914089924,0,0,0,0
"edge_1468_62",0,0,0,0,0,0,3.44270698534983,11.5068485072273,11.4357904471305,0,12.6978053372659,0,3.83343825473409
"virus_comp_315_cycle_1_1",0,0,0,0,0,0,0,0,-16.1323859268119,1.3357708528013,20.1232227165463,0,21.1117568584842
"virus_comp_17995_cycle_1_16",0,0,16.7536999000582,12.2880008897076,0,0,0,0,-10.08259260632,9.74507402646887,9.33059681265775,0,10.9207250197512
"edge_3739_3",0,0,0,0,10.9665054519057,0,3.8492804033191,-1.64250849284836,0,0,7.75010877954022,0,0
"edge_1474_11",0,0,0,0,0,0,-6.66020469458937,11.3142742498329,13.0728669345353,10.3294760240451,9.61969597109327,0,0
"edge_1627_34",0,-14.2512604859884,-11.9661449133456,-11.9661449133456,-0.321675821919525,0,8.2700257226389,0,0,0,12.8168408090282,0,9.13827180017222
"virus_comp_17846_cycle_1_6",0,0,0,0,0,-8.96866679319521,13.2080115437666,-9.50833500915722,11.7252023730094,0,0,0,0
"edge_4_42",0,0,-0.642090703679571,0,-9.96722625883599,0,2.97523511507168,9.31597290086668,12.5135188356444,0.906301890048627,0,0,-2.76356769670656
"edge_1633_2",0,0,-11.5512276035983,0,0,0,0,0,0,0,11.5164739107095,0,10.0546043179607
"edge_4_26",0,0,-1.94480504903637,11.7735513464285,0,0,10.0740385123803,11.1508435020056,11.2659305423631,-11.6824303329578,0,0,-0.937680408225015
"virus_comp_3464_cycle_1_7",0,0,0,0,0,0,13.7330560733657,-6.65805295546161,-5.30559742143562,-13.4984040374513,5.76488372302414,8.96866679319521,0
"edge_330_45",0,9.96722625883599,0,-11.288289342181,0,0,8.2700257226389,0,8.2700257226389,9.74507402646887,9.48237581802615,-11.4257404243162,8.55458885167764
"virus_comp_5223_cycle_1_2",0,0,0,0,0,-10.7036152362715,-4.44089209850063e-16,0,10.7897217285429,0,-7.16849304594918,0,-8.77643303244473
"edge_1847_13",0,0,0,0,-17.5720646954698,-16.962033666305,-14.9933092539805,-13.4722639022647,-11.8730595476615,0,-2.06731690284435,0,-4.4423400948221
"virus_comp_2399_cycle_1_4",0,0,0,0,0,8.38514338989102,-11.5512276035983,21.4162931296264,0,12.9135038686714,12.7585504137931,0,0
"virus_comp_2725_cycle_1_6",-14.5204345263119,-16.5432282193731,-13.8727710567342,-14.4252814788564,-16.4735947785653,0,0,12.791958327535,12.9659646102721,9.16095187237319,7.75010877954022,0,10.8245610299703
"virus_comp_2283_cycle_1_9",0,0,0,0,0,0,0,9.82986685326618,-12.0535865436392,-12.4806099070353,-12.1129514060644,-13.0952321716193,16.83075657676
"virus_comp_3663_cycle_1_2",0,0,0,0,-8.7467542305164,0,0,-10.3148406890974,-10.8410401126082,0,9.16095187237319,0,3.23764626444252
"virus_comp_757_cycle_1_25",0,0,0,0,0,0,0,0,15.4869631029137,0,1.99496524692865,-12.8239642584867,8.29232163280204
"virus_comp_18037_cycle_1_5",0,0,0,0,0,0,12.4355300310546,9.67803988471466,9.26768704321517,8.16346997930501,0,0,7.97154355395077
"virus_comp_2103_cycle_1_2",-24.280650786505,-20.2017996728262,-19.4405062588682,-20.7260892417125,-20.4799357175092,0,0,0,-10.7036152362715,0,0,0,0
"virus_comp_1102_cycle_1_5",0,0,0,-12.5509872145215,0,0,0,14.3890629580799,7.85654523945337,12.9914965389663,2.99779304525891,0,0
"virus_comp_2103_cycle_1_10",-27.5447502687939,-20.891339466281,-23.4319883595142,-23.3946025554687,-23.2709504625934,0,-12.1236488880966,0,-14.4946264480605,18.1952946159641,0,0,0
"virus_comp_4360_cycle_1_2",0,0,0,0,0,0,0,12.061279130227,10.851088315487,11.8592574463636,-2.81832430906983,0,17.1002208731386
"virus_comp_18289_cycle_1_2",0,-13.8727710567342,0,0,0,0,-8.2700257226389,-2.80057494142934,-9.19064778003838,0,-12.4985286986408,0,8.29232163280204
"virus_comp_12318_cycle_1_2",0,0,0,0,8.16346997930501,0,12.6578852462569,9.67803988471466,-9.19064778003838,0,0,0,7.97154355395077
"virus_comp_872_cycle_1_42",0,0,0,0,14.6898654105491,0,4.44089209850063e-16,-6.52213566326572,4.02207529233647,13.0165844655928,0,0,11.5208641829887
"virus_comp_1792_cycle_1_1",0,0,0,0,0,10.3819033996664,0,0,0,-10.1596911688055,-3.26699788359965,0,8.55458885167764
"virus_comp_636_cycle_1_73",0,0,0,0,-9.16095187237319,0,14.9830655376776,8.83145120379228,12.3530831907566,9.48237581802615,8.7467542305164,0,0
"virus_comp_808_cycle_4_37",0,0,0,0,0,0,17.6826765416016,-6.70422598039879,-17.0138278830203,-15.6014018778892,3.7125967353054,14.6662794900069,0
"virus_comp_2391_cycle_1_9",0,0,0,0,-11.8927845642583,-18.7542340069516,-18.8287823006973,-11.7965162998768,-11.4362555874502,0,-16.5280419754166,0,-20.2522710070951
"virus_comp_2638_cycle_1_7",0,0,0,0,0,0,10.4363111383044,9.09395768608432,2.19969485785534,0,0,0,-1.31504170930212
"virus_comp_1354_cycle_1_12",0,0,0,0,10.481366990725,0,0,13.9576544586955,8.59101880064125,-10.3294760240451,0,0,10.0546043179607
"virus_comp_9556_cycle_1_2",0,0,0,0,0,0,0,0,8.85342952505498,10.7442331900697,11.6507312275865,0,8.55458885167764
"virus_comp_17935_cycle_1_11",0,0,0,-12.4254781876453,0,0,1.84529233766311,2.06797438456198,12.2429221582869,0,0,0,6.97727992349992
"virus_comp_17799_cycle_1_11",0,0,0,0,8.7467542305164,0,0,0,7.85654523945337,0,12.8451259709337,0,10.667111542075
"virus_comp_1260_cycle_2_20",0,0,0,0,-19.3277302509413,-13.5707649156228,-7.27469173878025,-15.9678546232707,-13.3467445606794,14.7658114644773,16.2204943942429,0,0.231275995563026
"virus_comp_4826_cycle_1_3",0,0,0,0,0,-26.9511741341074,-21.6936724470459,-22.522334122017,-8.09608464199028,0,-19.9572063169208,-11.6666678406904,-18.7648667325145
"edge_4_22",0,0,0.25373869406934,0,0,0,1.69881840869057,0,11.9381376074256,-11.4808623124117,8.7467542305164,0,-0.283613862694271
"virus_comp_289_cycle_1_3",0,0,0,0,0,0,0,0,3.3361763459127,9.16095187237319,10.5517082616207,0,9.55266909751427
"edge_4_15",0,0,0.589440847269254,-3.90650593554354,0,0,11.6581084686704,10.7551151822777,15.0434644176004,-2.20084385178367,10.8030932354719,0,-1.15971480284009
"edge_4_16",0,0,-0.0565813089226053,0,0,0,0.289128224465457,0,4.39986209405587,-7.16849304594918,7.75010877954022,0,-0.559037180491123
"virus_comp_16495_cycle_1_2",0,0,0,10.5517082616207,0,0,10.7897217285429,12.5289646067884,17.5138728800436,0,6.56226967201831,12.4254781876453,14.7892024799247
"virus_comp_2957_cycle_1_5",0,0,0,0,0,0,0,-12.7353829362779,-8.38514338989102,-7.16849304594918,-6.17848701494574,0,4.74934194964295
"edge_1633_50",0,0,0,0,-0.583284251211386,0,7.27469173878025,0,0,0,11.9916736794105,0,9.87421293483087
"edge_1468_47",0,0,0,0,0,0,-1.64093346150297,11.2074026260642,-4.82827641957305,9.48237581802615,0,0,7.97154355395077
"virus_comp_593_cycle_1_1",0,0,0,0,-13.9786976927409,-13.024851086734,-10.5142588495572,0,7.85654523945337,0,8.7467542305164,0,9.55266909751427
"virus_comp_3136_cycle_1_1",0,0,0,0,-8.7467542305164,-10.8410401126082,0,7.51426574766805,0,-8.16346997930501,-12.713233067757,0,-10.9207250197512
"edge_1847_14",0,0,0,0,-18.0023559083691,-17.4549712765136,-15.1541273824622,-14.083864578817,-12.3118429024524,0,-1.07741227334114,0,-5.17343606436019
"virus_comp_2269_cycle_1_5",0,0,0,0,0,-23.5809925376686,-20.2532314502918,-8.77658682326145,-5.49120052718142,-15.5805235712328,-12.2924344480119,-18.2899693326624,-1.76726998934636
"virus_comp_2103_cycle_1_8",-24.8889725176598,-19.3462475143331,-21.1834397238186,-22.6721725930136,-19.861469266117,0,-9.26768704321517,-20.0203282963767,-5.08818924260974,12.9659646102721,0,0,0
"virus_comp_2378_cycle_1_9",0,0,0,0,-9.48237581802615,0,3.15337321655411,0,-6.39803107397315,0,5.07769615278328,-9.96722625883599,0
"edge_1631_21",0,0,0,0,9.16095187237319,0,3.31351836976736,8.09659537408738,7.85654523945337,0,9.1609518723732,0,-5.98868468677217
"virus_comp_2741_cycle_1_7",-16.6240100514525,-19.1180716624586,-17.7240141630919,-16.8484395602013,-17.1612542211266,0,0,0,14.9967077263665,12.713233067757,0,0,0
"virus_comp_15690_cycle_1_2",0,0,0,0,0,0,0,14.3951628738985,12.0205793423575,0,17.9637758344104,0,16.3666807941573
"virus_comp_2152_cycle_1_7",0,0,0,0,-20.5733797287136,-19.2168745066585,9.43735195721415,-20.100211888419,19.5494475727209,0,7.16849304594918,0,12.693922488081
"edge_4_68",0,0,13.920073669146,0,0,0,2.16628541566546,0,12.6578852462569,10.481366990725,0,0,-2.0830607640099
"virus_comp_2343_cycle_1_7",0,0,0,0,0,0,15.9744507863472,17.8186746532226,11.8506977442473,11.6183199475595,17.6188924262954,0,14.9714537419521
"edge_4_13",0,0,-0.369206664185112,-10.9665054519057,-8.16346997930501,0,9.72648018167961,8.51031463217721,11.9381376074256,-0.999439279008726,0,0,-3.16480678750338
"edge_1468_42",0,0,0,0,0,0,-1.58859309749574,11.8286774475065,-0.582557413743504,0,14.9431100072776,0,12.9546507168415
"virus_comp_17772_cycle_1_2",13.2138636527493,-11.5512276035983,0,0,11.7438125880265,0,9.58914694693971,0,9.07537629453193,-14.8658368138058,10.5517082616207,10.2888660741658,0
"edge_48755_6",0,0,0,0,0,8.38514338989102,3.05340552327883,-9.09395768608432,9.26768704321517,0,0,0,0
"edge_1627_15",0,0,-12.1360298493856,0,-9.74507402646887,0,0,0,-7.38945208908437,0,10.9665054519057,-10.5517082616207,6.97727992349992
"edge_1468_60",0,0,0,0,0,0,-1.13904906410533,11.0919762504862,9.43735195721415,9.48237581802615,11.4443493790618,0,9.66799853567253
"virus_comp_2489_cycle_1_6",0,0,-11.9661449133456,0,0,0,-10.4109418445623,21.1879760270091,17.0573319655171,16.8273267532858,9.07609112273184,0,12.9883296492311
"virus_comp_18040_cycle_1_10",0,13.4894716870077,0,-11.9661449133456,9.96722625883599,-12.3810922639044,0,0,0,0,7.75010877954022,-16.379429136696,-10.4262647547021
"virus_comp_2103_cycle_1_3",-26.8116908267229,-21.213712391319,-21.6755147519252,-23.4997832498321,-21.1323963571181,0,-11.1239721420993,-13.3519807072867,-13.8321318200416,0,0,0,0
"virus_comp_155_cycle_2_154",0,0,0,0,0,0,19.8088613534458,3.78277821452689,1.45361158912273,16.500519591175,16.8193291082889,0,7.69585266002609
"virus_comp_590_cycle_2_54",0,0,0,0,-19.62374245731,-17.1703652098615,-15.8855882228806,-14.2746097855039,-13.9733685196666,0,-1.169613395587,0,-4.84502675543453
"virus_comp_808_cycle_4_45",0,0,0,0,0,0,17.6007421793373,-7.14115974305489,-18.1679130072789,-18.2695695983226,4.09298077421935,14.5357006367686,0
"virus_comp_2089_cycle_1_12",-23.384822870535,-18.2137165438052,-20.1450726335465,-21.006074690728,-20.7144571938265,0,0,1.7362253635389,16.1295508344636,23.0865777407389,16.5104882418218,0,7.35958602786239
"virus_comp_729_cycle_1_15",0,-12.6664459388148,0,0,0,-10.1894127720809,7.85654523945337,0,10.9099507627322,8.16346997930501,0,0,-9.13827180017222
"edge_1847_39",0,0,0,0,-19.4882276625304,-18.2611751842224,-16.4833180116002,-15.3329361080584,-14.1156126804712,0,-2.26683289335263,0,-4.26504052348885
"virus_comp_3264_cycle_1_9",-20.4231661898331,-16.1457132737817,-16.988163195302,-17.2419179976162,-14.5847528304449,0,-6.28397874066005,-10.6771590451541,-7.38945208908437,0,0,-7.97154355395077,0
"virus_comp_1364_cycle_1_5",0,8.96866679319521,-10.5517082616207,-11.288289342181,0,0,7.85654523945337,0,0,0,8.7467542305164,9.55266909751427,-5.98868468677217
"virus_comp_2265_cycle_1_4",0,0,0,0,0,-17.3822384233532,0,0,15.8910771499414,0,-7.16241265519154,-15.8726989249876,-7.97154355395077
"virus_comp_2741_cycle_1_5",-17.6240029094509,-20.4369524347264,-18.039931100633,-18.9243398999797,-18.1787197256775,0,0,0,15.0727413518898,0,0,0,0
"virus_comp_2089_cycle_1_5",-17.4004208515524,-13.3582391004261,-13.7732422526853,-15.269601556302,-15.3433394090998,0,0,9.67803988471466,0,22.638872698471,16.0257297271313,0,15.4087609455328
"virus_comp_636_cycle_1_16",0,0,0,0,0,-8.38514338989102,14.8238150270368,8.83145120379228,10.7256284349971,9.16095187237319,7.75010877954022,0,0
