"","t0","t0-6","t0-12","t0-18","t0-24","t0-30","t0-36","t0-over42"
"virus_comp_6408_cycle_1_1",2.76896085824605,4.8885754243602,0.371781031521128,-0.481446055339315,-3.97365325090256,0.519898310508417,-2.26576902353534,0.100582722776978
"virus_comp_18134_cycle_1_3",2.86068320457605,3.14230181602605,2.67434507802163,1.29492318164535,-0.807739710136101,1.85125358559576,-2.00492943162785,0.383409102748332
"virus_comp_1152_cycle_1_10",1.37059075187301,2.90540453446711,2.49309135714557,2.20155880578209,-1.5308031373382,1.61309208527367,-2.08678705158045,0.752786950321514
"virus_comp_155_cycle_1_137",2.96966532273034,4.00204665147782,3.26707067401697,3.47693124348836,-2.05892048756741,2.7986178335601,-0.828180358328559,0.631407062906394
"virus_comp_6640_cycle_1_1",3.54752161450485,3.10980273925567,2.44409809923384,2.52399104137991,-1.04514477744003,1.67771938250891,-2.53807504952439,0.153369878185702
"edge_1476_23",2.37072050499417,2.91085775485811,3.2678346350301,0.43497044700461,-2.99456130324049,3.43374912836128,-0.862711918197383,-0.183498035875379
"virus_comp_155_cycle_1_140",2.66062807594858,3.83391028210756,3.27220825201903,3.13696842594542,-2.05352635238538,2.38363089604686,-0.996445486169313,0.632361993367308
"virus_comp_155_cycle_1_100",2.16182805713662,3.75137657796418,3.41489638658562,3.1155791391176,-1.8307349660797,2.71799596267679,-0.58412868826663,0.748366640543111
"virus_comp_2344_cycle_1_8",3.53843371038851,1.11354695853479,3.55343270984011,2.81541278095487,-2.35357435543973,1.51683420403397,-1.66476772007538,0.0632816146374622
"virus_comp_155_cycle_1_142",2.90688119021562,3.98132079927393,3.29138471845411,3.37380804455921,-1.97240864100139,2.72055335190148,-0.911364754686434,0.606661241377844
"virus_comp_2283_cycle_1_9",2.68382180826398,1.74987049245797,2.42397531314588,1.97008194185743,-2.0335284012333,2.28173643279796,-2.26570930233616,-0.0540010205003565
"virus_comp_155_cycle_1_136",3.06362301085723,4.04965834396746,3.30029708008713,3.48141264356599,-2.06123395380426,2.9434241296206,-0.742464707018605,0.64926084573013
"virus_comp_17991_cycle_1_16",2.19981410327091,4.26413841454199,3.24715433078557,2.43745647293033,-1.08286515246399,1.82536024781848,-2.30771793449547,0.454805182077428
"virus_comp_18200_cycle_1_7",1.97645267779664,3.12836158598464,3.0378953293866,2.46845261221901,-1.92462175947932,0.882960842171395,-1.92183713613186,0.565312087516769
"virus_comp_2382_cycle_1_8",2.47678952813717,2.53287748749304,2.89996541845141,2.40712497323477,-2.13683236929227,1.11305108447086,-2.63505575113723,0.135424131258585
"virus_comp_18196_cycle_1_5",1.77123629417809,2.97827076195791,2.72301894216123,2.49325946974859,-3.21285779632009,0.105116817895677,-2.92552070329944,-1.05790662248841
"virus_comp_155_cycle_2_126",2.75262386112031,4.00019429874068,3.81731257735924,3.35147882400953,-1.98810619461292,2.2912122540266,-1.23037889908451,0.414462678868418
"edge_1468_15",1.77503111788715,2.53727631038888,2.74467554437591,1.93263581332634,-0.999288537688727,2.51096362247887,-1.58243479265934,0.295220673210346
"virus_comp_18196_cycle_1_4",1.23395629407973,2.87448302338132,2.88809027590473,2.4960611812167,-3.95088742929682,-0.188885631710066,-2.05690740515685,-1.02041489877434
"virus_comp_14463_cycle_1_2",4.09746619241801,3.75685163632853,3.31135311692779,3.93538707117584,-2.39470999507853,4.13137347141335,-1.05201213329127,-0.606362182796438
"virus_comp_18196_cycle_1_12",2.01994624644905,3.06021238380073,3.40152409827435,2.68406942070807,-3.09127498583785,1.12169238356183,-1.92436037671685,-0.4620055677441
"virus_comp_1278_cycle_1_12",1.81628122744636,2.78845588510285,2.28343456520292,2.24383667483026,-3.8470304929981,0.0465158314054999,-2.55023916173209,0.0128457916098985
"virus_comp_1276_cycle_1_1",1.90675761852609,2.75063991221571,2.1596980909938,2.23736385790239,-4.33642415368048,-0.515168330825941,-2.62555728667556,-0.0797636026651944
"virus_comp_1276_cycle_1_2",1.60738615961826,2.81223671927816,2.31551062327049,2.24165251346439,-3.37819417669642,0.798970900253357,-2.43450133577384,0.177846732672517
"virus_comp_17813_cycle_1_1",3.60215092049946,3.37059836781905,3.07169329051207,2.92440023178568,-0.988039335796279,1.38810774040996,-3.75068353310778,-0.802383355012429
"virus_comp_808_cycle_4_50",1.90073804112245,4.85575934409184,2.57231850376564,1.1999904335634,-2.66179188898875,1.27343030006782,-1.26458810306867,-0.837380789793615
"edge_1468_49",2.02567281642521,2.69404796462333,2.87209844360507,3.72978249171481,-2.46060790603944,2.95161122052076,-2.72427080650881,-0.35995809558409
"edge_1468_48",1.2649931803495,2.48050617371727,2.77572592904625,3.27984383317618,-2.85177425472319,3.11154407243717,-3.19300032885421,-0.342414936914567
"virus_comp_155_cycle_2_71",2.20152216805634,3.84821848079329,3.31772456548144,3.2796518732306,-2.23844453784851,2.63144661711206,-0.847628322152692,1.03461029345575
"virus_comp_808_cycle_4_10",1.6088624288488,4.66784377902855,2.58659920266995,1.25642952024466,-2.88814360336578,1.149430038192,-1.3189364835147,-0.757328015633656
"virus_comp_163_cycle_1_9",2.44215339114463,3.72884853911579,3.63342820636927,3.13041030691958,-2.04215468516737,2.31581302692672,-1.30160000209253,0.432963942443596
"virus_comp_872_cycle_1_42",2.24305354208099,3.15267257201427,2.712991641123,2.8158029494174,-1.39583994179876,1.34246795880205,-2.06675953908339,0.802337801862523
"virus_comp_491_cycle_1_3",1.55011585138648,2.5208399573813,2.08746547172011,2.35289401183919,-2.34448574973425,1.64520677014752,-3.32958438829474,-0.295916376092217
"virus_comp_155_cycle_1_188",2.65661506567956,3.98000944827409,3.79958724416041,3.36065237400634,-1.9108594170847,2.3924855448049,-1.27366288946527,0.379851384212621
"virus_comp_317_cycle_1_1",4.2775516985337,3.95687390754506,2.91358804817025,2.20077154365336,-1.88377595394686,0.954160278342759,-1.57363373119796,-0.458014515555605
"virus_comp_155_cycle_2_147",2.53752122600402,3.92964142796561,3.55249746848635,3.1517321263509,-1.75274349554822,3.22003133646024,-1.3785075713498,0.128185768826859
"virus_comp_3629_cycle_1_1",1.71188172312489,3.08243181694607,2.35998249888518,2.01273646872129,-1.63554948940668,1.88082969352333,-2.08498809520211,0.0102946508861161
"virus_comp_155_cycle_2_152",2.75433066442259,4.03405352352956,3.7977761501659,3.33520981633543,-1.86284462517304,2.47767061913644,-1.1230833980819,0.361615446097606
"virus_comp_297_cycle_1_1",3.22958852162741,3.48857820557394,2.90566780503236,3.33234800638673,-1.17540298382325,3.6193874828568,-1.24649474090701,-0.17601380195129
"virus_comp_155_cycle_2_107",2.89453049459066,4.13755447960059,3.88550607305473,3.4145658507609,-1.82374832363883,2.7373228883655,-1.0328051539088,0.354666303744004
"virus_comp_2589_cycle_1_4",2.10339912672494,2.97820154777824,3.37901495222907,2.46518104175145,-2.42479306365437,1.29443846727213,-1.40601473401409,-0.396818698019652
"virus_comp_7248_cycle_1_2",2.44531393102114,3.31533435952711,1.64494996811548,1.24099123732004,-3.96214034999788,1.9914307057351,-1.60824507858832,-0.500888928558421
"virus_comp_296_cycle_1_5",3.38614449292011,3.39992765075281,2.86757877188551,3.11152960448945,-1.08448408101629,3.94473086655318,-1.10591433552371,-0.209637909379049
"virus_comp_18116_cycle_1_2",3.01350066423544,1.38110569034596,2.15446365202849,2.47483881191564,-3.92751703609522,-0.977789339080665,-2.19378990826908,-1.9484654678474
"virus_comp_155_cycle_2_56",2.6621603770824,4.00283034392443,3.85931566856022,3.29780701129766,-1.87303662709294,2.41783094065103,-1.25549812725099,0.376090532424251
"virus_comp_155_cycle_2_47",2.71355800599075,4.01796781770349,3.80861994767949,3.24791124506041,-1.89248425535497,2.43381366540002,-1.11210592279335,0.396803344811696
"virus_comp_18116_cycle_1_3",3.17792850549201,3.6825612278521,1.89643731346558,2.6780029718281,-3.85278015136817,-1.59240329574289,-2.49032142065093,-1.70617618044235
"virus_comp_155_cycle_2_104",2.50762811682061,3.78566179353648,3.65141568732406,3.21846614903722,-1.81307718144094,2.55062682210415,-1.40677305179075,0.325017666333667
"edge_1476_4",2.43260642154822,2.67575334642298,3.74692378464981,1.49383583643375,-2.27912772081265,1.36954108129311,-3.63624519413208,-0.484631289608584
"virus_comp_7248_cycle_1_1",1.51458762743243,2.88703227502402,1.34370532767838,1.37854048711168,-3.37524941983337,1.48222608984995,-2.34772612561055,0.0627456236451409
"virus_comp_536_cycle_1_8",4.0366080611011,1.1307367437709,3.26306878708922,3.63538551824835,-0.112578470269811,2.9740835455999,-1.12172740819949,0.879351337528338
"virus_comp_155_cycle_2_118",2.71979707762124,3.98544885392069,3.6553908345292,3.34781468541778,-1.63208546959098,2.51136834745743,-1.2470126762758,0.28970307543544
"virus_comp_1278_cycle_1_6",1.91565128378615,2.81582179659364,2.1952710895113,2.4008914527865,-3.50028682594394,-0.13060366631973,-2.56811147856298,-0.0971506895801588
"virus_comp_155_cycle_2_87",2.80946799057311,4.10330246243565,3.85172241815389,3.39430875344233,-1.81919823604925,2.64242928919305,-1.04110343428507,0.360011530724512
"virus_comp_163_cycle_1_25",2.73071279685421,4.01716427202784,3.74860962558113,3.26261391713672,-1.80912092791466,2.515041985077,-1.06112663803062,0.349308246608475
"edge_1468_57",1.86536971233701,2.39635991562792,3.68723446862477,1.73185805058681,-3.26284876043562,2.75035524082985,-3.05741122549029,-0.167233688629697
"virus_comp_17995_cycle_1_16",1.82757101683732,3.12765063655264,3.38127556190646,2.81726432142956,-1.80539324243443,1.38159984832817,-2.40335751471378,0.662096649075378
"edge_1468_50",1.59674176692038,2.31824371912121,3.44400065882384,0.891100111727906,-3.14960918223116,2.84678652781218,-3.11559481448774,0.12282741879612
"virus_comp_462_cycle_1_6",1.73955478727332,0.934014996840668,1.76993241721383,2.44274243612894,-1.60148153783562,1.66816576664036,-2.02565036489274,0.476307241542723
"virus_comp_1420_cycle_1_11",1.18842356212029,4.71720607474172,2.76768833432669,1.32676900317219,-2.86698486468823,1.43273049388471,-1.43956804544106,-0.598014020301556
"virus_comp_17799_cycle_1_8",3.05394232964503,3.43511496151928,4.58034587612544,3.48674541130851,-0.59913422597555,1.5971281433502,-2.34698770635649,0.333847200678224
"virus_comp_155_cycle_2_1",2.28386675387059,3.93533256915829,3.76256925129477,3.24449400219471,-1.75951175313254,2.57333962626875,-1.24082201738452,0.665189644588617
"virus_comp_155_cycle_2_24",2.24534257680985,3.84774233644861,3.33144713434233,3.24816014469314,-1.86641384220365,2.74177933010485,-0.788158362007364,0.974945849743408
"edge_1495_24",2.29515836295686,3.25067548627038,2.72835970609577,3.02505728710856,-1.49789934093629,1.6119917139874,-2.20087890253871,0.0946093831949275
"virus_comp_2473_cycle_1_6",2.07944149116839,3.10834194566283,2.92129642453875,2.67405575151022,-2.74656850419153,1.38650019949496,-3.62444232416267,-0.793146604660204
"virus_comp_2394_cycle_1_3",3.98778996127884,4.85545311714749,4.10426211217394,2.69451372979241,-0.438212648685672,1.11411653039872,-1.18682118958712,1.2880770048752
"virus_comp_155_cycle_2_145",2.63014872964751,4.0531162252235,3.6721736378487,3.37119375012351,-1.24684979952827,2.9081156298708,-1.27521944988128,0.130660139475149
"virus_comp_1278_cycle_1_9",2.08503117290118,2.86330915437928,2.27693224711462,2.47642249191485,-3.13088763526345,1.11303699487571,-2.39508450408681,0.13523917347342
"edge_2381_41",1.14148785381214,2.6262113259781,1.20997971193486,2.14729064936951,-2.77693021359958,1.37680873026738,-1.23441429099293,0.56956008070777
"virus_comp_808_cycle_4_28",1.16965818835526,4.76027982218669,2.56092918029387,1.4064134711074,-3.11024429532775,1.20866231243906,-1.38004160861204,-0.640815412836018
"edge_1627_29",2.00620965189306,1.88935869057853,3.13576335473897,2.45880907857603,-1.1303138426621,1.43351093015825,-2.26987664037946,-0.548977180266969
"virus_comp_103_cycle_1_1",3.17471544067259,5.46172792583912,-0.994605105288238,0.460053239982357,-3.23180447110406,0.385564574161211,-2.35027845522387,-0.530902669574122
"virus_comp_17837_cycle_1_8",3.19020874106334,3.17020766364336,3.08926171873393,2.71199641504246,-1.14257537511052,1.34104522135495,-1.67783633277714,1.20379351525011
"virus_comp_2649_cycle_1_9",2.51145027004005,3.52033481252026,3.26897331647626,3.20057993793344,-1.93575645541569,1.41895471075896,-2.9637069786959,-0.502557814613476
"virus_comp_163_cycle_1_27",2.58032080969277,3.95121319765078,3.719730848163,3.29338420139028,-1.67318510256574,2.53963148453713,-1.22883393612406,0.32475716111083
"edge_1847_24",1.18867023876798,1.87507637908712,2.68598676093011,2.25711999892155,-1.40952800733734,0.782087625744185,-2.981965699193,-0.738750247030879
"virus_comp_155_cycle_2_111",2.16929229214342,3.85670985648415,3.47064019824736,3.23907947672926,-1.85099543894137,2.7551814782869,-0.9218898849047,0.931511674782903
"virus_comp_155_cycle_1_120",2.01704573856718,3.65679454678939,3.12082596159813,3.08433088705086,-2.01912871857517,2.32329753322962,-0.904641238708924,1.11632943889789
"virus_comp_155_cycle_2_103",2.63724652934096,4.00262496293373,3.69884869475675,3.48744888654433,-1.58042507586415,2.61585161162526,-1.29113563347676,0.262325565014604
"virus_comp_155_cycle_2_73",2.51723146878524,3.8873961350866,3.62890006229284,3.18757258240883,-1.60827192916664,2.61854743410649,-1.34858753636338,0.311580016512638
"virus_comp_2265_cycle_1_9",1.74535137151913,1.72156478305531,2.55505289350265,2.89671151737761,-2.08597636149858,1.44109315432354,-4.36726154568175,-0.692740586195811
"virus_comp_1103_cycle_1_6",2.4100355545056,3.65056079333652,3.53924989299513,3.93198998449147,-2.53589644864631,3.46241932294881,-2.28407326374936,-0.297537032366317
"virus_comp_808_cycle_4_36",1.18494559953271,4.79690740815582,2.6751773887733,1.32830419606117,-2.65219821828776,1.33558626957066,-1.4197298089719,-0.615758392478487
"virus_comp_17906_cycle_1_29",1.33091431477766,2.66496748986028,2.83509091091136,1.79381860982053,-3.0907025579251,2.23256969255327,-1.5993970605013,-0.207980137479698
"virus_comp_155_cycle_1_64",2.25203337470894,3.87705005011662,3.37088519729858,3.41725944311878,-1.83413155632032,2.95860746151241,-0.70472263644371,1.01037379571446
"virus_comp_2171_cycle_1_4",1.38688487244377,-0.570363369603369,0.341338075942335,1.59591388925672,-3.64988288411022,0.613104988764312,-4.18564937159356,-0.139259093002518
"edge_2381_20",1.38598992753486,2.64548161336614,1.69445714825545,2.09369168123962,-2.176347812358,1.23909342894211,-1.21258164633712,0.835256010185287
"edge_1627_22",1.50587584698016,2.42540960440804,3.79341597636016,3.03515732393211,-1.28157848980007,1.73873994230155,-2.11393508836167,-0.384661944295384
"virus_comp_1660_cycle_1_3",1.85037684278731,2.77118854382592,2.9043952015707,2.24261759874178,-1.72581546930568,0.776431289666715,-2.05084857737974,0.230381649571522
"virus_comp_155_cycle_2_110",2.81539136974907,4.18568794702903,3.91148436420746,3.59321611411564,-1.57863139699828,2.96829660313286,-1.07929434910072,0.233972877293312
"virus_comp_2957_cycle_1_1",2.62443795539931,3.25692447382814,1.7374578627237,1.59078468179487,-2.74854055264855,2.56572343352208,-1.80887332659653,-0.118712383955105
"virus_comp_2283_cycle_1_4",2.38419761748855,0.809429751987226,2.37408796396553,2.69779813458815,-1.29649652691664,1.41834385667698,-3.29788815194679,-0.340658635178161
"virus_comp_4695_cycle_1_2",2.14600879771721,4.29580491292713,3.7261743470484,3.6903721280016,-2.46628118472874,3.83100790273162,-2.09655624623575,-0.513049734083888
"edge_1627_35",2.16939211723334,1.71101902689862,3.10785129773431,2.38767254044028,-1.04997841559055,1.41026449605685,-2.24818983284734,0.0804259406690533
"virus_comp_613_cycle_1_15",2.23972268944192,3.00223518322278,1.5141466179486,1.2338020611376,-2.0182187640867,1.71871435287253,-2.19678639474365,0.334722907966856
"virus_comp_155_cycle_2_90",2.4443748086762,3.89662462914615,3.65427405410378,3.23438648464179,-1.59361531451355,2.63078632194091,-1.34563265522826,0.315283866130696
"virus_comp_155_cycle_2_74",2.51162235085753,3.98353973381731,3.54877751784936,3.25939738480806,-1.32413704313612,3.0679259957069,-1.36036427122812,0.0566431851770979
"virus_comp_613_cycle_1_23",2.35687622960462,2.98642534161569,1.33634982739544,1.17752535025583,-2.20767708850042,1.71324865018766,-2.18786911915785,0.446580717345681
