"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"richness",-2.89654550486745,188.071065989848,-2.36826849220626,0.0188963478348704,0.132274434844093,-7.2088776417695
"shannon",-0.00940262944012914,2.4642700299435,-0.950066890342357,0.343310016351456,0.735956658557028,-9.53396203936822
"simpson",-0.00189543190036738,0.746309328522148,-0.807260390802227,0.420546662032587,0.735956658557028,-9.65958790117285
"dominance",0.00189543190036737,0.253690671477852,0.807260390802225,0.420546662032587,0.735956658557028,-9.65958790117285
"viral_load_cv",0.001258575485294,1.0108969853569,0.461339060047881,0.645093927952311,0.797224480567166,-9.87966883905203
"evenness",-0.00071649978652296,0.490516877359562,-0.408555750788302,0.683335269057571,0.797224480567166,-9.90272612665198
"total_abundance",1990.88759338089,1591516.73604061,0.0818477468714783,0.934855717131745,0.934855717131745,-9.98322660961331
