"orf_name","adj_p_val","log_fc","in_heatmap"
"virus_comp_17995_cycle_1_16",4.33803905626937e-05,0.0723093159338072,TRUE
"edge_3739_3",4.73057582544813e-05,0.0677754919777189,TRUE
"edge_1474_11",4.73057582544813e-05,0.0869270698789532,TRUE
"edge_1627_34",6.2396477829383e-05,0.104927581423896,TRUE
"virus_comp_17846_cycle_1_6",5.39718827374655e-05,0.0705741763985412,TRUE
"edge_4_42",5.18599358898564e-05,0.0838556432837356,TRUE
"edge_1633_2",6.60191917391595e-05,0.101763866960802,TRUE
"edge_4_26",5.60344903613949e-05,0.0790092806011357,TRUE
"virus_comp_3464_cycle_1_7",5.97190140660966e-05,0.0862055243153906,TRUE
"edge_330_45",5.6183442217968e-05,0.0818066224783945,TRUE
"virus_comp_5223_cycle_1_2",5.86419623518313e-05,0.0730391559696122,TRUE
"edge_1847_13",7.53831610875993e-05,0.0929638625243267,TRUE
"virus_comp_2399_cycle_1_4",6.2396477829383e-05,0.0771121924740971,TRUE
"virus_comp_2725_cycle_1_6",7.95276750379389e-05,0.115204077197514,TRUE
"virus_comp_2283_cycle_1_9",7.07996448224017e-05,0.0821756260632824,TRUE
"virus_comp_3663_cycle_1_2",6.9154681252671e-05,0.0936157668957753,TRUE
"virus_comp_757_cycle_1_25",6.50320865656685e-05,0.0770316243189253,TRUE
"virus_comp_18037_cycle_1_5",6.9154681252671e-05,0.0724369357735734,TRUE
"virus_comp_2103_cycle_1_2",9.16698978247958e-05,0.127875645191389,TRUE
"virus_comp_1102_cycle_1_5",6.60191917391595e-05,0.0832953037496069,TRUE
"virus_comp_2103_cycle_1_10",8.7950150823108e-05,0.133577981280056,TRUE
"virus_comp_4360_cycle_1_2",7.57648969807736e-05,0.0891281776130724,TRUE
"virus_comp_18289_cycle_1_2",6.76217138140692e-05,0.0829128411760986,TRUE
"virus_comp_12318_cycle_1_2",6.9154681252671e-05,0.0648755312537924,TRUE
"virus_comp_872_cycle_1_42",7.26522798076744e-05,0.0703832373982305,TRUE
"virus_comp_1792_cycle_1_1",7.35697346715956e-05,0.0687675587589778,TRUE
"virus_comp_636_cycle_1_73",7.58856199954444e-05,0.0659647557683218,TRUE
"virus_comp_808_cycle_4_37",7.56901550911103e-05,0.0860261968549896,TRUE
"virus_comp_2391_cycle_1_9",7.54189117160532e-05,0.071412424194851,TRUE
"virus_comp_2638_cycle_1_7",7.71218644720714e-05,0.0636554493000651,TRUE
"virus_comp_1354_cycle_1_12",7.72944792690003e-05,0.0654211237354237,TRUE
"virus_comp_9556_cycle_1_2",9.9434686054809e-05,0.0993606965940355,TRUE
"virus_comp_17935_cycle_1_11",7.95276750379389e-05,0.0768425846786822,TRUE
"virus_comp_17799_cycle_1_11",0.000101133525708439,0.0980070953630473,TRUE
"virus_comp_1260_cycle_2_20",7.95276750379389e-05,0.113500003723999,TRUE
"virus_comp_4826_cycle_1_3",8.44504299168182e-05,0.0708663326204435,TRUE
"edge_4_22",8.21739372195178e-05,0.084345360606513,TRUE
"virus_comp_289_cycle_1_3",0.000110598386594879,0.0795677960918549,TRUE
"edge_4_15",8.37319427668899e-05,0.0871193956673344,TRUE
"edge_4_16",8.64100931793882e-05,0.0838237391019512,TRUE
"virus_comp_16495_cycle_1_2",0.000112507229888528,0.117812827102044,TRUE
"virus_comp_2957_cycle_1_5",0.000100885164297147,0.0699625568967496,TRUE
"edge_1633_50",0.000110598386594879,0.0867823914492256,TRUE
"edge_1468_47",9.73460828448851e-05,0.0883497383264769,TRUE
"virus_comp_593_cycle_1_1",0.000118949962825996,0.100054431288419,TRUE
"virus_comp_3136_cycle_1_1",9.83529484692079e-05,0.0713947473627525,TRUE
"edge_1847_14",0.000121629963722361,0.0910500934819086,TRUE
"virus_comp_2269_cycle_1_5",0.000107045842403068,0.0866545564290582,TRUE
"virus_comp_2103_cycle_1_8",0.000122026067215912,0.113431236931112,TRUE
"virus_comp_2378_cycle_1_9",0.0001072298772739,0.0747914035107755,TRUE
"edge_1631_21",0.00010125316393243,0.0655402903040192,TRUE
"virus_comp_2741_cycle_1_7",0.000136238215539346,0.119297644988416,TRUE
"virus_comp_15690_cycle_1_2",0.000130115624502705,0.133668256642493,TRUE
"virus_comp_2152_cycle_1_7",0.000122026067215912,0.150769874677443,TRUE
"edge_4_68",0.000108752590025958,0.0651720771399807,TRUE
"virus_comp_2343_cycle_1_7",0.000137036731951959,0.107390097862572,TRUE
"edge_4_13",0.000108752590025958,0.0772977607414892,TRUE
"edge_1468_42",0.000110598386594879,0.106157987389703,TRUE
"virus_comp_17772_cycle_1_2",0.000112507229888528,0.0714097783643289,TRUE
"edge_48755_6",0.000120233380755318,0.0673144837500483,TRUE
"edge_1627_15",0.000129815920271096,0.0920475034823157,TRUE
"edge_1468_60",0.000118274374363804,0.0984849298737032,TRUE
"virus_comp_2489_cycle_1_6",0.000120233380755318,0.0872710315489203,TRUE
"virus_comp_18040_cycle_1_10",0.000124411375551844,0.073629346505973,TRUE
"virus_comp_2103_cycle_1_3",0.000146996670942632,0.128229301914622,TRUE
"virus_comp_155_cycle_2_154",0.000129568417634384,0.0689430082987524,TRUE
"virus_comp_590_cycle_2_54",0.000138597225049504,0.090954883836568,TRUE
"virus_comp_808_cycle_4_45",0.000122026067215912,0.0866067301154237,TRUE
"virus_comp_2089_cycle_1_12",0.000137036731951959,0.138238687754143,TRUE
"virus_comp_729_cycle_1_15",0.000120233380755318,0.0868718734023217,TRUE
"edge_1847_39",0.000140253584441288,0.0915412409459765,TRUE
"virus_comp_3264_cycle_1_9",0.000146996670942632,0.117685507860295,TRUE
"virus_comp_1364_cycle_1_5",0.000136238215539346,0.0813348628616645,TRUE
"virus_comp_2265_cycle_1_4",0.000138597225049504,0.0846863838640663,TRUE
"virus_comp_2741_cycle_1_5",0.000150049863938569,0.121896930938065,TRUE
"virus_comp_2089_cycle_1_5",0.00014600288095516,0.121293579786101,TRUE
"virus_comp_636_cycle_1_16",0.000126454954472281,0.0651315140474016,TRUE
"virus_comp_2239_cycle_1_10",0.000142439093865219,0.0756528258688359,TRUE
"virus_comp_2109_cycle_1_2",0.000141942390610495,0.113460490719344,TRUE
"virus_comp_6916_cycle_1_3",0.000129568417634384,0.0814363077307301,TRUE
"virus_comp_1931_cycle_1_4",0.000130563770919692,0.0660121122279603,TRUE
"virus_comp_475_cycle_1_20",0.000147359793403745,0.115217963912631,TRUE
"virus_comp_9910_cycle_1_2",0.000130115624502705,0.067204812742641,TRUE
"virus_comp_1660_cycle_1_3",0.000130637618981958,0.0804871581561871,TRUE
"virus_comp_18020_cycle_1_12",0.000134089138590027,0.0855906944507773,TRUE
"edge_1989_50",0.00014600288095516,0.0815831865359309,TRUE
"virus_comp_17799_cycle_1_8",0.000147359793403745,0.107699394860382,TRUE
"virus_comp_808_cycle_4_10",0.000137036731951959,0.0865249020624429,TRUE
"virus_comp_811_cycle_1_1",0.000137036731951959,0.096087962291116,TRUE
"edge_2254_2",0.000137036731951959,0.0840696668509187,TRUE
"edge_1633_46",0.000146597076852361,0.0852630573900086,TRUE
"virus_comp_2332_cycle_1_10",0.000161597639854672,0.0855346231302117,TRUE
"edge_1847_32",0.000159343468185261,0.0905560575893407,TRUE
"virus_comp_3136_cycle_1_6",0.000136238215539346,0.0706750539611667,TRUE
"virus_comp_491_cycle_1_3",0.000138597225049504,0.0969695802103569,TRUE
"virus_comp_11746_cycle_1_1",0.000159343468185261,0.091301026910831,TRUE
"virus_comp_7271_cycle_1_1",0.000137117655897867,0.0682882990595612,TRUE
"virus_comp_1260_cycle_2_21",0.000137036731951959,0.101034655506722,TRUE
"edge_1847_1",0.000160496802941309,0.0921463961355335,TRUE
"virus_comp_1068_cycle_1_1",0.000137036731951959,0.0771061965731797,TRUE
"virus_comp_3_cycle_1_6",0.000138369051640985,0.0699973390754698,TRUE
"virus_comp_6559_cycle_1_1",0.000159343468185261,0.0754151013063953,TRUE
"virus_comp_597_cycle_1_4",0.000162323883363269,0.0906005720628451,TRUE
"virus_comp_17862_cycle_1_9",0.000141942390610495,0.0582609859268483,TRUE
"edge_4_43",0.000141942390610495,0.0768696178495546,TRUE
"virus_comp_2163_cycle_1_11",0.00017431239049743,0.0851689339383013,TRUE
"virus_comp_3464_cycle_1_6",0.000146996670942632,0.0847406200636744,TRUE
"virus_comp_4_cycle_1_3",0.000147916428056256,0.0927090393500678,TRUE
"virus_comp_10609_cycle_1_2",0.00014600288095516,0.0613799803713807,TRUE
"virus_comp_475_cycle_1_24",0.000175293534302514,0.0888172087383322,TRUE
"edge_4_21",0.000146597076852361,0.075291813160964,TRUE
"virus_comp_17810_cycle_1_2",0.000161597639854672,0.0988380571779785,TRUE
"virus_comp_285_cycle_1_1",0.000157900461101581,0.0885092462669201,TRUE
"virus_comp_358_cycle_1_13",0.000160496802941309,0.110063813541798,TRUE
"virus_comp_4029_cycle_1_5",0.000152727069523947,0.0781052884231538,TRUE
"virus_comp_2285_cycle_1_1",0.000185101871078317,0.094264614787875,TRUE
"virus_comp_18020_cycle_1_15",0.000153437494767715,0.0812624131870733,TRUE
"edge_1468_55",0.000157396515515249,0.0632287754021488,TRUE
"virus_comp_7998_cycle_1_4",0.000157900461101581,0.0941850083874466,TRUE
"edge_1847_2",0.000190291595850425,0.0963214705384517,TRUE
"edge_1468_71",0.0001532879118037,0.0793298184670548,TRUE
"virus_comp_1430_cycle_1_19",0.000187996783886149,0.088696023249939,TRUE
"virus_comp_2500_cycle_1_7",0.000204831305695303,0.095301527533071,TRUE
"virus_comp_62_cycle_1_42",0.000161597639854672,0.0632428042276855,TRUE
"virus_comp_3003_cycle_1_3",0.000160496802941309,0.0727021574066009,TRUE
"virus_comp_6916_cycle_1_4",0.000166443917288015,0.0856764898473335,TRUE
"virus_comp_808_cycle_4_12",0.000161597639854672,0.0835700091717304,TRUE
"virus_comp_425_cycle_1_2",0.000159343468185261,0.0657456167965892,TRUE
"virus_comp_4_cycle_1_2",0.000161597639854672,0.0859160433639831,TRUE
"edge_1847_43",0.000195859555328786,0.094273395573824,TRUE
"virus_comp_2103_cycle_1_9",0.000193895096832115,0.122768378800433,TRUE
"virus_comp_2391_cycle_1_7",0.000189389343183194,0.0869979220144354,TRUE
"edge_1672_54",0.000166927868475774,0.071209580927069,TRUE
"virus_comp_17810_cycle_1_1",0.000181217727282507,0.0906731267651209,TRUE
"edge_1847_33",0.000199998510814142,0.0932393563447823,TRUE
"virus_comp_1971_cycle_1_10",0.000193284756224407,0.0651048909018804,TRUE
"virus_comp_2640_cycle_1_2",0.000190291595850425,0.0822756635089281,TRUE
"virus_comp_2273_cycle_1_12",0.000167067573024574,0.128825473142374,TRUE
"virus_comp_297_cycle_1_1",0.000201829749535261,0.0855377350976951,TRUE
"virus_comp_2106_cycle_1_2",0.000198847601225445,0.0969989616084981,TRUE
"edge_1631_28",0.000209518317043314,0.0854026475765757,TRUE
"virus_comp_2384_cycle_1_8",0.00019047825521541,0.0921244500861635,TRUE
"edge_3278_4",0.000184162462150116,0.0964951842143648,TRUE
"virus_comp_2109_cycle_1_7",0.000226655241691811,0.116223682357129,TRUE
"edge_1847_41",0.000222301260959337,0.0941670490750276,TRUE
"virus_comp_2103_cycle_1_4",0.000236577576532936,0.130053403446858,TRUE
"virus_comp_389_cycle_1_2",0.000193895096832115,0.119760664316625,TRUE
"edge_1631_43",0.000193895096832115,0.0727968012850849,TRUE
"virus_comp_2269_cycle_1_7",0.000237675121600744,0.0994807772680619,TRUE
"virus_comp_126_cycle_1_193",0.000206754785249193,0.0989461368671532,TRUE
"virus_comp_7421_cycle_1_1",0.000190291595850425,0.104098956878597,TRUE
"virus_comp_479_cycle_1_2",0.000248832723906828,0.0959780046923938,TRUE
"virus_comp_2109_cycle_1_11",0.000197175321424412,0.074461643299607,TRUE
"virus_comp_17813_cycle_1_5",0.000201829749535261,0.109451562304882,TRUE
"virus_comp_808_cycle_4_23",0.00019744581155995,0.0829204408663748,TRUE
"virus_comp_122_cycle_1_2",0.000224952251069794,0.0878698577867643,TRUE
"virus_comp_2741_cycle_1_2",0.000248832723906828,0.115660320842613,TRUE
"virus_comp_2431_cycle_1_10",0.000199998510814142,0.106968328682277,TRUE
"virus_comp_289_cycle_1_2",0.000236577576532936,0.0801218215409252,TRUE
"virus_comp_2741_cycle_1_3",0.000248832723906828,0.113059351013145,TRUE
"virus_comp_17906_cycle_1_63",0.000201829749535261,0.0645293529074079,TRUE
"virus_comp_2103_cycle_1_1",0.000248832723906828,0.136206297249157,TRUE
"virus_comp_2337_cycle_1_2",0.000197175321424412,0.0738583131845318,TRUE
"virus_comp_155_cycle_2_145",0.000236577576532936,0.0784481181795867,TRUE
"virus_comp_1260_cycle_2_17",0.000197175321424412,0.0984484499449723,TRUE
"virus_comp_155_cycle_2_128",0.000236577576532936,0.0784666728364179,TRUE
"edge_1468_12",0.000196990682633962,0.088802200417737,TRUE
"virus_comp_2489_cycle_1_4",0.00019744581155995,0.0989168490403332,TRUE
"virus_comp_809_cycle_1_5",0.000217405592752272,0.0790051905184455,TRUE
"virus_comp_590_cycle_2_56",0.000236577576532936,0.0938279676344213,TRUE
"edge_1847_4",0.000236577576532936,0.0849684179513638,TRUE
"edge_4_25",0.000202018425994919,0.0768296459529516,TRUE
"virus_comp_2109_cycle_1_8",0.000257010864899117,0.101323535122503,TRUE
"virus_comp_126_cycle_1_217",0.000226121368150916,0.0957512143959181,TRUE
"edge_4_34",0.000219558585575288,0.0667230505372092,TRUE
"virus_comp_126_cycle_1_199",0.000232201833564795,0.0913224662822088,TRUE
"virus_comp_126_cycle_1_118",0.000228716307677861,0.0957612896333635,TRUE
"virus_comp_1613_cycle_1_3",0.000230877321641763,0.0862183330511473,TRUE
"virus_comp_126_cycle_1_211",0.000230877321641763,0.104786792475452,TRUE
"virus_comp_17810_cycle_1_3",0.000230877321641763,0.0970217287526649,TRUE
"virus_comp_2500_cycle_1_3",0.000263486047021242,0.0943121679349256,TRUE
"edge_3278_3",0.000211058007866714,0.0895525766857221,TRUE
"virus_comp_2394_cycle_1_3",0.000217405592752272,0.0886456446677714,TRUE
"edge_1633_56",0.000239693128427968,0.0738035207701828,TRUE
"virus_comp_126_cycle_1_152",0.000244933804527614,0.0911614902219687,TRUE
"virus_comp_18040_cycle_1_9",0.000219558585575288,0.0728632138504673,TRUE
"virus_comp_808_cycle_4_6",0.000226121368150916,0.0795620972235847,TRUE
"virus_comp_6161_cycle_1_1",0.000222301260959337,0.0598909701380224,TRUE
"virus_comp_18200_cycle_1_5",0.000269010406333845,0.0845389303175729,TRUE
"edge_1896_6",0.000258558084869281,0.102734289014121,TRUE
"virus_comp_17907_cycle_1_28",0.000225293892157951,0.0649496748009242,TRUE
"virus_comp_18006_cycle_1_8",0.00022096340109724,0.0640107343389161,TRUE
"virus_comp_126_cycle_1_187",0.000255794007912308,0.0935461948490307,TRUE
"virus_comp_18020_cycle_1_11",0.000226121368150916,0.07563622541976,TRUE
"virus_comp_490_cycle_1_6",0.000234759497996733,0.0955620457301925,TRUE
"virus_comp_720_cycle_1_33",0.000228716307677861,0.0543325339932839,TRUE
"virus_comp_126_cycle_1_203",0.000250346978258181,0.0972033536054735,TRUE
"virus_comp_1260_cycle_2_16",0.000232201833564795,0.109583409406128,TRUE
"virus_comp_18020_cycle_1_16",0.000230877321641763,0.0804935571106151,TRUE
"edge_1512_30",0.000236577576532936,0.0775368875161023,TRUE
"edge_1468_32",0.000230877321641763,0.0982491147288177,TRUE
"virus_comp_3264_cycle_1_8",0.000258824633120381,0.117635168335323,TRUE
"virus_comp_126_cycle_1_168",0.000263486047021242,0.0894926236179401,TRUE
"virus_comp_219_cycle_1_6",0.000300013879498228,0.0828987183725506,TRUE
"virus_comp_155_cycle_2_131",0.000275888758333632,0.0974699366692142,TRUE
"edge_4_23",0.000236577576532936,0.0803871332605415,TRUE
"virus_comp_18230_cycle_1_7",0.000258558084869281,0.0624248374320348,TRUE
"virus_comp_551_cycle_1_21",0.000340261747780354,0.0953921287988661,TRUE
"virus_comp_13500_cycle_1_1",0.000241569799427966,0.076291516066553,TRUE
"virus_comp_126_cycle_1_200",0.000282473595753356,0.0956304923918535,TRUE
"virus_comp_5304_cycle_1_6",0.000263486047021242,0.0622231288255821,TRUE
"edge_1468_38",0.000248832723906828,0.0847463924160943,TRUE
"virus_comp_1171_cycle_1_9",0.000248832723906828,0.0736933325829628,TRUE
"edge_4_39",0.000248832723906828,0.0753848574418261,TRUE
"virus_comp_2334_cycle_1_3",0.000248832723906828,0.0740098273218308,TRUE
"virus_comp_189_cycle_1_4",0.000248832723906828,0.0737129587012936,TRUE
"virus_comp_590_cycle_2_1",0.000290434513805861,0.0918179026907524,TRUE
"virus_comp_4495_cycle_1_2",0.0002897319182626,0.0781140384518629,TRUE
"virus_comp_289_cycle_1_1",0.000325032128699575,0.103665414789899,TRUE
"virus_comp_155_cycle_2_74",0.000317645636072207,0.0780148342606531,TRUE
"virus_comp_2179_cycle_1_4",0.000325032128699575,0.121323956918171,TRUE
"virus_comp_7998_cycle_1_2",0.000267136939019766,0.0918675136424317,TRUE
"virus_comp_720_cycle_1_5",0.000257010864899117,0.0499655113145697,TRUE
"virus_comp_2500_cycle_1_2",0.000339223447542372,0.0943306638765422,TRUE
"virus_comp_1545_cycle_1_6",0.000305623305466798,0.118056215877715,TRUE
"virus_comp_245_cycle_1_43",0.000324010873230522,0.0973833504413443,TRUE
"virus_comp_18153_cycle_1_5",0.00035713999488934,0.0874955933010323,TRUE
"edge_1989_29",0.000263486047021242,0.0694203770604318,TRUE
"virus_comp_2591_cycle_1_6",0.000300013879498228,0.0882248028260037,TRUE
"virus_comp_475_cycle_1_87",0.000354860213596229,0.10613426053707,TRUE
"virus_comp_619_cycle_1_1",0.000324010873230522,0.109034041324982,TRUE
"virus_comp_2387_cycle_1_2",0.000300013879498228,0.063798179707883,TRUE
"edge_1847_37",0.000325032128699575,0.0804169006239745,TRUE
"virus_comp_126_cycle_1_224",0.000315332725678414,0.0859982266086498,TRUE
"virus_comp_155_cycle_1_210",0.00033037015475622,0.0771305921488219,TRUE
"virus_comp_285_cycle_1_126",0.000315332725678414,0.149663590384446,TRUE
"virus_comp_2885_cycle_1_7",0.000267221653401385,0.0702702873389495,TRUE
"virus_comp_155_cycle_2_43",0.000336170210163107,0.0790952585720789,TRUE
"edge_48755_9",0.00027753653211318,0.0562646227422618,TRUE
"edge_311_9",0.000284356392992052,0.0860298093566583,TRUE
"edge_1476_8",0.000283889840052953,0.0891793623305357,TRUE
"edge_1847_8",0.000336739651148737,0.0880940808586143,TRUE
"edge_16_8",0.000284356392992052,0.0593030763848342,TRUE
"edge_1847_3",0.000340261747780354,0.0815503617295981,TRUE
"edge_4_41",0.000283073174489754,0.0869088010441395,TRUE
"virus_comp_2223_cycle_1_2",0.000305623305466798,0.104091577743908,TRUE
"virus_comp_17906_cycle_1_36",0.000308305046219911,0.0753395112357997,TRUE
"virus_comp_2375_cycle_1_8",0.000345205939218204,0.100794476643378,TRUE
"virus_comp_17935_cycle_1_3",0.000312471335367274,0.0656834478162011,TRUE
"virus_comp_7998_cycle_1_5",0.000289888442790044,0.0758272223684187,TRUE
"virus_comp_169_cycle_1_6",0.000340530904664828,0.122876436059687,TRUE
"edge_1476_20",0.000297640299749301,0.088625267841962,TRUE
"virus_comp_126_cycle_1_207",0.00033037015475622,0.105326302769711,TRUE
"virus_comp_6278_cycle_1_2",0.000370768498799255,0.0825153917805099,TRUE
"virus_comp_809_cycle_1_4",0.000315332725678414,0.0824620714992084,TRUE
"edge_4_5",0.000300013879498228,0.0857310130526749,TRUE
"virus_comp_1318_cycle_1_1",0.000329676157447026,0.0981170176034793,TRUE
"virus_comp_126_cycle_1_109",0.000349048194062332,0.0941543372447298,TRUE
"virus_comp_2345_cycle_1_5",0.000385153479090663,0.102262063990044,TRUE
"virus_comp_1171_cycle_1_12",0.000315439850813351,0.0751462897537735,TRUE
"virus_comp_16174_cycle_1_1",0.000317645636072207,0.068520995647527,TRUE
"virus_comp_6059_cycle_1_3",0.000359854717146707,0.124862891261503,TRUE
"virus_comp_733_cycle_1_5",0.000323281899878992,0.0629917907854482,TRUE
"edge_4_37",0.000312471335367274,0.0724899134582497,TRUE
