"orf_id","coefficient","value","model"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-1.7944544423278,"limma_voom"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.18",0.997911438264308,"limma_voom"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.24",0.0489758861729382,"limma_voom"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-1.95725638175574,"limma_voom"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.36",1.71314357688715,"limma_voom"
"edge_1468_16","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",-0.195052613878487,"limma_voom"
"edge_1468_16","AveExpr",0.468055029609887,"limma_voom"
"edge_1468_16","F",1.37836125467342,"limma_voom"
"edge_1468_16","P.Value",0.113043421157745,"limma_voom"
"edge_1468_16","adj.P.Val",0.308752251589381,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC",0.266457536270752,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.6",0.97129915624074,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.12",1.18321569426045,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.18",-0.474844004724556,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.24",0.221423464439872,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.30",2.5299428284276,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.36",0.0821163099236358,"limma_voom"
"edge_1468_18","onset_timeline_combinedt0.over42",0.915980578216478,"limma_voom"
"edge_1468_18","SexMale",-0.946333028861176,"limma_voom"
"edge_1468_18","Age.at.Gluten.Introduction..months.",-0.0875565314207411,"limma_voom"
"edge_1468_18","HLA.CategoryHigh.Risk",-1.77565194081344,"limma_voom"
"edge_1468_18","HLA.CategoryLow.No.Risk",-0.000792670295574295,"limma_voom"
"edge_1468_18","feeding_first_yearFormula",0.485477248918145,"limma_voom"
"edge_1468_18","feeding_first_yearBreastmilk_and_formula",-0.224960937305128,"limma_voom"
"edge_1468_18","Delivery.ModeC.Section",0.117850585829842,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-1.7553916664892,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-2.42735486054151,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.18",0.790184513851446,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.24",-0.351995030368824,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-2.11839214695975,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.36",0.72259228855847,"limma_voom"
"edge_1468_18","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",-0.661759941151013,"limma_voom"
"edge_1468_18","AveExpr",0.235165347402819,"limma_voom"
"edge_1468_18","F",1.15180755345199,"limma_voom"
"edge_1468_18","P.Value",0.283042136229649,"limma_voom"
"edge_1468_18","adj.P.Val",0.480839509135896,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC",-0.227022789572071,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.6",0.509153871881335,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.12",0.898134643255086,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.18",-1.04711453026511,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.24",0.0825939582950716,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.30",1.85796749600913,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.36",-0.168558689557775,"limma_voom"
"edge_1468_23","onset_timeline_combinedt0.over42",0.596816111022836,"limma_voom"
"edge_1468_23","SexMale",-0.987451205507038,"limma_voom"
"edge_1468_23","Age.at.Gluten.Introduction..months.",-0.0871820789900067,"limma_voom"
"edge_1468_23","HLA.CategoryHigh.Risk",-1.89104608658185,"limma_voom"
"edge_1468_23","HLA.CategoryLow.No.Risk",-0.00956422599737971,"limma_voom"
"edge_1468_23","feeding_first_yearFormula",0.585349557587352,"limma_voom"
"edge_1468_23","feeding_first_yearBreastmilk_and_formula",-0.470186345318522,"limma_voom"
"edge_1468_23","Delivery.ModeC.Section",-0.248300100640427,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-1.2330058695093,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-2.17072903043138,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.18",1.32018406583484,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.24",-0.157830673443772,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-1.39537743755946,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.36",1.75752909343631,"limma_voom"
"edge_1468_23","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",-0.21958925219784,"limma_voom"
"edge_1468_23","AveExpr",0.318730044229212,"limma_voom"
"edge_1468_23","F",1.23528829432385,"limma_voom"
"edge_1468_23","P.Value",0.206851798766764,"limma_voom"
"edge_1468_23","adj.P.Val",0.408995286484209,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC",0.327094559433532,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.6",0.645809807953493,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.12",0.867553663531045,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.18",-0.611321017621091,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.24",-0.181894841817212,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.30",1.9549022449246,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.36",0.0111455401046712,"limma_voom"
"edge_1468_30","onset_timeline_combinedt0.over42",0.835532495502517,"limma_voom"
"edge_1468_30","SexMale",-0.96851674179693,"limma_voom"
"edge_1468_30","Age.at.Gluten.Introduction..months.",-0.0746768772922016,"limma_voom"
"edge_1468_30","HLA.CategoryHigh.Risk",-1.78186543498695,"limma_voom"
"edge_1468_30","HLA.CategoryLow.No.Risk",-0.363502055684492,"limma_voom"
"edge_1468_30","feeding_first_yearFormula",0.457290583367199,"limma_voom"
"edge_1468_30","feeding_first_yearBreastmilk_and_formula",-0.380485338679483,"limma_voom"
"edge_1468_30","Delivery.ModeC.Section",0.448302241115851,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-1.54254561767239,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-2.32861689130124,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.18",0.76398633500712,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.24",-0.131961356311481,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-1.71416586030167,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.36",0.608730923130011,"limma_voom"
"edge_1468_30","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",-0.742880954971917,"limma_voom"
"edge_1468_30","AveExpr",0.209502937532273,"limma_voom"
"edge_1468_30","F",1.04876253486935,"limma_voom"
"edge_1468_30","P.Value",0.398865572221651,"limma_voom"
"edge_1468_30","adj.P.Val",0.564915044135664,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC",-0.745962999726804,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.6",0.109936195118915,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.12",0.567619315652959,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.18",-1.6598372346363,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.24",-0.350552934666332,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.30",1.90468245489045,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.36",-0.654641418221966,"limma_voom"
"edge_1468_32","onset_timeline_combinedt0.over42",0.16506312153653,"limma_voom"
"edge_1468_32","SexMale",-0.983661792838019,"limma_voom"
"edge_1468_32","Age.at.Gluten.Introduction..months.",-0.100763764325695,"limma_voom"
"edge_1468_32","HLA.CategoryHigh.Risk",-1.96269682372326,"limma_voom"
"edge_1468_32","HLA.CategoryLow.No.Risk",0.421143841943299,"limma_voom"
"edge_1468_32","feeding_first_yearFormula",0.695003843196707,"limma_voom"
