"orf_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high","p.adj"
"edge_1468_16","fixed","cond",NA,"(Intercept)",-1.649295896999,0.9683287155796,-1.70323968551506,0.0885232227014006,-3.54718530473095,0.248593510732947,0.178675707170312
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC",-0.185737480426144,1.25462360995546,-0.148042392118492,0.882309312749836,-2.64475457009248,2.27327960924019,0.999997876803122
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-6",0.0997691420384821,1.24423979458519,0.080184818451128,0.936090264400742,-2.33889604348,2.53843432755697,0.999999489113563
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-12",0.233254746700241,1.00296251807663,0.232565766413238,0.816098612878569,-1.73251566657355,2.19902515997403,0.999998052818414
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-18",-0.189065064558187,1.23801692574879,-0.152716057935827,0.878622196908973,-2.61553365127681,2.23740352216044,0.999998578397537
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-24",-0.27335319254601,1.22744054918938,-0.222701777879618,0.823767617563246,-2.67909246212127,2.13238607702925,0.999999125295718
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-30",0.87123919483758,1.02336581776187,0.851346781098286,0.394576745309755,-1.13452095098506,2.87699934066022,0.99999971669224
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-36",0.69894293161442,1.02424104054831,0.682400825532486,0.494985533902568,-1.3085326193481,2.70641848257694,0.999998910651778
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-over42",-19.690620475594,19140.9934887173,-0.00102871465304038,0.999179204605636,-37535.3484866771,37495.9672457259,0.999999269371222
"edge_1468_16","fixed","cond",NA,"SexMale",-0.445828256165659,0.787983888971622,-0.56578346639485,0.571540987209976,-1.99024829894785,1.09859178661653,0.999997514415394
"edge_1468_16","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.0293734054776897,0.0760767139624959,-0.386102447749913,0.699420797102891,-0.178481024906337,0.119734213950958,0.999879437024722
"edge_1468_16","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.77346438445322,0.827646991052253,-2.1427787494261,0.0321308684663408,-3.39562267882859,-0.151306090077865,0.601427648519347
"edge_1468_16","fixed","cond",NA,"HLA.CategoryLow/No Risk",0.353620344749267,0.939770415989851,0.376283759025125,0.706705952025879,-1.48829582432707,2.1955365138256,0.999993902242404
"edge_1468_16","fixed","cond",NA,"feeding_first_yearFormula",0.561570935557573,0.770517576131964,0.728823005409801,0.466109937215716,-0.948615763116175,2.07175763423132,0.999981224373831
"edge_1468_16","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.482419499925178,0.658699339101254,-0.732381940117632,0.463935478699654,-1.77344648120397,0.808607481353615,0.999995015282913
"edge_1468_16","fixed","cond",NA,"Delivery.ModeC-Section",-27.3006130895223,249360.957672035,-0.000109482307673155,0.999912645757201,-488765.796800696,488711.195574517,0.999995619155861
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-19.5180446046862,25135.5214587929,-0.00077651242034839,0.999380432790796,-49284.2348364724,49245.198747263,0.999999966789017
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.0789742921171936,1.73780527118377,-0.0454448455340439,0.963752736323004,-3.48501003578124,3.32706145154685,0.999997634729836
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",1.14604941790436,1.90059078545195,0.602996408630822,0.546511078364071,-2.57904007093015,4.87113890673887,0.999999992282814
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-20.6211736023346,41522.8344059386,-0.000496622494522805,0.999603752595361,-81403.8811452626,81362.638798058,0.999999885420736
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-24.6844180826424,180832.06144782,-0.000136504654567383,0.999891085043981,-354449.012105943,354399.643269778,0.999999925450152
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.387934795982103,1.75019117902385,-0.221652811779379,0.824584167051016,-3.81824647292854,3.04237688096433,0.999999918962056
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-4.55702742204694,170545.504075099,-2.67203022839011e-05,0.99997868028335,-334267.602739845,334258.488685001,0.999999667463367
"edge_1468_71","fixed","cond",NA,"(Intercept)",-2.68298757893988,1.51107906077064,-1.7755441449712,0.0758080832418891,-5.64464811584294,0.278672957963182,0.165205460929512
"edge_1468_71","fixed","cond",NA,"Dx.StatusCELIAC",0.542780952588642,1.46362545520584,0.370846893006728,0.710751572196085,-2.32587222647084,3.41143413164812,0.999997876803122
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-6",0.761681991892157,1.46102428356542,0.521334245063593,0.602133949068121,-2.10187298443451,3.62523696821882,0.999999489113563
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-12",1.54819951115412,1.17494051347794,1.31768331536318,0.187609682121332,-0.754641579239634,3.85104060154788,0.999998052818414
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-18",0.547093670290783,1.44176975036408,0.379459806361334,0.704346446220498,-2.27872311442212,3.37291045500369,0.999998578397537
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-24",0.4537323880067,1.43618037964035,0.315929944761065,0.752055682464088,-2.36112943139144,3.26859420740484,0.999999125295718
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-30",0.672228499093784,1.46713983751455,0.458189793436864,0.646816092034646,-2.20331274271867,3.54776974090624,0.99999971669224
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-36",0.582308661685155,1.45783962796758,0.399432592250883,0.689574482849322,-2.27500450436658,3.43962182773689,0.999998910651778
"edge_1468_71","fixed","cond",NA,"onset_timeline_combinedt0-over42",0.858748095321834,1.46486360109968,0.586230755325729,0.557720456572467,-2.01233180509719,3.72982799574086,0.999999269371222
"edge_1468_71","fixed","cond",NA,"SexMale",0.522796483445904,0.726916271157065,0.719197663045491,0.472019139106352,-0.901933227798095,1.9475261946899,0.999997514415394
"edge_1468_71","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.0683421409195713,0.109824554110621,-0.622284711037693,0.533754672636612,-0.283594311594559,0.146910029755416,0.999879437024722
"edge_1468_71","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.62679403154759,0.907293967004597,-1.79301757832514,0.0729701133683255,-3.40505753026707,0.151469467171889,0.618175533088356
"edge_1468_71","fixed","cond",NA,"HLA.CategoryLow/No Risk",0.484343994518778,0.997500959845406,0.485557422013752,0.627280990736715,-1.47072196132235,2.43940995035991,0.999993902242404
"edge_1468_71","fixed","cond",NA,"feeding_first_yearFormula",0.572635159067877,0.871031530270309,0.657421848885505,0.510909706659754,-1.13455526966074,2.27982558779649,0.999981224373831
"edge_1468_71","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.52872033725007,0.737649919957903,-0.716763227304687,0.473520205176263,-1.97448761356641,0.917046939066272,0.999995015282913
"edge_1468_71","fixed","cond",NA,"Delivery.ModeC-Section",-2.31998275692094,1.17150470745266,-1.98034437434361,0.047664845808226,-4.61608979124728,-0.0238757225945876,0.999995619155861
"edge_1468_71","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-18.3261836879546,9065.73050322371,-0.00202147898411915,0.998387094227074,-17786.8314635526,17750.1790961767,0.999999966789017
