"Dx.StatusCELIAC","onset_timeline_combinedt0.6","onset_timeline_combinedt0.12","onset_timeline_combinedt0.18","onset_timeline_combinedt0.24","onset_timeline_combinedt0.30","onset_timeline_combinedt0.36","onset_timeline_combinedt0.over42","SexMale","Age.at.Gluten.Introduction..months.","HLA.CategoryHigh.Risk","HLA.CategoryLow.No.Risk","feeding_first_yearFormula","feeding_first_yearBreastmilk_and_formula","Delivery.ModeC.Section","Dx.StatusCELIAC.onset_timeline_combinedt0.6","Dx.StatusCELIAC.onset_timeline_combinedt0.12","Dx.StatusCELIAC.onset_timeline_combinedt0.18","Dx.StatusCELIAC.onset_timeline_combinedt0.24","Dx.StatusCELIAC.onset_timeline_combinedt0.30","Dx.StatusCELIAC.onset_timeline_combinedt0.36","Dx.StatusCELIAC.onset_timeline_combinedt0.over42","AveExpr","F","P.Value","adj.P.Val"
-0.404931400696122,0.724246005700562,-0.592046588979338,-0.675882648050132,0.11713905757195,1.00736812838351,0.4702260851919,0.850439330687176,-1.31985766869621,-0.0665243767273685,-0.527864248786591,0.867841148171495,-1.11779558686592,-0.414148471097926,-0.865951159551418,0.0440852345470333,-0.177816480358709,2.03131702573766,-0.01571513700779,-0.877559489269126,1.81958455319144,-0.140570671022623,1.24764497567754,1.23963203142648,0.203929010255589,0.336536533881746
-0.457535663906197,0.812659967213596,-0.67901245773353,-0.282255080506557,-0.0420910183051374,0.471495760291484,0.745347738644046,0.721533590246758,-1.24143299213755,-0.0625512524407684,-0.646815307364681,0.845894908921425,-1.11227986088907,-0.446493086314094,-0.988629988553321,-0.0477026396662225,-0.0842578602311579,1.70303201560018,0.13232889405799,-0.346769307532781,1.61961688752453,-0.0258791207389053,1.29503826227764,1.22639259119648,0.214772649979133,0.341789422623465
-0.569731439945905,0.68766078074207,-0.806620293831162,-0.632011368364769,-0.216266789350474,0.826343490771192,0.42634181476539,0.514287951516491,-1.46735361351652,-0.0884859015655277,-0.797900911829605,1.14940389365994,-0.869522201133771,-0.336720386275524,-1.31880043061702,-0.00745999135538862,0.185953440069856,1.75136520737739,-0.347149191702689,-0.945684280175024,1.85752703813213,0.0154571928755819,1.32915456011671,1.32961498987013,0.140735427318173,0.289867358314279
-0.157297632801002,0.867263077256497,-0.46278533719612,-0.211778071212818,0.102967252075814,1.08539471719182,0.781640228789311,1.04053464587832,-1.32405522355441,-0.0677539915923251,-0.495245656913495,0.836881919444776,-1.09850066315929,-0.419309459579593,-0.873420898917803,-0.174025624318906,-0.410251022238222,1.53211385497839,-0.10601332725668,-0.72180810979467,1.67617114308704,-0.432872478360256,1.26073479430107,1.29296007415214,0.164321830577592,0.309399966908246
-0.242857518034274,0.919841000293701,-0.331362789370142,-0.120803786878484,0.414245258511578,1.39729166459334,0.818697404032154,0.976565735223303,-1.47516724502895,-0.060705047010616,-0.666026608696876,0.552938560442442,-1.00126035198309,-0.401778962431202,-1.01011268474133,-0.15136461712217,-0.427015535475643,1.56792311835625,-0.283979629462346,-0.83042026429773,1.86348898296093,-0.235462335710227,1.32387978009558,1.37987762409333,0.1128649680746,0.26668578330856
0.079184116992577,0.846946521919377,-0.260702906183487,-0.49066933897715,0.333978334126981,0.648115168413218,0.745690319018268,1.09716898940021,-1.10152835560233,-0.063430306766853,-0.469173241009214,0.704375831571003,-1.28461981149167,-0.440816377636723,-0.623741774859741,-0.389884563633715,-0.675895361371671,1.60982285141192,-0.509787129040621,-0.71194874229585,1.5547851240088,-0.580187645036181,1.25993997446487,1.1371593139754,0.298583907815193,0.390789474908843
-0.132129241769535,0.816868526761041,-0.534776557572048,-0.334302198820317,0.25710838112329,0.667848367133515,0.487672960128307,1.01931368853025,-1.18620574083184,-0.0597291652890533,-0.35291034424275,0.658900415247818,-1.26522958538382,-0.413390064540597,-0.688137073986561,-0.230675428025847,-0.266965544151446,1.29496644686554,-0.839755359229435,-0.7071740751481,1.65264031017973,-0.421622606014634,1.22678706837391,1.10045830019634,0.338368421726864,0.410062491668725
-0.478843366923455,0.61383120976476,-1.11819026894389,-0.178625432637999,-0.172913037840955,0.756337000582315,0.53933516786181,0.740959993838906,-1.15073659451599,-0.0881336357624165,-0.212351324286557,1.56359810616195,-1.30740389927506,-0.42374614285099,-0.779348544117887,0.192194615476976,0.68395503002192,1.09432073592722,0.135175715731111,-0.722683293335638,1.80824277768121,-0.0577888613835277,1.24700164650814,1.25814675764493,0.189445926187883,0.324824631039713
-0.372660760292897,0.604328875650199,-0.870491503104907,-0.804809072016022,-0.172472077262745,0.752593336510907,0.404434212865237,1.03903646249292,-1.25662999970734,-0.0707349752116842,-0.470425613581259,0.983692097506634,-1.19148301244195,-0.463380995640837,-0.881088687894759,0.051656273744954,-0.0574152076471904,2.10280774046849,0.225768717517546,-0.777547089993527,1.85859920870266,-0.487409992712689,1.26597362881531,1.31989196434337,0.146714040009297,0.297675065387284
0.160129805212297,0.928282360236819,-0.389117803642153,0.485744763815306,0.406767200765703,0.712316776646299,0.646404527285269,1.28528347300752,-1.10800598367353,-0.0745403926178912,-0.666141770292665,0.833792481213029,-1.08765497024641,-0.251664785880914,-0.86696581840001,-0.539931842935304,-0.708882324213196,0.605442348018615,-1.09885480268753,-0.930706417243118,0.875763188160052,-1.00049026111197,1.24553300276058,1.03995851397353,0.410051536788734,0.448863797724724
