"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1468_12","edge_1468_12","t0-6",5.53879285221611,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-12",-22.1427053950291,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-18",77.2355731926941,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-24",19.9265653929702,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-30",-30.3963874306307,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-36",19.8023974377264,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-over42",-0.222054614425031,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-6",-14.3812270346949,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-12",-13.9304883917079,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-18",21.94599539414,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-24",22.0525724079145,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-30",-12.3342421191843,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-36",20.4155417753458,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-over42",2.92978938403476,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_16","edge_1468_16","t0-6",-20.1435493119114,34899.1305820237,0.999539466289409,-68421.1825818387,68380.8954832149,"PA_glmmTMB_logit",0.999966235968563,7
"edge_1468_16","edge_1468_16","t0-12",0.00903891419421482,1.84744914235688,0.996096249069464,-3.61189486809467,3.6299726964831,"PA_glmmTMB_logit",0.999966235968563,7
"edge_1468_16","edge_1468_16","t0-18",1.17023448207965,2.02923216508257,0.564150026062355,-2.80698747775242,5.14745644191173,"PA_glmmTMB_logit",0.999966235968563,7
"edge_1468_16","edge_1468_16","t0-24",-21.0623463743001,51267.6808585376,0.999672204394032,-100503.870400001,100461.745707253,"PA_glmmTMB_logit",0.999966235968563,7
