"orf_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high","p.adj"
"edge_1627_22","fixed","cond",NA,"(Intercept)",-14.242608829412,2908.71926633674,-0.00489652232659402,0.996093156045694,-5715.22761198718,5686.74239432836,0.999881086915019
"edge_1627_22","fixed","cond",NA,"Dx.StatusCELIAC",-1.53428029149183,89706.0622538423,-1.71034181296495e-05,0.999986353446738,-175822.18549273,175819.116932147,0.999986353446738
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-6",11.7668726688143,6803.12061877912,0.00172962869956081,0.998619956652792,-13322.1045226201,13345.6382679577,0.999999447029537
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-12",23.0074625027554,2908.72064375989,0.00790982198724156,0.993688940966616,-5677.98024035479,5723.9951653603,0.99998627227119
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-18",17.9307704580293,2908.70445694548,0.00616452125798263,0.995081454815405,-5683.02520682625,5718.88674774231,0.999997145165192
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-24",-4.68193792476949,30364.8409292145,-0.000154189443497625,0.999876974624082,-59518.6765554729,59509.3126796233,0.99999582928833
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-30",-6.37346729118703,70477.4822265461,-9.04326756551811e-05,0.999927845164401,-138139.700352383,138126.953417801,0.999987296772671
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-36",-4.55514810904897,28517.2823082952,-0.000159732896697662,0.999872551588415,-55897.4014093288,55888.2911131107,0.999986401700165
"edge_1627_22","fixed","cond",NA,"onset_timeline_combinedt0-over42",6.39390464114218,7187.10680826982,0.00088963540012861,0.999290173743126,-14080.0765926103,14092.8644018926,0.999994751597901
"edge_1627_22","fixed","cond",NA,"SexMale",3.08525533859898,2.45969774987789,1.25432295035117,0.20972464536159,-1.7356636640159,7.90617434121385,0.990535691749098
"edge_1627_22","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-1.45798288401977,0.848861146231652,-1.71757523652978,0.0858741203946874,-3.1217201585092,0.205754390469654,0.5212200923141
"edge_1627_22","fixed","cond",NA,"HLA.CategoryHigh Risk",0.720164810675874,1.16096804708408,0.620314066769244,0.535051035585382,-1.55529074881073,2.99562037016247,0.967110809971833
"edge_1627_22","fixed","cond",NA,"HLA.CategoryLow/No Risk",5.41142374334237,10.4866093781171,0.516031783794163,0.605832210624155,-15.1419529577071,25.9648004443919,0.999989527982172
