"gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model"
"virus_comp_1133_cycle_1_5","t0-6",-16.5461561093546,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-12",10.8190261710343,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-18",13.2398310240724,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-24",-24.6829413249094,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-30",-23.9433650655656,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-36",-103.919063962218,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_5","t0-over42",15.5048696095361,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-6",-99.3274400170084,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-12",36.2875206178321,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-18",14.944047425081,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-24",-157.673696082635,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-30",-155.096754551997,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-36",-151.729079894722,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1133_cycle_1_7","t0-over42",-274.933480364199,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-6",-6.79833521743621,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-12",10.5214235357099,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-18",15.7460820747438,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-24",-11.1819140374228,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-30",-11.6390987409977,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-36",-76.0094945672149,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_2","t0-over42",6.40145090563438,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-6",-16.5461561093546,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-12",10.8190261710343,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-18",13.2398310240724,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-24",-24.6829413249094,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-30",-23.9433650655656,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-36",-103.919063962218,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_3","t0-over42",15.5048696095361,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-6",-16.5461561093546,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-12",10.8190261710343,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-18",13.2398310240724,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-24",-24.6829413249094,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-30",-23.9433650655656,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-36",-103.919063962218,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1135_cycle_1_7","t0-over42",15.5048696095361,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-6",24.6156651319912,446.234753620226,0.956008574656625,-849.988380613756,899.219710877738,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-12",-10.1106789366444,1257.26259203697,0.99358362547086,-2474.30007843857,2454.07872056529,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-18",-3.17976866190469,2351.89737107926,0.998921259243482,-4612.81391131169,4606.45437398788,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-24",-37.0013816338761,68370.3704139855,0.999568192632069,-134040.465002708,133966.46223944,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-30",1.06951474358638,2122.74393897065,0.999597997078362,-4159.43215403958,4161.57118352675,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-36",-7.73347258686842,8958.30893962069,0.999311207321199,-17565.6963566266,17550.2294114529,"PA_glmmTMB_logit"
"virus_comp_1142_cycle_1_2","t0-over42",-34.4187321102293,23204.5293573623,0.99881651704888,-45514.4605507427,45445.6230865223,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-6",28.6584382609006,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-12",21.6006473281417,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-18",16.6312504874093,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-24",-43.548508865203,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-30",26.2282989879215,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-36",-14.1124778255966,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1144_cycle_1_2","t0-over42",-39.1566465412486,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-6",5.18144183447729,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-12",-40.3049939717054,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-18",-39.2143541118943,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-24",270.520871038932,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-30",-29.6703277561556,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-36",-459.570338219426,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11535_cycle_1_1","t0-over42",-662.104521627527,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-6",-49.94914190458,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-12",-8.03438690416493,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-18",-29.4345743063223,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-24",-26.780112528764,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-30",-98.3480955322026,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-36",-26.7801019076184,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11683_cycle_1_1","t0-over42",29.5830846886103,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-6",-8.05643716782739,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-12",-5.10613995110512,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-18",-12.5897861864521,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-24",21.0645926586136,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-30",-10.4321208071226,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-36",-78.3991665822345,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_1","t0-over42",27.6992903875793,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-6",-10.7878287324136,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-12",-1.91881218508358,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-18",-12.9217221679866,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-24",43.9386043441192,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-30",-130.861113132726,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-36",-93.0486061589193,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_10","t0-over42",-8.71076998073017,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-6",2.28406116512571,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-12",-1.85234013674476,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-18",53.3222896893283,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-24",46.3858316714261,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-30",2.41098313321167,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-36",-38.1829075060449,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_11","t0-over42",1.324621424949,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-6",-0.60653311722943,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-12",29.3627323472493,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-18",30.115342967688,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-24",30.7545571391741,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-30",-1.96900775111824,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-36",-47.724213104815,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_12","t0-over42",34.5978268991592,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-6",-4.96801543617552,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-12",-3.36080307813543,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-18",42.2640149097907,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-24",-41.4517313558877,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-30",-82.5673254101334,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-36",-63.7100127009325,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_16","t0-over42",-59.0962036970337,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-6",-1.18883340892052,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-12",-11.191308371405,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-18",74.1291069000219,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-24",56.3654128207891,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-30",-3.9105881881038,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-36",-139.14622268507,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_3","t0-over42",-141.928450645428,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-6",-1.860125069775,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-12",38.1986002265303,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-18",-7.13204557072002,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-24",-55.325155384338,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-30",-8.98479060294532,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-36",-80.3644673191398,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_5","t0-over42",-71.8510804482637,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-6",-79.4676697432426,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-12",17.9011220747368,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-18",244.174060582004,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-24",-346.315991312347,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-30",-9.5918669062361,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-36",-561.720710431638,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_7","t0-over42",-507.578706731361,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-6",-4.18100960063794,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-12",39.508164538275,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-18",-18.4275206129581,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-24",-59.0985784648173,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-30",-7.51295696921332,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-36",-109.971429839319,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_8","t0-over42",-5.05672072802791,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-6",-0.675202799958196,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-12",-1.71248996647713,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-18",29.5395518630186,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-24",27.3912013879826,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-30",-23.9519036388407,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-36",-31.8790077976197,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1171_cycle_1_9","t0-over42",26.7378596193551,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-6",57.9704140788978,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-12",34.6715129883181,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-18",-7.85610713637551,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-24",-41.2640967062487,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-30",-4.69511682158864,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-36",-39.4561145889427,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_5","t0-over42",-73.3807995731665,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-6",120.820444602276,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-12",-6.99444253498559,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-18",69.543083351529,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-24",-11.4378569535752,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-30",-9.92741168324186,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-36",-67.6262549122726,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1173_cycle_1_6","t0-over42",-105.456095340383,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-6",-18.4805076414113,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-12",-17.7397394314723,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-18",-18.688468473049,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-24",78.7394816813691,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-30",325.758852308321,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-36",328.671697603748,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_1","t0-over42",341.705989526565,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-6",-42.0248794185234,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-12",62.0851828420491,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-18",-33.4919261446418,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-24",70.2096441013876,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-30",47.3817570175733,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-36",65.7840615010574,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_11746_cycle_1_4","t0-over42",39.5706879012035,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-6",74.4958609705642,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-12",273.888734525775,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-18",122.731524475372,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-24",-526.900562825901,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-30",-587.092073383761,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-36",-483.761224426439,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_1176_cycle_1_3","t0-over42",-238.195617103348,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-6",-23.0469308852862,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-12",-4.86909413048384,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-18",23.323211861372,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-24",23.5325841153948,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-30",-66.3989856817494,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-36",-65.1438731437062,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_1","t0-over42",-66.7488098033037,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-6",-4.52355378750064,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-12",-2.7365279635895,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-18",27.4723995809162,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-24",-30.0478484244906,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-30",-42.7262359304957,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-36",-37.921579830384,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_2","t0-over42",0.840414489886,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-6",-53.1020889730455,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-12",-3.98546265695712,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-18",0.000278758102820027,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-24",39.2107192872711,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-30",-44.139940737748,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-36",-39.6923186605489,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_3","t0-over42",-0.0956433585124219,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-6",-42.2533603940764,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-12",-2.39813104495687,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-18",-1.32649542034633,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-24",24.9853042500286,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-30",-44.6881283125493,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-36",-34.6039971530136,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_4","t0-over42",-26.0145984499092,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-6",0.106995230161924,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-12",0.589573024439492,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-18",20.5905928989331,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-24",0.401224400151491,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-30",-16.9573289622319,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-36",0.583074528067789,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_5","t0-over42",-8.61681326096897,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-6",-4.45861425983351,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-12",-1.67333475181248,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-18",23.7447971184422,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-24",-2.60853779541083,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-30",-3.11241705707141,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-36",-41.1868629997672,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_6","t0-over42",-39.3368750166209,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-6",-27.1373501499589,371928.713187641,0.99994178327212,-728994.020014254,728939.745313954,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-12",0.980377983922468,2.01875081739656,0.627225298373232,-2.97630091193559,4.93705687978052,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-18",-0.860415142324327,2.00616987840957,0.668007289011672,-4.79243585087618,3.07160556622753,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-24",-22.3190630827883,75311.5116085555,0.999763541652474,-147630.169437122,147585.531310956,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-30",-28.4401051061328,325952.99126689,0.999930382842462,-638884.56364131,638827.683431097,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-36",-23.7218715298601,74301.9549368457,0.99974526491609,-145652.877528665,145605.433785606,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_7","t0-over42",-0.800169551736081,1.95905742249496,0.682946123941227,-4.63985154347208,3.03951243999991,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-6",-33.7891765097489,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-12",-25.7888099064472,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-18",-3.09137172715524,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-24",0.609857047188915,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-30",-3.0343886050302,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-36",-27.5347099290925,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_8","t0-over42",0.347035002799082,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-6",-7.94381893082991,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-12",-4.56677215657752,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-18",-1.10941774418482,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-24",-5.33602398481367,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-30",-30.5128325967578,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-36",-32.1214045321017,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12_cycle_1_9","t0-over42",-0.845129179141888,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12035_cycle_1_1","t0-6",-10.3398903217183,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12035_cycle_1_1","t0-12",4.53222935470143,NA,NA,NA,NA,"PA_glmmTMB_logit"
"virus_comp_12035_cycle_1_1","t0-18",6.91006861897549,NA,NA,NA,NA,"PA_glmmTMB_logit"
