"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1468_12","edge_1468_12","t0-6",-7.24646550761158,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-12",-24.4009789522544,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-18",48.7572074207592,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-24",27.4632239889409,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-30",-26.9153818013626,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-36",31.4721383947598,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-over42",-8.26898371859945,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-6",-4.77217730573908,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-12",-26.5044369127072,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-18",21.2833942316325,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-24",27.7454856693137,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-30",-21.6205958329568,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-36",27.237751187947,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-over42",-1.92138537395194,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-6",-11.1922312153119,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-12",3.39803884003352,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-18",2.27205269768052,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-24",-60.6767611505717,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-30",-65.7283022696411,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-36",6.81874104797474,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-over42",-11.04087415936,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-6",-8.53364650366543,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-12",-57.2608055976013,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-18",-27.2291523186599,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-24",30.6834275360211,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-30",-32.3044972479932,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-36",-21.1490372655034,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_40","edge_1468_40","t0-over42",-13.0869123355521,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_41","edge_1468_41","t0-6",-3.65473361844508,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_41","edge_1468_41","t0-12",-24.8872630600742,NA,NA,NA,NA,"abundance_nbinom",NA,7
