"orf_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"edge_1468_13","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-8.71413630002452,NA,NA,NA,NA,NA
"edge_1468_13","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-16.9514143152451,NA,NA,NA,NA,NA
"edge_1468_13","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",11.445546178145,NA,NA,NA,NA,NA
"edge_1468_13","ran_pars","cond","patientID","sd__(Intercept)",1.0709043898841,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"(Intercept)",-1.98257142794166,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC",-22.0453456380244,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-6",1.42389019784954,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-12",1.02708271043487,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-18",0.671002826066112,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-24",0.281207087127118,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-30",0.281214556549222,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-36",1.68531705100137,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"onset_timeline_combinedt0-over42",-21.482792445629,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"SexMale",-0.0583662237357395,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.0073783413157228,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.91061313481597,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"HLA.CategoryLow/No Risk",-0.850912134819426,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"feeding_first_yearFormula",0.473497641172517,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.493083564171887,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Delivery.ModeC-Section",-34.2438896825333,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-17.1666698361527,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-19.3198329584369,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",22.3104833531926,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",22.3050014275428,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-10.7895653080002,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",20.8372928704178,NA,NA,NA,NA,NA
"edge_1468_14","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.869746566499976,NA,NA,NA,NA,NA
"edge_1468_14","ran_pars","cond","patientID","sd__(Intercept)",8.10652978706799e-05,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"(Intercept)",-1.75839424320462,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC",0.28172699767679,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-6",1.56751539852938,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-12",0.987691986903033,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-18",0.506183240315238,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-24",0.439060224024514,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-30",1.28000298915979,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-36",1.280012702229,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"onset_timeline_combinedt0-over42",-21.8040132890805,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"SexMale",-0.283647553639919,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.0455015961962048,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"HLA.CategoryHigh Risk",-2.15635314420596,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"HLA.CategoryLow/No Risk",0.356489678576659,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"feeding_first_yearFormula",1.22446409147844,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.550669186164625,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Delivery.ModeC-Section",-37.0457839414527,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-24.9028264338724,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.889387738228034,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.345679881625142,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.7455647417284,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-26.861063447396,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.04483568275624,NA,NA,NA,NA,NA
"edge_1468_16","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-4.43058732105586,NA,NA,NA,NA,NA
"edge_1468_16","ran_pars","cond","patientID","sd__(Intercept)",6.21986923092254e-05,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"(Intercept)",-41.3354243558679,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC",-22.6649287517354,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-6",-18.2451210511297,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-12",41.1082606496609,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-18",-10.571479080584,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-24",39.799180081481,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-30",40.7137675327245,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-36",39.7991800793795,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"onset_timeline_combinedt0-over42",9.3904708842683,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"SexMale",2.6901941886344,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.145319151628752,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"HLA.CategoryHigh Risk",-49.0982564392508,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"HLA.CategoryLow/No Risk",-1.87267256153371,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"feeding_first_yearFormula",22.6624149146093,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",1.00398704491047,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Delivery.ModeC-Section",-43.926358485114,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.85553220418698,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-7.0160873666409,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",3.66001865745997,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-8.98634460367125,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-19.4002533235061,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-8.04605018486838,NA,NA,NA,NA,NA
"edge_1468_18","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",9.23803736212775,NA,NA,NA,NA,NA
"edge_1468_18","ran_pars","cond","patientID","sd__(Intercept)",1.40986728596864e-15,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"(Intercept)",-2.19519057645321,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC",-19.0543446286454,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-6",-41.276236646914,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-12",1.07028902287512,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-18",-31.1411577072068,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-24",0.312016259960016,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-30",0.312016253943703,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-36",0.312015360712436,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"onset_timeline_combinedt0-over42",-24.6732787096864,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"SexMale",0.343577424438982,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.011299467542847,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.94746761889842,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"HLA.CategoryLow/No Risk",-0.411667085710397,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"feeding_first_yearFormula",0.810481651871743,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.606334887896435,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Delivery.ModeC-Section",-76.1941644362468,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.288748608232707,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-12.2426062040739,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",1.31366925591014,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-6.43452543882623,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-5.3374170297666,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",19.2503250460702,NA,NA,NA,NA,NA
"edge_1468_23","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.71816113024032,NA,NA,NA,NA,NA
"edge_1468_23","ran_pars","cond","patientID","sd__(Intercept)",2.60959008382065e-19,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"(Intercept)",-2.10208499057654,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC",-20.0998301076422,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-6",-32.2591300234045,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-12",1.00863686135498,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-18",-25.9755793110861,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-24",0.309737721693498,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-30",1.14403572124189,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-36",0.309740256812111,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"onset_timeline_combinedt0-over42",-19.4687606198083,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"SexMale",0.263486641559747,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.0115772112747602,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"HLA.CategoryHigh Risk",-2.0165007134744,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"HLA.CategoryLow/No Risk",-0.454730024453345,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"feeding_first_yearFormula",0.857567214760723,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.111865840027086,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Delivery.ModeC-Section",-58.5593142597323,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.578563960401119,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-10.904495671101,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.966172543595186,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-5.03195056836157,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-12.7833088790037,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",20.1882574639807,NA,NA,NA,NA,NA
"edge_1468_32","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.103590360109427,NA,NA,NA,NA,NA
"edge_1468_32","ran_pars","cond","patientID","sd__(Intercept)",8.55804901632936e-15,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"(Intercept)",-25.409386355804,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"Dx.StatusCELIAC",-14.608989901503,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-6",-11.1227341728812,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-12",21.9613170802797,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-18",-9.13028166736997,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-24",21.0430300192116,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-30",21.0430296858559,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-36",21.0430359517594,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"onset_timeline_combinedt0-over42",-6.78376818758648,NA,NA,NA,NA,NA
"edge_1468_33","fixed","cond",NA,"SexMale",-1.31946434395764,NA,NA,NA,NA,NA
