"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae",610.832400797013,-11.8829153403617,3.14441214125314,-3.77905783547383,0.000157422861262361,0.00125938289009889
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,-5.88553708564397,2.04602553627885,-2.87657068853018,0.00402022139213992,0.0160808855685597
