"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae",2.12800062625528,-0.897430543374543,0.35237597819971,-2.54679830322009,0.0108716249305806,0.0434864997223223
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,2.07412412706724,0.332912791415856,6.23023260309742,4.65743141830043e-10,3.72594513464034e-09
