"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae",610.832400797013,-9.30140368731695,0.745643294860975,-12.4743342445682,1.03063998905949e-35,8.24511991247592e-35
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,-2.42824094393349,0.479430340680914,-5.06484620995152,4.08730183115916e-07,1.63492073246366e-06
