"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae",2.12800062625528,-0.840409931142356,0.321633491694239,-2.61294284595614,0.00897663124931353,0.0359065249972541
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,1.34943396251148,0.346265325565374,3.89710971004145,9.73475267790499e-05,0.000778780214232399
