"","Contig","total_PA"
"176","virus_comp_7351_cycle_1",4
"177","virus_comp_7444_cycle_1",4
"178","virus_comp_760_cycle_1",4
"179","virus_comp_774_cycle_1",4
"180","virus_comp_802_cycle_1",4
"181","virus_comp_8642_cycle_1",4
"182","virus_comp_8666_cycle_1",4
"183","virus_comp_8961_cycle_1",4
"184","virus_comp_99_cycle_1",4
"185","edge_1286",4
"186","edge_1304",4
"187","edge_1543",4
"188","edge_2260",4
"189","edge_2297",4
"190","edge_48336",4
"191","virus_comp_10193_cycle_1",3
"192","virus_comp_1049_cycle_1",3
"193","virus_comp_10494_cycle_1",3
"194","virus_comp_10760_cycle_1",3
"195","virus_comp_10876_cycle_1",3
"196","virus_comp_109_cycle_1",3
"197","virus_comp_11118_cycle_1",3
"198","virus_comp_112_cycle_1",3
"199","virus_comp_118_cycle_1",3
"200","virus_comp_12740_cycle_1",3
"201","virus_comp_12997_cycle_1",3
"202","virus_comp_13766_cycle_1",3
"203","virus_comp_13821_cycle_1",3
"204","virus_comp_1400_cycle_1",3
"205","virus_comp_14051_cycle_1",3
"206","virus_comp_14075_cycle_1",3
"207","virus_comp_141_cycle_1",3
"208","virus_comp_14293_cycle_1",3
"209","virus_comp_143_cycle_1",3
"210","virus_comp_14420_cycle_1",3
"211","virus_comp_14482_cycle_1",3
"212","virus_comp_147_cycle_1",3
"213","virus_comp_1474_cycle_1",3
"214","virus_comp_14751_cycle_1",3
"215","virus_comp_14783_cycle_1",3
"216","virus_comp_14874_cycle_1",3
"217","virus_comp_15011_cycle_1",3
"218","virus_comp_15149_cycle_1",3
"219","virus_comp_15193_cycle_1",3
"220","virus_comp_15297_cycle_1",3
"221","virus_comp_15451_cycle_1",3
"222","virus_comp_15563_cycle_1",3
"223","virus_comp_15683_cycle_1",3
"224","virus_comp_1572_cycle_1",3
"225","virus_comp_15733_cycle_1",3
"226","virus_comp_15755_cycle_1",3
"227","virus_comp_15766_cycle_1",3
"228","virus_comp_1577_cycle_1",3
"229","virus_comp_15825_cycle_1",3
"230","virus_comp_1598_cycle_1",3
"231","virus_comp_16043_cycle_1",3
"232","virus_comp_16051_cycle_1",3
"233","virus_comp_16241_cycle_1",3
"234","virus_comp_16290_cycle_1",3
"235","virus_comp_16310_cycle_1",3
"236","virus_comp_16441_cycle_1",3
"237","virus_comp_1656_cycle_1",3
"238","virus_comp_16562_cycle_1",3
"239","virus_comp_16623_cycle_1",3
"240","virus_comp_16736_cycle_1",3
"241","virus_comp_16769_cycle_1",3
"242","virus_comp_16836_cycle_1",3
"243","virus_comp_1685_cycle_1",3
"244","virus_comp_1686_cycle_1",3
"245","virus_comp_17013_cycle_1",3
"246","virus_comp_17127_cycle_1",3
"247","virus_comp_17128_cycle_1",3
"248","virus_comp_17141_cycle_1",3
"249","virus_comp_17149_cycle_1",3
"250","virus_comp_17166_cycle_1",3
"251","virus_comp_17179_cycle_1",3
"252","virus_comp_17180_cycle_1",3
"253","virus_comp_17189_cycle_1",3
"254","virus_comp_17261_cycle_1",3
"255","virus_comp_17267_cycle_1",3
"256","virus_comp_17268_cycle_1",3
"257","virus_comp_1729_cycle_1",3
"258","virus_comp_17326_cycle_1",3
"259","virus_comp_17358_cycle_1",3
"260","virus_comp_17386_cycle_1",3
"261","virus_comp_1739_cycle_1",3
"262","virus_comp_17405_cycle_1",3
"263","virus_comp_17406_cycle_1",3
"264","virus_comp_1742_cycle_1",3
"265","virus_comp_17421_cycle_1",3
"266","virus_comp_17423_cycle_1",3
"267","virus_comp_17439_cycle_1",3
"268","virus_comp_17448_cycle_1",3
"269","virus_comp_17485_cycle_1",3
"270","virus_comp_17514_cycle_1",3
"271","virus_comp_17526_cycle_1",3
"272","virus_comp_17530_cycle_1",3
"273","virus_comp_17549_cycle_1",3
"274","virus_comp_17560_cycle_1",3
"275","virus_comp_17561_cycle_1",3
"276","virus_comp_17638_cycle_1",3
"277","virus_comp_17648_cycle_1",3
"278","virus_comp_17706_cycle_1",3
"279","virus_comp_17717_cycle_1",3
"280","virus_comp_17733_cycle_1",3
"281","virus_comp_17759_cycle_1",3
"282","virus_comp_17765_cycle_1",3
"283","virus_comp_17766_cycle_1",3
"284","virus_comp_1778_cycle_1",3
"285","virus_comp_17782_cycle_1",3
"286","virus_comp_17799_cycle_1",3
"287","virus_comp_17828_cycle_1",3
"288","virus_comp_17833_cycle_1",3
"289","virus_comp_17843_cycle_1",3
"290","virus_comp_17895_cycle_1",3
"291","virus_comp_17914_cycle_1",3
"292","virus_comp_17916_cycle_1",3
"293","virus_comp_17935_cycle_1",3
"294","virus_comp_17982_cycle_1",3
"295","virus_comp_1800_cycle_1",3
"296","virus_comp_18042_cycle_1",3
"297","virus_comp_18050_cycle_1",3
"298","virus_comp_18064_cycle_1",3
"299","virus_comp_18115_cycle_1",3
"300","virus_comp_18141_cycle_1",3
"301","virus_comp_1817_cycle_1",3
"302","virus_comp_1839_cycle_1",3
"303","virus_comp_1857_cycle_1",3
"304","virus_comp_2107_cycle_1",3
"305","virus_comp_2126_cycle_1",3
"306","virus_comp_220_cycle_1",3
"307","virus_comp_2278_cycle_1",3
"308","virus_comp_2300_cycle_1",3
"309","virus_comp_2320_cycle_1",3
"310","virus_comp_2497_cycle_1",3
"311","virus_comp_2551_cycle_1",3
"312","virus_comp_2596_cycle_1",3
"313","virus_comp_260_cycle_1",3
"314","virus_comp_2818_cycle_1",3
"315","virus_comp_293_cycle_1",3
"316","virus_comp_2938_cycle_1",3
"317","virus_comp_2978_cycle_1",3
"318","virus_comp_3043_cycle_1",3
"319","virus_comp_313_cycle_1",3
"320","virus_comp_326_cycle_1",3
"321","virus_comp_3526_cycle_1",3
"322","virus_comp_3594_cycle_1",3
"323","virus_comp_365_cycle_1",3
"324","virus_comp_3716_cycle_1",3
"325","virus_comp_3759_cycle_1",3
"326","virus_comp_3835_cycle_1",3
"327","virus_comp_3957_cycle_1",3
"328","virus_comp_3972_cycle_1",3
"329","virus_comp_4007_cycle_1",3
"330","virus_comp_4084_cycle_1",3
"331","virus_comp_4199_cycle_1",3
"332","virus_comp_4305_cycle_1",3
"333","virus_comp_4447_cycle_1",3
"334","virus_comp_4568_cycle_1",3
"335","virus_comp_4621_cycle_1",3
"336","virus_comp_4638_cycle_1",3
"337","virus_comp_50_cycle_1",3
"338","virus_comp_5031_cycle_1",3
"339","virus_comp_5153_cycle_1",3
"340","virus_comp_5159_cycle_1",3
"341","virus_comp_5303_cycle_1",3
"342","virus_comp_5339_cycle_1",3
"343","virus_comp_5577_cycle_1",3
"344","virus_comp_5606_cycle_1",3
"345","virus_comp_5621_cycle_1",3
"346","virus_comp_5707_cycle_1",3
"347","virus_comp_572_cycle_1",3
"348","virus_comp_5727_cycle_1",3
"349","virus_comp_5785_cycle_1",3
"350","virus_comp_579_cycle_1",3
"351","virus_comp_580_cycle_1",3
"352","virus_comp_5804_cycle_1",3
"353","virus_comp_583_cycle_1",3
"354","virus_comp_5904_cycle_1",3
"355","virus_comp_5933_cycle_1",3
"356","virus_comp_5942_cycle_1",3
"357","virus_comp_6071_cycle_1",3
"358","virus_comp_61_cycle_1",3
"359","virus_comp_6194_cycle_1",3
"360","virus_comp_622_cycle_1",3
"361","virus_comp_626_cycle_1",3
"362","virus_comp_637_cycle_1",3
"363","virus_comp_640_cycle_1",3
"364","virus_comp_6449_cycle_1",3
"365","virus_comp_6632_cycle_1",3
"366","virus_comp_666_cycle_1",3
"367","virus_comp_6812_cycle_1",3
"368","virus_comp_6922_cycle_1",3
"369","virus_comp_6945_cycle_1",3
"370","virus_comp_7019_cycle_1",3
"371","virus_comp_7032_cycle_1",3
"372","virus_comp_706_cycle_1",3
"373","virus_comp_7533_cycle_1",3
"374","virus_comp_7629_cycle_1",3
"375","virus_comp_7661_cycle_1",3
"376","virus_comp_800_cycle_1",3
"377","virus_comp_8034_cycle_1",3
"378","virus_comp_818_cycle_1",3
"379","virus_comp_821_cycle_1",3
"380","virus_comp_8217_cycle_1",3
"381","virus_comp_8477_cycle_1",3
"382","virus_comp_864_cycle_1",3
"383","virus_comp_8657_cycle_1",3
"384","virus_comp_8957_cycle_1",3
"385","virus_comp_900_cycle_1",3
"386","virus_comp_9075_cycle_1",3
"387","virus_comp_9214_cycle_1",3
"388","virus_comp_9283_cycle_1",3
"389","virus_comp_9321_cycle_1",3
"390","virus_comp_9471_cycle_1",3
"391","virus_comp_9563_cycle_1",3
"392","virus_comp_9712_cycle_1",3
"393","virus_comp_9994_cycle_1",3
"394","edge_1100",3
"395","edge_1279",3
"396","edge_1284",3
"397","edge_1303",3
"398","edge_1366",3
"399","edge_1524",3
"400","edge_1552",3
"401","edge_1565",3
"402","edge_1616",3
"403","edge_2270",3
"404","edge_251",3
"405","edge_2530",3
"406","edge_3889",3
"407","edge_48406",3
"408","edge_48408",3
"409","edge_48662",3
"410","virus_comp_100_cycle_1",2
"411","virus_comp_10032_cycle_1",2
"412","virus_comp_10105_cycle_1",2
"413","virus_comp_1012_cycle_1",2
"414","virus_comp_10163_cycle_1",2
"415","virus_comp_10195_cycle_1",2
"416","virus_comp_1020_cycle_1",2
"417","virus_comp_10209_cycle_1",2
"418","virus_comp_10214_cycle_1",2
"419","virus_comp_10244_cycle_1",2
"420","virus_comp_1025_cycle_1",2
"421","virus_comp_10301_cycle_1",2
"422","virus_comp_10319_cycle_1",2
"423","virus_comp_1048_cycle_1",2
"424","virus_comp_10554_cycle_1",2
"425","virus_comp_10560_cycle_1",2
"426","virus_comp_1058_cycle_1",2
"427","virus_comp_10624_cycle_1",2
"428","virus_comp_10634_cycle_1",2
"429","virus_comp_10656_cycle_1",2
"430","virus_comp_1067_cycle_1",2
"431","virus_comp_1071_cycle_1",2
"432","virus_comp_10713_cycle_1",2
"433","virus_comp_10795_cycle_1",2
"434","virus_comp_10805_cycle_1",2
"435","virus_comp_10824_cycle_1",2
"436","virus_comp_10841_cycle_1",2
"437","virus_comp_10864_cycle_1",2
"438","virus_comp_10882_cycle_1",2
"439","virus_comp_10917_cycle_1",2
"440","virus_comp_10955_cycle_1",2
"441","virus_comp_10973_cycle_1",2
"442","virus_comp_11010_cycle_1",2
"443","virus_comp_1107_cycle_1",2
"444","virus_comp_11090_cycle_1",2
"445","virus_comp_111_cycle_1",2
"446","virus_comp_1121_cycle_1",2
"447","virus_comp_11255_cycle_1",2
"448","virus_comp_11268_cycle_1",2
"449","virus_comp_11390_cycle_1",2
"450","virus_comp_1142_cycle_1",2
"451","virus_comp_11451_cycle_1",2
"452","virus_comp_11452_cycle_1",2
"453","virus_comp_11457_cycle_1",2
"454","virus_comp_11458_cycle_1",2
"455","virus_comp_11503_cycle_1",2
"456","virus_comp_1156_cycle_1",2
"457","virus_comp_11567_cycle_1",2
"458","virus_comp_11573_cycle_1",2
"459","virus_comp_116_cycle_1",2
"460","virus_comp_11679_cycle_1",2
"461","virus_comp_11681_cycle_1",2
"462","virus_comp_1169_cycle_1",2
"463","virus_comp_11719_cycle_1",2
"464","virus_comp_11755_cycle_1",2
"465","virus_comp_11886_cycle_1",2
"466","virus_comp_11898_cycle_1",2
"467","virus_comp_11973_cycle_1",2
"468","virus_comp_11987_cycle_1",2
"469","virus_comp_1202_cycle_1",2
"470","virus_comp_12065_cycle_1",2
"471","virus_comp_121_cycle_1",2
"472","virus_comp_12191_cycle_1",2
"473","virus_comp_122_cycle_1",2
"474","virus_comp_12286_cycle_1",2
"475","virus_comp_12300_cycle_1",2
"476","virus_comp_12421_cycle_1",2
"477","virus_comp_12620_cycle_1",2
"478","virus_comp_12624_cycle_1",2
"479","virus_comp_12641_cycle_1",2
"480","virus_comp_12718_cycle_1",2
"481","virus_comp_12768_cycle_1",2
"482","virus_comp_12802_cycle_1",2
"483","virus_comp_12843_cycle_1",2
"484","virus_comp_12845_cycle_1",2
"485","virus_comp_12850_cycle_1",2
"486","virus_comp_12862_cycle_1",2
"487","virus_comp_1287_cycle_1",2
"488","virus_comp_12871_cycle_1",2
"489","virus_comp_12881_cycle_1",2
"490","virus_comp_12937_cycle_1",2
"491","virus_comp_12948_cycle_1",2
"492","virus_comp_12971_cycle_1",2
"493","virus_comp_12993_cycle_1",2
"494","virus_comp_13066_cycle_1",2
"495","virus_comp_1314_cycle_1",2
"496","virus_comp_13196_cycle_1",2
"497","virus_comp_13208_cycle_1",2
"498","virus_comp_13216_cycle_1",2
"499","virus_comp_13238_cycle_1",2
"500","virus_comp_13248_cycle_1",2
"501","virus_comp_13281_cycle_1",2
"502","virus_comp_13403_cycle_1",2
"503","virus_comp_13423_cycle_1",2
"504","virus_comp_13470_cycle_1",2
"505","virus_comp_136_cycle_1",2
"506","virus_comp_1362_cycle_1",2
"507","virus_comp_13641_cycle_1",2
"508","virus_comp_13699_cycle_1",2
"509","virus_comp_13745_cycle_1",2
"510","virus_comp_13791_cycle_1",2
"511","virus_comp_13805_cycle_1",2
"512","virus_comp_13912_cycle_1",2
"513","virus_comp_13953_cycle_1",2
"514","virus_comp_14095_cycle_1",2
"515","virus_comp_14135_cycle_1",2
"516","virus_comp_14141_cycle_1",2
"517","virus_comp_1418_cycle_1",2
"518","virus_comp_14183_cycle_1",2
"519","virus_comp_14289_cycle_1",2
"520","virus_comp_14346_cycle_1",2
"521","virus_comp_14369_cycle_1",2
"522","virus_comp_14390_cycle_1",2
"523","virus_comp_14397_cycle_1",2
"524","virus_comp_14411_cycle_1",2
"525","virus_comp_14495_cycle_1",2
"526","virus_comp_14525_cycle_1",2
"527","virus_comp_14527_cycle_1",2
"528","virus_comp_14535_cycle_1",2
"529","virus_comp_14560_cycle_1",2
"530","virus_comp_14600_cycle_1",2
"531","virus_comp_14814_cycle_1",2
"532","virus_comp_14861_cycle_1",2
"533","virus_comp_14878_cycle_1",2
"534","virus_comp_1489_cycle_1",2
"535","virus_comp_14899_cycle_1",2
"536","virus_comp_1490_cycle_1",2
"537","virus_comp_1491_cycle_1",2
"538","virus_comp_14953_cycle_1",2
"539","virus_comp_14960_cycle_1",2
"540","virus_comp_14972_cycle_1",2
"541","virus_comp_14977_cycle_1",2
"542","virus_comp_15059_cycle_1",2
"543","virus_comp_15063_cycle_1",2
"544","virus_comp_15093_cycle_1",2
"545","virus_comp_15095_cycle_1",2
"546","virus_comp_1511_cycle_1",2
"547","virus_comp_15133_cycle_1",2
"548","virus_comp_15139_cycle_1",2
"549","virus_comp_1519_cycle_1",2
"550","virus_comp_1521_cycle_1",2
"551","virus_comp_15221_cycle_1",2
"552","virus_comp_15236_cycle_1",2
"553","virus_comp_15270_cycle_1",2
"554","virus_comp_15330_cycle_1",2
"555","virus_comp_15413_cycle_1",2
"556","virus_comp_15424_cycle_1",2
"557","virus_comp_15496_cycle_1",2
"558","virus_comp_15557_cycle_1",2
"559","virus_comp_15570_cycle_1",2
"560","virus_comp_15579_cycle_1",2
"561","virus_comp_15583_cycle_1",2
"562","virus_comp_15584_cycle_1",2
"563","virus_comp_1559_cycle_1",2
"564","virus_comp_15622_cycle_1",2
"565","virus_comp_15661_cycle_1",2
"566","virus_comp_15783_cycle_1",2
"567","virus_comp_15938_cycle_1",2
"568","virus_comp_15957_cycle_1",2
"569","virus_comp_15981_cycle_1",2
"570","virus_comp_1601_cycle_1",2
"571","virus_comp_16018_cycle_1",2
"572","virus_comp_16030_cycle_1",2
"573","virus_comp_16033_cycle_1",2
"574","virus_comp_16041_cycle_1",2
"575","virus_comp_16050_cycle_1",2
"576","virus_comp_16105_cycle_1",2
"577","virus_comp_16117_cycle_1",2
"578","virus_comp_16129_cycle_1",2
"579","virus_comp_16135_cycle_1",2
"580","virus_comp_16159_cycle_1",2
"581","virus_comp_16170_cycle_1",2
"582","virus_comp_1623_cycle_1",2
"583","virus_comp_16260_cycle_1",2
"584","virus_comp_16324_cycle_1",2
"585","virus_comp_1633_cycle_1",2
"586","virus_comp_16347_cycle_1",2
"587","virus_comp_16354_cycle_1",2
"588","virus_comp_16401_cycle_1",2
"589","virus_comp_16420_cycle_1",2
"590","virus_comp_16421_cycle_1",2
"591","virus_comp_16439_cycle_1",2
"592","virus_comp_16452_cycle_1",2
"593","virus_comp_1646_cycle_1",2
"594","virus_comp_16471_cycle_1",2
"595","virus_comp_16472_cycle_1",2
"596","virus_comp_16481_cycle_1",2
"597","virus_comp_16495_cycle_1",2
"598","virus_comp_16521_cycle_1",2
"599","virus_comp_16552_cycle_1",2
"600","virus_comp_16569_cycle_1",2
"601","virus_comp_16571_cycle_1",2
"602","virus_comp_16594_cycle_1",2
"603","virus_comp_166_cycle_1",2
"604","virus_comp_16640_cycle_1",2
"605","virus_comp_16720_cycle_1",2
"606","virus_comp_16732_cycle_1",2
"607","virus_comp_16754_cycle_1",2
"608","virus_comp_16765_cycle_1",2
"609","virus_comp_16797_cycle_1",2
"610","virus_comp_16815_cycle_1",2
"611","virus_comp_16825_cycle_1",2
"612","virus_comp_16837_cycle_1",2
"613","virus_comp_1684_cycle_1",2
"614","virus_comp_16898_cycle_1",2
"615","virus_comp_17031_cycle_1",2
"616","virus_comp_17053_cycle_1",2
"617","virus_comp_17059_cycle_1",2
"618","virus_comp_17060_cycle_1",2
"619","virus_comp_17081_cycle_1",2
"620","virus_comp_17082_cycle_1",2
"621","virus_comp_17107_cycle_1",2
"622","virus_comp_1711_cycle_1",2
"623","virus_comp_17134_cycle_1",2
"624","virus_comp_17153_cycle_1",2
"625","virus_comp_17164_cycle_1",2
"626","virus_comp_17185_cycle_1",2
"627","virus_comp_17187_cycle_1",2
"628","virus_comp_17191_cycle_1",2
"629","virus_comp_17194_cycle_1",2
"630","virus_comp_17198_cycle_1",2
"631","virus_comp_17211_cycle_1",2
"632","virus_comp_17225_cycle_1",2
"633","virus_comp_17230_cycle_1",2
"634","virus_comp_17247_cycle_1",2
"635","virus_comp_17248_cycle_1",2
"636","virus_comp_17249_cycle_1",2
"637","virus_comp_17263_cycle_1",2
"638","virus_comp_17274_cycle_1",2
"639","virus_comp_17281_cycle_1",2
"640","virus_comp_17286_cycle_1",2
"641","virus_comp_17294_cycle_1",2
"642","virus_comp_17298_cycle_1",2
"643","virus_comp_17325_cycle_1",2
"644","virus_comp_17340_cycle_1",2
"645","virus_comp_17354_cycle_1",2
"646","virus_comp_17376_cycle_1",2
"647","virus_comp_17378_cycle_1",2
"648","virus_comp_17381_cycle_1",2
"649","virus_comp_17385_cycle_1",2
"650","virus_comp_17397_cycle_1",2
"651","virus_comp_17399_cycle_1",2
"652","virus_comp_17403_cycle_1",2
"653","virus_comp_17411_cycle_1",2
"654","virus_comp_1743_cycle_1",2
"655","virus_comp_17453_cycle_1",2
"656","virus_comp_17464_cycle_1",2
"657","virus_comp_17466_cycle_1",2
"658","virus_comp_1747_cycle_1",2
"659","virus_comp_17470_cycle_1",2
"660","virus_comp_17477_cycle_1",2
"661","virus_comp_17496_cycle_1",2
"662","virus_comp_17525_cycle_1",2
"663","virus_comp_1758_cycle_1",2
"664","virus_comp_17612_cycle_1",2
"665","virus_comp_17629_cycle_1",2
"666","virus_comp_17656_cycle_1",2
"667","virus_comp_17677_cycle_1",2
"668","virus_comp_17679_cycle_1",2
"669","virus_comp_17681_cycle_1",2
"670","virus_comp_17708_cycle_1",2
"671","virus_comp_17742_cycle_1",2
"672","virus_comp_17753_cycle_1",2
"673","virus_comp_17762_cycle_1",2
"674","virus_comp_17773_cycle_1",2
"675","virus_comp_17786_cycle_1",2
"676","virus_comp_17826_cycle_1",2
"677","virus_comp_17831_cycle_1",2
"678","virus_comp_17841_cycle_1",2
"679","virus_comp_17955_cycle_1",2
"680","virus_comp_18001_cycle_1",2
"681","virus_comp_18021_cycle_1",2
"682","virus_comp_18063_cycle_1",2
"683","virus_comp_18105_cycle_1",2
"684","virus_comp_18124_cycle_1",2
"685","virus_comp_1841_cycle_1",2
"686","virus_comp_1850_cycle_1",2
"687","virus_comp_1897_cycle_1",2
"688","virus_comp_1947_cycle_1",2
"689","virus_comp_1964_cycle_1",2
"690","virus_comp_1976_cycle_1",2
"691","virus_comp_1988_cycle_1",2
"692","virus_comp_203_cycle_1",2
"693","virus_comp_2064_cycle_1",2
"694","virus_comp_2070_cycle_1",2
"695","virus_comp_2071_cycle_1",2
"696","virus_comp_2077_cycle_1",2
"697","virus_comp_2119_cycle_1",2
"698","virus_comp_2137_cycle_1",2
"699","virus_comp_2139_cycle_1",2
"700","virus_comp_2243_cycle_1",2
"701","virus_comp_2250_cycle_1",2
"702","virus_comp_2280_cycle_1",2
"703","virus_comp_2288_cycle_1",2
"704","virus_comp_2289_cycle_1",2
"705","virus_comp_2290_cycle_1",2
"706","virus_comp_2296_cycle_1",2
"707","virus_comp_2316_cycle_1",2
"708","virus_comp_2359_cycle_1",2
"709","virus_comp_237_cycle_1",2
"710","virus_comp_238_cycle_1",2
"711","virus_comp_2403_cycle_1",2
"712","virus_comp_2405_cycle_1",2
"713","virus_comp_2454_cycle_1",2
"714","virus_comp_2456_cycle_1",2
"715","virus_comp_2474_cycle_1",2
"716","virus_comp_254_cycle_1",2
"717","virus_comp_2578_cycle_1",2
"718","virus_comp_2651_cycle_1",2
