contigID	superkingdom	phylum	class	order	family	genus	species
virus_comp_18078_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18080_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18083_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18088_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_18089_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_18093_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_329	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_330	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_48622	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_48662	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1594	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
edge_1782	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
edge_1801	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
edge_48908	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_964_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctLR131
virus_comp_970_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_972_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_974_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_975_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Brigitvirus	NA
virus_comp_976_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1005_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1006_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1012_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Delmidovirus	NA
virus_comp_1013_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1017_cycle_3	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C
virus_comp_1053_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1054_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1056_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1057_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1058_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ct73V17
virus_comp_1059_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Svunavirus	NA
virus_comp_1066_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_1070_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2993_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2997_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Hattifnattvirus	NA
virus_comp_3007_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Axeltriavirus	NA
virus_comp_3054_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Peeveelvirus	NA
virus_comp_3055_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_3058_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3060_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Herelleviridae	NA	Herelleviridae sp.
virus_comp_3062_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3067_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_9767_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_9795_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_9815_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_9819_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_9859_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_9860_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ct5jB2
virus_comp_9895_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_9910_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Bembunaquatrovirus	NA
virus_comp_9918_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_9934_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_9977_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Kagunavirus	Escherichia phage fBC-Eco01
virus_comp_9998_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_10040_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_10058_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_10086_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_10130_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Culoivirus	NA
virus_comp_10133_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	Ceduovirus PCS1
virus_comp_10151_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus sv96403
virus_comp_10184_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Yongloolinvirus	NA
virus_comp_10188_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_10189_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_10200_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1426_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1428_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1434_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1435_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1436_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1447_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Ackermannviridae	NA	Ackermannviridae sp.
virus_comp_3749_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3751_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA
virus_comp_3755_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus B1127
virus_comp_3761_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Toutatisvirus	NA
virus_comp_3771_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2323_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2329_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_4378_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4379_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Spbetavirus	NA
virus_comp_4381_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4383_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Peeveelvirus	NA
virus_comp_4385_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Stanholtvirus	NA
virus_comp_4394_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1703_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1708_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Zukovirus	NA
virus_comp_1717_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1719_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1720_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1722_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1725_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Efquatrovirus	Efquatrovirus EfaCPT1
virus_comp_2910_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_2915_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2918_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2928_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Peduoviridae	NA	NA
virus_comp_1149_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_148_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_156_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_158_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Culoivirus	NA
virus_comp_14177_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14232_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14248_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14278_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14283_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14288_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14290_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14362_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Brunovirus	NA
virus_comp_14370_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14378_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14393_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14434_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14523_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14525_cycle_1	Viruses	NA	NA	NA	NA	NA	Phage sp. ctez94
virus_comp_14535_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14567_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	NA	NA	NA	NA
virus_comp_14576_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14715_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14724_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14727_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus sv56003
virus_comp_14755_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Sukhumvitvirus	NA
virus_comp_14835_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14850_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14856_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14858_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Lactococcus phage 8R06S
virus_comp_14859_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14936_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14947_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14954_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14958_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14963_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14979_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14990_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14991_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Vieuvirus	NA
virus_comp_14994_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14995_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_15042_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15056_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15066_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_15078_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15079_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15084_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15134_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15166_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15209_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15211_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15218_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15259_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15282_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15298_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15315_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15418_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15443_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_15447_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_15451_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_15479_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Andromedavirus	NA
virus_comp_15501_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_3311_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3313_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3320_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3329_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1951_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1964_cycle_1	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	NA	Inoviridae sp.
virus_comp_3715_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3718_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Vedamuthuvirus	NA
virus_comp_2491_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	NA	NA
virus_comp_2497_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_4722_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Piorkowskivirus	NA
virus_comp_4727_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4738_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	NA	NA
virus_comp_17920_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_17922_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lederbergvirus	NA
virus_comp_17923_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Cequinquevirus	NA
virus_comp_17924_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_17927_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	Ceduovirus CHPC122
virus_comp_17933_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Leicestervirus	NA
virus_comp_17934_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_18032_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_18033_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18036_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Herelleviridae	Pecentumvirus	NA
virus_comp_18037_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18040_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18043_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18121_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	NA
virus_comp_18123_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18128_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18131_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_18232_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18235_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_18240_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_18243_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_18249_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3199_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Pepyhexavirus	NA
virus_comp_3200_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3204_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Bakolyvirus	NA
virus_comp_3206_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_845_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_849_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_851_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_852_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Culoivirus	NA
virus_comp_853_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_855_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Ackermannviridae	NA	Ackermannviridae sp.
virus_comp_856_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Aliceevansviridae	Brussowvirus	NA
virus_comp_858_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4767_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_4774_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4776_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Larmunavirus	NA
virus_comp_4778_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Mushuvirus	NA
virus_comp_4779_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	Ceduovirus bIBBA3
virus_comp_4784_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14112_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14136_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctXPh6
virus_comp_14142_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14143_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_464_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_465_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_467_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_472_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_473_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	NA	NA
virus_comp_475_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_476_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_477_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_479_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_480_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_481_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buhlduvirus	NA
virus_comp_531_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_538_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4906_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4909_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_4913_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4931_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4959_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4962_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4971_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4983_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_4989_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1796_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1800_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1806_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1811_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1935_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1937_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1939_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1940_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1941_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Kratiovirus	NA
virus_comp_1942_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctYcY12
virus_comp_1945_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1947_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2539_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2547_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2548_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4617_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Phifelvirus	NA
virus_comp_4619_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4622_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4626_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4637_cycle_1	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	NA
virus_comp_4639_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Yongloolinvirus	NA
virus_comp_1565_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Afonbuvirus	NA
virus_comp_1570_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ct5YG1
virus_comp_1574_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_4273_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4276_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_4278_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Afonbuvirus	Afonbuvirus intestinihominis
virus_comp_1083_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1084_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Felixounavirus	Phage NBEco005
