"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Human polyomavirus 10",3.80960117523034,-2.04214148788459,0.622858843419467,-3.27865857482784,0.00104301744914148,0.0380701368936642
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Dependoparvovirus;Adeno-associated virus",1.35268475746191,1.3244085310087,0.416944942472309,3.17645903834572,0.00149084841726887,0.0483697486491678
"Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae;Picobirnavirus;Picobirnavirus sp.",7.86436193318244,3.0107508894555,0.629454199958618,4.78311351271219,1.72600588539164e-06,0.000125998429633589
"Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae;unclassified Picobirnaviridae genus;Lysoka partiti-like virus",11.9752896302412,-3.88454852112774,0.722508566188272,-5.37647400033109,7.59586618343914e-08,2.21799292556423e-05
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Rhinovirus C",1.45464610123918,-1.70494164954499,0.466340764096228,-3.65599960545843,0.00025618174748933,0.0124675117111474
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;Picornavirales sp.",2.71737180447677,-2.65798040620305,0.520834480279951,-5.10331114171699,3.33761579134968e-07,3.28134031835577e-05
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Human astrovirus MLB2",1.92378203845744,-1.7985993117542,0.519198117709845,-3.46418688821085,0.000531836880535754,0.0221851955880629
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Adenovirus Lopburi070_2006_THA",4.3735911987058,-2.93909454865974,0.576133236936889,-5.10141467325499,3.37124005310525e-07,3.28134031835577e-05
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Simian mastadenovirus D",3.63348873656579,-2.22435234017949,0.562057753307027,-3.95751562378044,7.57333353262907e-05,0.00442282678305538
