"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",2.35177472135904,-2.70919505757502,0.760104204399605,-3.56424164199299,0.000364909673516782,0.00255436771461747
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",2.19527986742192,-2.66696721439965,0.718622715308532,-3.71122030738288,0.000206262488441885,0.00165009990753508
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 1",7.60198358314829,-4.92010127982378,0.878050732744689,-5.60343622109863,2.10143463363294e-08,1.17680339483445e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",417.73341496943,5.62962216533312,1.03699096940712,5.42880539119038,5.6732503531842e-08,1.58851009889158e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Enterovirus sp.",1.40336045991208,2.52056417658344,0.594866380134905,4.23719386530437,2.26330703152293e-05,0.000253490387530568
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",4.46474845877351,-2.80396607092081,0.747971000148276,-3.74876308087473,0.000177708860972515,0.00165009990753508
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Primate astrovirus",3.08215235842311,3.67410894470705,0.802139492206401,4.580386554215,4.64117314546576e-06,6.49764240365206e-05
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",43.9079356844051,3.3042027018706,0.936431592533358,3.52850408744929,0.000417915492993642,0.00260036306751599
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",2.08186313078161,-2.36328445820883,0.703864507482318,-3.3575843547818,0.000786267479992406,0.00429109920878252
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Torque teno virus",141.44298074261,-5.61822263666351,1.19053308620475,-4.71908147851109,2.36911922375388e-06,4.42235588434057e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;unclassified Anelloviridae species",558.761676398655,-4.20094903057854,1.25840565443809,-3.33831067570525,0.000842894487439423,0.00429109920878252
