"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",417.73341496943,-10.6433557933239,0.573023713887204,-18.574023265325,5.2145290817799e-77,3.80660622969933e-75
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;untyped human enterovirus",2.01056814037496,-1.95175925409084,0.388784259913859,-5.02016016420851,5.16284136187655e-07,4.71109274271236e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kobuvirus;unclassified Kobuvirus species",1.12953098721306,0.918099543372511,0.319342842690861,2.87496514916815,0.0040407209618646,0.0245810525180096
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus;unclassified Picornaviridae species",87.3870959511541,-8.05220897042872,0.645020219261786,-12.4836535816572,9.16811400687287e-36,3.3463616125086e-34
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;Picornavirales sp.",1.26151266989044,-1.22951316421479,0.341163760015694,-3.60387974431468,0.000313502150365363,0.00228856569766715
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Cheetah astrovirus 1",1.17472164410268,0.917605049235031,0.325212024399828,2.82155941474935,0.0047790783936751,0.0268363632875602
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Primate astrovirus",3.08215235842311,-2.3424645452805,0.370897035530013,-6.31567341036605,2.68987570982889e-10,4.90902317043773e-09
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",43.9079356844051,-2.75239629635572,0.48923668002397,-5.62589930137877,1.84543983978109e-08,2.69434216608039e-07
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;unclassified Adenoviridae genus;Pan troglodytes adenovirus",1.18940978850343,-1.23516831028948,0.329741929671511,-3.74586365622338,0.000179774215870234,0.00145816863983635
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;Torque teno virus 7",3.68129638650036,3.4719538917843,0.40120168534847,8.65388660760155,4.97746639663565e-18,1.21118348984801e-16
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;unclassified Alphatorquevirus species",1.60743812266625,1.95505029129479,0.36480593579817,5.35915153632925,8.36137008091119e-08,8.71971451295024e-07
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Human anellovirus zj-ad 1",1.34313921124114,-1.17710019729243,0.342765215583419,-3.43412967178974,0.00059445974249737,0.00394505101839164
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Torque teno virus",141.44298074261,3.43817364552702,0.630969984243868,5.44902884666884,5.06455994271826e-08,6.16188126364055e-07
