"","orf","total_PA"
"1430","virus_comp_749_cycle_1_34",5
"1431","virus_comp_749_cycle_1_41",5
"1432","virus_comp_749_cycle_1_42",5
"1433","virus_comp_749_cycle_1_63",5
"1434","virus_comp_7718_cycle_1_1",5
"1435","virus_comp_7718_cycle_1_2",5
"1436","virus_comp_808_cycle_4_12",5
"1437","virus_comp_808_cycle_4_16",5
"1438","virus_comp_808_cycle_4_35",5
"1439","virus_comp_808_cycle_4_36",5
"1440","virus_comp_809_cycle_1_4",5
"1441","virus_comp_810_cycle_1_1",5
"1442","virus_comp_8145_cycle_1_2",5
"1443","virus_comp_8201_cycle_1_2",5
"1444","virus_comp_8241_cycle_1_3",5
"1445","virus_comp_8375_cycle_1_4",5
"1446","virus_comp_839_cycle_1_43",5
"1447","virus_comp_853_cycle_1_14",5
"1448","virus_comp_853_cycle_1_19",5
"1449","virus_comp_853_cycle_1_39",5
"1450","virus_comp_853_cycle_1_43",5
"1451","virus_comp_853_cycle_1_46",5
"1452","virus_comp_861_cycle_1_9",5
"1453","virus_comp_862_cycle_1_12",5
"1454","virus_comp_8731_cycle_1_5",5
"1455","virus_comp_8731_cycle_1_6",5
"1456","virus_comp_875_cycle_1_5",5
"1457","virus_comp_8751_cycle_1_3",5
"1458","virus_comp_876_cycle_1_10",5
"1459","virus_comp_876_cycle_1_3",5
"1460","virus_comp_876_cycle_1_6",5
"1461","virus_comp_877_cycle_1_13",5
"1462","virus_comp_887_cycle_1_2",5
"1463","virus_comp_887_cycle_1_20",5
"1464","virus_comp_887_cycle_1_21",5
"1465","virus_comp_887_cycle_1_37",5
"1466","virus_comp_887_cycle_1_47",5
"1467","virus_comp_887_cycle_1_48",5
"1468","virus_comp_8889_cycle_1_1",5
"1469","virus_comp_905_cycle_1_22",5
"1470","virus_comp_911_cycle_1_1",5
"1471","virus_comp_911_cycle_1_2",5
"1472","virus_comp_932_cycle_1_1",5
"1473","virus_comp_934_cycle_1_20",5
"1474","virus_comp_935_cycle_1_5",5
"1475","virus_comp_935_cycle_1_8",5
"1476","virus_comp_936_cycle_1_3",5
"1477","virus_comp_952_cycle_1_12",5
"1478","virus_comp_9529_cycle_1_1",5
"1479","virus_comp_9681_cycle_1_4",5
"1480","virus_comp_971_cycle_1_8",5
"1481","virus_comp_975_cycle_1_1",5
"1482","virus_comp_984_cycle_1_28",5
"1483","virus_comp_984_cycle_1_3",5
"1484","virus_comp_984_cycle_1_33",5
"1485","virus_comp_984_cycle_1_34",5
"1486","virus_comp_998_cycle_1_14",5
"1487","edge_1496_1",5
"1488","edge_1496_6",5
"1489","edge_16_5",5
"1490","edge_1633_25",5
"1491","edge_1986_2",5
"1492","edge_1987_1",5
"1493","edge_1989_12",5
"1494","edge_1989_20",5
"1495","edge_2044_10",5
"1496","edge_2044_2",5
"1497","edge_2044_32",5
"1498","edge_2104_1",5
"1499","edge_2194_17",5
"1500","edge_2194_3",5
"1501","edge_2254_2",5
"1502","edge_2381_10",5
"1503","edge_2381_21",5
"1504","edge_2381_22",5
"1505","edge_2381_23",5
"1506","edge_2381_31",5
"1507","edge_2381_8",5
"1508","edge_2454_12",5
"1509","edge_2461_2",5
"1510","edge_2484_14",5
"1511","edge_2486_15",5
"1512","edge_2486_23",5
"1513","edge_2486_36",5
"1514","edge_2486_4",5
"1515","edge_2486_43",5
"1516","edge_2486_46",5
"1517","edge_263_12",5
"1518","edge_263_2",5
"1519","edge_263_22",5
"1520","edge_263_23",5
"1521","edge_263_28",5
"1522","edge_263_3",5
"1523","edge_263_30",5
"1524","edge_263_31",5
"1525","edge_263_35",5
"1526","edge_284_10",5
"1527","edge_284_12",5
"1528","edge_2859_21",5
"1529","edge_294_49",5
"1530","edge_295_13",5
"1531","edge_295_14",5
"1532","edge_295_34",5
"1533","edge_295_4",5
"1534","edge_295_48",5
"1535","edge_295_49",5
"1536","edge_329_15",5
"1537","edge_329_27",5
"1538","edge_330_18",5
"1539","edge_330_24",5
"1540","edge_330_3",5
"1541","edge_330_37",5
"1542","edge_330_4",5
"1543","edge_330_40",5
"1544","edge_330_42",5
"1545","edge_330_45",5
"1546","edge_330_47",5
"1547","edge_330_49",5
"1548","edge_330_9",5
"1549","edge_3739_22",5
"1550","edge_48806_12",5
"1551","edge_48806_2",5
"1552","edge_48806_3",5
"1553","edge_48806_5",5
"1554","edge_61_12",5
"1555","edge_61_16",5
"1556","edge_61_26",5
"1557","edge_61_29",5
"1558","edge_61_30",5
"1559","edge_61_34",5
"1560","edge_61_9",5
"1561","edge_72_10",5
"1562","edge_72_14",5
"1563","edge_72_15",5
"1564","edge_72_17",5
"1565","edge_72_24",5
"1566","edge_957_1",5
"1567","edge_957_12",5
"1568","edge_957_39",5
"1569","edge_957_45",5
"1570","edge_957_7",5
"1571","edge_959_102",5
"1572","edge_959_18",5
"1573","edge_959_21",5
"1574","edge_959_25",5
"1575","edge_959_35",5
"1576","edge_959_36",5
"1577","edge_959_38",5
"1578","edge_959_43",5
"1579","edge_959_47",5
"1580","edge_959_49",5
"1581","edge_959_50",5
"1582","edge_959_54",5
"1583","edge_959_55",5
"1584","edge_959_56",5
"1585","edge_959_57",5
"1586","edge_959_71",5
"1587","edge_959_96",5
"1588","edge_965_10",5
"1589","edge_965_11",5
"1590","edge_965_12",5
"1591","edge_965_17",5
"1592","edge_965_21",5
"1593","edge_965_22",5
"1594","edge_965_23",5
"1595","edge_965_24",5
"1596","edge_965_26",5
"1597","edge_965_29",5
"1598","edge_965_30",5
"1599","edge_965_33",5
"1600","edge_965_34",5
"1601","edge_965_36",5
"1602","edge_965_8",5
"1603","edge_965_9",5
"1604","edge_967_2",5
"1605","edge_967_6",5
"1606","edge_976_1",5
"1607","virus_comp_10080_cycle_1_2",4
"1608","virus_comp_10080_cycle_1_3",4
"1609","virus_comp_10080_cycle_1_4",4
"1610","virus_comp_1017_cycle_1_1",4
"1611","virus_comp_1017_cycle_1_2",4
"1612","virus_comp_1017_cycle_1_4",4
"1613","virus_comp_1017_cycle_1_5",4
"1614","virus_comp_1017_cycle_3_19",4
"1615","virus_comp_1017_cycle_3_3",4
"1616","virus_comp_1019_cycle_1_4",4
"1617","virus_comp_10304_cycle_1_3",4
"1618","virus_comp_10304_cycle_1_4",4
"1619","virus_comp_1035_cycle_1_5",4
"1620","virus_comp_10495_cycle_1_2",4
"1621","virus_comp_10500_cycle_1_2",4
"1622","virus_comp_10500_cycle_1_3",4
"1623","virus_comp_1053_cycle_1_1",4
"1624","virus_comp_10613_cycle_1_4",4
"1625","virus_comp_10644_cycle_1_1",4
"1626","virus_comp_10644_cycle_1_3",4
"1627","virus_comp_1069_cycle_1_1",4
"1628","virus_comp_1073_cycle_1_13",4
"1629","virus_comp_1073_cycle_1_4",4
"1630","virus_comp_1073_cycle_1_6",4
"1631","virus_comp_10749_cycle_1_4",4
"1632","virus_comp_10754_cycle_1_2",4
"1633","virus_comp_10775_cycle_1_4",4
"1634","virus_comp_1078_cycle_1_28",4
"1635","virus_comp_11_cycle_1_3",4
"1636","virus_comp_1103_cycle_1_5",4
"1637","virus_comp_1103_cycle_1_8",4
"1638","virus_comp_11090_cycle_1_2",4
"1639","virus_comp_1131_cycle_2_2",4
"1640","virus_comp_11451_cycle_1_2",4
"1641","virus_comp_1147_cycle_1_3",4
"1642","virus_comp_1147_cycle_1_5",4
"1643","virus_comp_11570_cycle_1_1",4
"1644","virus_comp_1158_cycle_2_1",4
"1645","virus_comp_1158_cycle_2_15",4
"1646","virus_comp_1158_cycle_2_18",4
"1647","virus_comp_1158_cycle_2_4",4
"1648","virus_comp_1161_cycle_1_6",4
"1649","virus_comp_11677_cycle_1_1",4
"1650","virus_comp_1173_cycle_1_1",4
"1651","virus_comp_1173_cycle_1_20",4
"1652","virus_comp_1173_cycle_1_7",4
"1653","virus_comp_1176_cycle_1_4",4
"1654","virus_comp_1177_cycle_1_4",4
"1655","virus_comp_12_cycle_1_3",4
"1656","virus_comp_12029_cycle_1_5",4
"1657","virus_comp_1206_cycle_1_3",4
"1658","virus_comp_12146_cycle_1_2",4
"1659","virus_comp_12437_cycle_1_1",4
"1660","virus_comp_1285_cycle_1_5",4
"1661","virus_comp_13_cycle_1_2",4
"1662","virus_comp_13006_cycle_1_2",4
"1663","virus_comp_1307_cycle_1_2",4
"1664","virus_comp_1307_cycle_1_5",4
"1665","virus_comp_13172_cycle_1_4",4
"1666","virus_comp_13210_cycle_1_1",4
"1667","virus_comp_13210_cycle_1_3",4
"1668","virus_comp_135_cycle_1_2",4
"1669","virus_comp_135_cycle_1_5",4
"1670","virus_comp_13764_cycle_1_2",4
"1671","virus_comp_138_cycle_1_1",4
"1672","virus_comp_138_cycle_1_2",4
"1673","virus_comp_13829_cycle_1_2",4
"1674","virus_comp_14296_cycle_1_2",4
"1675","virus_comp_1448_cycle_1_11",4
"1676","virus_comp_1448_cycle_1_12",4
"1677","virus_comp_1448_cycle_1_13",4
"1678","virus_comp_1448_cycle_1_5",4
"1679","virus_comp_1448_cycle_1_9",4
"1680","virus_comp_14581_cycle_1_1",4
"1681","virus_comp_1470_cycle_1_2",4
"1682","virus_comp_1470_cycle_1_3",4
"1683","virus_comp_14977_cycle_1_2",4
"1684","virus_comp_14977_cycle_1_3",4
"1685","virus_comp_1505_cycle_1_4",4
"1686","virus_comp_1505_cycle_1_5",4
"1687","virus_comp_15066_cycle_1_2",4
"1688","virus_comp_1517_cycle_1_16",4
"1689","virus_comp_1517_cycle_1_17",4
"1690","virus_comp_1517_cycle_1_6",4
"1691","virus_comp_1518_cycle_1_23",4
"1692","virus_comp_152_cycle_1_2",4
"1693","virus_comp_152_cycle_1_5",4
"1694","virus_comp_152_cycle_1_7",4
"1695","virus_comp_15222_cycle_1_1",4
"1696","virus_comp_1544_cycle_1_10",4
"1697","virus_comp_1544_cycle_1_12",4
"1698","virus_comp_1545_cycle_1_6",4
"1699","virus_comp_1562_cycle_1_7",4
"1700","virus_comp_15716_cycle_1_1",4
"1701","virus_comp_1581_cycle_1_1",4
"1702","virus_comp_1589_cycle_1_1",4
"1703","virus_comp_1589_cycle_1_2",4
"1704","virus_comp_1604_cycle_1_5",4
"1705","virus_comp_16041_cycle_1_4",4
"1706","virus_comp_16050_cycle_1_3",4
"1707","virus_comp_1613_cycle_1_3",4
"1708","virus_comp_16189_cycle_1_2",4
"1709","virus_comp_16201_cycle_1_2",4
"1710","virus_comp_16251_cycle_1_5",4
"1711","virus_comp_16274_cycle_1_3",4
"1712","virus_comp_16468_cycle_1_1",4
"1713","virus_comp_16477_cycle_1_2",4
"1714","virus_comp_16597_cycle_1_2",4
"1715","virus_comp_1660_cycle_1_11",4
"1716","virus_comp_16601_cycle_1_2",4
"1717","virus_comp_16658_cycle_1_1",4
"1718","virus_comp_16658_cycle_1_2",4
"1719","virus_comp_16662_cycle_1_3",4
"1720","virus_comp_167_cycle_1_1",4
"1721","virus_comp_167_cycle_1_2",4
"1722","virus_comp_167_cycle_1_3",4
"1723","virus_comp_167_cycle_1_4",4
"1724","virus_comp_167_cycle_1_7",4
"1725","virus_comp_1673_cycle_1_15",4
"1726","virus_comp_1675_cycle_1_7",4
"1727","virus_comp_1675_cycle_1_8",4
"1728","virus_comp_16860_cycle_1_4",4
"1729","virus_comp_16865_cycle_1_1",4
"1730","virus_comp_169_cycle_1_1",4
"1731","virus_comp_169_cycle_1_11",4
"1732","virus_comp_169_cycle_1_2",4
"1733","virus_comp_169_cycle_1_3",4
"1734","virus_comp_169_cycle_1_4",4
"1735","virus_comp_169_cycle_1_5",4
"1736","virus_comp_169_cycle_1_6",4
"1737","virus_comp_169_cycle_1_8",4
"1738","virus_comp_1706_cycle_1_3",4
"1739","virus_comp_17112_cycle_1_2",4
"1740","virus_comp_17247_cycle_1_3",4
"1741","virus_comp_1727_cycle_1_1",4
"1742","virus_comp_17289_cycle_1_1",4
"1743","virus_comp_17302_cycle_1_1",4
"1744","virus_comp_17302_cycle_1_2",4
"1745","virus_comp_17366_cycle_1_2",4
"1746","virus_comp_174_cycle_1_1",4
"1747","virus_comp_174_cycle_1_2",4
"1748","virus_comp_174_cycle_1_3",4
"1749","virus_comp_174_cycle_1_4",4
"1750","virus_comp_1740_cycle_1_16",4
"1751","virus_comp_1740_cycle_1_19",4
"1752","virus_comp_17549_cycle_1_3",4
"1753","virus_comp_1767_cycle_1_7",4
"1754","virus_comp_1772_cycle_1_13",4
"1755","virus_comp_17732_cycle_1_1",4
"1756","virus_comp_17772_cycle_1_11",4
"1757","virus_comp_17772_cycle_1_5",4
"1758","virus_comp_17776_cycle_1_5",4
"1759","virus_comp_17778_cycle_1_5",4
"1760","virus_comp_17778_cycle_1_7",4
"1761","virus_comp_17782_cycle_1_2",4
"1762","virus_comp_17785_cycle_1_2",4
"1763","virus_comp_17785_cycle_1_4",4
"1764","virus_comp_17787_cycle_1_9",4
"1765","virus_comp_17792_cycle_1_6",4
"1766","virus_comp_17792_cycle_1_9",4
"1767","virus_comp_17797_cycle_1_22",4
"1768","virus_comp_17797_cycle_1_9",4
"1769","virus_comp_178_cycle_1_1",4
"1770","virus_comp_17805_cycle_1_112",4
"1771","virus_comp_17805_cycle_1_134",4
"1772","virus_comp_17805_cycle_1_37",4
"1773","virus_comp_17805_cycle_1_51",4
"1774","virus_comp_17805_cycle_1_9",4
"1775","virus_comp_17809_cycle_1_1",4
"1776","virus_comp_17809_cycle_1_2",4
"1777","virus_comp_17809_cycle_1_3",4
"1778","virus_comp_17813_cycle_1_5",4
"1779","virus_comp_17817_cycle_1_54",4
"1780","virus_comp_17817_cycle_1_69",4
"1781","virus_comp_17822_cycle_1_15",4
"1782","virus_comp_17822_cycle_1_16",4
"1783","virus_comp_17822_cycle_1_3",4
"1784","virus_comp_17822_cycle_1_7",4
"1785","virus_comp_17832_cycle_1_3",4
"1786","virus_comp_17840_cycle_1_44",4
"1787","virus_comp_17840_cycle_1_69",4
"1788","virus_comp_17860_cycle_1_59",4
"1789","virus_comp_17861_cycle_1_18",4
"1790","virus_comp_17861_cycle_1_2",4
"1791","virus_comp_17861_cycle_1_21",4
"1792","virus_comp_17861_cycle_1_24",4
"1793","virus_comp_17861_cycle_1_25",4
"1794","virus_comp_17861_cycle_1_28",4
"1795","virus_comp_17861_cycle_1_3",4
"1796","virus_comp_17861_cycle_1_32",4
"1797","virus_comp_17861_cycle_1_37",4
"1798","virus_comp_17861_cycle_1_38",4
"1799","virus_comp_17861_cycle_1_45",4
"1800","virus_comp_17861_cycle_1_5",4
"1801","virus_comp_17861_cycle_1_53",4
"1802","virus_comp_17861_cycle_1_61",4
"1803","virus_comp_17861_cycle_1_63",4
"1804","virus_comp_17863_cycle_1_26",4
"1805","virus_comp_17863_cycle_1_42",4
"1806","virus_comp_17863_cycle_1_52",4
"1807","virus_comp_17863_cycle_1_63",4
"1808","virus_comp_17863_cycle_1_64",4
"1809","virus_comp_17863_cycle_1_65",4
"1810","virus_comp_17863_cycle_1_66",4
"1811","virus_comp_17866_cycle_1_1",4
"1812","virus_comp_17866_cycle_1_13",4
"1813","virus_comp_17866_cycle_1_17",4
"1814","virus_comp_17866_cycle_1_19",4
"1815","virus_comp_17866_cycle_1_2",4
"1816","virus_comp_17866_cycle_1_21",4
"1817","virus_comp_17866_cycle_1_26",4
"1818","virus_comp_17866_cycle_1_27",4
"1819","virus_comp_17866_cycle_1_28",4
"1820","virus_comp_17866_cycle_1_4",4
"1821","virus_comp_17866_cycle_1_48",4
"1822","virus_comp_17866_cycle_1_51",4
"1823","virus_comp_17866_cycle_1_52",4
"1824","virus_comp_17866_cycle_1_6",4
"1825","virus_comp_17866_cycle_1_64",4
"1826","virus_comp_17866_cycle_1_66",4
"1827","virus_comp_17866_cycle_1_68",4
"1828","virus_comp_17866_cycle_1_7",4
"1829","virus_comp_17866_cycle_1_77",4
"1830","virus_comp_17866_cycle_1_78",4
"1831","virus_comp_17866_cycle_1_79",4
"1832","virus_comp_17871_cycle_1_4",4
"1833","virus_comp_17873_cycle_1_12",4
"1834","virus_comp_17873_cycle_1_13",4
"1835","virus_comp_17874_cycle_1_1",4
"1836","virus_comp_17874_cycle_1_8",4
"1837","virus_comp_17889_cycle_1_12",4
"1838","virus_comp_17889_cycle_1_17",4
"1839","virus_comp_17889_cycle_1_2",4
"1840","virus_comp_17889_cycle_1_21",4
"1841","virus_comp_17889_cycle_1_22",4
"1842","virus_comp_17889_cycle_1_29",4
"1843","virus_comp_17889_cycle_1_32",4
"1844","virus_comp_17889_cycle_1_33",4
"1845","virus_comp_17889_cycle_1_48",4
"1846","virus_comp_17889_cycle_1_5",4
"1847","virus_comp_17889_cycle_1_58",4
"1848","virus_comp_17889_cycle_1_59",4
"1849","virus_comp_17889_cycle_1_61",4
"1850","virus_comp_17889_cycle_1_67",4
"1851","virus_comp_17889_cycle_1_69",4
"1852","virus_comp_17895_cycle_1_5",4
"1853","virus_comp_17896_cycle_1_9",4
"1854","virus_comp_17903_cycle_1_12",4
"1855","virus_comp_17903_cycle_1_19",4
"1856","virus_comp_17903_cycle_1_20",4
"1857","virus_comp_17903_cycle_1_25",4
"1858","virus_comp_17906_cycle_1_7",4
"1859","virus_comp_17910_cycle_1_12",4
"1860","virus_comp_17910_cycle_1_14",4
"1861","virus_comp_17910_cycle_1_16",4
"1862","virus_comp_17910_cycle_1_17",4
"1863","virus_comp_17910_cycle_1_25",4
"1864","virus_comp_17910_cycle_1_28",4
"1865","virus_comp_17910_cycle_1_3",4
"1866","virus_comp_17910_cycle_1_30",4
"1867","virus_comp_17910_cycle_1_31",4
"1868","virus_comp_17910_cycle_1_36",4
"1869","virus_comp_17910_cycle_1_38",4
"1870","virus_comp_17910_cycle_1_39",4
"1871","virus_comp_17910_cycle_1_40",4
"1872","virus_comp_17910_cycle_1_9",4
"1873","virus_comp_17911_cycle_1_14",4
"1874","virus_comp_17911_cycle_1_25",4
"1875","virus_comp_17911_cycle_1_26",4
"1876","virus_comp_17911_cycle_1_28",4
"1877","virus_comp_17911_cycle_1_34",4
"1878","virus_comp_17911_cycle_1_35",4
"1879","virus_comp_17911_cycle_1_36",4
"1880","virus_comp_17911_cycle_1_37",4
"1881","virus_comp_17911_cycle_1_38",4
"1882","virus_comp_17911_cycle_1_39",4
"1883","virus_comp_17911_cycle_1_40",4
"1884","virus_comp_17911_cycle_1_43",4
"1885","virus_comp_17911_cycle_1_45",4
"1886","virus_comp_17911_cycle_1_46",4
"1887","virus_comp_17911_cycle_1_47",4
"1888","virus_comp_17911_cycle_1_5",4
"1889","virus_comp_17914_cycle_1_6",4
"1890","virus_comp_17933_cycle_1_19",4
"1891","virus_comp_17933_cycle_1_20",4
"1892","virus_comp_17933_cycle_1_9",4
"1893","virus_comp_17934_cycle_1_11",4
"1894","virus_comp_17934_cycle_1_12",4
"1895","virus_comp_17934_cycle_1_4",4
"1896","virus_comp_17934_cycle_1_8",4
"1897","virus_comp_17935_cycle_1_16",4
"1898","virus_comp_17935_cycle_1_20",4
"1899","virus_comp_17948_cycle_1_8",4
"1900","virus_comp_17955_cycle_1_12",4
"1901","virus_comp_17955_cycle_1_7",4
"1902","virus_comp_17959_cycle_1_12",4
"1903","virus_comp_17959_cycle_1_15",4
"1904","virus_comp_17965_cycle_1_24",4
"1905","virus_comp_17968_cycle_1_12",4
"1906","virus_comp_1797_cycle_1_11",4
"1907","virus_comp_1797_cycle_1_14",4
"1908","virus_comp_1797_cycle_1_16",4
"1909","virus_comp_1797_cycle_1_7",4
"1910","virus_comp_1797_cycle_1_8",4
"1911","virus_comp_17980_cycle_1_11",4
"1912","virus_comp_17980_cycle_1_14",4
"1913","virus_comp_17980_cycle_1_17",4
"1914","virus_comp_17980_cycle_1_2",4
"1915","virus_comp_17980_cycle_1_20",4
"1916","virus_comp_17980_cycle_1_21",4
"1917","virus_comp_17980_cycle_1_22",4
"1918","virus_comp_17980_cycle_1_23",4
"1919","virus_comp_17980_cycle_1_4",4
"1920","virus_comp_17980_cycle_1_5",4
"1921","virus_comp_17980_cycle_1_7",4
"1922","virus_comp_17980_cycle_1_8",4
"1923","virus_comp_17990_cycle_1_1",4
"1924","virus_comp_17990_cycle_1_16",4
"1925","virus_comp_17990_cycle_1_3",4
"1926","virus_comp_180_cycle_1_5",4
"1927","virus_comp_180_cycle_1_7",4
"1928","virus_comp_18013_cycle_1_13",4
"1929","virus_comp_18028_cycle_1_1",4
"1930","virus_comp_18030_cycle_1_9",4
"1931","virus_comp_18037_cycle_1_1",4
"1932","virus_comp_18037_cycle_1_17",4
"1933","virus_comp_18037_cycle_1_18",4
"1934","virus_comp_18040_cycle_1_14",4
"1935","virus_comp_18040_cycle_1_15",4
"1936","virus_comp_18053_cycle_1_8",4
"1937","virus_comp_18053_cycle_1_9",4
"1938","virus_comp_18054_cycle_1_20",4
"1939","virus_comp_18054_cycle_1_21",4
"1940","virus_comp_18078_cycle_1_14",4
"1941","virus_comp_18083_cycle_1_8",4
"1942","virus_comp_181_cycle_1_2",4
"1943","virus_comp_181_cycle_1_4",4
"1944","virus_comp_18118_cycle_1_1",4
"1945","virus_comp_18118_cycle_1_12",4
"1946","virus_comp_18118_cycle_1_9",4
"1947","virus_comp_18121_cycle_1_2",4
"1948","virus_comp_18121_cycle_1_3",4
"1949","virus_comp_18123_cycle_1_5",4
"1950","virus_comp_18130_cycle_1_7",4
"1951","virus_comp_18162_cycle_1_3",4
"1952","virus_comp_18166_cycle_1_3",4
"1953","virus_comp_18166_cycle_1_9",4
"1954","virus_comp_18170_cycle_1_10",4
"1955","virus_comp_18170_cycle_1_5",4
"1956","virus_comp_18176_cycle_1_7",4
"1957","virus_comp_18181_cycle_1_2",4
"1958","virus_comp_18202_cycle_1_4",4
"1959","virus_comp_18205_cycle_1_9",4
"1960","virus_comp_18240_cycle_1_1",4
"1961","virus_comp_18240_cycle_1_10",4
"1962","virus_comp_18240_cycle_1_11",4
"1963","virus_comp_18240_cycle_1_14",4
"1964","virus_comp_18240_cycle_1_15",4
"1965","virus_comp_18240_cycle_1_3",4
"1966","virus_comp_18240_cycle_1_4",4
"1967","virus_comp_18240_cycle_1_5",4
"1968","virus_comp_18240_cycle_1_6",4
"1969","virus_comp_18240_cycle_1_7",4
"1970","virus_comp_18240_cycle_1_8",4
"1971","virus_comp_18253_cycle_1_3",4
"1972","virus_comp_18253_cycle_1_4",4
"1973","virus_comp_18253_cycle_1_5",4
"1974","virus_comp_18253_cycle_1_6",4
"1975","virus_comp_18253_cycle_1_7",4
"1976","virus_comp_18276_cycle_1_2",4
"1977","virus_comp_18289_cycle_1_2",4
"1978","virus_comp_18289_cycle_1_6",4
"1979","virus_comp_18326_cycle_1_2",4
"1980","virus_comp_18347_cycle_1_2",4
"1981","virus_comp_18362_cycle_1_1",4
"1982","virus_comp_18547_cycle_1_2",4
"1983","virus_comp_189_cycle_1_5",4
"1984","virus_comp_1898_cycle_1_17",4
"1985","virus_comp_1898_cycle_1_2",4
"1986","virus_comp_1898_cycle_1_5",4
"1987","virus_comp_1898_cycle_1_9",4
"1988","virus_comp_192_cycle_1_3",4
"1989","virus_comp_192_cycle_1_4",4
"1990","virus_comp_1925_cycle_1_6",4
"1991","virus_comp_193_cycle_1_148",4
"1992","virus_comp_193_cycle_1_152",4
"1993","virus_comp_193_cycle_1_24",4
"1994","virus_comp_193_cycle_1_25",4
"1995","virus_comp_193_cycle_1_26",4
"1996","virus_comp_193_cycle_1_27",4
"1997","virus_comp_193_cycle_1_91",4
"1998","virus_comp_2008_cycle_1_7",4
"1999","virus_comp_2025_cycle_1_3",4
"2000","virus_comp_2033_cycle_1_2",4
"2001","virus_comp_2033_cycle_1_4",4
"2002","virus_comp_2033_cycle_1_5",4
"2003","virus_comp_2033_cycle_1_8",4
"2004","virus_comp_2033_cycle_1_9",4
"2005","virus_comp_2080_cycle_1_10",4
"2006","virus_comp_2080_cycle_1_11",4
"2007","virus_comp_2080_cycle_1_9",4
"2008","virus_comp_2088_cycle_1_2",4
"2009","virus_comp_2097_cycle_1_1",4
"2010","virus_comp_2097_cycle_1_2",4
"2011","virus_comp_2097_cycle_1_3",4
"2012","virus_comp_2097_cycle_1_6",4
"2013","virus_comp_2097_cycle_1_8",4
"2014","virus_comp_2097_cycle_1_9",4
"2015","virus_comp_2133_cycle_1_4",4
"2016","virus_comp_2139_cycle_1_8",4
"2017","virus_comp_2165_cycle_1_6",4
"2018","virus_comp_2166_cycle_1_2",4
"2019","virus_comp_2166_cycle_1_3",4
"2020","virus_comp_2192_cycle_1_6",4
"2021","virus_comp_2194_cycle_1_8",4
"2022","virus_comp_2194_cycle_1_9",4
"2023","virus_comp_2200_cycle_1_6",4
"2024","virus_comp_2204_cycle_1_6",4
"2025","virus_comp_2229_cycle_1_7",4
"2026","virus_comp_2248_cycle_1_14",4
"2027","virus_comp_2260_cycle_1_7",4
"2028","virus_comp_2265_cycle_1_3",4
"2029","virus_comp_2266_cycle_1_9",4
"2030","virus_comp_2269_cycle_1_10",4
"2031","virus_comp_2270_cycle_1_3",4
"2032","virus_comp_2270_cycle_1_4",4
"2033","virus_comp_2270_cycle_1_7",4
"2034","virus_comp_2270_cycle_1_8",4
"2035","virus_comp_230_cycle_1_127",4
"2036","virus_comp_230_cycle_1_165",4
"2037","virus_comp_230_cycle_1_57",4
"2038","virus_comp_2332_cycle_1_2",4
"2039","virus_comp_2334_cycle_1_4",4
"2040","virus_comp_2340_cycle_1_5",4
"2041","virus_comp_2342_cycle_1_4",4
"2042","virus_comp_238_cycle_1_101",4
"2043","virus_comp_238_cycle_1_114",4
"2044","virus_comp_238_cycle_1_120",4
"2045","virus_comp_238_cycle_1_121",4
"2046","virus_comp_238_cycle_1_125",4
"2047","virus_comp_238_cycle_1_126",4
"2048","virus_comp_238_cycle_1_127",4
"2049","virus_comp_238_cycle_1_136",4
"2050","virus_comp_238_cycle_1_141",4
"2051","virus_comp_238_cycle_1_151",4
"2052","virus_comp_238_cycle_1_157",4
"2053","virus_comp_238_cycle_1_160",4
"2054","virus_comp_238_cycle_1_163",4
"2055","virus_comp_238_cycle_1_17",4
"2056","virus_comp_238_cycle_1_20",4
"2057","virus_comp_238_cycle_1_21",4
"2058","virus_comp_238_cycle_1_22",4
"2059","virus_comp_238_cycle_1_25",4
"2060","virus_comp_238_cycle_1_27",4
"2061","virus_comp_238_cycle_1_29",4
"2062","virus_comp_238_cycle_1_33",4
"2063","virus_comp_238_cycle_1_34",4
"2064","virus_comp_238_cycle_1_38",4
"2065","virus_comp_238_cycle_1_43",4
"2066","virus_comp_238_cycle_1_70",4
"2067","virus_comp_238_cycle_1_72",4
"2068","virus_comp_238_cycle_1_73",4
"2069","virus_comp_238_cycle_1_98",4
"2070","virus_comp_238_cycle_1_99",4
"2071","virus_comp_2383_cycle_1_2",4
"2072","virus_comp_2383_cycle_1_4",4
"2073","virus_comp_2383_cycle_1_5",4
"2074","virus_comp_2385_cycle_1_3",4
"2075","virus_comp_2396_cycle_1_4",4
"2076","virus_comp_2440_cycle_1_4",4
"2077","virus_comp_2440_cycle_1_5",4
"2078","virus_comp_2440_cycle_1_7",4
"2079","virus_comp_2442_cycle_1_1",4
"2080","virus_comp_2452_cycle_1_7",4
"2081","virus_comp_2489_cycle_1_3",4
"2082","virus_comp_250_cycle_1_10",4
"2083","virus_comp_250_cycle_1_105",4
"2084","virus_comp_250_cycle_1_118",4
"2085","virus_comp_250_cycle_1_123",4
"2086","virus_comp_250_cycle_1_126",4
"2087","virus_comp_250_cycle_1_128",4
"2088","virus_comp_250_cycle_1_130",4
"2089","virus_comp_250_cycle_1_133",4
"2090","virus_comp_250_cycle_1_154",4
"2091","virus_comp_250_cycle_1_170",4
"2092","virus_comp_250_cycle_1_178",4
"2093","virus_comp_250_cycle_1_211",4
