contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_8286	5.25E-44	73.8	0.738	0	83	0.127	0.004	2176	2494	2516	42669	42984	83596	319	189	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_49120	1.20E-98	78.6	0.786	0	95	0.076	0.607	5048	5491	5854	289	732	732	444	371	tid|239364|CC821055.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_19327	1.61E-34	77	0.77	0	47	0.135	0.025	412	620	1543	6826	7029	8264	209	156	tid|239364|MK233643.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_27640	5.95E-228	76.3	0.763	0	259	0.847	0.013	1158	65	1291	58490	59606	83596	1117	798	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_32598	3.05E-56	70.9	0.709	0	140	0.405	0.717	44	526	1194	187	669	674	483	228	tid|239364|CC820983.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_2103	1.19E-33	74.5	0.745	0	59	0.232	0.005	78	309	1002	8917	9148	45629	232	153	tid|2570912|LR596902.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Roseburia phage Jekyll
contig_49099	1.30E-33	72.1	0.721	0	82	0.047	0.007	2881	3175	6289	21140	21434	41953	295	156	tid|38018|JQ680373.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_2062	0.00E+00	95.1	0.951	0	146	0.095	0.066	14527	11546	31242	10001	12976	45225	2982	4675	tid|1977995|MK415400.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage apr34_1784
contig_2064	1.31E-128	90.8	0.908	0	32	0.008	0.459	23349	23694	45939	18	363	753	346	472	tid|239364|CC821098.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_207	3.01E-112	78.9	0.789	0	109	0.975	0.006	12	528	530	34508	35029	83596	522	412	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_1464	4.87E-23	73.4	0.734	0	52	0.051	0.048	607	412	3865	3728	3923	4088	196	120	tid|239364|MK233577.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_14733	0.00E+00	97.2	0.972	0	49	0.989	0.604	1779	20	1779	441	2200	2915	1760	2935	tid|93678|JX134046.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_3556	1.12E-51	70.3	0.703	0	149	0.079	0.099	2794	3296	6384	1918	2419	5046	503	216	tid|239364|MK233123.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_49012	2.14E-144	76.5	0.765	0	168	0.098	0.99	5380	4665	7299	1	719	726	719	524	tid|239364|CC821237.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_13496	0.00E+00	96.4	0.964	0	30	0.45	1	319	1157	1866	1	836	836	839	1360	tid|239364|MK233385.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_31943	0.00E+00	95.1	0.951	0	59	1	0.106	1206	1	1206	667	1872	11359	1206	1898	tid|239364|MK232982.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_48514	0.00E+00	77.8	0.778	0	502	0.275	0.05	4899	2626	8258	1	2263	45225	2274	1804	tid|1977995|MK415400.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage apr34_1784
contig_48546	1.97E-207	94.7	0.947	0	25	0.055	0.006	1	473	8612	1867	2338	83596	473	733	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_48579	3.67E-136	85.4	0.854	0	63	0.007	0.599	12949	12516	62949	289	722	724	434	497	tid|239364|CC821012.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_17988	0.00E+00	97	0.97	0	44	0.923	0.039	1467	1	1589	10055	11517	37817	1467	2423	tid|38018|JQ680364.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_49717	6.88E-33	70.8	0.708	0	95	0.115	0.76	1438	1112	2844	42	367	429	327	152	tid|445564|ER783300.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured prairie soil virus
contig_88	0.00E+00	80	0.8	0	301	0.999	0.02	2	1509	1509	62347	63851	75500	1508	1355	tid|2723243|MT121964.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage DP SC_6_H4_2017
contig_9037	9.19E-44	71.7	0.717	0	110	0.164	0.015	1390	1779	2376	3443	3832	25724	390	188	tid|340016|KY052855.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured virus
contig_42538	3.63E-195	75.6	0.756	0	248	0.964	0.318	13	1029	1055	62	1078	3200	1017	689	tid|432261|AB303556.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno midi virus
contig_100	5.06E-68	75.7	0.757	0	92	0.152	0.005	2108	2486	2498	52600	52978	83596	379	268	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_41081	1.99E-300	94.8	0.948	0	34	0.619	0.022	1071	409	1071	9338	10000	30246	663	1037	tid|1978001|MK415409.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage YS1-2_2434
contig_7638	0.00E+00	93.3	0.933	0	177	0.993	0.821	19	2666	2666	499	3145	3225	2648	3954	tid|68887|KT163880.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_17891	4.23E-178	70.4	0.704	0	433	0.915	0.055	1467	1	1603	322	1786	26678	1467	633	tid|239364|MK232980.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_23738	0.00E+00	97.2	0.972	0	22	0.575	0.372	475	1273	1390	39	836	2147	799	1331	tid|45332|S75733.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Prevotella phage phi AR29
contig_35011	1.36E-23	75.4	0.754	0	42	0.148	0.256	604	774	1152	456	626	668	171	120	tid|445564|ER783832.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured prairie soil virus
contig_17490	0.00E+00	81.7	0.817	0	221	0.746	0.014	415	1627	1627	54111	55320	83596	1213	1172	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_1367	0.00E+00	98.4	0.984	0	19	0.377	0.046	1357	186	3111	606	1777	25440	1172	2021	tid|239364|MK233092.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_30778	0.00E+00	92.6	0.926	0	91	1	0.196	1227	1	1227	1592	2825	6301	1234	1808	tid|239364|MK231506.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_7048	0.00E+00	92.8	0.928	0	140	0.687	0.064	1955	14	2826	25187	27126	30246	1942	2850	tid|1978001|MK415409.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage YS1-2_2434
contig_20676	0.00E+00	91.9	0.919	0	79	0.653	0.102	3	976	1491	4211	5183	9529	974	1394	tid|239364|MK231899.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_8494	5.92E-278	88.7	0.887	0	84	0.302	0.091	2474	1727	2474	1163	1910	8264	748	965	tid|239364|MK233643.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_39636	1.33E-70	70.5	0.705	0	178	0.556	0.208	484	1088	1088	1759	2366	2924	608	276	tid|68887|KP343850.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_368	0.00E+00	95.4	0.954	0	91	0.801	0.211	2028	53	2468	241	2215	9352	1976	3135	tid|239364|MK233802.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_1475	1.95E-25	74.4	0.744	0	50	0.026	0.048	2868	3063	7599	3728	3923	4088	196	129	tid|239364|MK233577.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_24066	1.90E-144	97.4	0.974	0	8	0.224	0.608	1266	957	1381	69	378	510	310	521	tid|239364|ED651451.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_19846	8.60E-194	94.7	0.947	0	23	0.288	0.106	1087	1525	1525	824	1262	4128	439	685	tid|239364|MK233399.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_8511	0.00E+00	98.2	0.982	0	32	0.728	0.124	1799	1	2470	10001	11799	14488	1799	3081	tid|239364|MK231500.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_8637	4.05E-127	71.8	0.718	0	261	0.377	0.302	1506	2431	2459	1869	2797	3072	929	465	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_1199	4.40E-291	93.7	0.937	0	42	0.145	1	1766	2434	4620	1	666	666	669	1010	tid|239364|CC820775.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_9428	0.00E+00	92.1	0.921	0	64	0.351	0.041	2289	1480	2307	19035	19847	19896	813	1170	tid|239364|MK231432.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_48551	1.02E-251	85.4	0.854	0	112	0.044	1	6242	5475	17648	1	768	768	768	880	tid|239364|CC821097.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_34312	3.81E-58	95.8	0.958	0	6	0.125	0.013	6	150	1164	10767	10911	10911	145	234	tid|239364|MK231527.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_3821	2.32E-75	85.6	0.856	0	37	0.065	0.006	256	1	3952	19484	19746	45225	263	294	tid|1977995|MK415400.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage apr34_1784
contig_2818	9.91E-98	91.6	0.916	0	22	0.112	0.434	1826	1564	2355	342	602	602	263	367	tid|239364|ED651222.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_4971	0.00E+00	95	0.95	0	38	0.199	0.02	3188	2419	3869	552	1320	39294	770	1207	tid|239364|MK231431.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_47503	1.51E-52	71.5	0.715	0	120	0.42	0.005	425	1	1013	42636	43056	83596	425	216	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_30660	4.17E-68	98	0.98	0	3	0.127	0.208	570	725	1229	595	750	750	156	268	tid|340016|KX814281.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured virus
contig_10228	6.81E-69	75.6	0.756	0	96	0.179	0.317	1596	1988	2197	29	421	1241	393	271	tid|68887|KP343831.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_9781	0.00E+00	88.1	0.881	0	266	0.991	0.681	15	2249	2256	594	2831	3285	2238	2801	tid|167758|AF315076.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_41046	0.00E+00	93.4	0.934	0	52	0.731	0.014	1024	242	1071	8891	9673	56426	783	1176	tid|1978000|MK415407.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO27_000271F
contig_7962	2.04E-80	68.3	0.683	0	293	0.358	0.329	27	952	2590	219	1147	2820	929	310	tid|68887|KP343863.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_15850	2.40E-46	70.5	0.705	0	127	0.252	0.943	1235	804	1713	1	431	457	432	196	tid|445564|ER784356.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured prairie soil virus
contig_5750	1.29E-200	72.6	0.726	0	361	0.395	0.016	2240	923	3336	68562	69879	83596	1318	709	tid|1977998|MK415405.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO05_000032F
contig_18866	0.00E+00	91.2	0.912	0	137	0.996	0.051	1564	5	1566	2536	4089	30246	1560	2165	tid|1978001|MK415409.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage YS1-2_2434
contig_3115	2.44E-120	72.2	0.722	0	243	0.107	0.033	7344	8219	8219	322	1201	26678	880	444	tid|239364|MK232980.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_23715	0.00E+00	99.7	0.997	0	4	0.99	0.895	1	1377	1391	163	1539	1539	1377	2455	tid|1214955|MG846494.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus 4
contig_36641	5.30E-29	72.4	0.724	0	73	0.236	0.105	495	760	1127	1391	1658	2563	268	138	tid|1743410|KT027935.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Chimpanzee anellovirus
contig_4417	2.71E-157	90	0.9	0	42	0.092	0.009	2290	2710	4589	28895	29312	45629	421	566	tid|2570912|LR596902.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Roseburia phage Jekyll
contig_44199	2.72E-22	74.8	0.748	0	43	0.165	0.256	850	680	1039	456	626	668	171	115	tid|445564|ER783832.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured prairie soil virus
contig_222	2.52E-97	72.1	0.721	0	197	0.008	1	10444	9722	87604	1	706	706	723	368	tid|239364|CC820996.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_369	0.00E+00	97.5	0.975	0	17	0.411	0.071	1270	606	1618	1149	1812	9352	665	1118	tid|239364|MK233802.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_4794	4.31E-82	74.4	0.744	0	122	0.12	0.152	1748	1264	4056	1334	1812	3157	485	316	tid|239364|MK233955.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_15395	0.00E+00	99.3	0.993	0	12	1	0.018	1	1738	1738	15657	17394	94489	1738	3062	tid|38018|JQ680354.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_1925	0.00E+00	97.1	0.971	0	24	0.062	0.998	8127	8944	13190	1	817	819	818	1363	tid|239364|CC821153.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_44542	2.62E-66	88.2	0.882	0	24	0.198	0.005	1	205	1036	25683	25887	45225	205	261	tid|1977995|MK415400.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage apr34_1784
contig_2538	4.01E-161	70.8	0.708	0	355	0.071	0.04	14509	15728	17225	1389	2606	30246	1220	579	tid|1978001|MK415409.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage YS1-2_2434
contig_22270	0.00E+00	99.8	0.998	0	3	0.964	0.05	1401	17	1437	15750	17134	27759	1385	2474	tid|38018|JQ680363.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_6963	6.07E-296	84.1	0.841	0	137	0.302	0.03	2852	1990	2854	4062	4978	30246	917	1025	tid|1978001|MK415409.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage YS1-2_2434
contig_6992	1.67E-51	67.4	0.674	0	207	0.224	0.047	1939	1304	2839	11315	11950	13427	636	214	tid|38018|JQ680352.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_7199	0.00E+00	95.8	0.958	0	83	0.919	0.022	1	1989	2164	60955	62995	94489	2041	3324	tid|38018|JQ680354.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_18593	8.38E-164	74.3	0.743	0	238	0.59	0.571	931	3	1574	505	1433	1626	929	586	tid|239364|MK233929.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_3969	3.53E-71	70.4	0.704	0	181	0.115	0.003	4698	5310	5311	11908	12529	209257	622	280	tid|278008|LR756489.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured phage
contig_40340	9.55E-150	99.6	0.996	0	1	0.28	0.064	1079	778	1079	209	510	4748	302	538	tid|239364|MK233569.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_33461	7.63E-152	88.5	0.885	0	49	0.362	0.052	684	1110	1179	1402	1825	8096	427	545	tid|239364|MK233641.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_16568	0.00E+00	97.8	0.978	0	29	0.998	0.226	1	1323	1325	655	1977	5862	1323	2246	tid|239364|MK233739.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_454	0.00E+00	98.4	0.984	0	29	0.884	0.432	240	2052	2052	1336	3149	4199	1814	3122	tid|239364|MK233708.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_26388	0.00E+00	92.1	0.921	0	98	0.946	0.063	1290	42	1320	17418	18664	19896	1249	1793	tid|239364|MK231432.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_36	0.00E+00	80.2	0.802	0	520	0.493	0.035	5299	2668	5343	62236	64864	75500	2632	2375	tid|2723243|MT121964.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage DP SC_6_H4_2017
contig_17231	1.55E-99	94.2	0.942	0	14	0.148	0.32	242	1	1638	313	554	756	242	372	tid|239364|CC820971.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_11445	9.91E-46	70.1	0.701	0	130	0.377	0.012	435	1	1153	31482	31922	37817	441	193	tid|38018|JQ680364.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Bacteriophage sp.
contig_3300	0.00E+00	91.1	0.911	0	84	0.132	0.017	7017	6078	7118	42399	43338	56426	940	1314	tid|1978000|MK415407.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage FAKO27_000271F
contig_7777	0.00E+00	91.5	0.915	0	222	0.994	0.269	2631	16	2631	4239	6854	9720	2616	3703	tid|239364|MK233334.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_23029	6.41E-205	85.2	0.852	0	94	0.451	0.073	649	13	1411	745	1381	8680	637	722	tid|12392|AF182207.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Lactobacillus phage mv4
contig_1980	3.08E-155	89	0.89	0	47	0.066	0.009	3472	3044	6514	28267	28695	45629	429	560	tid|2570912|LR596902.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Roseburia phage Jekyll
contig_71	9.15E-37	73.1	0.731	0	78	0.385	0.004	4	294	756	35522	35811	75500	291	163	tid|2723243|MT121964.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	Phage DP SC_6_H4_2017
contig_37560	0.00E+00	93.4	0.934	0	73	1	0.389	1114	1	1114	506	1636	2909	1131	1670	tid|239364|MK231635.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
