"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Protoparvovirus",2.60921923775901,-0.879709081164011,0.270373025076192,-3.25368657215751,0.00113917892070009,0.00714277590744443
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;unclassified Parvoviridae genus",2659.20085824804,-3.48522776216019,0.611258999317775,-5.70172016452935,1.1860441978189e-08,1.00813756814607e-07
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kobuvirus",1.39861488294666,-0.747400304157028,0.231764493172631,-3.22482660706929,0.0012604898660196,0.00714277590744443
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus",2998.1521131508,-3.55839492445341,0.56925072643181,-6.25101516647721,4.07793269945058e-10,6.93248558906599e-09
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,-4.37438714269874,0.613015824984103,-7.13584701147344,9.61929537803493e-13,3.27056042853187e-11
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus",5745.7774821986,-3.44339662159414,0.584990249510278,-5.88624618013167,3.95065721328902e-09,4.47741150839422e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus",1735869.32876419,-1.78066937593316,0.647829798803422,-2.74866852253811,0.00598378659787452,0.0290641063325334
