"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;unclassified Parvoviridae genus",2659.20085824804,-4.52907671870556,1.02524390202815,-4.41756026029132,9.98212455537023e-06,0.000113130744960863
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kobuvirus",1.39861488294666,0.886210132259605,0.337115335506029,2.62880396980266,0.00856857386628077,0.0485552519089244
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus",5879.71634217732,-7.35544853187313,1.02731817545192,-7.15985437387737,8.07628086209342e-13,1.37296774655588e-11
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus",2998.1521131508,-2.65557945492797,0.94378687536963,-2.81374908279788,0.00489674335758995,0.0332978548316117
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,10.4690849840212,1.02487614387287,10.2149757769363,1.69921583950441e-24,5.77733385431498e-23
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus",5745.7774821986,3.81880735976203,0.971880236284562,3.92929829951178,8.51941024812255e-05,0.000724149871090417
