"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus",2.83749370898881,0.340491449437765,0.115018932053372,2.96030786722805,0.00307331752380244,0.0261231989523207
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;unclassified Parvoviridae genus",2659.20085824804,2.37476900025289,0.259935113593777,9.13600693426955,6.48008863333827e-20,2.20323013533501e-18
"Viruses;Duplornaviricota;Resentoviricetes;Reovirales;Reoviridae;unclassified Reoviridae genus",1.4201734091823,0.249773071679967,0.0908980746486594,2.74783676821972,0.00599898666192433,0.0407931093010855
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus",2998.1521131508,-2.17708164128302,0.241915700231925,-8.99934001470695,2.27078618860169e-19,3.86033652062288e-18
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus",5745.7774821986,-1.12011784796196,0.247776694114843,-4.52067476307031,6.16428317718873e-06,6.98618760081389e-05
