"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,-12.8780801342895,2.38864922290336,-5.39136513256492,6.99244291435183e-08,1.18871529543981e-06
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gyrovirus",322.276610376108,8.57250302374431,1.84968909891396,4.63456427827662,3.57690080996027e-06,4.05382091795497e-05
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus",1735869.32876419,14.7912852043283,2.47167798888679,5.98430914982985,2.17310224224443e-09,7.38854762363107e-08
