"","Contig","Present_CELIAC","Absent_CELIAC","Present_CONTROL","Absent_CONTROL","OddsRatio","P_value","FDR"
"4","contig_43336",0,47,3,60,0,0.259132610508757,1
"2","contig_3567",1,46,0,63,Inf,0.427272727272728,1
"3","contig_3669",0,47,2,61,0,0.506088407005839,1
"1","contig_34440",0,47,1,62,0,1,1
"5","contig_4647",0,47,1,62,0,1,1
"6","contig_49065",0,47,1,62,0,1,1
"7","contig_8153",0,47,1,62,0,1,1
