"","Contig","total_PA"
"244","virus_comp_17106_cycle_1",7
"245","virus_comp_17146_cycle_1",7
"246","virus_comp_17161_cycle_1",7
"247","virus_comp_17175_cycle_1",7
"248","virus_comp_17179_cycle_1",7
"249","virus_comp_17181_cycle_1",7
"250","virus_comp_17347_cycle_1",7
"251","virus_comp_17387_cycle_1",7
"252","virus_comp_17409_cycle_1",7
"253","virus_comp_17489_cycle_1",7
"254","virus_comp_17766_cycle_1",7
"255","virus_comp_17982_cycle_1",7
"256","virus_comp_18141_cycle_1",7
"257","virus_comp_190_cycle_1",7
"258","virus_comp_204_cycle_1",7
"259","virus_comp_229_cycle_1",7
"260","virus_comp_234_cycle_1",7
"261","virus_comp_238_cycle_1",7
"262","virus_comp_270_cycle_1",7
"263","virus_comp_287_cycle_1",7
"264","virus_comp_2872_cycle_1",7
"265","virus_comp_306_cycle_1",7
"266","virus_comp_331_cycle_1",7
"267","virus_comp_5196_cycle_1",7
"268","virus_comp_5651_cycle_1",7
"269","virus_comp_571_cycle_2",7
"270","virus_comp_795_cycle_1",7
"271","virus_comp_8034_cycle_1",7
"272","virus_comp_86_cycle_1",7
"273","virus_comp_8666_cycle_1",7
"274","virus_comp_896_cycle_1",7
"275","virus_comp_93_cycle_1",7
"276","virus_comp_958_cycle_1",7
"277","edge_1118",7
"278","edge_1270",7
"279","edge_1294",7
"280","edge_1318",7
"281","edge_1323",7
"282","edge_1336",7
"283","edge_1366",7
"284","edge_1529",7
"285","edge_1548",7
"286","edge_1584",7
"287","edge_1609",7
"288","edge_1622",7
"289","edge_1922",7
"290","edge_1959",7
"291","edge_48361",7
"292","edge_543",7
"293","edge_643",7
"294","edge_716",7
"295","edge_95",7
"296","virus_comp_10749_cycle_1",6
"297","virus_comp_10805_cycle_1",6
"298","virus_comp_1145_cycle_1",6
"299","virus_comp_11454_cycle_1",6
"300","virus_comp_118_cycle_1",6
"301","virus_comp_122_cycle_1",6
"302","virus_comp_1289_cycle_1",6
"303","virus_comp_1378_cycle_1",6
"304","virus_comp_14364_cycle_1",6
"305","virus_comp_14374_cycle_1",6
"306","virus_comp_14420_cycle_1",6
"307","virus_comp_14652_cycle_1",6
"308","virus_comp_14770_cycle_1",6
"309","virus_comp_14861_cycle_1",6
"310","virus_comp_1502_cycle_1",6
"311","virus_comp_1503_cycle_1",6
"312","virus_comp_15063_cycle_1",6
"313","virus_comp_15231_cycle_1",6
"314","virus_comp_15340_cycle_1",6
"315","virus_comp_15445_cycle_1",6
"316","virus_comp_15503_cycle_1",6
"317","virus_comp_15520_cycle_1",6
"318","virus_comp_15570_cycle_1",6
"319","virus_comp_15771_cycle_1",6
"320","virus_comp_15809_cycle_1",6
"321","virus_comp_16135_cycle_1",6
"322","virus_comp_16241_cycle_1",6
"323","virus_comp_16471_cycle_1",6
"324","virus_comp_1648_cycle_1",6
"325","virus_comp_1656_cycle_1",6
"326","virus_comp_16667_cycle_1",6
"327","virus_comp_16781_cycle_1",6
"328","virus_comp_16919_cycle_1",6
"329","virus_comp_17103_cycle_1",6
"330","virus_comp_17133_cycle_1",6
"331","virus_comp_17139_cycle_1",6
"332","virus_comp_17154_cycle_1",6
"333","virus_comp_17162_cycle_1",6
"334","virus_comp_17188_cycle_1",6
"335","virus_comp_173_cycle_1",6
"336","virus_comp_17308_cycle_1",6
"337","virus_comp_17357_cycle_1",6
"338","virus_comp_1737_cycle_1",6
"339","virus_comp_17403_cycle_1",6
"340","virus_comp_17448_cycle_1",6
"341","virus_comp_17560_cycle_1",6
"342","virus_comp_17563_cycle_1",6
"343","virus_comp_1758_cycle_1",6
"344","virus_comp_17632_cycle_1",6
"345","virus_comp_17651_cycle_1",6
"346","virus_comp_17668_cycle_1",6
"347","virus_comp_17707_cycle_1",6
"348","virus_comp_17711_cycle_1",6
"349","virus_comp_17826_cycle_1",6
"350","virus_comp_17843_cycle_1",6
"351","virus_comp_17881_cycle_1",6
"352","virus_comp_18022_cycle_1",6
"353","virus_comp_18073_cycle_1",6
"354","virus_comp_18112_cycle_1",6
"355","virus_comp_1972_cycle_1",6
"356","virus_comp_216_cycle_1",6
"357","virus_comp_2320_cycle_1",6
"358","virus_comp_284_cycle_1",6
"359","virus_comp_301_cycle_1",6
"360","virus_comp_3620_cycle_1",6
"361","virus_comp_480_cycle_1",6
"362","virus_comp_5286_cycle_1",6
"363","virus_comp_5431_cycle_1",6
"364","virus_comp_5587_cycle_1",6
"365","virus_comp_5606_cycle_1",6
"366","virus_comp_640_cycle_1",6
"367","virus_comp_767_cycle_1",6
"368","virus_comp_792_cycle_1",6
"369","virus_comp_8677_cycle_1",6
"370","virus_comp_931_cycle_1",6
"371","virus_comp_99_cycle_1",6
"372","edge_1106",6
"373","edge_1110",6
"374","edge_1275",6
"375","edge_1284",6
"376","edge_1315",6
"377","edge_1317",6
"378","edge_1322",6
"379","edge_1329",6
"380","edge_1582",6
"381","edge_1589",6
"382","edge_1598",6
"383","edge_1608",6
"384","edge_1612",6
"385","edge_1643",6
"386","edge_1755",6
"387","edge_1962",6
"388","edge_1979",6
"389","edge_3336",6
"390","edge_3338",6
"391","edge_48627",6
"392","virus_comp_1025_cycle_1",5
"393","virus_comp_10426_cycle_1",5
"394","virus_comp_1073_cycle_1",5
"395","virus_comp_1091_cycle_1",5
"396","virus_comp_12176_cycle_1",5
"397","virus_comp_1245_cycle_1",5
"398","virus_comp_1257_cycle_1",5
"399","virus_comp_12592_cycle_1",5
"400","virus_comp_12948_cycle_1",5
"401","virus_comp_131_cycle_1",5
"402","virus_comp_1420_cycle_1",5
"403","virus_comp_1434_cycle_1",5
"404","virus_comp_1466_cycle_1",5
"405","virus_comp_14751_cycle_1",5
"406","virus_comp_14799_cycle_1",5
"407","virus_comp_14977_cycle_1",5
"408","virus_comp_15312_cycle_1",5
"409","virus_comp_15318_cycle_1",5
"410","virus_comp_1555_cycle_1",5
"411","virus_comp_15614_cycle_1",5
"412","virus_comp_15811_cycle_1",5
"413","virus_comp_159_cycle_1",5
"414","virus_comp_15931_cycle_1",5
"415","virus_comp_15976_cycle_1",5
"416","virus_comp_15996_cycle_1",5
"417","virus_comp_16182_cycle_1",5
"418","virus_comp_16260_cycle_1",5
"419","virus_comp_16293_cycle_1",5
"420","virus_comp_16324_cycle_1",5
"421","virus_comp_16335_cycle_1",5
"422","virus_comp_16350_cycle_1",5
"423","virus_comp_16439_cycle_1",5
"424","virus_comp_16569_cycle_1",5
"425","virus_comp_16632_cycle_1",5
"426","virus_comp_1666_cycle_1",5
"427","virus_comp_16681_cycle_1",5
"428","virus_comp_16729_cycle_1",5
"429","virus_comp_16765_cycle_1",5
"430","virus_comp_1699_cycle_1",5
"431","virus_comp_17064_cycle_1",5
"432","virus_comp_17081_cycle_1",5
"433","virus_comp_17104_cycle_1",5
"434","virus_comp_1711_cycle_1",5
"435","virus_comp_17115_cycle_1",5
"436","virus_comp_17135_cycle_1",5
"437","virus_comp_17142_cycle_1",5
"438","virus_comp_17145_cycle_1",5
"439","virus_comp_17147_cycle_1",5
"440","virus_comp_17148_cycle_1",5
"441","virus_comp_17183_cycle_1",5
"442","virus_comp_17186_cycle_1",5
"443","virus_comp_17191_cycle_1",5
"444","virus_comp_172_cycle_1",5
"445","virus_comp_17225_cycle_1",5
"446","virus_comp_17278_cycle_1",5
"447","virus_comp_17301_cycle_1",5
"448","virus_comp_17305_cycle_1",5
"449","virus_comp_17323_cycle_1",5
"450","virus_comp_17341_cycle_1",5
"451","virus_comp_17358_cycle_1",5
"452","virus_comp_174_cycle_1",5
"453","virus_comp_17421_cycle_1",5
"454","virus_comp_17496_cycle_1",5
"455","virus_comp_17570_cycle_1",5
"456","virus_comp_17571_cycle_1",5
"457","virus_comp_17602_cycle_1",5
"458","virus_comp_17614_cycle_1",5
"459","virus_comp_1764_cycle_1",5
"460","virus_comp_17658_cycle_1",5
"461","virus_comp_17683_cycle_1",5
"462","virus_comp_177_cycle_1",5
"463","virus_comp_17702_cycle_1",5
"464","virus_comp_17747_cycle_1",5
"465","virus_comp_17788_cycle_1",5
"466","virus_comp_17801_cycle_1",5
"467","virus_comp_17866_cycle_1",5
"468","virus_comp_17875_cycle_1",5
"469","virus_comp_17885_cycle_1",5
"470","virus_comp_17914_cycle_1",5
"471","virus_comp_17975_cycle_1",5
"472","virus_comp_17997_cycle_1",5
"473","virus_comp_18029_cycle_1",5
"474","virus_comp_18100_cycle_1",5
"475","virus_comp_18108_cycle_1",5
"476","virus_comp_18157_cycle_1",5
"477","virus_comp_1979_cycle_1",5
"478","virus_comp_1988_cycle_1",5
"479","virus_comp_2097_cycle_1",5
"480","virus_comp_224_cycle_1",5
"481","virus_comp_240_cycle_1",5
"482","virus_comp_254_cycle_1",5
"483","virus_comp_266_cycle_1",5
"484","virus_comp_267_cycle_1",5
"485","virus_comp_2671_cycle_1",5
"486","virus_comp_279_cycle_1",5
"487","virus_comp_2878_cycle_1",5
"488","virus_comp_2900_cycle_1",5
"489","virus_comp_3043_cycle_1",5
"490","virus_comp_305_cycle_1",5
"491","virus_comp_309_cycle_1",5
"492","virus_comp_342_cycle_1",5
"493","virus_comp_3470_cycle_1",5
"494","virus_comp_3604_cycle_1",5
"495","virus_comp_3759_cycle_1",5
"496","virus_comp_4117_cycle_1",5
"497","virus_comp_481_cycle_1",5
"498","virus_comp_49_cycle_1",5
"499","virus_comp_5061_cycle_1",5
"500","virus_comp_6146_cycle_1",5
"501","virus_comp_62_cycle_1",5
"502","virus_comp_622_cycle_1",5
"503","virus_comp_64_cycle_1",5
"504","virus_comp_6708_cycle_1",5
"505","virus_comp_6738_cycle_1",5
"506","virus_comp_6834_cycle_1",5
"507","virus_comp_7506_cycle_1",5
"508","virus_comp_7551_cycle_1",5
"509","virus_comp_7634_cycle_1",5
"510","virus_comp_765_cycle_1",5
"511","virus_comp_7886_cycle_1",5
"512","virus_comp_789_cycle_1",5
"513","virus_comp_79_cycle_1",5
"514","virus_comp_823_cycle_1",5
"515","virus_comp_85_cycle_1",5
"516","virus_comp_89_cycle_1",5
"517","virus_comp_91_cycle_1",5
"518","virus_comp_9530_cycle_1",5
"519","edge_1107",5
"520","edge_1113",5
"521","edge_1286",5
"522","edge_1295",5
"523","edge_1313",5
"524","edge_1328",5
"525","edge_1532",5
"526","edge_1592",5
"527","edge_1600",5
"528","edge_1602",5
"529","edge_1607",5
"530","edge_1613",5
"531","edge_1914",5
"532","edge_1957",5
"533","edge_1958",5
"534","edge_2048",5
"535","edge_2085",5
"536","edge_2257",5
"537","edge_2272",5
"538","edge_48584",5
"539","edge_48587",5
"540","edge_48591",5
"541","virus_comp_10032_cycle_1",4
"542","virus_comp_101_cycle_1",4
"543","virus_comp_1019_cycle_1",4
"544","virus_comp_10209_cycle_1",4
"545","virus_comp_1030_cycle_1",4
"546","virus_comp_10384_cycle_1",4
"547","virus_comp_10493_cycle_1",4
"548","virus_comp_1075_cycle_1",4
"549","virus_comp_1078_cycle_1",4
"550","virus_comp_1122_cycle_1",4
"551","virus_comp_11283_cycle_1",4
"552","virus_comp_11404_cycle_1",4
"553","virus_comp_11504_cycle_1",4
"554","virus_comp_1173_cycle_1",4
"555","virus_comp_11808_cycle_1",4
"556","virus_comp_12088_cycle_1",4
"557","virus_comp_12222_cycle_1",4
"558","virus_comp_12288_cycle_1",4
"559","virus_comp_12316_cycle_1",4
"560","virus_comp_124_cycle_1",4
"561","virus_comp_1256_cycle_1",4
"562","virus_comp_12629_cycle_1",4
"563","virus_comp_12740_cycle_1",4
"564","virus_comp_12843_cycle_1",4
"565","virus_comp_13023_cycle_1",4
"566","virus_comp_13096_cycle_1",4
"567","virus_comp_13183_cycle_1",4
"568","virus_comp_13235_cycle_1",4
"569","virus_comp_13268_cycle_1",4
"570","virus_comp_1329_cycle_1",4
"571","virus_comp_134_cycle_1",4
"572","virus_comp_13493_cycle_1",4
"573","virus_comp_13519_cycle_1",4
"574","virus_comp_13696_cycle_1",4
"575","virus_comp_13709_cycle_1",4
"576","virus_comp_13766_cycle_1",4
"577","virus_comp_13821_cycle_1",4
"578","virus_comp_14088_cycle_1",4
"579","virus_comp_14095_cycle_1",4
"580","virus_comp_14293_cycle_1",4
"581","virus_comp_143_cycle_1",4
"582","virus_comp_1435_cycle_1",4
"583","virus_comp_14413_cycle_1",4
"584","virus_comp_1452_cycle_1",4
"585","virus_comp_14574_cycle_1",4
"586","virus_comp_14593_cycle_1",4
"587","virus_comp_14614_cycle_1",4
"588","virus_comp_147_cycle_1",4
"589","virus_comp_14731_cycle_1",4
"590","virus_comp_14748_cycle_1",4
"591","virus_comp_14801_cycle_1",4
"592","virus_comp_14959_cycle_1",4
"593","virus_comp_15056_cycle_1",4
"594","virus_comp_15093_cycle_1",4
"595","virus_comp_15199_cycle_1",4
"596","virus_comp_15236_cycle_1",4
"597","virus_comp_15297_cycle_1",4
"598","virus_comp_153_cycle_1",4
"599","virus_comp_15349_cycle_1",4
"600","virus_comp_15393_cycle_1",4
"601","virus_comp_15497_cycle_1",4
"602","virus_comp_15575_cycle_1",4
"603","virus_comp_15632_cycle_1",4
"604","virus_comp_15637_cycle_1",4
"605","virus_comp_15699_cycle_1",4
"606","virus_comp_1571_cycle_1",4
"607","virus_comp_15711_cycle_1",4
"608","virus_comp_15743_cycle_1",4
"609","virus_comp_158_cycle_1",4
"610","virus_comp_15804_cycle_1",4
"611","virus_comp_15824_cycle_1",4
"612","virus_comp_1583_cycle_1",4
"613","virus_comp_15953_cycle_1",4
"614","virus_comp_15998_cycle_1",4
"615","virus_comp_1616_cycle_1",4
"616","virus_comp_1617_cycle_1",4
"617","virus_comp_1620_cycle_1",4
"618","virus_comp_16204_cycle_1",4
"619","virus_comp_16235_cycle_1",4
"620","virus_comp_16236_cycle_1",4
"621","virus_comp_16245_cycle_1",4
"622","virus_comp_16267_cycle_1",4
"623","virus_comp_16268_cycle_1",4
"624","virus_comp_16310_cycle_1",4
"625","virus_comp_1632_cycle_1",4
"626","virus_comp_16345_cycle_1",4
"627","virus_comp_16357_cycle_1",4
"628","virus_comp_1646_cycle_1",4
"629","virus_comp_16495_cycle_1",4
"630","virus_comp_16504_cycle_1",4
"631","virus_comp_1654_cycle_1",4
"632","virus_comp_1661_cycle_1",4
"633","virus_comp_16619_cycle_1",4
"634","virus_comp_16624_cycle_1",4
"635","virus_comp_16695_cycle_1",4
"636","virus_comp_16712_cycle_1",4
"637","virus_comp_16795_cycle_1",4
"638","virus_comp_16811_cycle_1",4
"639","virus_comp_16815_cycle_1",4
"640","virus_comp_16846_cycle_1",4
"641","virus_comp_1686_cycle_1",4
"642","virus_comp_16867_cycle_1",4
"643","virus_comp_16878_cycle_1",4
"644","virus_comp_16883_cycle_1",4
"645","virus_comp_16898_cycle_1",4
"646","virus_comp_16901_cycle_1",4
"647","virus_comp_16910_cycle_1",4
"648","virus_comp_16912_cycle_1",4
"649","virus_comp_16967_cycle_1",4
"650","virus_comp_1697_cycle_1",4
"651","virus_comp_16987_cycle_1",4
"652","virus_comp_17035_cycle_1",4
"653","virus_comp_17063_cycle_1",4
"654","virus_comp_17096_cycle_1",4
"655","virus_comp_17111_cycle_1",4
"656","virus_comp_17119_cycle_1",4
"657","virus_comp_17123_cycle_1",4
"658","virus_comp_17129_cycle_1",4
"659","virus_comp_17149_cycle_1",4
"660","virus_comp_17152_cycle_1",4
"661","virus_comp_17164_cycle_1",4
"662","virus_comp_17167_cycle_1",4
"663","virus_comp_17173_cycle_1",4
"664","virus_comp_17174_cycle_1",4
"665","virus_comp_17184_cycle_1",4
"666","virus_comp_17205_cycle_1",4
"667","virus_comp_17218_cycle_1",4
"668","virus_comp_17223_cycle_1",4
"669","virus_comp_17239_cycle_1",4
"670","virus_comp_17247_cycle_1",4
"671","virus_comp_17255_cycle_1",4
"672","virus_comp_17267_cycle_1",4
"673","virus_comp_17282_cycle_1",4
"674","virus_comp_17283_cycle_1",4
"675","virus_comp_17297_cycle_1",4
"676","virus_comp_17334_cycle_1",4
"677","virus_comp_17344_cycle_1",4
"678","virus_comp_17361_cycle_1",4
"679","virus_comp_17369_cycle_1",4
"680","virus_comp_17383_cycle_1",4
"681","virus_comp_17400_cycle_1",4
"682","virus_comp_17404_cycle_1",4
"683","virus_comp_17418_cycle_1",4
"684","virus_comp_1742_cycle_1",4
"685","virus_comp_17450_cycle_1",4
"686","virus_comp_17454_cycle_1",4
"687","virus_comp_17465_cycle_1",4
"688","virus_comp_17474_cycle_1",4
"689","virus_comp_17477_cycle_1",4
"690","virus_comp_1748_cycle_1",4
"691","virus_comp_17483_cycle_1",4
"692","virus_comp_17486_cycle_1",4
"693","virus_comp_17495_cycle_1",4
"694","virus_comp_17521_cycle_1",4
"695","virus_comp_17522_cycle_1",4
"696","virus_comp_17531_cycle_1",4
"697","virus_comp_17549_cycle_1",4
"698","virus_comp_17574_cycle_1",4
"699","virus_comp_17591_cycle_1",4
"700","virus_comp_17595_cycle_1",4
"701","virus_comp_17608_cycle_1",4
"702","virus_comp_17611_cycle_1",4
"703","virus_comp_17612_cycle_1",4
"704","virus_comp_17613_cycle_1",4
"705","virus_comp_17621_cycle_1",4
"706","virus_comp_17638_cycle_1",4
"707","virus_comp_17644_cycle_1",4
"708","virus_comp_1765_cycle_1",4
"709","virus_comp_17654_cycle_1",4
"710","virus_comp_17665_cycle_1",4
"711","virus_comp_17680_cycle_1",4
"712","virus_comp_17696_cycle_1",4
"713","virus_comp_17777_cycle_1",4
"714","virus_comp_17799_cycle_1",4
"715","virus_comp_17889_cycle_1",4
"716","virus_comp_17895_cycle_1",4
"717","virus_comp_17897_cycle_1",4
"718","virus_comp_17902_cycle_1",4
"719","virus_comp_17935_cycle_1",4
"720","virus_comp_17936_cycle_1",4
"721","virus_comp_17946_cycle_1",4
"722","virus_comp_17953_cycle_1",4
"723","virus_comp_17991_cycle_1",4
"724","virus_comp_18007_cycle_1",4
"725","virus_comp_18019_cycle_1",4
"726","virus_comp_18078_cycle_1",4
"727","virus_comp_18124_cycle_1",4
"728","virus_comp_18136_cycle_1",4
"729","virus_comp_183_cycle_1",4
"730","virus_comp_1857_cycle_1",4
"731","virus_comp_1931_cycle_1",4
"732","virus_comp_1943_cycle_1",4
"733","virus_comp_1968_cycle_1",4
"734","virus_comp_2069_cycle_1",4
"735","virus_comp_2077_cycle_1",4
"736","virus_comp_222_cycle_1",4
"737","virus_comp_2253_cycle_1",4
"738","virus_comp_2254_cycle_1",4
"739","virus_comp_2264_cycle_1",4
"740","virus_comp_23_cycle_1",4
"741","virus_comp_2415_cycle_1",4
"742","virus_comp_2454_cycle_1",4
"743","virus_comp_246_cycle_1",4
"744","virus_comp_2551_cycle_1",4
"745","virus_comp_2556_cycle_1",4
"746","virus_comp_2606_cycle_1",4
"747","virus_comp_2640_cycle_1",4
"748","virus_comp_265_cycle_1",4
"749","virus_comp_2833_cycle_1",4
"750","virus_comp_2834_cycle_1",4
"751","virus_comp_285_cycle_1",4
"752","virus_comp_2876_cycle_1",4
"753","virus_comp_289_cycle_1",4
"754","virus_comp_29_cycle_1",4
"755","virus_comp_290_cycle_1",4
"756","virus_comp_298_cycle_2",4
"757","virus_comp_2989_cycle_1",4
"758","virus_comp_299_cycle_1",4
"759","virus_comp_300_cycle_1",4
"760","virus_comp_3057_cycle_1",4
"761","virus_comp_31_cycle_1",4
