"","Contig","total_PA"
"66","virus_comp_1132_cycle_1",263
"67","virus_comp_9288_cycle_1",263
"68","virus_comp_38_cycle_1",260
"69","virus_comp_924_cycle_1",260
"70","virus_comp_5129_cycle_1",260
"71","virus_comp_7972_cycle_1",260
"72","virus_comp_13698_cycle_1",260
"73","virus_comp_5619_cycle_1",257
"74","virus_comp_17576_cycle_1",257
"75","virus_comp_17201_cycle_1",255
"76","virus_comp_1171_cycle_1",254
"77","virus_comp_1102_cycle_1",253
"78","virus_comp_2316_cycle_1",253
"79","virus_comp_6747_cycle_1",253
"80","virus_comp_7657_cycle_1",250
"81","virus_comp_17053_cycle_1",250
"82","virus_comp_786_cycle_1",245
"83","virus_comp_2653_cycle_1",244
"84","virus_comp_1925_cycle_1",242
"85","virus_comp_751_cycle_1",241
"86","virus_comp_3690_cycle_1",238
"87","virus_comp_9338_cycle_1",235
"88","virus_comp_15860_cycle_1",232
"89","virus_comp_10385_cycle_1",230
"90","virus_comp_16681_cycle_1",230
"91","virus_comp_11673_cycle_1",229
"92","virus_comp_4317_cycle_1",224
"93","virus_comp_7153_cycle_1",223
"94","virus_comp_17205_cycle_1",222
"95","virus_comp_16977_cycle_1",220
"96","virus_comp_15562_cycle_1",218
"97","virus_comp_6497_cycle_1",217
"98","virus_comp_10410_cycle_1",215
"99","virus_comp_13169_cycle_1",214
"100","virus_comp_2180_cycle_1",212
"101","virus_comp_472_cycle_1",208
"102","virus_comp_2273_cycle_1",207
"103","virus_comp_15349_cycle_1",206
"104","virus_comp_3274_cycle_1",205
"105","virus_comp_42_cycle_1",204
"106","virus_comp_9670_cycle_1",202
"107","virus_comp_1609_cycle_1",201
"108","virus_comp_5116_cycle_1",197
"109","virus_comp_1790_cycle_1",193
"110","virus_comp_11297_cycle_1",193
"111","virus_comp_680_cycle_1",190
"112","virus_comp_5352_cycle_1",189
"113","virus_comp_9703_cycle_1",188
"114","virus_comp_3084_cycle_1",180
"115","virus_comp_16862_cycle_1",178
"116","virus_comp_922_cycle_1",177
"117","virus_comp_9042_cycle_1",176
"118","virus_comp_12932_cycle_1",173
"119","virus_comp_17005_cycle_1",164
"120","virus_comp_12758_cycle_1",163
"121","virus_comp_3676_cycle_1",162
"122","virus_comp_4040_cycle_1",161
"123","virus_comp_15731_cycle_1",160
"124","virus_comp_1118_cycle_1",154
"125","virus_comp_3103_cycle_1",152
"126","virus_comp_502_cycle_1",149
"127","virus_comp_7882_cycle_1",146
"128","virus_comp_978_cycle_1",145
"129","virus_comp_16562_cycle_1",143
"130","virus_comp_12109_cycle_1",139
"131","virus_comp_454_cycle_1",138
"132","virus_comp_3724_cycle_1",134
"133","virus_comp_9998_cycle_1",134
"134","virus_comp_247_cycle_1",132
"135","virus_comp_11516_cycle_1",130
"136","virus_comp_3571_cycle_1",129
"137","virus_comp_5770_cycle_1",128
"138","virus_comp_15829_cycle_1",127
"139","virus_comp_17075_cycle_1",126
"140","virus_comp_122_cycle_1",125
"141","virus_comp_17098_cycle_1",124
"142","virus_comp_11969_cycle_1",123
"143","edge_251",123
"144","virus_comp_8529_cycle_1",121
"145","virus_comp_10766_cycle_1",121
"146","virus_comp_15565_cycle_1",119
"147","edge_48361",119
"148","virus_comp_50_cycle_1",116
"149","edge_363",116
"150","virus_comp_17100_cycle_1",110
"151","edge_574",110
"152","virus_comp_121_cycle_1",105
"153","virus_comp_17230_cycle_1",105
"154","edge_2413",105
"155","virus_comp_17351_cycle_1",104
"156","virus_comp_58_cycle_1",103
"157","virus_comp_911_cycle_1",102
"158","virus_comp_260_cycle_1",99
"159","virus_comp_2980_cycle_1",99
"160","virus_comp_15424_cycle_1",99
"161","virus_comp_5570_cycle_1",98
"162","virus_comp_17059_cycle_1",98
"163","virus_comp_17076_cycle_1",97
"164","virus_comp_7613_cycle_1",96
"165","virus_comp_16729_cycle_1",96
"166","virus_comp_17401_cycle_1",95
"167","virus_comp_5542_cycle_1",94
"168","virus_comp_71_cycle_1",93
"169","virus_comp_166_cycle_1",93
"170","edge_1504",93
"171","virus_comp_13846_cycle_1",92
"172","virus_comp_13154_cycle_1",91
"173","virus_comp_48_cycle_1",90
"174","virus_comp_163_cycle_1",90
"175","virus_comp_739_cycle_1",90
"176","virus_comp_7868_cycle_1",90
"177","virus_comp_198_cycle_1",89
"178","virus_comp_295_cycle_1",89
"179","virus_comp_10852_cycle_1",89
"180","virus_comp_17079_cycle_1",89
"181","virus_comp_435_cycle_1",88
"182","virus_comp_443_cycle_1",88
"183","virus_comp_17029_cycle_1",88
"184","virus_comp_17082_cycle_1",88
"185","edge_449",88
"186","virus_comp_505_cycle_1",87
"187","virus_comp_523_cycle_1",87
"188","virus_comp_17243_cycle_1",87
"189","virus_comp_756_cycle_1",86
"190","virus_comp_17260_cycle_1",86
"191","virus_comp_13344_cycle_1",85
"192","virus_comp_15385_cycle_1",85
"193","virus_comp_611_cycle_1",84
"194","virus_comp_206_cycle_1",83
"195","virus_comp_13925_cycle_1",83
"196","virus_comp_170_cycle_1",82
"197","virus_comp_842_cycle_1",82
"198","edge_1096",82
"199","virus_comp_11357_cycle_1",81
"200","virus_comp_14804_cycle_1",81
"201","virus_comp_913_cycle_1",80
"202","virus_comp_3796_cycle_1",80
"203","virus_comp_15170_cycle_1",80
"204","virus_comp_16866_cycle_1",80
"205","virus_comp_1232_cycle_1",79
"206","virus_comp_6806_cycle_1",79
"207","virus_comp_11803_cycle_1",79
"208","virus_comp_14770_cycle_1",79
"209","virus_comp_15421_cycle_1",79
"210","virus_comp_17477_cycle_1",79
"211","virus_comp_17538_cycle_1",79
"212","virus_comp_168_cycle_1",78
"213","virus_comp_2876_cycle_1",78
"214","virus_comp_2878_cycle_1",78
"215","virus_comp_13452_cycle_1",78
"216","virus_comp_169_cycle_1",77
"217","virus_comp_4949_cycle_1",77
"218","virus_comp_17142_cycle_1",77
"219","edge_48581",77
"220","virus_comp_164_cycle_1",76
"221","virus_comp_165_cycle_1",76
"222","virus_comp_204_cycle_1",76
"223","virus_comp_253_cycle_3",76
"224","virus_comp_275_cycle_1",76
"225","virus_comp_10405_cycle_1",76
"226","virus_comp_14327_cycle_1",76
"227","virus_comp_16423_cycle_1",76
"228","virus_comp_17325_cycle_1",76
"229","virus_comp_17629_cycle_1",76
"230","virus_comp_7512_cycle_1",75
"231","virus_comp_16622_cycle_1",75
"232","virus_comp_16864_cycle_1",75
"233","edge_527",75
"234","virus_comp_190_cycle_1",74
"235","virus_comp_2164_cycle_1",74
"236","virus_comp_3360_cycle_1",74
"237","virus_comp_14827_cycle_1",74
"238","virus_comp_17460_cycle_1",74
"239","virus_comp_17495_cycle_1",74
"240","virus_comp_17689_cycle_1",74
"241","edge_531",74
"242","virus_comp_249_cycle_1",73
"243","virus_comp_13710_cycle_1",73
"244","virus_comp_14805_cycle_1",73
"245","virus_comp_17299_cycle_1",73
"246","edge_48362",73
"247","virus_comp_16867_cycle_1",72
"248","edge_543",72
"249","virus_comp_172_cycle_1",71
"250","virus_comp_1022_cycle_1",71
"251","virus_comp_16509_cycle_1",71
"252","virus_comp_17414_cycle_1",71
"253","virus_comp_17688_cycle_1",71
"254","virus_comp_231_cycle_1",70
"255","virus_comp_1116_cycle_1",70
"256","virus_comp_11837_cycle_1",70
"257","virus_comp_17470_cycle_1",70
"258","virus_comp_171_cycle_1",69
"259","virus_comp_1205_cycle_1",69
"260","virus_comp_2495_cycle_1",69
"261","virus_comp_15325_cycle_1",69
"262","virus_comp_17072_cycle_1",69
"263","edge_1733",69
"264","virus_comp_181_cycle_1",68
"265","virus_comp_686_cycle_1",68
"266","virus_comp_5061_cycle_1",68
"267","virus_comp_12845_cycle_1",68
"268","virus_comp_17737_cycle_1",68
"269","virus_comp_289_cycle_1",67
"270","virus_comp_1430_cycle_1",67
"271","virus_comp_2197_cycle_1",67
"272","virus_comp_7985_cycle_1",67
"273","virus_comp_16993_cycle_1",67
"274","virus_comp_17146_cycle_1",67
"275","virus_comp_17178_cycle_1",67
"276","virus_comp_17370_cycle_1",67
"277","edge_236",67
"278","edge_1951",67
"279","virus_comp_224_cycle_1",66
"280","virus_comp_7656_cycle_1",66
"281","virus_comp_69_cycle_1",65
"282","virus_comp_246_cycle_1",65
"283","virus_comp_958_cycle_1",65
"284","virus_comp_1065_cycle_1",65
"285","virus_comp_4270_cycle_1",65
"286","virus_comp_8527_cycle_1",65
"287","virus_comp_12339_cycle_1",65
"288","virus_comp_13196_cycle_1",65
"289","virus_comp_15415_cycle_1",65
"290","virus_comp_15851_cycle_1",65
"291","virus_comp_16347_cycle_1",65
"292","virus_comp_17403_cycle_1",65
"293","virus_comp_79_cycle_1",64
"294","virus_comp_112_cycle_1",64
"295","virus_comp_1596_cycle_1",64
"296","virus_comp_1613_cycle_1",64
"297","virus_comp_7142_cycle_1",64
"298","virus_comp_15413_cycle_1",64
"299","virus_comp_17188_cycle_1",64
"300","virus_comp_17224_cycle_1",64
"301","virus_comp_545_cycle_1",63
"302","virus_comp_664_cycle_1",63
"303","virus_comp_5394_cycle_1",63
"304","virus_comp_5651_cycle_1",63
"305","virus_comp_17220_cycle_1",63
"306","virus_comp_59_cycle_1",62
"307","virus_comp_299_cycle_1",62
"308","virus_comp_1098_cycle_1",62
"309","virus_comp_1279_cycle_1",62
"310","virus_comp_1687_cycle_1",62
"311","virus_comp_2568_cycle_1",62
"312","virus_comp_17274_cycle_1",62
"313","virus_comp_17465_cycle_1",62
"314","virus_comp_17665_cycle_1",62
"315","virus_comp_17826_cycle_1",62
"316","virus_comp_449_cycle_1",61
"317","virus_comp_527_cycle_1",61
"318","virus_comp_805_cycle_1",61
"319","virus_comp_984_cycle_1",61
"320","virus_comp_1122_cycle_1",61
"321","virus_comp_1509_cycle_1",61
"322","virus_comp_1567_cycle_1",61
"323","virus_comp_1576_cycle_1",61
"324","virus_comp_3228_cycle_1",61
"325","virus_comp_8767_cycle_1",61
"326","virus_comp_12762_cycle_1",61
"327","virus_comp_17167_cycle_1",61
"328","virus_comp_17395_cycle_1",61
"329","virus_comp_17668_cycle_1",61
"330","virus_comp_66_cycle_1",60
"331","virus_comp_610_cycle_1",60
"332","virus_comp_640_cycle_1",60
"333","virus_comp_740_cycle_1",60
"334","virus_comp_1019_cycle_1",60
"335","virus_comp_17069_cycle_1",60
"336","virus_comp_17207_cycle_1",60
"337","virus_comp_17338_cycle_1",60
"338","virus_comp_17584_cycle_1",60
"339","virus_comp_17648_cycle_1",60
"340","edge_247",60
"341","edge_2481",60
"342","virus_comp_225_cycle_1",59
"343","virus_comp_638_cycle_1",59
"344","virus_comp_685_cycle_1",59
"345","virus_comp_815_cycle_1",59
"346","virus_comp_1321_cycle_1",59
"347","virus_comp_2668_cycle_1",59
"348","virus_comp_3675_cycle_1",59
"349","virus_comp_5065_cycle_1",59
"350","virus_comp_17679_cycle_1",59
"351","virus_comp_17711_cycle_1",59
"352","virus_comp_17795_cycle_1",59
"353","virus_comp_17861_cycle_1",59
"354","virus_comp_229_cycle_1",58
"355","virus_comp_1635_cycle_1",58
"356","virus_comp_1647_cycle_1",58
"357","virus_comp_8208_cycle_1",58
"358","virus_comp_17122_cycle_1",58
"359","virus_comp_17251_cycle_1",58
"360","virus_comp_17844_cycle_1",58
"361","virus_comp_17942_cycle_1",58
"362","virus_comp_124_cycle_1",57
"363","virus_comp_775_cycle_1",57
"364","virus_comp_1748_cycle_1",57
"365","virus_comp_2128_cycle_1",57
"366","virus_comp_5910_cycle_1",57
"367","virus_comp_9530_cycle_1",57
"368","virus_comp_17132_cycle_1",57
"369","virus_comp_17135_cycle_1",57
"370","virus_comp_17161_cycle_1",57
"371","virus_comp_17272_cycle_1",57
"372","virus_comp_17537_cycle_1",57
"373","edge_95",57
"374","edge_2336",57
"375","edge_1356",57
"376","edge_48552",57
"377","edge_1950",57
"378","virus_comp_456_cycle_1",56
"379","virus_comp_681_cycle_1",56
"380","virus_comp_1597_cycle_1",56
"381","virus_comp_1666_cycle_1",56
"382","virus_comp_1668_cycle_1",56
"383","virus_comp_7634_cycle_1",56
"384","virus_comp_15872_cycle_1",56
"385","virus_comp_1502_cycle_1",55
"386","virus_comp_2320_cycle_1",55
"387","virus_comp_2404_cycle_1",55
"388","virus_comp_15584_cycle_1",55
"389","virus_comp_15638_cycle_1",55
"390","virus_comp_17418_cycle_1",55
"391","virus_comp_17697_cycle_1",55
"392","edge_243",55
"393","virus_comp_458_cycle_1",54
"394","virus_comp_959_cycle_1",54
"395","virus_comp_2857_cycle_1",54
"396","virus_comp_3530_cycle_1",54
"397","virus_comp_17304_cycle_1",54
"398","virus_comp_17377_cycle_1",54
"399","virus_comp_17725_cycle_1",54
"400","edge_492",54
"401","edge_654",54
"402","edge_1283",54
"403","edge_1936",54
"404","virus_comp_569_cycle_1",53
"405","virus_comp_1049_cycle_1",53
"406","virus_comp_1081_cycle_1",53
"407","virus_comp_1548_cycle_1",53
"408","virus_comp_1588_cycle_1",53
"409","virus_comp_1614_cycle_1",53
"410","virus_comp_1787_cycle_1",53
"411","virus_comp_2595_cycle_1",53
"412","virus_comp_2763_cycle_1",53
"413","virus_comp_6708_cycle_1",53
"414","virus_comp_14581_cycle_1",53
"415","virus_comp_17187_cycle_1",53
"416","virus_comp_17295_cycle_1",53
"417","virus_comp_17664_cycle_1",53
"418","virus_comp_17666_cycle_1",53
"419","virus_comp_17875_cycle_1",53
"420","virus_comp_18108_cycle_1",53
"421","edge_239",53
"422","virus_comp_409_cycle_1",52
"423","virus_comp_530_cycle_1",52
"424","virus_comp_565_cycle_1",52
"425","virus_comp_914_cycle_1",52
"426","virus_comp_1080_cycle_1",52
"427","virus_comp_1729_cycle_1",52
"428","virus_comp_17131_cycle_1",52
"429","virus_comp_17489_cycle_1",52
"430","virus_comp_18112_cycle_1",52
"431","edge_452",52
"432","virus_comp_88_cycle_1",51
"433","virus_comp_135_cycle_1",51
"434","virus_comp_590_cycle_1",51
"435","virus_comp_947_cycle_1",51
"436","virus_comp_1581_cycle_1",51
"437","virus_comp_2333_cycle_1",51
"438","virus_comp_3613_cycle_1",51
"439","virus_comp_8304_cycle_1",51
"440","virus_comp_17113_cycle_1",51
"441","virus_comp_17266_cycle_1",51
"442","virus_comp_17277_cycle_1",51
"443","virus_comp_125_cycle_1",50
"444","virus_comp_176_cycle_1",50
"445","virus_comp_226_cycle_1",50
"446","virus_comp_311_cycle_1",50
"447","virus_comp_644_cycle_1",50
"448","virus_comp_688_cycle_1",50
"449","virus_comp_1043_cycle_1",50
"450","virus_comp_1064_cycle_1",50
"451","virus_comp_1110_cycle_1",50
"452","virus_comp_1697_cycle_1",50
"453","virus_comp_1740_cycle_1",50
"454","virus_comp_1758_cycle_1",50
"455","virus_comp_2039_cycle_1",50
"456","virus_comp_2080_cycle_1",50
"457","virus_comp_2166_cycle_1",50
"458","virus_comp_7557_cycle_1",50
"459","virus_comp_10366_cycle_1",50
"460","virus_comp_10887_cycle_1",50
"461","virus_comp_17081_cycle_1",50
"462","virus_comp_17128_cycle_1",50
"463","virus_comp_17286_cycle_1",50
"464","virus_comp_17402_cycle_1",50
"465","virus_comp_17423_cycle_1",50
"466","virus_comp_17817_cycle_1",50
"467","edge_2337",50
"468","virus_comp_21_cycle_1",49
"469","virus_comp_49_cycle_1",49
"470","virus_comp_604_cycle_1",49
"471","virus_comp_822_cycle_1",49
"472","virus_comp_1508_cycle_1",49
"473","virus_comp_1590_cycle_1",49
"474","virus_comp_1699_cycle_1",49
"475","virus_comp_1751_cycle_1",49
"476","virus_comp_3116_cycle_1",49
"477","virus_comp_4221_cycle_1",49
"478","virus_comp_5541_cycle_1",49
"479","virus_comp_6746_cycle_1",49
"480","virus_comp_7506_cycle_1",49
"481","virus_comp_11458_cycle_1",49
"482","virus_comp_14374_cycle_1",49
"483","virus_comp_15953_cycle_1",49
"484","virus_comp_17306_cycle_1",49
"485","virus_comp_17334_cycle_1",49
"486","virus_comp_17432_cycle_1",49
"487","virus_comp_17441_cycle_1",49
"488","virus_comp_22_cycle_1",48
"489","virus_comp_708_cycle_1",48
"490","virus_comp_1003_cycle_1",48
"491","virus_comp_1456_cycle_1",48
"492","virus_comp_2392_cycle_1",48
"493","virus_comp_2757_cycle_1",48
"494","virus_comp_2979_cycle_1",48
"495","virus_comp_3377_cycle_1",48
"496","virus_comp_4316_cycle_1",48
"497","virus_comp_4353_cycle_1",48
"498","virus_comp_4865_cycle_1",48
"499","virus_comp_5196_cycle_1",48
"500","virus_comp_5606_cycle_1",48
"501","virus_comp_5659_cycle_1",48
"502","virus_comp_7297_cycle_1",48
"503","virus_comp_10580_cycle_1",48
"504","virus_comp_15700_cycle_1",48
"505","virus_comp_17262_cycle_1",48
"506","virus_comp_17433_cycle_1",48
"507","virus_comp_17575_cycle_1",48
"508","virus_comp_17684_cycle_1",48
"509","virus_comp_17744_cycle_1",48
"510","virus_comp_288_cycle_1",47
"511","virus_comp_969_cycle_1",47
"512","virus_comp_1005_cycle_1",47
"513","virus_comp_1072_cycle_1",47
"514","virus_comp_1474_cycle_1",47
"515","virus_comp_2321_cycle_1",47
"516","virus_comp_2438_cycle_1",47
"517","virus_comp_2711_cycle_1",47
"518","virus_comp_3345_cycle_1",47
"519","virus_comp_3889_cycle_1",47
"520","virus_comp_5378_cycle_1",47
"521","virus_comp_16050_cycle_1",47
"522","virus_comp_16721_cycle_1",47
"523","virus_comp_17107_cycle_1",47
"524","virus_comp_17388_cycle_1",47
"525","virus_comp_17694_cycle_1",47
"526","virus_comp_17999_cycle_1",47
"527","edge_2214",47
"528","edge_714",47
"529","virus_comp_797_cycle_1",46
"530","virus_comp_1091_cycle_1",46
"531","virus_comp_1287_cycle_1",46
"532","virus_comp_1700_cycle_1",46
"533","virus_comp_1988_cycle_1",46
"534","virus_comp_3012_cycle_1",46
"535","virus_comp_4918_cycle_1",46
"536","virus_comp_5136_cycle_1",46
"537","virus_comp_8265_cycle_1",46
"538","virus_comp_9267_cycle_1",46
"539","virus_comp_9467_cycle_1",46
"540","virus_comp_16225_cycle_1",46
"541","virus_comp_17297_cycle_1",46
"542","virus_comp_17717_cycle_1",46
"543","edge_48333",46
"544","virus_comp_90_cycle_1",45
"545","virus_comp_394_cycle_1",45
"546","virus_comp_556_cycle_1",45
"547","virus_comp_623_cycle_1",45
"548","virus_comp_811_cycle_1",45
"549","virus_comp_850_cycle_1",45
"550","virus_comp_1563_cycle_1",45
"551","virus_comp_1761_cycle_1",45
"552","virus_comp_3568_cycle_1",45
"553","virus_comp_4525_cycle_1",45
"554","virus_comp_4864_cycle_1",45
"555","virus_comp_10583_cycle_1",45
"556","virus_comp_15825_cycle_1",45
"557","virus_comp_16170_cycle_1",45
"558","virus_comp_17516_cycle_1",45
"559","edge_2062",45
"560","edge_238",45
"561","edge_48658",45
"562","virus_comp_173_cycle_1",44
"563","virus_comp_422_cycle_1",44
"564","virus_comp_457_cycle_1",44
"565","virus_comp_758_cycle_1",44
"566","virus_comp_860_cycle_1",44
"567","virus_comp_1073_cycle_1",44
"568","virus_comp_1435_cycle_1",44
"569","virus_comp_1792_cycle_1",44
"570","virus_comp_1948_cycle_1",44
"571","virus_comp_13081_cycle_1",44
"572","virus_comp_14384_cycle_1",44
"573","virus_comp_17068_cycle_1",44
"574","virus_comp_17258_cycle_1",44
"575","virus_comp_17282_cycle_1",44
"576","virus_comp_18020_cycle_1",44
"577","edge_1901",44
"578","virus_comp_109_cycle_1",43
"579","virus_comp_136_cycle_1",43
"580","virus_comp_493_cycle_1",43
"581","virus_comp_2288_cycle_1",43
"582","virus_comp_2970_cycle_1",43
"583","virus_comp_2990_cycle_1",43
"584","virus_comp_3895_cycle_1",43
"585","virus_comp_4866_cycle_1",43
"586","virus_comp_6945_cycle_1",43
"587","virus_comp_7492_cycle_1",43
"588","virus_comp_7830_cycle_1",43
"589","virus_comp_10900_cycle_1",43
"590","virus_comp_11471_cycle_1",43
"591","virus_comp_15063_cycle_1",43
"592","virus_comp_15799_cycle_1",43
"593","virus_comp_17099_cycle_1",43
"594","virus_comp_17439_cycle_1",43
"595","virus_comp_17458_cycle_1",43
"596","virus_comp_17637_cycle_1",43
"597","virus_comp_17643_cycle_1",43
"598","virus_comp_17708_cycle_1",43
"599","virus_comp_17845_cycle_1",43
"600","virus_comp_18073_cycle_1",43
"601","edge_1755",43
"602","virus_comp_20_cycle_1",42
"603","virus_comp_331_cycle_1",42
"604","virus_comp_601_cycle_1",42
"605","virus_comp_916_cycle_1",42
"606","virus_comp_2102_cycle_1",42
"607","virus_comp_3835_cycle_1",42
"608","virus_comp_5130_cycle_1",42
"609","virus_comp_6370_cycle_1",42
"610","virus_comp_7218_cycle_1",42
"611","virus_comp_8336_cycle_1",42
"612","virus_comp_11119_cycle_1",42
"613","virus_comp_12369_cycle_1",42
"614","virus_comp_12961_cycle_1",42
"615","virus_comp_17457_cycle_1",42
"616","virus_comp_17734_cycle_1",42
"617","virus_comp_17978_cycle_1",42
"618","virus_comp_18078_cycle_1",42
"619","virus_comp_17_cycle_1",41
"620","virus_comp_175_cycle_1",41
"621","virus_comp_192_cycle_1",41
"622","virus_comp_679_cycle_1",41
"623","virus_comp_717_cycle_1",41
"624","virus_comp_912_cycle_1",41
"625","virus_comp_998_cycle_1",41
"626","virus_comp_1071_cycle_1",41
"627","virus_comp_1109_cycle_1",41
"628","virus_comp_1213_cycle_1",41
"629","virus_comp_1307_cycle_1",41
"630","virus_comp_2065_cycle_1",41
"631","virus_comp_2069_cycle_1",41
"632","virus_comp_3750_cycle_1",41
"633","virus_comp_5153_cycle_1",41
"634","virus_comp_5386_cycle_1",41
"635","virus_comp_6922_cycle_1",41
"636","virus_comp_10741_cycle_1",41
"637","virus_comp_11454_cycle_1",41
"638","virus_comp_12542_cycle_1",41
"639","virus_comp_16023_cycle_1",41
"640","virus_comp_17093_cycle_1",41
"641","virus_comp_17096_cycle_1",41
"642","virus_comp_17283_cycle_1",41
"643","virus_comp_17290_cycle_1",41
"644","virus_comp_17386_cycle_1",41
"645","virus_comp_17541_cycle_1",41
"646","virus_comp_17677_cycle_1",41
"647","virus_comp_17960_cycle_1",41
"648","edge_644",41
"649","edge_1102",41
"650","edge_48408",41
"651","virus_comp_433_cycle_1",40
"652","virus_comp_1025_cycle_1",40
"653","virus_comp_1382_cycle_1",40
"654","virus_comp_1433_cycle_1",40
"655","virus_comp_1476_cycle_1",40
"656","virus_comp_1477_cycle_1",40
"657","virus_comp_1530_cycle_1",40
"658","virus_comp_1665_cycle_1",40
"659","virus_comp_3099_cycle_1",40
"660","virus_comp_5983_cycle_1",40
"661","virus_comp_7178_cycle_1",40
"662","virus_comp_10151_cycle_1",40
"663","virus_comp_11440_cycle_1",40
"664","virus_comp_15764_cycle_1",40
"665","virus_comp_17289_cycle_1",40
"666","virus_comp_17530_cycle_1",40
"667","virus_comp_17774_cycle_1",40
"668","virus_comp_17843_cycle_1",40
"669","virus_comp_18001_cycle_1",40
"670","edge_1954",40
"671","virus_comp_290_cycle_1",39
"672","virus_comp_440_cycle_1",39
"673","virus_comp_486_cycle_1",39
"674","virus_comp_653_cycle_1",39
"675","virus_comp_1046_cycle_1",39
"676","virus_comp_1598_cycle_1",39
"677","virus_comp_2071_cycle_1",39
"678","virus_comp_2192_cycle_1",39
"679","virus_comp_2880_cycle_1",39
"680","virus_comp_2938_cycle_1",39
"681","virus_comp_3216_cycle_1",39
"682","virus_comp_3628_cycle_1",39
"683","virus_comp_5416_cycle_1",39
"684","virus_comp_6464_cycle_1",39
"685","virus_comp_8011_cycle_1",39
"686","virus_comp_9917_cycle_1",39
"687","virus_comp_17164_cycle_1",39
"688","virus_comp_17389_cycle_1",39
"689","virus_comp_17599_cycle_1",39
"690","edge_640",39
"691","edge_48662",39
"692","edge_49112",39
"693","virus_comp_85_cycle_1",38
"694","virus_comp_113_cycle_1",38
"695","virus_comp_902_cycle_1",38
"696","virus_comp_1212_cycle_1",38
"697","virus_comp_1857_cycle_1",38
"698","virus_comp_2107_cycle_1",38
"699","virus_comp_3386_cycle_1",38
"700","virus_comp_3817_cycle_1",38
"701","virus_comp_4282_cycle_1",38
"702","virus_comp_4741_cycle_1",38
"703","virus_comp_4788_cycle_1",38
"704","virus_comp_5587_cycle_1",38
"705","virus_comp_6435_cycle_1",38
"706","virus_comp_7246_cycle_1",38
"707","virus_comp_8034_cycle_1",38
"708","virus_comp_10682_cycle_1",38
"709","virus_comp_10933_cycle_1",38
"710","virus_comp_13935_cycle_1",38
"711","virus_comp_14574_cycle_1",38
"712","virus_comp_17165_cycle_1",38
"713","virus_comp_17275_cycle_1",38
"714","virus_comp_18102_cycle_1",38
"715","edge_1528",38
"716","virus_comp_19_cycle_1",37
"717","virus_comp_193_cycle_1",37
"718","virus_comp_419_cycle_1",37
"719","virus_comp_600_cycle_1",37
"720","virus_comp_698_cycle_1",37
"721","virus_comp_757_cycle_1",37
"722","virus_comp_1006_cycle_1",37
"723","virus_comp_1234_cycle_1",37
"724","virus_comp_1434_cycle_1",37
"725","virus_comp_2026_cycle_1",37
"726","virus_comp_2765_cycle_1",37
"727","virus_comp_4004_cycle_1",37
"728","virus_comp_4214_cycle_1",37
