,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_12023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,8891,0,0,0,0,0,0,0,47884,0,1492,0,0,0,727,0,0,0,0,0,0,0,0,0,0
contig_12041,8753,0,0,0,22489,0,0,0,0,0,0,0,3092,0,0,10441,14172,8603,9661,0,0,0,0,61367,0,0,0,0,7150,2223,0,121195,0,0,0,0,0,0,0,0,0,0,0,20848,9383,4706,0
contig_12080,1829,0,0,0,0,0,0,0,0,0,0,0,2996,0,36,0,0,0,2166,1380,287,0,3288,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,0,5676,0,10981,0,0,0,0,0
contig_12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
contig_12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,27,352,0,0,0,144,0,0,0,0,0,0,0,0,74,0,0,0,18,0,0,248,0,0,0,0,0,190,0,142
contig_12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,18837,0,0,10308,1297,0,0,0,0,0,0,0
contig_12243,0,1272,1150,0,0,0,0,0,0,0,0,0,12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12244,4258,0,1382,0,0,0,0,0,0,0,0,0,0,0,574,0,0,2936,0,0,0,0,3213,0,0,465,131,782,0,0,4125,0,0,0,0,0,4503,0,9092,308,0,0,0,0,0,0,4448
contig_12259,0,0,0,93,0,0,481,0,0,0,0,0,0,487,24464,0,0,0,0,0,0,0,0,0,0,0,1414,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12269,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12290,0,0,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009,1370,948,0,0,0,0,0,26315,0,0,0,0,0,0,0,0,22368,2674,0,0,824,0,5414,0,0,0,0,0
contig_12295,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,106,0,0,0,0,0,0,668,0,0,25,0,0,0,0,0,0,0
contig_12296,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,53,80,0,119,0,0,0,0,0
contig_12297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
contig_123,0,0,0,0,0,0,0,233,628,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12314,0,0,0,0,0,0,0,195,196,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
contig_12372,0,3247,0,0,0,0,0,0,0,0,0,0,0,0,5519,0,0,4089,0,0,0,0,0,0,0,0,1672,0,0,0,0,34492,0,0,0,980,9738,0,11789,1758,0,0,0,0,0,0,2373
contig_1238,148,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,340,1137,212,0,0,0,2377,5487,0,0,0,108,0,86,0,5514,448,462,0,0,2852,0,412,299,0,184,0,0,0,0,657
contig_12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,47,61,230,168,36,0,0,0,0,0,40,519,0,0,0,0,36,0,0,0,0,0,0,78,0,0,0,0,0,0,0
contig_12440,77,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,97,118,1992,0,91,0,0,0,0,138,0,112,433,0,0,0,0,0,0,112,0,0,530,191,0,2254,0,0,0,0,0
contig_12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11699,0,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12465,0,0,0,0,0,0,0,0,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,146,0,0,0,0,6384,0,0,0,0,0,1295,0,3306,15557,0,0,494,0,0,0,0,0,0,0,0,1170,566,0,0
contig_12512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14945,0,0,0
contig_1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83565,959890,2022,13294,17107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74743,0,0,0,0
contig_1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,154,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
contig_1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328,0,0,0,0
contig_12563,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,0,0,0,0,0,0,1508,0,0,0,0,0,0,58992,0,85833,2414,850,0,0,2030,0,0,0,0,0,0,0,0,7810,0
contig_1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1664,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1260,671,34,0,0,0,0,0,0,0,0,0,0,1205,0,539,0,0,25,193,106,147,0,0,0,0,0,59,0,34,0,0,0,0,0,0,0,0,0,289,135,0,0,0,0,0,0,358
contig_12653,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,74647,28888,0,0,0,0,2414,0,0,0,0,0,0,0,0,0,0
contig_12663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,4334,627,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,2841,0,0,0,0,0,0,0,0,0,1288,0,0,2080,0,0,0,0,0,0,0,0
contig_12671,214,169,0,0,0,0,0,0,0,0,0,0,952,0,331,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,60,0,0,0,278,0,0,0
contig_12677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
contig_12679,634,0,1941,0,0,2094,0,0,0,0,0,0,0,0,4978,0,0,2577,824,2852,2469,0,0,0,0,7399,6152,19124,0,0,0,0,1103,0,0,3010,0,0,30294,2413,0,0,0,0,0,0,11847
contig_12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046,624,0,0,0,0,0,0,0
contig_12731,0,0,0,0,0,0,0,0,97,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12736,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,0,0,0,0,0,0,0
contig_1278,0,0,0,581614,0,0,0,0,0,0,0,0,0,337129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12798,4339,1543,2823,0,0,0,0,0,0,0,0,0,1331,0,2770,0,0,2054,1076,3877,10400,0,0,0,0,3698,3094,39776,0,5554,0,0,3103,10043,0,4372,7731,0,20240,11579,0,22696,0,0,0,1286,4815
contig_12807,0,0,0,0,790,0,0,0,0,0,0,0,3376,0,183,0,880,1078,1112,0,0,0,1000,127,0,0,0,1946,2638,0,3920,31370,2007,0,1064,422,0,0,2770,0,0,0,0,481,1323,2882,856
contig_12808,4414,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12865,3101,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12869,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,4693,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0
contig_12924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,50,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0
contig_12984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,2951,2807,3445,12882,0,0,0,0,620,0,2126,0,0,0,0,0,0,0,645,0,0,8433,3077,0,0,0,0,0,0,0
contig_12991,628,1058,0,0,0,0,0,0,0,0,0,0,0,0,277,0,5951,6211,4718,0,1145,0,4696,0,0,0,0,0,0,0,0,47622,17699,0,7459,2523,1440,0,10532,1190,0,0,0,900,0,23801,1510
contig_12995,837,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293
contig_12998,0,1388,0,0,0,0,0,0,0,0,0,0,5341,0,0,0,9183,13778,3357,0,0,0,28854,0,0,0,0,0,10973,3644,88599,521992,4486,0,6305,0,21665,0,21589,0,0,0,0,0,0,307032,0
contig_13,0,0,0,0,0,0,0,0,32,55,45,25,0,0,5364,0,0,0,0,0,0,0,0,0,0,1339,0,0,64,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_130,0,0,0,0,0,0,0,54387,66283,7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13006,0,0,0,0,0,0,0,0,0,0,0,0,0,128,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,1638,0,0,0,0,0,0,0,0,0,0
contig_13019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,131,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
contig_13026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20424,0,0,0,0,0,0,0
contig_13028,0,0,1129,0,0,0,0,0,0,0,0,0,35884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13069,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,168,0,180,0,0,0,0,0
contig_13087,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493,793,212,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,4270,0,0,706,0,358,0,0,0,0,0
contig_13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,2853,7741,0,0,0,0,0,0,135,0,112,0,0,0,0,0,0,0,0,0,0,3655,448,0,0,0,0,5151,0,0
contig_13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
contig_13122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27292,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13132,0,129,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0
contig_13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6879,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,1696
contig_13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,618,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
contig_13190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,5964,7526,2959,0,0,0,0,0,467,272,0,0,0,0,0,0,0,0,0,0,0,3079,0,533,0,0,0,0,4263
contig_13212,2166,3209,1588,0,0,0,0,0,0,0,0,0,0,24,959,0,0,4868,2557,1313,105,0,21852,35050,0,448,119,462,0,0,8233,71124,1113,532,0,296,9133,1963,10149,283,0,223,0,0,0,0,3958
contig_13222,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,508,1597,0,0,0,0,1151,0,0,0,0,0,0,0,0,31178,0,0,0,0,4155,0,0,0,0,0,0,0,0,0,0
contig_13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0
contig_13267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,188,0,0,0,0,0,0,0
contig_13312,0,0,0,0,0,0,0,0,0,0,0,0,0,95,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13314,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0
contig_13328,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,838,0,213,978,785,2575,723,0,0,0,0,1063,0,18242,0,0,0,0,1301,0,0,1125,904,0,1575,390,0,10968,0,0,0,0,1015
contig_13342,0,0,0,0,0,0,0,0,0,0,0,0,0,403,6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13353,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,2452,0,0,0,0,0,1471,0,0,0,0,0,0,6912,0,0,0,0,0,0,14447,0,1973,0
contig_13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,248,0,0,0,0,0,0,888,21,166,0,0,0,0,96
contig_13374,971,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,997,0,0,0
contig_13380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10135,10539,0,0,0,0,2087,2751,8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13381,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0
contig_13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,0,0,0
contig_13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1002,0,744,1389,0,0,0,0,0,0,0
contig_13411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
contig_13441,0,0,0,0,0,0,0,0,157,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
contig_13465,0,16272,0,0,9988,929,0,0,0,0,0,0,0,0,167,25622,9343,29050,0,0,0,0,0,208,0,0,0,0,0,0,0,48666,834,0,0,0,0,0,0,0,0,413,0,0,496,1178,0
contig_13477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13483,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,155,121,0,0,0,0,120,50,271,0,0,0,0,0,0,0,440,0,0,0,122,0,0,0,0,0,0,0
contig_13517,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,1209,288,0,513,0,0,0,0,0,0,14928,0,0,0,0,0,0,0,0,0,0,4795,5455,0,1192,0,0,0,0,0
contig_13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,1836,0,0,0,0,0
contig_13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11014,0,0,0,0,0,0,0,28156,0,194,0,0,0,32892,0,0,13973,28059,0,0,29532,0,33092,0,0,0,0,0
contig_13546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1843,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13565,1013,1006,0,0,2635,0,0,0,0,0,645,0,2516,0,0,2988,4681,0,0,0,0,0,361,10013,0,0,0,0,859,19925,0,49995,2121,0,6770,0,816,0,0,0,0,0,0,2108,779,3632,0
contig_13566,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8396,1528,1247,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,167,0,0,0,0,1487,0,0,0,0,0,0,1562,0,463,0,0,0,0,156
contig_13571,12877,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,876
contig_13616,0,0,0,42,0,0,101,0,0,0,0,0,0,37,11227,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0
contig_1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
contig_1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
contig_13661,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,1065,514,0,737,155,0,0,0,817,759,837,362
contig_1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
contig_13689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0
contig_1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
contig_13695,189,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
contig_13730,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
contig_13783,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,4408,10810,0,0
contig_13798,2272,0,0,0,0,0,0,0,0,0,0,0,5311,0,0,0,785,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13852,0,8858,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,5708,5084,0,0,0,0,4176,5970,14156,0,0,0,0,2361,0,0,13565,0,0,23846,5238,0,2968,0,0,0,0,0
contig_13861,3402,1722,0,0,12566,0,0,0,0,0,0,0,2823,0,0,9907,0,0,0,0,0,0,31670,33090,0,0,0,0,3345,7191,13054,64091,7766,6910,0,0,2764,0,0,0,0,0,0,0,4919,8225,0
contig_13864,0,0,0,0,0,0,0,0,0,0,0,0,0,151,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13865,0,0,0,0,0,0,0,49,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13886,538,13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,1032,248,0,0,0,1301,0,0,0,0,0,0,0,0,18611,0,84505,0,0,0,0,3269,292,0,0,0,0,0,17932,6198
contig_139,0,0,0,0,0,0,18,241,184,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_13900,102231,0,0,0,0,0,0,0,0,0,0,0,11225,1336,1835,0,0,3819,291,0,2968,0,0,0,0,5770,0,5523,0,0,0,0,0,0,0,0,0,0,32330,2048,0,32492,0,0,0,0,0
contig_13914,691,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,3089,899,0,0,0,2512,0,0,1680,0,5145,0,0,0,0,845,0,0,0,0,0,9867,997,0,0,0,0,0,0,6276
contig_13915,902,512,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,391,0,0,0,0,0,0,627,156,3334,0
contig_13931,0,5323,0,0,0,0,0,0,0,0,0,0,0,838,12863,0,0,0,2097,3332,35658,0,0,0,0,450,4687,10470,0,0,0,0,0,0,0,2086,0,0,2027,1566,0,0,0,0,0,0,0
contig_13933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
contig_1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,181,799,0,0,0,0,0,103,0,0,0,0,0,19,0,0,115,42,0,0,172,0,530,0,0,0,0,0
contig_13976,0,0,0,0,0,0,0,0,45,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0
