"orf_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_1291_133","TP (CELIAC): (t0-12) vs t0",34.596387249927,NA,NA,NA,NA,NA,NA,1059302693163559,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-18) vs t0",37.3225044477732,NA,NA,NA,NA,NA,NA,16179225663665436,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-24) vs t0",-40.1602220482833,NA,NA,NA,NA,NA,NA,3.61940492009114e-18,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-30) vs t0",-25.5419679971067,NA,NA,NA,NA,NA,NA,8.07726333356808e-12,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-36) vs t0",-24.6806717272466,NA,NA,NA,NA,NA,NA,1.91126302985129e-11,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-6) vs t0",36.907448212333,NA,NA,NA,NA,NA,NA,10683193625345000,"model_or_emmeans"
"edge_1291_133","TP (CELIAC): (t0-over42) vs t0",38.0187376401576,NA,NA,NA,NA,NA,NA,32458464131724064,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-12) vs t0",-0.656281661350576,NA,NA,NA,NA,NA,NA,0.518776740221622,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-18) vs t0",-39.4504511733172,NA,NA,NA,NA,NA,NA,7.36015138082104e-18,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-24) vs t0",0.0545428968271366,NA,NA,NA,NA,NA,NA,1.05605777697,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-30) vs t0",-56.8592129893658,NA,NA,NA,NA,NA,NA,2.02468541016553e-25,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-36) vs t0",-1.62851403190209,NA,NA,NA,NA,NA,NA,0.196220935646848,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-6) vs t0",15.457913112507,NA,NA,NA,NA,NA,NA,5167569.97859855,"model_or_emmeans"
"edge_1329_59","TP (CELIAC): (t0-over42) vs t0",-81.442057101167,NA,NA,NA,NA,NA,NA,4.26740641872896e-36,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-12) vs t0",-24.3326184246484,NA,NA,NA,NA,NA,NA,2.7069366235212e-11,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-18) vs t0",20.3241670972706,NA,NA,NA,NA,NA,NA,670924451.219941,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-24) vs t0",27.7878148067242,NA,NA,NA,NA,NA,NA,1169754257934.59,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-30) vs t0",-32.3683542742906,NA,NA,NA,NA,NA,NA,8.76198187344215e-15,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-36) vs t0",27.9194089558824,NA,NA,NA,NA,NA,NA,1334274688819.39,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-6) vs t0",-44.6774844959374,NA,NA,NA,NA,NA,NA,3.95198254823541e-20,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-over42) vs t0",-42.2739471179494,NA,NA,NA,NA,NA,NA,4.37177737740858e-19,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-12) vs t0",-28.8000798995943,NA,NA,NA,NA,NA,NA,3.10659201218553e-13,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-18) vs t0",76.6381474711887,NA,NA,NA,NA,NA,NA,1.92098754926857e+33,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-24) vs t0",35.0812958932915,NA,NA,NA,NA,NA,NA,1720335789768730,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-30) vs t0",36.5822960761249,NA,NA,NA,NA,NA,NA,7717725383772085,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-36) vs t0",35.4951313019562,NA,NA,NA,NA,NA,NA,2602193926363639,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-6) vs t0",40.323724959372,NA,NA,NA,NA,NA,NA,325365304342544768,"model_or_emmeans"
"edge_1468_13","TP (CELIAC): (t0-over42) vs t0",-34.1083964410534,NA,NA,NA,NA,NA,NA,1.53784172145109e-15,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-12) vs t0",-20.9243792813009,NA,NA,NA,NA,NA,NA,8.17819649268934e-10,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-18) vs t0",23.4490124720407,NA,NA,NA,NA,NA,NA,15267809154.419,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-24) vs t0",29.9007082382802,NA,NA,NA,NA,NA,NA,9676372819628.85,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-30) vs t0",-19.3724970899586,NA,NA,NA,NA,NA,NA,3.86039205506174e-09,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-36) vs t0",30.8287530765578,NA,NA,NA,NA,NA,NA,24476952502783.1,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-6) vs t0",-10.3051472695785,NA,NA,NA,NA,NA,NA,3.34604213586477e-05,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-over42) vs t0",-28.3526211646229,NA,NA,NA,NA,NA,NA,4.85974051396958e-13,"model_or_emmeans"
"edge_1468_15","TP (CELIAC): (t0-12) vs t0",0.503625187860496,NA,NA,NA,NA,NA,NA,1.6547090418761,"model_or_emmeans"
"edge_1468_15","TP (CELIAC): (t0-18) vs t0",1.88555684252461,NA,NA,NA,NA,NA,NA,6.59002302556744,"model_or_emmeans"
"edge_1468_15","TP (CELIAC): (t0-24) vs t0",1.30621909344265,NA,NA,NA,NA,NA,NA,3.69218747271273,"model_or_emmeans"
