"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1468_44","edge_1468_44","t0-36",-77.6842321388674,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_44","edge_1468_44","t0-over42",71.8105990039851,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-6",-5.01352033943519,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-12",-21.7955392630525,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-18",42.9481915166283,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-24",-13.0436133210578,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-30",-16.285648500462,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-36",27.7769188416457,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_45","edge_1468_45","t0-over42",0.289202739687244,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-6",-0.162737633319309,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-12",3.74517159792935,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-18",-18.6686869383742,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-24",19.1334515785403,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-30",-32.1107195805144,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-36",19.6640675336913,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_47","edge_1468_47","t0-over42",0.195663599033727,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-6",-5.3573964941814,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-12",-1.87301716670164,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-18",-13.5829007456417,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-24",45.4742113105668,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-30",-18.9785111463438,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-36",22.6189367201663,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_48","edge_1468_48","t0-over42",-13.3538319134374,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-6",-5.43433880998864,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-12",22.5418576213954,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-18",-34.4767773848895,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-24",72.4905791856716,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-30",-45.9563359453275,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-36",18.0852861826174,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_49","edge_1468_49","t0-over42",0.300984278728763,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-6",-10.486939790075,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-12",-24.7177429712721,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-18",24.1013763793611,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-24",34.3443137554428,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-30",-34.5783680743171,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-36",5.99164200791362,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_50","edge_1468_50","t0-over42",-38.1743048795105,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-6",-43.3397326303162,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-12",-103.083072473572,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-18",-117.950860662069,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-24",-34.0794979141694,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-30",-120.328931262999,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-36",-75.9790313998964,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_51","edge_1468_51","t0-over42",-24.6530772243549,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-6",-2.35480648698461,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-12",-12.6070612628216,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-18",63.1733763803976,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-24",-11.7566775052428,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-30",-14.3299216285061,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-36",-11.1447401073312,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_53","edge_1468_53","t0-over42",-13.6837335165492,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-6",-32.8799071395816,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-12",-70.5792645910135,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-18",-33.5263325540504,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-24",-69.631975264336,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-30",-71.5051211924705,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-36",-68.911114603276,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_54","edge_1468_54","t0-over42",-54.7978600196094,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-6",0.230753481924481,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-12",23.7127686985205,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-18",24.5762035380035,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-24",-8.86977232514926,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-30",-20.4369975292186,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-36",-7.62322963146192,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_55","edge_1468_55","t0-over42",-8.6783175504847,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-6",-8.37731600752653,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-12",-29.2923670388907,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-18",0.325006066021615,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-24",51.4346868289824,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-30",-46.1507336604661,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-36",9.42077064271699,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_57","edge_1468_57","t0-over42",-9.87840525734892,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-6",-10.3770801324109,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-12",-34.9549847577893,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-18",-0.350548934783717,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-24",34.819160764182,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-30",-44.057296990271,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-36",0.138345939384982,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_58","edge_1468_58","t0-over42",-14.0808416870471,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-6",-1.40053809140307,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-12",-11.1035983819038,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-18",-4.54368650164597,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-24",-9.91825678011691,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-30",-20.5595526218881,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-36",35.501639372643,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_60","edge_1468_60","t0-over42",0.09523689058286,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-6",-7.15343259809445,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-12",-30.3162903161159,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-18",74.0882464331831,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-24",-18.3083982278473,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-30",-24.0003865658804,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-36",-11.801610271105,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_61","edge_1468_61","t0-over42",-26.1073843894702,NA,NA,NA,NA,"abundance_nbinom",NA,7
