"orf_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_1494_7","TP (CELIAC): (t0-12) vs t0",2.70203133344205,NA,NA,NA,NA,NA,NA,14.9099881415659,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-18) vs t0",-187.243800966417,NA,NA,NA,NA,NA,NA,4.79789202067655e-82,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-24) vs t0",-103.867351773805,NA,NA,NA,NA,NA,NA,7.78004796953309e-46,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-30) vs t0",-92.9614627959444,NA,NA,NA,NA,NA,NA,4.23984205262882e-41,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-36) vs t0",-21.335160604556,NA,NA,NA,NA,NA,NA,5.42322320185409e-10,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-6) vs t0",1.76106767196795,NA,NA,NA,NA,NA,NA,5.81864648492018,"model_or_emmeans"
"edge_1494_7","TP (CELIAC): (t0-over42) vs t0",-1.3933743626495,NA,NA,NA,NA,NA,NA,0.248236250659145,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-12) vs t0",0.642962903921621,NA,NA,NA,NA,NA,NA,1.90210830257993,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-18) vs t0",-95.4678992941591,NA,NA,NA,NA,NA,NA,3.45794544816253e-42,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-24) vs t0",-100.960678630461,NA,NA,NA,NA,NA,NA,1.42342431955751e-44,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-30) vs t0",-124.692934098632,NA,NA,NA,NA,NA,NA,7.02339006027405e-55,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-36) vs t0",-76.6491960340685,NA,NA,NA,NA,NA,NA,5.14845735831412e-34,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-6) vs t0",-2.03063686110701,NA,NA,NA,NA,NA,NA,0.131251905291774,"model_or_emmeans"
"edge_1496_1","TP (CELIAC): (t0-over42) vs t0",-63.0429800422708,NA,NA,NA,NA,NA,NA,4.17620342201568e-28,"model_or_emmeans"
"edge_1496_11","TP (CELIAC): (t0-12) vs t0",0.296260720304437,NA,NA,NA,NA,NA,NA,1.34482073319985,"model_or_emmeans"
"edge_1496_11","TP (CELIAC): (t0-18) vs t0",-74.1227969872032,NA,NA,NA,NA,NA,NA,6.4398875681385e-33,"model_or_emmeans"
"edge_1496_11","TP (CELIAC): (t0-24) vs t0",-65.4882532155875,NA,NA,NA,NA,NA,NA,3.62087055321611e-29,"model_or_emmeans"
"edge_1496_11","TP (CELIAC): (t0-30) vs t0",-77.8402897907021,NA,NA,NA,NA,NA,NA,1.56455802363843e-34,"model_or_emmeans"
