"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1468_12","edge_1468_12","t0-6",-9.78235090177222,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-12",-24.0679893406237,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-18",46.2088753251143,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-24",26.806993363886,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-30",-28.4006421938049,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-36",31.4169758376836,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_12","edge_1468_12","t0-over42",-18.8236339310837,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-6",-2.51239960493029,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-12",-29.2948575826438,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-18",23.4926348819643,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-24",30.642213124818,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-30",-21.571198007444,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-36",30.1465580701237,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_14","edge_1468_14","t0-over42",-0.770301411891352,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-6",-6.31479431272602,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-12",10.7213995614676,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-18",3.2564211593855,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-24",-44.8023425722,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1468_16","edge_1468_16","t0-30",-61.2315630418557,NA,NA,NA,NA,"abundance_nbinom",NA,7
