"orf_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_1468_12","TP (CELIAC): (t0-12) vs t0",-48.5290078262108,NA,NA,NA,NA,NA,NA,8.39691368311921e-22,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-18) vs t0",40.3919026788093,NA,NA,NA,NA,NA,NA,348321632374994944,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-24) vs t0",39.8911417483606,NA,NA,NA,NA,NA,NA,211107050561272960,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-30) vs t0",-62.2656234482722,NA,NA,NA,NA,NA,NA,9.08622159410437e-28,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-36) vs t0",39.8350109466593,NA,NA,NA,NA,NA,NA,199583870550842816,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-6) vs t0",-8.81655065715728,NA,NA,NA,NA,NA,NA,0.000148258874944886,"model_or_emmeans"
"edge_1468_12","TP (CELIAC): (t0-over42) vs t0",-49.2281473822663,NA,NA,NA,NA,NA,NA,4.17337334159775e-22,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-12) vs t0",-20.4578013760273,NA,NA,NA,NA,NA,NA,1.30403650913973e-09,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-18) vs t0",37.6858550867142,NA,NA,NA,NA,NA,NA,23267992222787608,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-24) vs t0",37.286973409136,NA,NA,NA,NA,NA,NA,15614453851352232,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-30) vs t0",-16.4232217712358,NA,NA,NA,NA,NA,NA,7.37030414049347e-08,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-36) vs t0",37.2261903585311,NA,NA,NA,NA,NA,NA,14693628487806912,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-6) vs t0",-26.1883513430592,NA,NA,NA,NA,NA,NA,4.23197917147317e-12,"model_or_emmeans"
"edge_1468_14","TP (CELIAC): (t0-over42) vs t0",-10.0476136040756,NA,NA,NA,NA,NA,NA,4.32889304227159e-05,"model_or_emmeans"
"edge_1468_16","(Intercept)",-2.88005742122348,1.47034883549437,-1.95875791628395,0.050141144208807,0.146718647422403,-5.76188818350285,0.00177334105588667,NA,"model_or_emmeans"
"edge_1468_16","Age.at.Gluten.Introduction..months.",-0.0536516387214027,0.0946548208954993,-0.566813588719745,0.570840837318803,0.98259069069178,-0.239171678639671,0.131868401196865,NA,"model_or_emmeans"
"edge_1468_16","CONTROL vs CELIAC @ t0",0.507616260835873,1.34125249753749,-0.378464354599783,0.705085668861265,0.999999991501278,NA,NA,1.66132630261683,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-12",0.530488592829996,1.36442000156481,-0.388801536346282,0.69742296423818,1,NA,NA,1.69976259758329,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-18",-0.678081518175369,1.64849108669283,0.411334658494103,0.680827159138584,1,NA,NA,0.50758986077428,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-24",19.7898136561817,21481.6685741989,-0.000921241922517638,0.999264955397229,1,NA,NA,393193987.99611,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-30",25.6794521332037,228092.952858149,-0.000112583277174607,0.999910171541528,1,NA,NA,142051021052.967,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-36",0.688413387072721,1.35798525886281,-0.50693730479019,0.612198809571187,0.999999998988208,NA,NA,1.99055478650859,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-6",21.0018636228161,37051.3358407443,-0.000566831482489248,0.999547733935764,0.999999998777384,NA,NA,1321275801.18243,"between_groups"
"edge_1468_16","CONTROL vs CELIAC @ t0-over42",3.93864657304797,208336.344894051,-1.89052302662358e-05,0.999984915808653,1,NA,NA,51.3490570518369,"between_groups"
"edge_1468_16","CountryUSA",2.10787387033844,1.14259703818795,1.84480949966519,0.0650652550546537,0.834461333875099,-0.131575173352083,4.34732291402896,NA,"model_or_emmeans"
"edge_1468_16","Delivery.ModeC-Section",-24.0080046008306,66629.4265360858,-0.000360321345221666,0.999712505167941,0.999991652096444,-130615.284325886,130567.268316685,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC",-0.507616260980894,1.34125249758165,-0.378464354695444,0.705085668790213,0.999999994971643,-3.13642285041533,2.12119032845354,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.0228723317568632,1.88250148432135,-0.0121499674488219,0.990305967067199,1,-3.7125074418699,3.66676277835617,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-18",1.18569777902006,2.0815577284167,0.569620415918965,0.568935178321617,1,-2.89408040041768,5.2654759584578,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-24",-19.2822012603007,21481.7101282374,-0.000897610159768167,0.999283810808074,1,-42122.660378935,42084.0959764144,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-30",-25.1718407119631,228093.504816879,-0.000110357551532087,0.999911947413643,1,-447080.226389307,447029.882707883,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.180797125968527,1.89333158404497,-0.0954915279986334,0.923924419188271,1,-3.89165884148884,3.53006458955179,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-20.4942514483781,37051.4115675003,-0.000553130112493598,0.999558666045631,1,-72639.9265001198,72598.937997223,NA,"model_or_emmeans"
"edge_1468_16","Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-3.43103083349281,208336.783725938,-1.64686752484682e-05,0.999986859898283,1,-408336.023788582,408329.161726915,NA,"model_or_emmeans"
"edge_1468_16","HLA.CategoryHigh Risk",-2.14158912095793,0.876100346519359,-2.44445642495886,0.014507060426896,0.776111758669465,-3.85871424697893,-0.424463994936926,NA,"model_or_emmeans"
"edge_1468_16","HLA.CategoryLow/No Risk",0.299538842228933,1.04737052787726,0.285991284131336,0.774884797141924,0.99999901387599,-1.75326967087921,2.35234735533707,NA,"model_or_emmeans"
"edge_1468_16","SexMale",-0.478723901680217,0.905833309021629,-0.528490062037216,0.597159242906535,1,-2.25412456335935,1.29667675999892,NA,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-12) vs t0",0.10636827808386,1.50362325296877,0.070741309615853,0.999953616735092,1,-3.84562809011941,4.05836464628713,1.11223141154356,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-18) vs t0",0.890772506823867,1.54460629959415,0.576698740033575,0.960265796358179,1,-3.16894023986822,4.95048525351596,2.43701153235189,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-24) vs t0",-19.7056810255213,21481.6685731169,-0.000917325437660924,0.999999999969326,1,-56480.3091043135,56440.8977422624,2.76650505735766e-09,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-30) vs t0",-24.465797652118,228092.952859097,-0.000107262400461936,1,1,-599524.719290094,599475.78769479,2.36940382013455e-11,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-36) vs t0",0.293755044079817,1.51078504877706,0.194438675652505,0.998744515132998,1,-3.67706478336984,4.26457487152947,1.34145526600868,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-6) vs t0",-20.0434268874658,37051.3358313952,-0.000540963677495325,0.999999999994584,1,-97402.6453211097,97362.5584673347,1.97355986379351e-09,"model_or_emmeans"
"edge_1468_16","TP (CELIAC): (t0-over42) vs t0",-24.733618069615,205655.522532613,-0.000120267220471518,1,1,-540552.340214422,540502.872978283,1.81270091873591e-11,"model_or_emmeans"
"edge_1468_16","feeding_first_yearBreastmilk_and_formula",-0.749876074231405,0.714131950574086,-1.050052547892,0.293693953774494,0.999994013275392,-2.14954897756595,0.649796829103142,NA,"model_or_emmeans"
"edge_1468_16","feeding_first_yearFormula",0.765745806838614,0.910817491612002,0.840723650885717,0.400502767755836,0.999995003951683,-1.01942367321002,2.55091528688725,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-12",0.129240610041469,1.13457202728104,0.11391133126311,0.909308082989604,1,-2.09447970129597,2.3529609213789,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-18",-0.294925272091412,1.38815993974404,-0.212457702925639,0.831749972679561,1,-3.01566875877103,2.4258182145882,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-24",-0.423483630152486,1.33049175174621,-0.318291060126215,0.750264164969955,0.99999988830664,-3.03119954530266,2.18423228499769,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-30",0.706038220252558,1.15457614012281,0.61151291432149,0.540860071393054,1,-1.55688943179743,2.96896587230254,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-36",0.474552170272365,1.14583870546661,0.414152679612194,0.678762294627664,1,-1.7712504245342,2.72035476507893,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-6",0.450820474518064,1.5114289115774,0.298274348905742,0.765493780346724,1,-2.51152575736622,3.41316670640234,NA,"model_or_emmeans"
"edge_1468_16","onset_timeline_combinedt0-over42",-21.3025914619976,33314.3027680256,-0.000639442812606102,0.999489798487074,0.999998252314442,-65316.1361868553,65273.5310039313,NA,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-12) vs t0",-134.734234398371,NA,NA,NA,NA,NA,NA,3.05960581266947e-59,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-18) vs t0",0.805654648630821,NA,NA,NA,NA,NA,NA,2.23816122850983,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-24) vs t0",0.369233958854949,NA,NA,NA,NA,NA,NA,1.44662601505205,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-30) vs t0",0.414315112629907,NA,NA,NA,NA,NA,NA,1.51333392239052,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-36) vs t0",0.307569114559641,NA,NA,NA,NA,NA,NA,1.36011480898961,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-6) vs t0",-59.3168781465908,NA,NA,NA,NA,NA,NA,1.7338324913731e-26,"model_or_emmeans"
"edge_1468_40","TP (CELIAC): (t0-over42) vs t0",-73.7545268383708,NA,NA,NA,NA,NA,NA,9.30713425657595e-33,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-12) vs t0",1.37410273176599,NA,NA,NA,NA,NA,NA,3.95152954983488,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-18) vs t0",29.4802372208594,NA,NA,NA,NA,NA,NA,6354836044954.14,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-24) vs t0",29.1605141241968,NA,NA,NA,NA,NA,NA,4615836038264.44,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-30) vs t0",29.2120590720655,NA,NA,NA,NA,NA,NA,4859997658571.74,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-36) vs t0",29.1604965831463,NA,NA,NA,NA,NA,NA,4615755072361.32,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-6) vs t0",6.74563392300108,NA,NA,NA,NA,NA,NA,850.338004675615,"model_or_emmeans"
"edge_1468_41","TP (CELIAC): (t0-over42) vs t0",2.12318733859433,NA,NA,NA,NA,NA,NA,8.3577340072771,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-12) vs t0",-23.4183264166258,NA,NA,NA,NA,NA,NA,6.75382902023244e-11,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-18) vs t0",0.839563092642166,NA,NA,NA,NA,NA,NA,2.31535516005667,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-24) vs t0",1.03114522184559,NA,NA,NA,NA,NA,NA,2.80427551403057,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-30) vs t0",-27.3565492373779,NA,NA,NA,NA,NA,NA,1.31583557034548e-12,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-36) vs t0",0.933741117298187,NA,NA,NA,NA,NA,NA,2.5440088323262,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-6) vs t0",-18.3421764998065,NA,NA,NA,NA,NA,NA,1.08166794590903e-08,"model_or_emmeans"
"edge_1468_43","TP (CELIAC): (t0-over42) vs t0",-22.5999958651824,NA,NA,NA,NA,NA,NA,1.53089887785399e-10,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-12) vs t0",0.286694927232226,NA,NA,NA,NA,NA,NA,1.33201778913067,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-18) vs t0",-42.1027355625741,NA,NA,NA,NA,NA,NA,5.1881708844244e-19,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-24) vs t0",-34.7447579375188,NA,NA,NA,NA,NA,NA,8.1384809765755e-16,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-30) vs t0",-33.7538784209365,NA,NA,NA,NA,NA,NA,2.19218326957641e-15,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-36) vs t0",0.502651743794097,NA,NA,NA,NA,NA,NA,1.65309905891898,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-6) vs t0",-17.1000138161301,NA,NA,NA,NA,NA,NA,3.74591880183623e-08,"model_or_emmeans"
"edge_1468_44","TP (CELIAC): (t0-over42) vs t0",-32.848354369748,NA,NA,NA,NA,NA,NA,5.42176834504449e-15,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-12) vs t0",27.4296729680439,NA,NA,NA,NA,NA,NA,817627726633.532,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-18) vs t0",-32.3028448064239,NA,NA,NA,NA,NA,NA,9.35519298404717e-15,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-24) vs t0",27.595139497118,NA,NA,NA,NA,NA,NA,964754495508.002,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-30) vs t0",-30.2878036885068,NA,NA,NA,NA,NA,NA,7.01736375063669e-14,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-36) vs t0",27.3616760640622,NA,NA,NA,NA,NA,NA,763879632076.167,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-6) vs t0",-26.0677362023382,NA,NA,NA,NA,NA,NA,4.77447926526156e-12,"model_or_emmeans"
"edge_1468_49","TP (CELIAC): (t0-over42) vs t0",-32.0854097909713,NA,NA,NA,NA,NA,NA,1.16274258379866e-14,"model_or_emmeans"
"edge_1468_50","TP (CELIAC): (t0-12) vs t0",-24.5875020831838,NA,NA,NA,NA,NA,NA,2.09789390635397e-11,"model_or_emmeans"
"edge_1468_50","TP (CELIAC): (t0-18) vs t0",24.7470253456963,NA,NA,NA,NA,NA,NA,55910908752.388,"model_or_emmeans"
"edge_1468_50","TP (CELIAC): (t0-24) vs t0",24.2399017199095,NA,NA,NA,NA,NA,NA,33670964652.2512,"model_or_emmeans"
"edge_1468_50","TP (CELIAC): (t0-30) vs t0",-29.6636322867935,NA,NA,NA,NA,NA,NA,1.30993029009488e-13,"model_or_emmeans"
"edge_1468_50","TP (CELIAC): (t0-36) vs t0",24.1761209523075,NA,NA,NA,NA,NA,NA,31590458075.603,"model_or_emmeans"
