"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1468_12","edge_1468_12","t0-6",17.469384621669,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-12",-49.5419268366275,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-18",149.875074086455,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-24",39.6473829024209,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-30",-63.5846452846495,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-36",39.5912482118612,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_12","edge_1468_12","t0-over42",1.33032065110355,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-6",-27.6212628974316,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-12",-21.4855377822173,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-18",37.0170255548078,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-24",37.006188473391,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-30",-16.9117247463269,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-36",35.5382607265967,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_14","edge_1468_14","t0-over42",12.28222550894,NA,NA,NA,NA,"PA_glmmTMB_logit",NA,7
"edge_1468_16","edge_1468_16","t0-6",-20.4942514483781,37051.4115675003,0.999558666045631,-72639.9265001198,72598.937997223,"PA_glmmTMB_logit",0.999986859898283,7
"edge_1468_16","edge_1468_16","t0-12",-0.0228723317568632,1.88250148432135,0.990305967067199,-3.7125074418699,3.66676277835617,"PA_glmmTMB_logit",0.999986859898283,7
"edge_1468_16","edge_1468_16","t0-18",1.18569777902006,2.0815577284167,0.568935178321617,-2.89408040041768,5.2654759584578,"PA_glmmTMB_logit",0.999986859898283,7
"edge_1468_16","edge_1468_16","t0-24",-19.2822012603007,21481.7101282374,0.999283810808074,-42122.660378935,42084.0959764144,"PA_glmmTMB_logit",0.999986859898283,7
"edge_1468_16","edge_1468_16","t0-30",-25.1718407119631,228093.504816879,0.999911947413643,-447080.226389307,447029.882707883,"PA_glmmTMB_logit",0.999986859898283,7
"edge_1468_16","edge_1468_16","t0-36",-0.180797125968527,1.89333158404497,0.923924419188271,-3.89165884148884,3.53006458955179,"PA_glmmTMB_logit",0.999986859898283,7
