"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae",5.13551444317652,-2.47731457491064,0.673275721351071,-3.67949488797751,0.000233696373675242,0.000817937307863348
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-5.15594224668079,1.34555476489098,-3.83183381398715,0.000127191647450922,0.000817937307863348
