"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae",2.12800062625528,1.1070879337394,0.435988944798112,2.53925689389221,0.0111088219914142,0.0296235253104379
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae",610.832400797013,-2.67628631519227,0.67062737635198,-3.99072034570151,6.58729167078718e-05,0.000526983333662975
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,1.20549732402679,0.466406520146687,2.58464938193328,0.00974780679277781,0.0296235253104379
