"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae",2.12800062625528,-1.13874681529407,0.351939250081573,-3.235634601796,0.00121372645513118,0.00242745291026235
"Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae",6.13326678541662,-1.63834049892748,0.38529800809248,-4.2521385123129,2.11738825885929e-05,8.46955303543717e-05
"Viruses;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae",1.54807909120429,-0.982946007629187,0.311037555858528,-3.16021647262515,0.00157651960081956,0.00252243136131129
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae",610.832400797013,2.02830668149062,0.620584951262222,3.26837877290643,0.00108165503166551,0.00242745291026235
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,1.76328567519332,0.4115207525041,4.28480377833617,1.82900542378889e-05,8.46955303543717e-05
