"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae",6.13326678541662,3.29065483109866,0.458728378760469,7.17342763922813,7.31429208413822e-13,2.92571683365529e-12
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae",610.832400797013,-10.8424876327778,0.758904646260132,-14.2870223370082,2.63643387303737e-46,2.1091470984299e-45
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",8.68431155362616,-2.49147427985311,0.472651419651644,-5.27127218128189,1.35481380452233e-07,3.61283681205956e-07
