old_id	new_id
virus_comp_4575_cycle_1	sample-1_2642_2795
virus_comp_4573_cycle_1	sample-1_2643_2793
virus_comp_4582_cycle_1	sample-1_2644_2792
virus_comp_18142_cycle_1	sample-1_2645_2790
virus_comp_625_cycle_1	sample-1_2646_2786
virus_comp_4595_cycle_1	sample-1_2647_2786
virus_comp_4605_cycle_1	sample-1_2648_2786
virus_comp_4591_cycle_1	sample-1_2649_2785
virus_comp_319_cycle_1	sample-1_2650_2782
virus_comp_4596_cycle_1	sample-1_2651_2781
virus_comp_4597_cycle_1	sample-1_2652_2781
virus_comp_4599_cycle_1	sample-1_2653_2778
virus_comp_4602_cycle_1	sample-1_2654_2777
virus_comp_180_cycle_1	sample-1_2655_2776
virus_comp_4606_cycle_1	sample-1_2656_2776
virus_comp_4603_cycle_1	sample-1_2657_2774
virus_comp_4615_cycle_1	sample-1_2658_2767
virus_comp_18424_cycle_1	sample-1_2659_2767
virus_comp_4614_cycle_1	sample-1_2660_2766
virus_comp_4617_cycle_1	sample-1_2661_2765
virus_comp_4619_cycle_1	sample-1_2662_2765
virus_comp_4621_cycle_1	sample-1_2663_2765
virus_comp_18480_cycle_1	sample-1_2664_2765
virus_comp_4622_cycle_1	sample-1_2665_2763
virus_comp_4626_cycle_1	sample-1_2666_2762
virus_comp_4637_cycle_1	sample-1_2667_2761
virus_comp_4632_cycle_1	sample-1_2668_2760
virus_comp_4652_cycle_1	sample-1_2669_2759
virus_comp_4631_cycle_1	sample-1_2670_2758
virus_comp_4635_cycle_1	sample-1_2671_2758
virus_comp_18362_cycle_1	sample-1_2672_2758
virus_comp_4650_cycle_1	sample-1_2673_2757
virus_comp_378_cycle_1	sample-1_2674_2756
virus_comp_4639_cycle_1	sample-1_2675_2756
edge_49045	sample-1_2676_2756
virus_comp_4645_cycle_1	sample-1_2677_2754
virus_comp_4658_cycle_1	sample-1_2678_2749
virus_comp_4655_cycle_1	sample-1_2679_2748
virus_comp_255_cycle_1	sample-1_2680_2747
virus_comp_416_cycle_1	sample-1_2681_2747
virus_comp_4659_cycle_1	sample-1_2682_2747
virus_comp_4662_cycle_1	sample-1_2683_2746
virus_comp_4695_cycle_1	sample-1_2684_2742
virus_comp_4670_cycle_1	sample-1_2685_2741
virus_comp_4674_cycle_1	sample-1_2686_2739
virus_comp_4681_cycle_1	sample-1_2687_2737
virus_comp_4684_cycle_1	sample-1_2688_2736
virus_comp_18356_cycle_1	sample-1_2689_2735
virus_comp_4687_cycle_1	sample-1_2690_2730
virus_comp_4688_cycle_1	sample-1_2691_2730
virus_comp_1197_cycle_1	sample-1_2692_2729
virus_comp_4690_cycle_1	sample-1_2693_2729
virus_comp_4692_cycle_1	sample-1_2694_2728
edge_2104	sample-1_2695_2727
virus_comp_4696_cycle_1	sample-1_2696_2726
virus_comp_4698_cycle_1	sample-1_2697_2725
virus_comp_1414_cycle_1	sample-1_2698_2724
virus_comp_4701_cycle_1	sample-1_2699_2723
virus_comp_517_cycle_1	sample-1_2700_2722
virus_comp_4706_cycle_1	sample-1_2701_2721
virus_comp_466_cycle_1	sample-1_2702_2714
virus_comp_4738_cycle_1	sample-1_2703_2714
virus_comp_18487_cycle_1	sample-1_2704_2712
virus_comp_4776_cycle_1	sample-1_2705_2711
virus_comp_4722_cycle_1	sample-1_2706_2709
virus_comp_18550_cycle_1	sample-1_2707_2708
virus_comp_4726_cycle_1	sample-1_2708_2707
virus_comp_4778_cycle_1	sample-1_2709_2707
virus_comp_4727_cycle_1	sample-1_2710_2706
virus_comp_4734_cycle_1	sample-1_2711_2705
virus_comp_4772_cycle_1	sample-1_2712_2705
virus_comp_2476_cycle_1	sample-1_2713_2704
virus_comp_4735_cycle_1	sample-1_2714_2704
virus_comp_4737_cycle_1	sample-1_2715_2704
virus_comp_4750_cycle_1	sample-1_2716_2704
virus_comp_2699_cycle_1	sample-1_2717_2703
virus_comp_138_cycle_1	sample-1_2718_2701
virus_comp_4742_cycle_1	sample-1_2719_2701
virus_comp_4751_cycle_1	sample-1_2720_2701
virus_comp_927_cycle_1	sample-1_2721_2700
virus_comp_4769_cycle_1	sample-1_2722_2700
virus_comp_4744_cycle_1	sample-1_2723_2699
virus_comp_4749_cycle_1	sample-1_2724_2697
virus_comp_4754_cycle_1	sample-1_2725_2696
virus_comp_4755_cycle_1	sample-1_2726_2696
virus_comp_4753_cycle_1	sample-1_2727_2695
virus_comp_4759_cycle_1	sample-1_2728_2695
virus_comp_4760_cycle_1	sample-1_2729_2694
virus_comp_399_cycle_1	sample-1_2730_2692
virus_comp_4764_cycle_1	sample-1_2731_2691
virus_comp_724_cycle_1	sample-1_2732_2690
virus_comp_4768_cycle_1	sample-1_2733_2690
virus_comp_4774_cycle_1	sample-1_2734_2690
virus_comp_4767_cycle_1	sample-1_2735_2689
virus_comp_1750_cycle_1	sample-1_2736_2688
virus_comp_4771_cycle_1	sample-1_2737_2688
virus_comp_4779_cycle_1	sample-1_2738_2687
virus_comp_4784_cycle_1	sample-1_2739_2684
virus_comp_4789_cycle_1	sample-1_2740_2684
virus_comp_4814_cycle_1	sample-1_2741_2684
virus_comp_4795_cycle_1	sample-1_2742_2682
virus_comp_4796_cycle_1	sample-1_2743_2682
virus_comp_4797_cycle_1	sample-1_2744_2681
virus_comp_4800_cycle_1	sample-1_2745_2679
virus_comp_4802_cycle_1	sample-1_2746_2679
virus_comp_2720_cycle_1	sample-1_2747_2678
virus_comp_4806_cycle_1	sample-1_2748_2675
virus_comp_1815_cycle_1	sample-1_2749_2674
virus_comp_4763_cycle_1	sample-1_2750_2674
virus_comp_2794_cycle_1	sample-1_2751_2673
virus_comp_4815_cycle_1	sample-1_2752_2671
virus_comp_17782_cycle_1	sample-1_2753_2671
virus_comp_668_cycle_1	sample-1_2754_2669
virus_comp_4820_cycle_1	sample-1_2755_2669
virus_comp_4822_cycle_1	sample-1_2756_2667
virus_comp_4823_cycle_1	sample-1_2757_2666
virus_comp_4827_cycle_1	sample-1_2758_2664
virus_comp_4875_cycle_1	sample-1_2759_2664
virus_comp_1176_cycle_1	sample-1_2760_2663
virus_comp_4830_cycle_1	sample-1_2761_2661
virus_comp_18293_cycle_1	sample-1_2762_2661
virus_comp_4835_cycle_1	sample-1_2763_2659
virus_comp_1320_cycle_1	sample-1_2764_2657
virus_comp_4831_cycle_1	sample-1_2765_2657
virus_comp_4841_cycle_1	sample-1_2766_2656
virus_comp_4842_cycle_1	sample-1_2767_2655
virus_comp_4845_cycle_1	sample-1_2768_2654
virus_comp_4826_cycle_1	sample-1_2769_2652
virus_comp_4874_cycle_1	sample-1_2770_2652
virus_comp_4853_cycle_1	sample-1_2771_2651
virus_comp_18494_cycle_1	sample-1_2772_2651
virus_comp_2664_cycle_1	sample-1_2773_2650
virus_comp_4849_cycle_1	sample-1_2774_2650
virus_comp_4851_cycle_1	sample-1_2775_2650
virus_comp_4856_cycle_1	sample-1_2776_2650
virus_comp_4869_cycle_1	sample-1_2777_2650
virus_comp_4855_cycle_1	sample-1_2778_2649
virus_comp_4857_cycle_1	sample-1_2779_2649
virus_comp_18455_cycle_1	sample-1_2780_2649
virus_comp_4861_cycle_1	sample-1_2781_2647
virus_comp_4862_cycle_1	sample-1_2782_2647
virus_comp_4924_cycle_1	sample-1_2783_2646
virus_comp_506_cycle_1	sample-1_2784_2645
virus_comp_4865_cycle_1	sample-1_2785_2645
virus_comp_18433_cycle_1	sample-1_2786_2644
virus_comp_4868_cycle_1	sample-1_2787_2643
virus_comp_18498_cycle_1	sample-1_2788_2643
virus_comp_4871_cycle_1	sample-1_2789_2641
virus_comp_1350_cycle_1	sample-1_2790_2640
virus_comp_4881_cycle_1	sample-1_2791_2639
virus_comp_4946_cycle_1	sample-1_2792_2639
virus_comp_4877_cycle_1	sample-1_2793_2638
virus_comp_18497_cycle_1	sample-1_2794_2633
virus_comp_4888_cycle_1	sample-1_2795_2632
virus_comp_4892_cycle_1	sample-1_2796_2631
virus_comp_4899_cycle_1	sample-1_2797_2630
virus_comp_4897_cycle_1	sample-1_2798_2629
virus_comp_4900_cycle_1	sample-1_2799_2629
virus_comp_4905_cycle_1	sample-1_2800_2627
virus_comp_4912_cycle_1	sample-1_2801_2627
virus_comp_4906_cycle_1	sample-1_2802_2626
virus_comp_4909_cycle_1	sample-1_2803_2626
virus_comp_4910_cycle_1	sample-1_2804_2625
virus_comp_4963_cycle_1	sample-1_2805_2625
virus_comp_4913_cycle_1	sample-1_2806_2624
virus_comp_4931_cycle_1	sample-1_2807_2620
virus_comp_4935_cycle_1	sample-1_2808_2620
virus_comp_4930_cycle_1	sample-1_2809_2618
virus_comp_192_cycle_1	sample-1_2810_2616
virus_comp_4933_cycle_1	sample-1_2811_2616
virus_comp_4936_cycle_1	sample-1_2812_2616
virus_comp_17813_cycle_1	sample-1_2813_2616
virus_comp_819_cycle_1	sample-1_2814_2615
virus_comp_4937_cycle_1	sample-1_2815_2615
virus_comp_219_cycle_1	sample-1_2816_2614
virus_comp_4926_cycle_1	sample-1_2817_2613
virus_comp_4943_cycle_1	sample-1_2818_2613
virus_comp_4952_cycle_1	sample-1_2819_2613
virus_comp_4953_cycle_1	sample-1_2820_2612
virus_comp_2552_cycle_1	sample-1_2821_2611
virus_comp_4948_cycle_1	sample-1_2822_2611
virus_comp_4950_cycle_1	sample-1_2823_2610
virus_comp_4959_cycle_1	sample-1_2824_2609
virus_comp_4955_cycle_1	sample-1_2825_2608
virus_comp_4962_cycle_1	sample-1_2826_2607
virus_comp_4966_cycle_1	sample-1_2827_2603
virus_comp_4967_cycle_1	sample-1_2828_2603
virus_comp_4971_cycle_1	sample-1_2829_2602
virus_comp_334_cycle_1	sample-1_2830_2601
virus_comp_1126_cycle_1	sample-1_2831_2598
virus_comp_4980_cycle_1	sample-1_2832_2597
virus_comp_4997_cycle_1	sample-1_2833_2597
virus_comp_601_cycle_1	sample-1_2834_2596
virus_comp_4995_cycle_1	sample-1_2835_2596
virus_comp_4983_cycle_1	sample-1_2836_2595
virus_comp_4989_cycle_1	sample-1_2837_2593
virus_comp_600_cycle_1	sample-1_2838_2592
virus_comp_4991_cycle_1	sample-1_2839_2592
virus_comp_4992_cycle_1	sample-1_2840_2591
virus_comp_4994_cycle_1	sample-1_2841_2590
virus_comp_5038_cycle_1	sample-1_2842_2586
virus_comp_1699_cycle_1	sample-1_2843_2585
virus_comp_5076_cycle_1	sample-1_2844_2585
virus_comp_279_cycle_1	sample-1_2845_2584
virus_comp_548_cycle_1	sample-1_2846_2584
virus_comp_5010_cycle_1	sample-1_2847_2583
virus_comp_5013_cycle_1	sample-1_2848_2582
virus_comp_5014_cycle_1	sample-1_2849_2581
virus_comp_5023_cycle_1	sample-1_2850_2580
virus_comp_5020_cycle_1	sample-1_2851_2579
virus_comp_5040_cycle_1	sample-1_2852_2578
virus_comp_5031_cycle_1	sample-1_2853_2577
virus_comp_5029_cycle_1	sample-1_2854_2576
virus_comp_5053_cycle_1	sample-1_2855_2576
virus_comp_5034_cycle_1	sample-1_2856_2575
virus_comp_5035_cycle_1	sample-1_2857_2575
virus_comp_5043_cycle_1	sample-1_2858_2573
virus_comp_5046_cycle_1	sample-1_2859_2572
virus_comp_5049_cycle_1	sample-1_2860_2570
virus_comp_5051_cycle_1	sample-1_2861_2570
virus_comp_5057_cycle_1	sample-1_2862_2568
virus_comp_5063_cycle_1	sample-1_2863_2568
virus_comp_18437_cycle_1	sample-1_2864_2568
virus_comp_5059_cycle_1	sample-1_2865_2567
virus_comp_5062_cycle_1	sample-1_2866_2566
virus_comp_5079_cycle_1	sample-1_2867_2566
virus_comp_5067_cycle_1	sample-1_2868_2565
virus_comp_189_cycle_1	sample-1_2869_2562
virus_comp_5072_cycle_1	sample-1_2870_2562
virus_comp_5074_cycle_1	sample-1_2871_2561
edge_1970	sample-1_2872_2559
virus_comp_5083_cycle_1	sample-1_2873_2558
virus_comp_5084_cycle_1	sample-1_2874_2558
virus_comp_5087_cycle_1	sample-1_2875_2556
virus_comp_5081_cycle_1	sample-1_2876_2555
virus_comp_18158_cycle_1	sample-1_2877_2555
virus_comp_5089_cycle_1	sample-1_2878_2552
edge_3278	sample-1_2879_2551
virus_comp_5093_cycle_1	sample-1_2880_2549
virus_comp_5181_cycle_1	sample-1_2881_2548
virus_comp_1161_cycle_1	sample-1_2882_2547
virus_comp_5098_cycle_1	sample-1_2883_2546
virus_comp_5124_cycle_1	sample-1_2884_2546
virus_comp_5104_cycle_1	sample-1_2885_2545
virus_comp_5105_cycle_1	sample-1_2886_2545
virus_comp_18493_cycle_1	sample-1_2887_2544
virus_comp_5111_cycle_1	sample-1_2888_2543
virus_comp_760_cycle_1	sample-1_2889_2541
virus_comp_18100_cycle_1	sample-1_2890_2541
virus_comp_5132_cycle_1	sample-1_2891_2540
virus_comp_2796_cycle_1	sample-1_2892_2539
virus_comp_762_cycle_1	sample-1_2893_2535
virus_comp_5126_cycle_1	sample-1_2894_2535
virus_comp_6037_cycle_1	sample-1_2895_2535
virus_comp_5153_cycle_1	sample-1_2896_2534
virus_comp_5117_cycle_1	sample-1_2897_2533
virus_comp_5129_cycle_1	sample-1_2898_2532
virus_comp_5134_cycle_1	sample-1_2899_2532
virus_comp_18513_cycle_1	sample-1_2900_2532
virus_comp_5131_cycle_1	sample-1_2901_2531
virus_comp_5139_cycle_1	sample-1_2902_2531
virus_comp_5144_cycle_1	sample-1_2903_2527
virus_comp_5145_cycle_1	sample-1_2904_2526
virus_comp_1597_cycle_1	sample-1_2905_2524
virus_comp_5148_cycle_1	sample-1_2906_2524
virus_comp_5155_cycle_1	sample-1_2907_2521
virus_comp_669_cycle_1	sample-1_2908_2519
virus_comp_5157_cycle_1	sample-1_2909_2518
virus_comp_5164_cycle_1	sample-1_2910_2518
edge_1968	sample-1_2911_2518
virus_comp_5146_cycle_1	sample-1_2912_2517
virus_comp_5169_cycle_1	sample-1_2913_2516
virus_comp_5171_cycle_1	sample-1_2914_2514
virus_comp_5179_cycle_1	sample-1_2915_2513
virus_comp_5176_cycle_1	sample-1_2916_2512
virus_comp_1130_cycle_1	sample-1_2917_2510
virus_comp_3907_cycle_1	sample-1_2918_2510
virus_comp_5183_cycle_1	sample-1_2919_2510
virus_comp_5182_cycle_1	sample-1_2920_2509
virus_comp_1556_cycle_1	sample-1_2921_2508
virus_comp_5187_cycle_1	sample-1_2922_2507
virus_comp_5198_cycle_1	sample-1_2923_2505
virus_comp_5297_cycle_1	sample-1_2924_2504
virus_comp_5199_cycle_1	sample-1_2925_2502
virus_comp_5200_cycle_1	sample-1_2926_2502
virus_comp_5202_cycle_1	sample-1_2927_2502
virus_comp_5203_cycle_1	sample-1_2928_2502
virus_comp_18520_cycle_1	sample-1_2929_2500
virus_comp_5208_cycle_1	sample-1_2930_2499
virus_comp_5212_cycle_1	sample-1_2931_2499
virus_comp_5223_cycle_1	sample-1_2932_2497
virus_comp_5225_cycle_1	sample-1_2933_2496
virus_comp_18459_cycle_1	sample-1_2934_2496
virus_comp_5220_cycle_1	sample-1_2935_2495
virus_comp_5243_cycle_1	sample-1_2936_2491
virus_comp_5246_cycle_1	sample-1_2937_2489
virus_comp_5242_cycle_1	sample-1_2938_2487
virus_comp_5244_cycle_1	sample-1_2939_2486
virus_comp_5257_cycle_1	sample-1_2940_2486
virus_comp_2339_cycle_1	sample-1_2941_2485
virus_comp_5238_cycle_1	sample-1_2942_2485
virus_comp_5247_cycle_1	sample-1_2943_2485
virus_comp_5261_cycle_1	sample-1_2944_2483
virus_comp_5375_cycle_1	sample-1_2945_2482
edge_48879	sample-1_2946_2480
virus_comp_5292_cycle_1	sample-1_2947_2474
virus_comp_3420_cycle_1	sample-1_2948_2473
virus_comp_5295_cycle_1	sample-1_2949_2473
virus_comp_5298_cycle_1	sample-1_2950_2472
virus_comp_5304_cycle_1	sample-1_2951_2468
virus_comp_1085_cycle_1	sample-1_2952_2466
virus_comp_5308_cycle_1	sample-1_2953_2465
virus_comp_5315_cycle_1	sample-1_2954_2461
virus_comp_5320_cycle_1	sample-1_2955_2460
virus_comp_18085_cycle_1	sample-1_2956_2459
virus_comp_5326_cycle_1	sample-1_2957_2457
virus_comp_911_cycle_1	sample-1_2958_2456
virus_comp_18207_cycle_1	sample-1_2959_2456
virus_comp_288_cycle_1	sample-1_2960_2454
virus_comp_584_cycle_1	sample-1_2961_2454
virus_comp_778_cycle_1	sample-1_2962_2454
virus_comp_5357_cycle_1	sample-1_2963_2454
virus_comp_383_cycle_1	sample-1_2964_2447
virus_comp_5352_cycle_1	sample-1_2965_2447
virus_comp_5321_cycle_1	sample-1_2966_2444
virus_comp_103_cycle_1	sample-1_2967_2443
virus_comp_5366_cycle_1	sample-1_2968_2441
virus_comp_85_cycle_1	sample-1_2969_2440
virus_comp_5339_cycle_1	sample-1_2970_2440
virus_comp_5371_cycle_1	sample-1_2971_2440
virus_comp_455_cycle_1	sample-1_2972_2439
virus_comp_5367_cycle_1	sample-1_2973_2439
virus_comp_5368_cycle_1	sample-1_2974_2439
virus_comp_5387_cycle_1	sample-1_2975_2437
virus_comp_5379_cycle_1	sample-1_2976_2436
virus_comp_5384_cycle_1	sample-1_2977_2435
virus_comp_5406_cycle_1	sample-1_2978_2433
virus_comp_18434_cycle_1	sample-1_2979_2432
virus_comp_5391_cycle_1	sample-1_2980_2431
virus_comp_5397_cycle_1	sample-1_2981_2429
virus_comp_5420_cycle_1	sample-1_2982_2428
virus_comp_5415_cycle_1	sample-1_2983_2422
virus_comp_5417_cycle_1	sample-1_2984_2420
virus_comp_910_cycle_1	sample-1_2985_2417
virus_comp_5428_cycle_1	sample-1_2986_2417
virus_comp_5429_cycle_1	sample-1_2987_2417
virus_comp_5430_cycle_1	sample-1_2988_2416
virus_comp_5439_cycle_1	sample-1_2989_2414
virus_comp_5441_cycle_1	sample-1_2990_2414
virus_comp_5443_cycle_1	sample-1_2991_2412
virus_comp_5446_cycle_1	sample-1_2992_2410
virus_comp_5451_cycle_1	sample-1_2993_2409
virus_comp_753_cycle_1	sample-1_2994_2408
virus_comp_3497_cycle_1	sample-1_2995_2404
virus_comp_5470_cycle_1	sample-1_2996_2401
virus_comp_5477_cycle_1	sample-1_2997_2400
virus_comp_5507_cycle_1	sample-1_2998_2400
virus_comp_5473_cycle_1	sample-1_2999_2399
virus_comp_5496_cycle_1	sample-1_3000_2398
virus_comp_5488_cycle_1	sample-1_3001_2394
virus_comp_5489_cycle_1	sample-1_3002_2394
virus_comp_5494_cycle_1	sample-1_3003_2392
virus_comp_17818_cycle_1	sample-1_3004_2389
virus_comp_5502_cycle_1	sample-1_3005_2388
virus_comp_5503_cycle_1	sample-1_3006_2388
virus_comp_5504_cycle_1	sample-1_3007_2386
virus_comp_5510_cycle_1	sample-1_3008_2384
virus_comp_5511_cycle_1	sample-1_3009_2384
virus_comp_5513_cycle_1	sample-1_3010_2384
virus_comp_5521_cycle_1	sample-1_3011_2383
edge_2654	sample-1_3012_2382
virus_comp_1385_cycle_1	sample-1_3013_2379
virus_comp_5532_cycle_1	sample-1_3014_2379
virus_comp_5533_cycle_1	sample-1_3015_2377
virus_comp_5582_cycle_1	sample-1_3016_2377
virus_comp_5538_cycle_1	sample-1_3017_2376
virus_comp_5544_cycle_1	sample-1_3018_2376
virus_comp_5540_cycle_1	sample-1_3019_2375
virus_comp_18202_cycle_1	sample-1_3020_2375
virus_comp_5551_cycle_1	sample-1_3021_2371
virus_comp_759_cycle_1	sample-1_3022_2370
virus_comp_396_cycle_1	sample-1_3023_2368
virus_comp_5234_cycle_1	sample-1_3024_2368
virus_comp_5566_cycle_1	sample-1_3025_2365
virus_comp_5552_cycle_1	sample-1_3026_2362
virus_comp_5574_cycle_1	sample-1_3027_2362
virus_comp_5578_cycle_1	sample-1_3028_2360
virus_comp_5579_cycle_1	sample-1_3029_2359
virus_comp_5588_cycle_1	sample-1_3030_2359
virus_comp_2719_cycle_1	sample-1_3031_2358
virus_comp_5583_cycle_1	sample-1_3032_2356
virus_comp_5587_cycle_1	sample-1_3033_2356
virus_comp_5596_cycle_1	sample-1_3034_2356
virus_comp_695_cycle_1	sample-1_3035_2355
virus_comp_5586_cycle_1	sample-1_3036_2355
virus_comp_5610_cycle_1	sample-1_3037_2354
virus_comp_18071_cycle_1	sample-1_3038_2353
virus_comp_923_cycle_1	sample-1_3039_2352
virus_comp_5599_cycle_1	sample-1_3040_2349
virus_comp_5608_cycle_1	sample-1_3041_2346
virus_comp_5617_cycle_1	sample-1_3042_2346
virus_comp_5614_cycle_1	sample-1_3043_2345
virus_comp_5619_cycle_1	sample-1_3044_2345
virus_comp_17812_cycle_1	sample-1_3045_2345
virus_comp_5626_cycle_1	sample-1_3046_2342
virus_comp_5634_cycle_1	sample-1_3047_2342
virus_comp_5628_cycle_1	sample-1_3048_2341
virus_comp_5629_cycle_1	sample-1_3049_2341
virus_comp_5633_cycle_1	sample-1_3050_2341
virus_comp_5631_cycle_1	sample-1_3051_2340
virus_comp_5638_cycle_1	sample-1_3052_2336
virus_comp_696_cycle_1	sample-1_3053_2335
virus_comp_1533_cycle_1	sample-1_3054_2335
virus_comp_5620_cycle_1	sample-1_3055_2335
virus_comp_5639_cycle_1	sample-1_3056_2335
virus_comp_1052_cycle_1	sample-1_3057_2333
virus_comp_5662_cycle_1	sample-1_3058_2330
virus_comp_5663_cycle_1	sample-1_3059_2330
virus_comp_5664_cycle_1	sample-1_3060_2328
virus_comp_5674_cycle_1	sample-1_3061_2328
virus_comp_5658_cycle_1	sample-1_3062_2326
virus_comp_5670_cycle_1	sample-1_3063_2326
virus_comp_5673_cycle_1	sample-1_3064_2326
virus_comp_1148_cycle_1	sample-1_3065_2324
virus_comp_5677_cycle_1	sample-1_3066_2323
virus_comp_18405_cycle_1	sample-1_3067_2323
virus_comp_5684_cycle_1	sample-1_3068_2321
virus_comp_5690_cycle_1	sample-1_3069_2319
virus_comp_5694_cycle_1	sample-1_3070_2318
virus_comp_857_cycle_1	sample-1_3071_2317
virus_comp_2554_cycle_1	sample-1_3072_2317
virus_comp_5702_cycle_1	sample-1_3073_2314
virus_comp_5707_cycle_1	sample-1_3074_2311
virus_comp_5709_cycle_1	sample-1_3075_2310
virus_comp_5730_cycle_1	sample-1_3076_2308
virus_comp_5717_cycle_1	sample-1_3077_2307
virus_comp_5721_cycle_1	sample-1_3078_2306
virus_comp_5738_cycle_1	sample-1_3079_2300
virus_comp_5747_cycle_1	sample-1_3080_2297
virus_comp_5758_cycle_1	sample-1_3081_2294
virus_comp_5759_cycle_1	sample-1_3082_2294
virus_comp_5764_cycle_1	sample-1_3083_2292
virus_comp_5769_cycle_1	sample-1_3084_2290
virus_comp_5770_cycle_1	sample-1_3085_2290
virus_comp_5776_cycle_1	sample-1_3086_2289
virus_comp_5777_cycle_1	sample-1_3087_2289
virus_comp_5778_cycle_1	sample-1_3088_2288
virus_comp_5785_cycle_1	sample-1_3089_2286
virus_comp_685_cycle_1	sample-1_3090_2285
virus_comp_5788_cycle_1	sample-1_3091_2285
virus_comp_5789_cycle_1	sample-1_3092_2285
virus_comp_5792_cycle_1	sample-1_3093_2283
virus_comp_1051_cycle_1	sample-1_3094_2281
virus_comp_5797_cycle_1	sample-1_3095_2281
virus_comp_5802_cycle_1	sample-1_3096_2280
virus_comp_5805_cycle_1	sample-1_3097_2280
virus_comp_1319_cycle_1	sample-1_3098_2278
virus_comp_5810_cycle_1	sample-1_3099_2278
virus_comp_17848_cycle_1	sample-1_3100_2276
virus_comp_5824_cycle_1	sample-1_3101_2275
edge_2483	sample-1_3102_2275
edge_48666	sample-1_3103_2274
virus_comp_5831_cycle_1	sample-1_3104_2273
virus_comp_5829_cycle_1	sample-1_3105_2272
virus_comp_5833_cycle_1	sample-1_3106_2271
virus_comp_5845_cycle_1	sample-1_3107_2268
virus_comp_5848_cycle_1	sample-1_3108_2267
virus_comp_3293_cycle_1	sample-1_3109_2266
virus_comp_5852_cycle_1	sample-1_3110_2266
virus_comp_5854_cycle_1	sample-1_3111_2266
virus_comp_5856_cycle_1	sample-1_3112_2266
virus_comp_5871_cycle_1	sample-1_3113_2266
virus_comp_5857_cycle_1	sample-1_3114_2265
virus_comp_7998_cycle_1	sample-1_3115_2265
virus_comp_5863_cycle_1	sample-1_3116_2262
virus_comp_5915_cycle_1	sample-1_3117_2262
virus_comp_18547_cycle_1	sample-1_3118_2262
edge_2199	sample-1_3119_2259
virus_comp_5881_cycle_1	sample-1_3120_2258
virus_comp_5883_cycle_1	sample-1_3121_2257
virus_comp_6161_cycle_1	sample-1_3122_2255
virus_comp_5888_cycle_1	sample-1_3123_2254
virus_comp_5893_cycle_1	sample-1_3124_2254
virus_comp_160_cycle_1	sample-1_3125_2250
virus_comp_5911_cycle_1	sample-1_3126_2250
virus_comp_5906_cycle_1	sample-1_3127_2248
virus_comp_5927_cycle_1	sample-1_3128_2246
virus_comp_5922_cycle_1	sample-1_3129_2243
virus_comp_5931_cycle_1	sample-1_3130_2241
virus_comp_5936_cycle_1	sample-1_3131_2240
virus_comp_5954_cycle_1	sample-1_3132_2238
virus_comp_5948_cycle_1	sample-1_3133_2237
virus_comp_5949_cycle_1	sample-1_3134_2236
virus_comp_5961_cycle_1	sample-1_3135_2234
virus_comp_5963_cycle_1	sample-1_3136_2234
virus_comp_5974_cycle_1	sample-1_3137_2234
virus_comp_5979_cycle_1	sample-1_3138_2232
virus_comp_5934_cycle_1	sample-1_3139_2230
virus_comp_5975_cycle_1	sample-1_3140_2230
virus_comp_5985_cycle_1	sample-1_3141_2228
virus_comp_5987_cycle_1	sample-1_3142_2228
virus_comp_1932_cycle_1	sample-1_3143_2224
virus_comp_37_cycle_1	sample-1_3144_2223
virus_comp_5946_cycle_1	sample-1_3145_2223
virus_comp_6004_cycle_1	sample-1_3146_2222
virus_comp_6008_cycle_1	sample-1_3147_2221
virus_comp_578_cycle_1	sample-1_3148_2219
virus_comp_6044_cycle_1	sample-1_3149_2219
virus_comp_5996_cycle_1	sample-1_3150_2217
virus_comp_6019_cycle_1	sample-1_3151_2217
virus_comp_6031_cycle_1	sample-1_3152_2213
virus_comp_6038_cycle_1	sample-1_3153_2211
virus_comp_6041_cycle_1	sample-1_3154_2210
virus_comp_6045_cycle_1	sample-1_3155_2208
virus_comp_6063_cycle_1	sample-1_3156_2208
virus_comp_6050_cycle_1	sample-1_3157_2206
virus_comp_6059_cycle_1	sample-1_3158_2206
virus_comp_1206_cycle_1	sample-1_3159_2205
virus_comp_6058_cycle_1	sample-1_3160_2203
virus_comp_2686_cycle_1	sample-1_3161_2201
virus_comp_17967_cycle_1	sample-1_3162_2200
virus_comp_17918_cycle_1	sample-1_3163_2199
virus_comp_6081_cycle_1	sample-1_3164_2195
virus_comp_6089_cycle_1	sample-1_3165_2194
virus_comp_6104_cycle_1	sample-1_3166_2194
virus_comp_17871_cycle_1	sample-1_3167_2194
virus_comp_6095_cycle_1	sample-1_3168_2192
virus_comp_6552_cycle_1	sample-1_3169_2190
virus_comp_10_cycle_1	sample-1_3170_2189
virus_comp_6109_cycle_1	sample-1_3171_2187
virus_comp_3384_cycle_1	sample-1_3172_2185
virus_comp_6113_cycle_1	sample-1_3173_2185
virus_comp_6195_cycle_1	sample-1_3174_2183
virus_comp_6129_cycle_1	sample-1_3175_2182
virus_comp_6132_cycle_1	sample-1_3176_2180
virus_comp_6134_cycle_1	sample-1_3177_2179
virus_comp_6138_cycle_1	sample-1_3178_2178
virus_comp_6152_cycle_1	sample-1_3179_2175
virus_comp_811_cycle_1	sample-1_3180_2174
virus_comp_6155_cycle_1	sample-1_3181_2174
virus_comp_6165_cycle_1	sample-1_3182_2174
virus_comp_6185_cycle_1	sample-1_3183_2169
virus_comp_6182_cycle_1	sample-1_3184_2168
