old_id	new_id
virus_comp_2518_cycle_1	sample-1_1338_5621
virus_comp_2527_cycle_1	sample-1_1339_5619
virus_comp_2507_cycle_1	sample-1_1340_5618
virus_comp_2509_cycle_1	sample-1_1341_5613
virus_comp_2512_cycle_1	sample-1_1342_5609
virus_comp_2510_cycle_1	sample-1_1343_5608
virus_comp_2517_cycle_1	sample-1_1344_5604
virus_comp_2524_cycle_1	sample-1_1345_5601
virus_comp_2521_cycle_1	sample-1_1346_5597
virus_comp_2523_cycle_1	sample-1_1347_5595
virus_comp_2525_cycle_1	sample-1_1348_5594
virus_comp_17807_cycle_1	sample-1_1349_5590
virus_comp_2529_cycle_1	sample-1_1350_5585
virus_comp_2532_cycle_1	sample-1_1351_5563
virus_comp_2531_cycle_1	sample-1_1352_5561
virus_comp_1150_cycle_1	sample-1_1353_5560
virus_comp_2674_cycle_1	sample-1_1354_5551
virus_comp_2536_cycle_1	sample-1_1355_5550
virus_comp_1195_cycle_1	sample-1_1356_5549
virus_comp_2475_cycle_1	sample-1_1357_5543
virus_comp_18186_cycle_1	sample-1_1358_5538
virus_comp_376_cycle_1	sample-1_1359_5537
virus_comp_2544_cycle_1	sample-1_1360_5536
virus_comp_2489_cycle_1	sample-1_1361_5530
virus_comp_480_cycle_1	sample-1_1362_5529
virus_comp_2539_cycle_1	sample-1_1363_5523
virus_comp_18174_cycle_1	sample-1_1364_5514
virus_comp_2540_cycle_1	sample-1_1365_5508
virus_comp_2542_cycle_1	sample-1_1366_5501
virus_comp_222_cycle_1	sample-1_1367_5496
virus_comp_716_cycle_1	sample-1_1368_5494
virus_comp_2545_cycle_1	sample-1_1369_5487
virus_comp_2548_cycle_1	sample-1_1370_5483
virus_comp_2558_cycle_1	sample-1_1371_5482
virus_comp_2550_cycle_1	sample-1_1372_5478
virus_comp_2559_cycle_1	sample-1_1373_5474
virus_comp_2557_cycle_1	sample-1_1374_5470
virus_comp_1133_cycle_1	sample-1_1375_5460
virus_comp_2561_cycle_1	sample-1_1376_5452
virus_comp_2563_cycle_1	sample-1_1377_5449
virus_comp_18191_cycle_1	sample-1_1378_5449
virus_comp_2564_cycle_1	sample-1_1379_5445
virus_comp_865_cycle_1	sample-1_1380_5443
virus_comp_2575_cycle_1	sample-1_1381_5438
virus_comp_2572_cycle_1	sample-1_1382_5437
virus_comp_2577_cycle_1	sample-1_1383_5437
virus_comp_2573_cycle_1	sample-1_1384_5432
edge_2455	sample-1_1385_5432
virus_comp_2574_cycle_1	sample-1_1386_5430
virus_comp_2576_cycle_1	sample-1_1387_5428
virus_comp_2513_cycle_1	sample-1_1388_5427
virus_comp_17884_cycle_1	sample-1_1389_5427
virus_comp_648_cycle_1	sample-1_1390_5421
virus_comp_1968_cycle_1	sample-1_1391_5421
virus_comp_2579_cycle_1	sample-1_1392_5418
virus_comp_602_cycle_1	sample-1_1393_5415
virus_comp_2581_cycle_1	sample-1_1394_5414
virus_comp_2591_cycle_1	sample-1_1395_5414
virus_comp_2582_cycle_1	sample-1_1396_5413
virus_comp_2590_cycle_1	sample-1_1397_5411
virus_comp_2585_cycle_1	sample-1_1398_5410
virus_comp_2594_cycle_1	sample-1_1399_5407
virus_comp_2595_cycle_1	sample-1_1400_5404
virus_comp_2596_cycle_1	sample-1_1401_5402
virus_comp_801_cycle_1	sample-1_1402_5400
virus_comp_254_cycle_1	sample-1_1403_5398
virus_comp_2601_cycle_1	sample-1_1404_5393
edge_1863	sample-1_1405_5384
virus_comp_2597_cycle_1	sample-1_1406_5380
virus_comp_2602_cycle_1	sample-1_1407_5379
virus_comp_2603_cycle_1	sample-1_1408_5378
virus_comp_2607_cycle_1	sample-1_1409_5365
virus_comp_2609_cycle_1	sample-1_1410_5362
virus_comp_2670_cycle_1	sample-1_1411_5354
virus_comp_18200_cycle_1	sample-1_1412_5353
virus_comp_2612_cycle_1	sample-1_1413_5349
virus_comp_2617_cycle_1	sample-1_1414_5349
virus_comp_2613_cycle_1	sample-1_1415_5344
virus_comp_2616_cycle_1	sample-1_1416_5341
virus_comp_2623_cycle_1	sample-1_1417_5322
virus_comp_2626_cycle_1	sample-1_1418_5318
virus_comp_477_cycle_1	sample-1_1419_5315
virus_comp_1830_cycle_1	sample-1_1420_5313
virus_comp_2627_cycle_1	sample-1_1421_5312
virus_comp_2631_cycle_1	sample-1_1422_5312
virus_comp_18195_cycle_1	sample-1_1423_5310
virus_comp_169_cycle_1	sample-1_1424_5309
virus_comp_2638_cycle_1	sample-1_1425_5308
virus_comp_18170_cycle_1	sample-1_1426_5308
virus_comp_2629_cycle_1	sample-1_1427_5305
virus_comp_873_cycle_1	sample-1_1428_5300
virus_comp_2632_cycle_1	sample-1_1429_5300
virus_comp_2633_cycle_1	sample-1_1430_5300
virus_comp_2634_cycle_1	sample-1_1431_5298
virus_comp_2682_cycle_1	sample-1_1432_5297
virus_comp_2643_cycle_1	sample-1_1433_5295
edge_1497	sample-1_1434_5293
virus_comp_2669_cycle_1	sample-1_1435_5291
virus_comp_18206_cycle_1	sample-1_1436_5291
virus_comp_661_cycle_1	sample-1_1437_5290
virus_comp_18196_cycle_1	sample-1_1438_5290
virus_comp_2636_cycle_1	sample-1_1439_5287
virus_comp_652_cycle_1	sample-1_1440_5285
virus_comp_2640_cycle_1	sample-1_1441_5285
virus_comp_2641_cycle_1	sample-1_1442_5281
virus_comp_2649_cycle_1	sample-1_1443_5281
virus_comp_2650_cycle_1	sample-1_1444_5277
virus_comp_2644_cycle_1	sample-1_1445_5272
virus_comp_2646_cycle_1	sample-1_1446_5269
virus_comp_2651_cycle_1	sample-1_1447_5263
virus_comp_2696_cycle_1	sample-1_1448_5263
virus_comp_2654_cycle_1	sample-1_1449_5255
virus_comp_17899_cycle_1	sample-1_1450_5254
virus_comp_2671_cycle_1	sample-1_1451_5253
virus_comp_1692_cycle_1	sample-1_1452_5250
virus_comp_2659_cycle_1	sample-1_1453_5250
virus_comp_17798_cycle_1	sample-1_1454_5239
virus_comp_1581_cycle_1	sample-1_1455_5228
virus_comp_2675_cycle_1	sample-1_1456_5226
virus_comp_2679_cycle_1	sample-1_1457_5223
virus_comp_676_cycle_1	sample-1_1458_5211
virus_comp_2689_cycle_1	sample-1_1459_5208
virus_comp_531_cycle_1	sample-1_1460_5205
virus_comp_2683_cycle_1	sample-1_1461_5202
virus_comp_2684_cycle_1	sample-1_1462_5201
virus_comp_620_cycle_1	sample-1_1463_5199
virus_comp_2714_cycle_1	sample-1_1464_5197
virus_comp_1464_cycle_1	sample-1_1465_5194
virus_comp_17852_cycle_1	sample-1_1466_5187
virus_comp_624_cycle_1	sample-1_1467_5186
virus_comp_2692_cycle_1	sample-1_1468_5186
virus_comp_18201_cycle_1	sample-1_1469_5186
virus_comp_414_cycle_1	sample-1_1470_5181
virus_comp_2708_cycle_1	sample-1_1471_5181
virus_comp_2722_cycle_1	sample-1_1472_5179
virus_comp_2697_cycle_1	sample-1_1473_5174
virus_comp_2399_cycle_1	sample-1_1474_5171
virus_comp_2702_cycle_1	sample-1_1475_5169
edge_1979	sample-1_1476_5162
virus_comp_2704_cycle_1	sample-1_1477_5161
virus_comp_2709_cycle_1	sample-1_1478_5159
virus_comp_2705_cycle_1	sample-1_1479_5158
virus_comp_17960_cycle_1	sample-1_1480_5151
virus_comp_2711_cycle_1	sample-1_1481_5149
virus_comp_1019_cycle_1	sample-1_1482_5148
virus_comp_17777_cycle_1	sample-1_1483_5143
virus_comp_421_cycle_1	sample-1_1484_5138
virus_comp_547_cycle_1	sample-1_1485_5136
virus_comp_2716_cycle_1	sample-1_1486_5131
virus_comp_2712_cycle_1	sample-1_1487_5129
virus_comp_2721_cycle_1	sample-1_1488_5122
virus_comp_2725_cycle_1	sample-1_1489_5121
virus_comp_2724_cycle_1	sample-1_1490_5116
virus_comp_2727_cycle_1	sample-1_1491_5114
virus_comp_2729_cycle_1	sample-1_1492_5110
virus_comp_17870_cycle_1	sample-1_1493_5110
virus_comp_18035_cycle_1	sample-1_1494_5110
virus_comp_2728_cycle_1	sample-1_1495_5109
virus_comp_2731_cycle_1	sample-1_1496_5108
virus_comp_2730_cycle_1	sample-1_1497_5106
virus_comp_1601_cycle_1	sample-1_1498_5105
virus_comp_1326_cycle_1	sample-1_1499_5104
virus_comp_17845_cycle_1	sample-1_1500_5098
virus_comp_708_cycle_1	sample-1_1501_5097
virus_comp_2661_cycle_1	sample-1_1502_5095
virus_comp_2734_cycle_1	sample-1_1503_5088
virus_comp_18198_cycle_1	sample-1_1504_5087
virus_comp_656_cycle_1	sample-1_1505_5086
virus_comp_2739_cycle_1	sample-1_1506_5085
virus_comp_573_cycle_1	sample-1_1507_5074
virus_comp_2737_cycle_1	sample-1_1508_5073
virus_comp_2738_cycle_1	sample-1_1509_5073
virus_comp_2838_cycle_1	sample-1_1510_5071
edge_3509	sample-1_1511_5071
virus_comp_2741_cycle_1	sample-1_1512_5069
virus_comp_18182_cycle_1	sample-1_1513_5069
virus_comp_2742_cycle_1	sample-1_1514_5064
virus_comp_2744_cycle_1	sample-1_1515_5059
virus_comp_2746_cycle_1	sample-1_1516_5050
virus_comp_2758_cycle_1	sample-1_1517_5045
virus_comp_2762_cycle_1	sample-1_1518_5045
virus_comp_2748_cycle_1	sample-1_1519_5043
virus_comp_2753_cycle_1	sample-1_1520_5036
edge_48907	sample-1_1521_5036
virus_comp_2756_cycle_1	sample-1_1522_5028
virus_comp_2757_cycle_1	sample-1_1523_5023
virus_comp_2760_cycle_1	sample-1_1524_5022
virus_comp_17998_cycle_1	sample-1_1525_5016
virus_comp_18215_cycle_1	sample-1_1526_5006
virus_comp_1102_cycle_1	sample-1_1527_5005
virus_comp_2774_cycle_1	sample-1_1528_5001
virus_comp_18339_cycle_1	sample-1_1529_4998
virus_comp_2765_cycle_1	sample-1_1530_4997
virus_comp_2775_cycle_1	sample-1_1531_4997
virus_comp_2767_cycle_1	sample-1_1532_4996
virus_comp_2769_cycle_1	sample-1_1533_4993
virus_comp_2806_cycle_1	sample-1_1534_4989
virus_comp_2773_cycle_1	sample-1_1535_4984
virus_comp_2777_cycle_1	sample-1_1536_4979
virus_comp_2776_cycle_1	sample-1_1537_4978
virus_comp_2809_cycle_1	sample-1_1538_4977
virus_comp_2779_cycle_1	sample-1_1539_4973
virus_comp_2828_cycle_1	sample-1_1540_4972
virus_comp_2782_cycle_1	sample-1_1541_4968
virus_comp_2812_cycle_1	sample-1_1542_4965
virus_comp_2786_cycle_1	sample-1_1543_4964
virus_comp_2788_cycle_1	sample-1_1544_4964
virus_comp_2787_cycle_1	sample-1_1545_4963
virus_comp_1056_cycle_1	sample-1_1546_4960
virus_comp_2816_cycle_1	sample-1_1547_4960
virus_comp_2791_cycle_1	sample-1_1548_4959
virus_comp_2801_cycle_1	sample-1_1549_4959
virus_comp_2792_cycle_1	sample-1_1550_4958
virus_comp_2807_cycle_1	sample-1_1551_4958
virus_comp_2793_cycle_1	sample-1_1552_4957
virus_comp_2799_cycle_1	sample-1_1553_4951
edge_303	sample-1_1554_4951
virus_comp_2885_cycle_1	sample-1_1555_4950
virus_comp_2803_cycle_1	sample-1_1556_4949
virus_comp_2804_cycle_1	sample-1_1557_4945
virus_comp_2808_cycle_1	sample-1_1558_4937
virus_comp_2810_cycle_1	sample-1_1559_4937
virus_comp_2819_cycle_1	sample-1_1560_4936
virus_comp_436_cycle_1	sample-1_1561_4933
virus_comp_2813_cycle_1	sample-1_1562_4932
virus_comp_2814_cycle_1	sample-1_1563_4927
virus_comp_2820_cycle_1	sample-1_1564_4927
virus_comp_2817_cycle_1	sample-1_1565_4926
virus_comp_2825_cycle_1	sample-1_1566_4925
virus_comp_702_cycle_1	sample-1_1567_4920
virus_comp_2831_cycle_1	sample-1_1568_4918
virus_comp_2822_cycle_1	sample-1_1569_4915
virus_comp_2824_cycle_1	sample-1_1570_4910
virus_comp_2830_cycle_1	sample-1_1571_4909
virus_comp_2849_cycle_1	sample-1_1572_4909
virus_comp_2826_cycle_1	sample-1_1573_4904
virus_comp_434_cycle_1	sample-1_1574_4900
virus_comp_1792_cycle_1	sample-1_1575_4895
virus_comp_2833_cycle_1	sample-1_1576_4895
virus_comp_2834_cycle_1	sample-1_1577_4891
virus_comp_2836_cycle_1	sample-1_1578_4890
virus_comp_2835_cycle_1	sample-1_1579_4885
virus_comp_524_cycle_1	sample-1_1580_4883
virus_comp_2844_cycle_1	sample-1_1581_4880
virus_comp_17868_cycle_1	sample-1_1582_4880
virus_comp_2837_cycle_1	sample-1_1583_4877
virus_comp_2840_cycle_1	sample-1_1584_4875
virus_comp_2856_cycle_1	sample-1_1585_4874
virus_comp_2846_cycle_1	sample-1_1586_4872
virus_comp_18219_cycle_1	sample-1_1587_4862
virus_comp_2868_cycle_1	sample-1_1588_4858
virus_comp_2853_cycle_1	sample-1_1589_4850
virus_comp_2864_cycle_1	sample-1_1590_4849
virus_comp_2863_cycle_1	sample-1_1591_4843
virus_comp_481_cycle_1	sample-1_1592_4838
virus_comp_2862_cycle_1	sample-1_1593_4838
virus_comp_423_cycle_1	sample-1_1594_4836
virus_comp_2865_cycle_1	sample-1_1595_4833
virus_comp_17823_cycle_1	sample-1_1596_4833
virus_comp_1460_cycle_1	sample-1_1597_4827
virus_comp_2872_cycle_1	sample-1_1598_4817
virus_comp_2874_cycle_1	sample-1_1599_4813
virus_comp_2882_cycle_1	sample-1_1600_4813
virus_comp_2876_cycle_1	sample-1_1601_4812
virus_comp_2875_cycle_1	sample-1_1602_4810
virus_comp_2877_cycle_1	sample-1_1603_4809
virus_comp_2880_cycle_1	sample-1_1604_4806
virus_comp_2211_cycle_1	sample-1_1605_4801
virus_comp_2884_cycle_1	sample-1_1606_4801
virus_comp_2886_cycle_1	sample-1_1607_4800
virus_comp_18412_cycle_1	sample-1_1608_4799
virus_comp_2889_cycle_1	sample-1_1609_4796
virus_comp_596_cycle_1	sample-1_1610_4795
virus_comp_1307_cycle_1	sample-1_1611_4793
virus_comp_2883_cycle_1	sample-1_1612_4788
virus_comp_2893_cycle_1	sample-1_1613_4788
virus_comp_2913_cycle_1	sample-1_1614_4788
virus_comp_1364_cycle_1	sample-1_1615_4784
virus_comp_2892_cycle_1	sample-1_1616_4783
virus_comp_2923_cycle_1	sample-1_1617_4772
virus_comp_2898_cycle_1	sample-1_1618_4764
virus_comp_2900_cycle_1	sample-1_1619_4754
virus_comp_18249_cycle_1	sample-1_1620_4749
virus_comp_2904_cycle_1	sample-1_1621_4747
virus_comp_2901_cycle_1	sample-1_1622_4742
virus_comp_2902_cycle_1	sample-1_1623_4740
virus_comp_2905_cycle_1	sample-1_1624_4737
virus_comp_876_cycle_1	sample-1_1625_4729
virus_comp_902_cycle_1	sample-1_1626_4727
virus_comp_2918_cycle_1	sample-1_1627_4725
virus_comp_18197_cycle_1	sample-1_1628_4718
virus_comp_2920_cycle_1	sample-1_1629_4716
virus_comp_18028_cycle_1	sample-1_1630_4707
virus_comp_2925_cycle_1	sample-1_1631_4703
edge_1958	sample-1_1632_4703
virus_comp_2926_cycle_1	sample-1_1633_4702
virus_comp_2928_cycle_1	sample-1_1634_4702
virus_comp_870_cycle_1	sample-1_1635_4701
virus_comp_2931_cycle_1	sample-1_1636_4701
virus_comp_2915_cycle_1	sample-1_1637_4700
virus_comp_2944_cycle_1	sample-1_1638_4700
virus_comp_2929_cycle_1	sample-1_1639_4699
virus_comp_152_cycle_1	sample-1_1640_4696
virus_comp_2938_cycle_1	sample-1_1641_4688
virus_comp_347_cycle_1	sample-1_1642_4687
virus_comp_2936_cycle_1	sample-1_1643_4686
virus_comp_2937_cycle_1	sample-1_1644_4683
virus_comp_2939_cycle_1	sample-1_1645_4678
virus_comp_17772_cycle_1	sample-1_1646_4678
virus_comp_18240_cycle_1	sample-1_1647_4677
virus_comp_2941_cycle_1	sample-1_1648_4675
virus_comp_2943_cycle_1	sample-1_1649_4675
virus_comp_2946_cycle_1	sample-1_1650_4670
virus_comp_700_cycle_1	sample-1_1651_4668
virus_comp_18025_cycle_1	sample-1_1652_4665
virus_comp_2945_cycle_1	sample-1_1653_4664
virus_comp_2952_cycle_1	sample-1_1654_4661
virus_comp_1065_cycle_1	sample-1_1655_4658
virus_comp_2950_cycle_1	sample-1_1656_4658
virus_comp_623_cycle_1	sample-1_1657_4656
virus_comp_1064_cycle_1	sample-1_1658_4653
virus_comp_2955_cycle_1	sample-1_1659_4652
virus_comp_2956_cycle_1	sample-1_1660_4652
virus_comp_296_cycle_1	sample-1_1661_4651
virus_comp_2957_cycle_1	sample-1_1662_4650
virus_comp_2962_cycle_1	sample-1_1663_4646
virus_comp_2967_cycle_1	sample-1_1664_4643
virus_comp_17844_cycle_1	sample-1_1665_4638
virus_comp_2963_cycle_1	sample-1_1666_4637
virus_comp_1925_cycle_1	sample-1_1667_4636
virus_comp_3003_cycle_1	sample-1_1668_4636
virus_comp_457_cycle_1	sample-1_1669_4629
virus_comp_2969_cycle_1	sample-1_1670_4622
virus_comp_2970_cycle_1	sample-1_1671_4622
virus_comp_653_cycle_1	sample-1_1672_4619
virus_comp_2968_cycle_1	sample-1_1673_4618
virus_comp_2973_cycle_1	sample-1_1674_4616
virus_comp_17819_cycle_1	sample-1_1675_4616
virus_comp_2972_cycle_1	sample-1_1676_4613
virus_comp_2338_cycle_1	sample-1_1677_4604
virus_comp_2984_cycle_1	sample-1_1678_4603
virus_comp_2977_cycle_1	sample-1_1679_4599
virus_comp_2983_cycle_1	sample-1_1680_4599
virus_comp_2978_cycle_1	sample-1_1681_4595
virus_comp_2979_cycle_1	sample-1_1682_4594
virus_comp_17952_cycle_1	sample-1_1683_4594
virus_comp_18244_cycle_1	sample-1_1684_4594
virus_comp_2980_cycle_1	sample-1_1685_4591
virus_comp_2981_cycle_1	sample-1_1686_4590
virus_comp_2986_cycle_1	sample-1_1687_4587
virus_comp_3022_cycle_1	sample-1_1688_4582
virus_comp_2990_cycle_1	sample-1_1689_4581
virus_comp_1415_cycle_1	sample-1_1690_4580
virus_comp_2994_cycle_1	sample-1_1691_4579
virus_comp_2993_cycle_1	sample-1_1692_4576
virus_comp_2996_cycle_1	sample-1_1693_4573
virus_comp_303_cycle_1	sample-1_1694_4572
virus_comp_3026_cycle_1	sample-1_1695_4571
virus_comp_302_cycle_1	sample-1_1696_4570
virus_comp_17811_cycle_1	sample-1_1697_4567
virus_comp_2997_cycle_1	sample-1_1698_4560
virus_comp_3012_cycle_1	sample-1_1699_4550
virus_comp_3007_cycle_1	sample-1_1700_4545
virus_comp_3010_cycle_1	sample-1_1701_4542
virus_comp_3015_cycle_1	sample-1_1702_4539
virus_comp_2394_cycle_1	sample-1_1703_4534
virus_comp_595_cycle_1	sample-1_1704_4531
virus_comp_581_cycle_1	sample-1_1705_4528
virus_comp_3023_cycle_1	sample-1_1706_4527
virus_comp_3029_cycle_1	sample-1_1707_4525
virus_comp_3031_cycle_1	sample-1_1708_4525
virus_comp_3024_cycle_1	sample-1_1709_4524
virus_comp_3025_cycle_1	sample-1_1710_4523
virus_comp_18252_cycle_1	sample-1_1711_4521
virus_comp_3030_cycle_1	sample-1_1712_4518
virus_comp_18253_cycle_1	sample-1_1713_4516
virus_comp_3033_cycle_1	sample-1_1714_4514
virus_comp_3035_cycle_1	sample-1_1715_4514
edge_48755	sample-1_1716_4503
virus_comp_2299_cycle_1	sample-1_1717_4500
virus_comp_3037_cycle_1	sample-1_1718_4496
virus_comp_432_cycle_1	sample-1_1719_4495
virus_comp_2157_cycle_1	sample-1_1720_4489
virus_comp_3041_cycle_1	sample-1_1721_4489
virus_comp_306_cycle_1	sample-1_1722_4488
virus_comp_3058_cycle_1	sample-1_1723_4484
virus_comp_3042_cycle_1	sample-1_1724_4480
virus_comp_3044_cycle_1	sample-1_1725_4472
virus_comp_1505_cycle_1	sample-1_1726_4471
virus_comp_3046_cycle_1	sample-1_1727_4471
virus_comp_719_cycle_1	sample-1_1728_4470
virus_comp_3047_cycle_1	sample-1_1729_4470
virus_comp_17928_cycle_1	sample-1_1730_4468
virus_comp_703_cycle_1	sample-1_1731_4464
virus_comp_18205_cycle_1	sample-1_1732_4462
virus_comp_3049_cycle_1	sample-1_1733_4461
virus_comp_3050_cycle_1	sample-1_1734_4457
virus_comp_1580_cycle_1	sample-1_1735_4456
virus_comp_3051_cycle_1	sample-1_1736_4456
virus_comp_3052_cycle_1	sample-1_1737_4455
virus_comp_3055_cycle_1	sample-1_1738_4452
virus_comp_3054_cycle_1	sample-1_1739_4451
virus_comp_3067_cycle_1	sample-1_1740_4444
virus_comp_2344_cycle_1	sample-1_1741_4442
virus_comp_18260_cycle_1	sample-1_1742_4438
virus_comp_3060_cycle_1	sample-1_1743_4435
virus_comp_3061_cycle_1	sample-1_1744_4435
virus_comp_3062_cycle_1	sample-1_1745_4435
virus_comp_18259_cycle_1	sample-1_1746_4434
virus_comp_3066_cycle_1	sample-1_1747_4432
virus_comp_3063_cycle_1	sample-1_1748_4427
virus_comp_3065_cycle_1	sample-1_1749_4427
virus_comp_3071_cycle_1	sample-1_1750_4419
virus_comp_3070_cycle_1	sample-1_1751_4418
virus_comp_529_cycle_1	sample-1_1752_4417
virus_comp_3075_cycle_1	sample-1_1753_4410
virus_comp_3085_cycle_1	sample-1_1754_4410
virus_comp_3089_cycle_1	sample-1_1755_4405
virus_comp_3099_cycle_1	sample-1_1756_4403
virus_comp_3083_cycle_1	sample-1_1757_4402
virus_comp_884_cycle_1	sample-1_1758_4396
virus_comp_3082_cycle_1	sample-1_1759_4393
virus_comp_2452_cycle_1	sample-1_1760_4391
virus_comp_18034_cycle_1	sample-1_1761_4390
virus_comp_3124_cycle_1	sample-1_1762_4385
virus_comp_231_cycle_1	sample-1_1763_4384
virus_comp_3087_cycle_1	sample-1_1764_4382
edge_2320	sample-1_1765_4380
virus_comp_3088_cycle_1	sample-1_1766_4379
virus_comp_3092_cycle_1	sample-1_1767_4371
virus_comp_3094_cycle_1	sample-1_1768_4371
virus_comp_1541_cycle_1	sample-1_1769_4366
virus_comp_3098_cycle_1	sample-1_1770_4362
virus_comp_3093_cycle_1	sample-1_1771_4360
virus_comp_3114_cycle_1	sample-1_1772_4350
virus_comp_3105_cycle_1	sample-1_1773_4348
virus_comp_921_cycle_1	sample-1_1774_4345
virus_comp_3108_cycle_1	sample-1_1775_4345
virus_comp_3109_cycle_1	sample-1_1776_4345
virus_comp_17784_cycle_1	sample-1_1777_4345
virus_comp_18166_cycle_1	sample-1_1778_4345
virus_comp_3117_cycle_1	sample-1_1779_4333
virus_comp_949_cycle_1	sample-1_1780_4331
virus_comp_18222_cycle_1	sample-1_1781_4331
virus_comp_647_cycle_1	sample-1_1782_4323
virus_comp_3127_cycle_1	sample-1_1783_4322
virus_comp_3121_cycle_1	sample-1_1784_4320
virus_comp_3132_cycle_1	sample-1_1785_4319
virus_comp_528_cycle_1	sample-1_1786_4316
virus_comp_305_cycle_1	sample-1_1787_4315
virus_comp_3123_cycle_1	sample-1_1788_4315
virus_comp_18005_cycle_1	sample-1_1789_4314
virus_comp_3131_cycle_1	sample-1_1790_4310
virus_comp_2589_cycle_1	sample-1_1791_4307
virus_comp_3129_cycle_1	sample-1_1792_4304
virus_comp_18065_cycle_1	sample-1_1793_4291
virus_comp_3154_cycle_1	sample-1_1794_4282
virus_comp_3151_cycle_1	sample-1_1795_4281
virus_comp_3147_cycle_1	sample-1_1796_4277
virus_comp_3141_cycle_1	sample-1_1797_4275
virus_comp_3148_cycle_1	sample-1_1798_4275
virus_comp_3149_cycle_1	sample-1_1799_4275
virus_comp_3150_cycle_1	sample-1_1800_4273
virus_comp_3152_cycle_1	sample-1_1801_4272
virus_comp_3146_cycle_1	sample-1_1802_4270
virus_comp_1217_cycle_1	sample-1_1803_4267
virus_comp_3104_cycle_1	sample-1_1804_4264
virus_comp_18438_cycle_1	sample-1_1805_4262
virus_comp_3153_cycle_1	sample-1_1806_4259
virus_comp_3155_cycle_1	sample-1_1807_4255
virus_comp_18275_cycle_1	sample-1_1808_4249
virus_comp_349_cycle_1	sample-1_1809_4246
virus_comp_3162_cycle_1	sample-1_1810_4241
virus_comp_3165_cycle_1	sample-1_1811_4241
virus_comp_3166_cycle_1	sample-1_1812_4240
virus_comp_3170_cycle_1	sample-1_1813_4235
virus_comp_1035_cycle_1	sample-1_1814_4234
virus_comp_17832_cycle_1	sample-1_1815_4233
virus_comp_1216_cycle_1	sample-1_1816_4232
virus_comp_3167_cycle_1	sample-1_1817_4232
virus_comp_3157_cycle_1	sample-1_1818_4230
virus_comp_18276_cycle_1	sample-1_1819_4230
virus_comp_3172_cycle_1	sample-1_1820_4226
virus_comp_3173_cycle_1	sample-1_1821_4226
virus_comp_935_cycle_1	sample-1_1822_4224
virus_comp_3179_cycle_1	sample-1_1823_4206
virus_comp_17896_cycle_1	sample-1_1824_4191
virus_comp_3200_cycle_1	sample-1_1825_4188
virus_comp_3189_cycle_1	sample-1_1826_4187
virus_comp_3210_cycle_1	sample-1_1827_4184
virus_comp_3192_cycle_1	sample-1_1828_4182
virus_comp_270_cycle_1	sample-1_1829_4181
virus_comp_3194_cycle_1	sample-1_1830_4178
virus_comp_3195_cycle_1	sample-1_1831_4177
virus_comp_3197_cycle_1	sample-1_1832_4176
virus_comp_1135_cycle_1	sample-1_1833_4174
virus_comp_3199_cycle_1	sample-1_1834_4174
virus_comp_718_cycle_1	sample-1_1835_4170
virus_comp_3204_cycle_1	sample-1_1836_4169
virus_comp_3198_cycle_1	sample-1_1837_4167
virus_comp_18003_cycle_1	sample-1_1838_4164
virus_comp_3201_cycle_1	sample-1_1839_4161
virus_comp_3212_cycle_1	sample-1_1840_4159
virus_comp_3206_cycle_1	sample-1_1841_4155
virus_comp_3208_cycle_1	sample-1_1842_4150
virus_comp_3209_cycle_1	sample-1_1843_4148
virus_comp_3229_cycle_1	sample-1_1844_4143
virus_comp_3223_cycle_1	sample-1_1845_4139
virus_comp_3226_cycle_1	sample-1_1846_4139
virus_comp_3216_cycle_1	sample-1_1847_4138
virus_comp_1327_cycle_1	sample-1_1848_4123
virus_comp_3225_cycle_1	sample-1_1849_4123
virus_comp_17810_cycle_1	sample-1_1850_4122
virus_comp_3235_cycle_1	sample-1_1851_4118
virus_comp_1213_cycle_1	sample-1_1852_4111
virus_comp_3232_cycle_1	sample-1_1853_4108
virus_comp_3236_cycle_1	sample-1_1854_4108
virus_comp_3233_cycle_1	sample-1_1855_4107
virus_comp_499_cycle_1	sample-1_1856_4104
virus_comp_224_cycle_1	sample-1_1857_4103
virus_comp_3239_cycle_1	sample-1_1858_4103
virus_comp_3240_cycle_1	sample-1_1859_4097
virus_comp_523_cycle_1	sample-1_1860_4096
virus_comp_18216_cycle_1	sample-1_1861_4092
virus_comp_3243_cycle_1	sample-1_1862_4091
virus_comp_3245_cycle_1	sample-1_1863_4089
virus_comp_3246_cycle_1	sample-1_1864_4086
virus_comp_3247_cycle_1	sample-1_1865_4085
virus_comp_3251_cycle_1	sample-1_1866_4083
virus_comp_3253_cycle_1	sample-1_1867_4076
virus_comp_3295_cycle_1	sample-1_1868_4074
virus_comp_1616_cycle_1	sample-1_1869_4067
virus_comp_3257_cycle_1	sample-1_1870_4065
virus_comp_3260_cycle_1	sample-1_1871_4065
virus_comp_3259_cycle_1	sample-1_1872_4062
virus_comp_3262_cycle_1	sample-1_1873_4062
virus_comp_3264_cycle_1	sample-1_1874_4062
virus_comp_3265_cycle_1	sample-1_1875_4058
virus_comp_17894_cycle_1	sample-1_1876_4058
virus_comp_3270_cycle_1	sample-1_1877_4052
virus_comp_3275_cycle_1	sample-1_1878_4051
virus_comp_3274_cycle_1	sample-1_1879_4050
virus_comp_2422_cycle_1	sample-1_1880_4044
virus_comp_3277_cycle_1	sample-1_1881_4044
