qname	tname	num_alns	pid	qcov	tcov
KJ003983_1_99915	NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	3	87.85	0.21	0.21
KJ003983_1_99915	phage_2	1	86.58	0.08	0.04
KJ003983_1_99915	MZ130478_1_100314	1	91.8	0.06	0.06
KJ003983_1_99915	OMBT01000004	1	85.71	0.08	0.04
OBKV01000026	OLWB01000021	3	74.66	0.66	0.66
OBKV01000026	OGYM01000002	1	73.46	0.24	0.23
OBKV01000026	QWBY01000010	1	79.65	0.07	0.08
ERR589843_NODE_134_length_102073_cov_9.78706	OCPX01000081	26	85.73	35.09	35.01
ERR589843_NODE_134_length_102073_cov_9.78706	MT774375_1_98826	24	84.64	32.56	33.66
ERR589843_NODE_134_length_102073_cov_9.78706	OLPB01000025	25	79.46	37.89	37.81
ERR589843_NODE_134_length_102073_cov_9.78706	OGZF01000022	1	89.61	1.99	1.28
ERR589843_NODE_134_length_102073_cov_9.78706	MZ130477_1_100971	14	77.36	13.64	13.75
ERR589843_NODE_134_length_102073_cov_9.78706	OLRA01000126	11	78.03	12.05	11.96
ERR589843_NODE_134_length_102073_cov_9.78706	ERR843949_ms_1	12	77.7	13.44	13.74
ERR589843_NODE_134_length_102073_cov_9.78706	OHXK01000005	1	93.41	1.29	0.88
ERR589843_NODE_134_length_102073_cov_9.78706	OLQV01000028	1	81.18	1.3	0.83
ERR589843_NODE_134_length_102073_cov_9.78706	OLWW01000036	2	76.48	1.77	1.8
ERR589843_NODE_134_length_102073_cov_9.78706	3300014788_____Ga0134381_1000049	3	75.19	3.03	2.98
ERR589843_NODE_134_length_102073_cov_9.78706	MN037_S1_79	2	76.53	1.76	1.78
ERR589843_NODE_134_length_102073_cov_9.78706	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	2	74.01	3.78	3.79
ERR589843_NODE_134_length_102073_cov_9.78706	sample-1_9_104613	4	74.82	3.77	3.65
ERR589843_NODE_134_length_102073_cov_9.78706	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3	74.43	3.03	2.99
ERR589843_NODE_134_length_102073_cov_9.78706	HvCF_E4_ms_4	3	74.5	3.02	2.91
ERR589843_NODE_134_length_102073_cov_9.78706	sample-1_11_101626	4	75.19	2.99	3.0
ERR589843_NODE_134_length_102073_cov_9.78706	MT774396_1_101153	3	75.25	2.49	2.51
ERR589843_NODE_134_length_102073_cov_9.78706	MT774400_1_96055	3	75.54	1.66	1.76
ERR589843_NODE_134_length_102073_cov_9.78706	MT774395_1_103665	1	73.24	1.27	1.25
ERR589843_NODE_134_length_102073_cov_9.78706	MT774398_1_100198	2	73.4	1.32	1.33
ERR589843_NODE_134_length_102073_cov_9.78706	sample-1_3423_1921	1	75.34	0.83	44.35
ERR589843_NODE_134_length_102073_cov_9.78706	sample-1_13_99291	3	75.64	1.15	1.19
ERR589843_NODE_134_length_102073_cov_9.78706	MT774379_1_92600	3	73.24	1.52	1.66
ERR589843_NODE_134_length_102073_cov_9.78706	ERR589777_NODE_213_length_102559_cov_114.718	1	76.72	0.44	0.44
ERR589843_NODE_134_length_102073_cov_9.78706	MZ130493_1_100650	4	76.71	0.96	0.97
ERR589843_NODE_134_length_102073_cov_9.78706	sample-1_12_101623	2	73.24	0.7	0.7
ERR589843_NODE_134_length_102073_cov_9.78706	MT774397_1_97290	1	81.21	0.15	0.15
ERR589843_NODE_134_length_102073_cov_9.78706	OLVX01000015	1	74.01	0.26	0.16
ERR589843_NODE_134_length_102073_cov_9.78706	MT774405_1_99848	1	96.23	0.05	0.05
ERR589843_NODE_134_length_102073_cov_9.78706	OGQH01000028	1	97.96	0.05	0.03
ERR589843_NODE_134_length_102073_cov_9.78706	OHMA01000001	1	97.96	0.05	0.03
ERR589843_NODE_134_length_102073_cov_9.78706	OKSX01000010	1	96.15	0.05	0.03
ERR589843_NODE_134_length_102073_cov_9.78706	OMGK01000003	1	100.0	0.04	0.02
ERR589843_NODE_134_length_102073_cov_9.78706	OGTB01000008	1	100.0	0.04	0.02
ERR589843_NODE_134_length_102073_cov_9.78706	3300007714_____Ga0105661_1000061	1	100.0	0.03	0.03
ERR589843_NODE_134_length_102073_cov_9.78706	OHFX01000006	1	94.59	0.04	0.02
MT774388_1_102301	MH675552_1_102679	41	90.06	64.47	64.22
MT774388_1_102301	MT774378_1_101662	27	87.7	49.35	49.69
MT774388_1_102301	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	7	77.51	9.11	8.74
MT774388_1_102301	NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	17	82.26	7.62	7.64
MT774388_1_102301	MZ130478_1_100314	16	82.89	6.93	7.05
MT774388_1_102301	OLRZ01000056	7	75.15	11.17	11.85
MT774388_1_102301	sample-1_516_11797	1	76.22	2.09	18.06
MT774388_1_102301	MT074136_1_99494	4	74.42	5.22	5.36
MT774388_1_102301	MN019_S19_74	5	76.62	5.18	5.21
MT774388_1_102301	ERR589851_NODE_110_length_101537_cov_76.3839	5	77.34	3.06	3.09
MT774388_1_102301	sample-1_347_16656	2	77.96	1.48	9.16
MT774388_1_102301	sample-1_4061_1441	1	76.81	1.26	88.62
MT774388_1_102301	sample-1_11_101626	2	83.76	1.07	1.08
MT774388_1_102301	3300014788_____Ga0134381_1000049	1	80.41	0.52	0.51
MT774388_1_102301	KJ003983_1_99915	2	73.07	1.33	1.38
MT774388_1_102301	MT774389_1_101082	1	74.16	0.66	0.67
MT774388_1_102301	OLXR01000011	1	79.01	0.24	0.14
MT774388_1_102301	MT774387_1_102434	1	81.21	0.14	0.14
MT774388_1_102301	sample-1_2809_2618	1	87.91	0.09	3.44
MT774388_1_102301	MT774400_1_96055	1	100.0	0.04	0.04
EM181_T3_ms_1	SRR4295175_ms_5	21	77.68	34.99	35.54
EM181_T3_ms_1	3300008513_____Ga0111022_100109	25	77.13	38.65	38.88
EM181_T3_ms_1	sample-1_1_194036	51	77.2	41.96	39.29
EM181_T3_ms_1	MT774377_1_93787	23	77.03	40.31	41.93
EM181_T3_ms_1	Rampelli_20005_NODE_59_length_93393_cov_174.533984	1	70.88	1.49	1.56
EM181_T3_ms_1	MT774381_1_91101	1	75.75	0.57	0.62
EM181_T3_ms_1	MZ130488_1_91714	2	75.83	0.81	0.87
EM181_T3_ms_1	MH616963_1_94878	1	75.0	0.57	0.59
EM181_T3_ms_1	NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	1	80.53	0.31	0.32
EM181_T3_ms_1	OGQI01000045	1	74.56	0.57	0.6
EM181_T3_ms_1	OBJF01000120	1	77.78	0.36	0.38
EM181_T3_ms_1	OHFX01000006	2	74.82	0.68	0.36
EM181_T3_ms_1	OLOE01000004	1	78.7	0.28	0.15
EM181_T3_ms_1	OBJP01000075	1	69.9	1.19	1.24
EM181_T3_ms_1	MT074136_1_99494	1	76.7	0.28	0.28
EM181_T3_ms_1	MH552500_1_90023	1	79.66	0.18	0.19
EM181_T3_ms_1	MZ130481_1_98001	1	69.82	0.91	0.91
EM181_T3_ms_1	OLRZ01000056	1	86.77	0.07	0.07
EM181_T3_ms_1	UMIU01010253	1	92.31	0.04	0.04
OJOU01000011	OGOO01000044	50	91.73	82.65	83.23
OJOU01000011	OLOG01000029	58	93.49	84.34	83.26
OJOU01000011	OLQV01000028	52	92.48	84.24	83.27
OJOU01000011	OLZO01000021	50	91.68	81.81	82.77
OJOU01000011	OIAT01000008	50	91.54	81.41	82.28
OJOU01000011	OHEN01000023	57	92.69	81.44	81.82
OJOU01000011	PPYF01266999	52	92.69	86.07	86.18
OJOU01000011	OHYE01000011	59	91.52	82.01	79.32
OJOU01000011	OHXK01000005	52	91.54	82.44	84.57
OJOU01000011	OGZF01000022	54	93.62	84.79	82.15
OJOU01000011	OHKV01000027	45	91.18	83.76	84.46
OJOU01000011	OFMU01000028	51	93.02	86.05	86.52
OJOU01000011	OJQQ01000027	61	90.32	81.63	78.59
OJOU01000011	sample-1_24_92306	17	80.13	26.22	43.57
OJOU01000011	OIWQ01000029	3	81.79	2.69	2.72
OJOU01000011	OGZF01000025	4	81.54	2.7	2.88
OJOU01000011	OMGY01000027	3	83.16	1.82	2.69
OJOU01000011	OBWI01000023	4	81.54	2.56	2.6
OJOU01000011	sample-1_7_152939	2	79.15	1.91	1.92
OJOU01000011	OLOZ01000027	5	81.51	1.7	2.55
OJOU01000011	sample-1_4_157545	3	79.3	1.61	1.58
OJOU01000011	OMAV01000002	1	76.64	0.81	0.76
OLOZ01000027	OIWQ01000029	43	94.67	80.72	81.31
OLOZ01000027	OJSE01000052	54	93.91	79.79	83.54
OLOZ01000027	OMGY01000027	51	93.96	80.61	84.69
OLOZ01000027	OGZF01000025	47	93.54	82.33	83.52
OLOZ01000027	sample-1_5_155540	45	89.08	79.94	80.01
OLOZ01000027	sample-1_7_152939	33	94.94	82.65	83.5
OLOZ01000027	sample-1_4_157545	47	94.45	87.63	85.44
OLOZ01000027	OBWI01000023	46	93.68	83.74	83.18
OLOZ01000027	OJQQ01000027	7	82.03	3.63	2.69
OLOZ01000027	OLQV01000028	7	81.09	2.59	2.47
OLOZ01000027	OHYE01000011	4	76.84	2.52	2.14
OLOZ01000027	OHXK01000005	5	84.31	1.96	1.12
OLOZ01000027	OLOG01000029	2	79.04	1.48	1.47
OLOZ01000027	OIAT01000008	5	84.16	2.09	1.23
OLOZ01000027	OJOU01000011	5	81.42	2.56	1.71
OLOZ01000027	OFMU01000028	6	79.87	1.97	1.87
OLOZ01000027	OGZF01000022	1	82.71	0.6	0.58
OLOZ01000027	OLPB01000025	2	95.48	0.4	0.61
OLOZ01000027	PPYF01266999	10	79.68	3.44	3.19
OLOZ01000027	OHEN01000023	3	76.7	1.9	1.49
OLOZ01000027	OHKV01000027	1	79.38	0.6	0.61
OLOZ01000027	OLZO01000021	2	75.31	1.48	1.08
OLOZ01000027	OGOO01000044	2	76.04	1.17	1.19
OLOZ01000027	OLRA01000126	3	86.34	0.53	0.8
OLOZ01000027	MZ130477_1_100971	1	98.69	0.1	0.15
OLOZ01000027	ERR843949_ms_1	2	89.88	0.17	0.25
OLOZ01000027	sample-1_516_11797	1	87.5	0.04	0.54
MT774400_1_96055	MN037_S1_79	15	89.85	35.04	33.52
MT774400_1_96055	OLWW01000036	20	87.92	35.89	34.4
MT774400_1_96055	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	20	81.13	24.99	23.7
MT774400_1_96055	sample-1_9_104613	18	81.31	24.09	22.15
MT774400_1_96055	MT774397_1_97290	9	80.2	14.49	14.3
MT774400_1_96055	sample-1_13_99291	36	83.55	41.42	40.15
MT774400_1_96055	sample-1_12_101623	11	79.91	15.29	14.48
MT774400_1_96055	MZ130493_1_100650	14	79.35	17.28	16.51
MT774400_1_96055	MT774396_1_101153	20	81.38	23.65	22.44
MT774400_1_96055	HvCF_E4_ms_4	9	79.56	13.41	12.25
MT774400_1_96055	3300007714_____Ga0105661_1000061	27	80.39	28.67	27.16
MT774400_1_96055	MT774395_1_103665	7	79.6	12.06	11.13
MT774400_1_96055	MT774398_1_100198	10	80.6	11.74	11.29
MT774400_1_96055	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	10	79.33	14.48	13.58
MT774400_1_96055	3300014788_____Ga0134381_1000049	11	78.0	15.04	13.95
MT774400_1_96055	MT774405_1_99848	10	78.09	15.55	14.97
MT774400_1_96055	sample-1_11_101626	9	76.72	9.66	9.11
MT774400_1_96055	ERR589777_NODE_213_length_102559_cov_114.718	5	75.94	5.86	5.51
MT774400_1_96055	OLNQ01000088	6	76.16	5.35	5.15
MT774400_1_96055	MT774379_1_92600	2	79.11	1.97	2.05
MT774400_1_96055	OLPB01000025	5	76.13	2.65	2.49
MT774400_1_96055	ERR843949_ms_1	3	74.95	1.95	1.88
MT774400_1_96055	MZ130477_1_100971	2	77.0	1.21	1.16
MT774400_1_96055	MT774375_1_98826	3	74.4	1.96	1.89
MT774400_1_96055	ERR589843_NODE_134_length_102073_cov_9.78706	3	75.55	1.76	1.66
MT774400_1_96055	OLRA01000126	2	81.3	0.38	0.35
MT774400_1_96055	OCPX01000081	3	78.97	0.6	0.56
MT774400_1_96055	MT774388_1_102301	1	95.56	0.05	0.04
OBWI01000023	sample-1_4_157545	43	94.01	82.41	80.69
OBWI01000023	sample-1_7_152939	32	94.6	86.89	87.52
OBWI01000023	OIWQ01000029	41	94.26	86.89	88.16
OBWI01000023	OMGY01000027	49	94.0	80.26	84.7
OBWI01000023	OJSE01000052	50	94.21	80.6	83.23
OBWI01000023	OGZF01000025	49	94.06	89.74	91.73
OBWI01000023	OLOZ01000027	46	93.68	83.18	83.74
OBWI01000023	sample-1_5_155540	49	90.22	81.95	81.56
OBWI01000023	OHXK01000005	5	84.64	2.17	2.32
OBWI01000023	OJOU01000011	4	81.54	2.6	2.56
OBWI01000023	OFMU01000028	6	80.55	2.0	2.72
OBWI01000023	OIAT01000008	7	84.45	2.1	2.2
OBWI01000023	OJQQ01000027	6	83.48	2.35	2.24
OBWI01000023	OLQV01000028	7	83.22	2.3	2.35
OBWI01000023	PPYF01266999	10	80.79	3.26	3.86
OBWI01000023	OHYE01000011	5	78.04	2.28	2.18
OBWI01000023	OGZF01000022	1	83.25	0.74	0.72
OBWI01000023	OLOG01000029	2	79.07	1.62	1.61
OBWI01000023	OHKV01000027	1	80.52	0.74	0.75
OBWI01000023	ERR843949_ms_1	3	93.25	0.84	1.28
OBWI01000023	OLPB01000025	3	90.51	0.57	0.85
OBWI01000023	OLZO01000021	3	75.98	1.66	1.66
OBWI01000023	OGOO01000044	3	76.09	2.25	2.27
OBWI01000023	OHEN01000023	3	77.53	1.22	1.2
OBWI01000023	OLRA01000126	2	89.44	0.22	0.33
OBWI01000023	MZ130477_1_100971	2	90.36	0.24	0.36
OLOE01000004	OHFX01000006	46	93.12	84.96	84.81
OLOE01000004	sample-1_1971_3823	3	92.24	1.71	83.08
OLOE01000004	OHMA01000001	8	84.93	2.19	2.12
OLOE01000004	PPYE01511035	4	87.01	1.04	1.02
OLOE01000004	OMGK01000003	6	83.51	1.43	1.39
OLOE01000004	OGTB01000008	10	79.73	3.39	3.36
OLOE01000004	OGOT01000012	3	77.35	1.02	1.02
OLOE01000004	OKSX01000010	3	78.9	0.83	0.84
OLOE01000004	OMEW01000010	6	75.48	2.05	2.02
OLOE01000004	OMBT01000004	9	76.87	2.44	2.4
OLOE01000004	3300008513_____Ga0111022_100109	3	77.27	0.89	1.71
OLOE01000004	HvCF_E4_ms_4	1	89.79	0.22	0.4
OLOE01000004	OLYV01000018	2	74.92	0.98	1.02
OLOE01000004	OHFV01000001	1	77.64	0.47	0.52
OLOE01000004	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	1	93.88	0.11	0.18
OLOE01000004	MT774387_1_102434	1	82.74	0.16	0.3
OLOE01000004	MZ130478_1_100314	2	78.38	0.41	0.75
OLOE01000004	MN019_S19_74	4	87.99	0.23	0.39
OLOE01000004	OCHL01000028	6	86.06	0.39	0.38
OLOE01000004	OGQH01000028	3	75.13	0.61	0.61
OLOE01000004	sample-1_1_194036	6	75.69	0.58	1.0
OLOE01000004	MT774377_1_93787	2	72.7	0.59	1.17
OLOE01000004	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	2	77.45	0.27	0.49
OLOE01000004	EM181_T3_ms_1	1	78.7	0.15	0.28
OLOE01000004	SRR4295175_ms_5	2	73.67	0.5	0.96
OLOE01000004	OLWB01000021	2	82.55	0.19	0.22
OLOE01000004	OJMP01000008	1	80.75	0.11	0.12
OLOE01000004	QRFC01000022	2	90.08	0.07	0.08
OLOE01000004	MT774405_1_99848	1	92.86	0.04	0.07
OLOE01000004	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	1	90.79	0.04	0.07
OLOE01000004	sample-1_9_104613	1	80.18	0.06	0.1
OLOE01000004	OKWR01000042	1	97.44	0.02	0.02
OLOE01000004	phage_2	1	97.37	0.02	0.02
OHKV01000027	OLZO01000021	46	90.51	80.07	80.38
OHKV01000027	OIAT01000008	39	92.16	84.77	84.34
OHKV01000027	OJQQ01000027	52	91.58	85.39	81.58
OHKV01000027	OLQV01000028	45	93.02	87.66	85.06
OHKV01000027	OHYE01000011	54	90.35	82.08	78.55
OHKV01000027	OGOO01000044	44	91.09	84.69	84.54
OHKV01000027	PPYF01266999	45	91.33	86.26	84.9
OHKV01000027	OHXK01000005	45	92.43	83.43	84.67
OHKV01000027	OJOU01000011	45	91.19	84.41	83.72
OHKV01000027	OHEN01000023	48	90.44	81.72	82.14
OHKV01000027	OLOG01000029	53	89.62	82.75	81.04
OHKV01000027	OFMU01000028	46	90.52	83.5	82.49
OHKV01000027	OGZF01000022	52	89.77	85.74	82.35
OHKV01000027	sample-1_24_92306	19	80.12	27.05	44.52
OHKV01000027	OGZF01000025	1	80.44	1.01	1.02
OHKV01000027	sample-1_5_155540	2	79.74	1.36	1.33
OHKV01000027	sample-1_4_157545	1	79.59	1.01	0.97
OHKV01000027	OMGY01000027	1	81.63	0.84	0.87
OHKV01000027	OJSE01000052	1	78.85	1.01	1.03
OHKV01000027	OBWI01000023	1	80.52	0.75	0.74
OHKV01000027	sample-1_7_152939	2	80.4	1.0	0.99
OHKV01000027	OIWQ01000029	2	80.36	1.06	1.06
OHKV01000027	OLOZ01000027	1	79.38	0.61	0.6
Long_crAss_ms_3	sample-1_4390_1275	1	78.35	1.03	68.08
Long_crAss_ms_3	sample-1_4677_1147	1	74.87	0.91	67.31
Long_crAss_ms_3	OGRD01000043	1	74.32	0.21	0.18
Long_crAss_ms_3	OMEW01000010	1	87.23	0.06	0.02
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	OLGJ01000028	5	75.28	8.51	7.95
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MZ130481_1_98001	4	75.0	8.45	8.04
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	OBJP01000075	3	74.64	3.86	3.84
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MT774383_1_93559	4	73.91	5.04	5.04
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	UMIU01010253	3	74.58	3.76	3.74
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	OBJF01000120	3	75.02	2.63	2.62
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MZ130488_1_91714	1	73.63	2.05	2.07
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MH616963_1_94878	1	75.28	1.5	1.46
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	Rampelli_20005_NODE_59_length_93393_cov_174.533984	2	71.61	2.32	2.32
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	sample-1_1_194036	2	83.8	0.32	0.31
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MT774377_1_93787	2	82.89	0.47	0.47
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	MT774381_1_91101	2	77.29	0.55	0.57
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	SRR4295175_ms_5	1	81.06	0.32	0.31
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	EM181_T3_ms_1	1	80.53	0.32	0.31
NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	OGQI01000045	3	76.01	0.76	0.77
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	sample-1_9_104613	35	94.0	71.4	69.12
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774405_1_99848	31	89.63	43.74	44.32
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774396_1_101153	31	93.77	70.45	70.47
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	3300014788_____Ga0134381_1000049	36	89.02	44.03	42.89
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774400_1_96055	20	81.14	23.7	24.99
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	16	77.5	27.18	26.86
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	HvCF_E4_ms_4	14	79.58	16.31	15.72
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	sample-1_12_101623	12	79.63	15.78	15.7
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MZ130493_1_100650	17	78.08	24.2	24.33
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	sample-1_13_99291	35	78.79	33.64	34.23
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774398_1_100198	17	78.95	17.89	18.07
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774397_1_97290	14	78.94	15.99	16.61
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLWW01000036	15	76.6	19.4	19.5
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774395_1_103665	10	80.24	10.9	10.64
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	3300007714_____Ga0105661_1000061	17	77.2	18.74	18.72
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MN037_S1_79	15	79.07	13.5	13.59
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	sample-1_11_101626	7	77.45	9.13	9.09
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLNQ01000088	9	76.33	10.91	11.01
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	ERR589777_NODE_213_length_102559_cov_114.718	7	75.94	10.49	10.37
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	ERR589843_NODE_134_length_102073_cov_9.78706	2	74.07	3.79	3.78
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	ERR843949_ms_1	4	74.91	3.32	3.4
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MZ130477_1_100971	3	76.17	2.16	2.17
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLRA01000126	4	75.19	3.49	3.45
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774375_1_98826	2	76.68	1.35	1.37
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OCHL01000028	2	80.93	1.15	0.66
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MZ130491_1_98573	1	77.87	0.46	0.47
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	sample-1_2895_2535	1	76.38	0.55	22.09
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLPB01000025	1	79.44	0.24	0.24
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OCPX01000081	2	75.55	0.66	0.65
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OHFX01000006	2	90.16	0.19	0.1
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OGQH01000028	2	98.06	0.1	0.05
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	phage_2	1	93.06	0.07	0.04
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLOE01000004	1	90.79	0.07	0.04
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLGM01000006	1	81.25	0.09	0.06
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OLYV01000018	1	80.49	0.08	0.05
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774409_1_96717	1	100.0	0.03	0.03
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	MT774410_1_98667	1	100.0	0.03	0.03
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	PPYE01511035	1	94.44	0.03	0.02
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OHMA01000001	1	100.0	0.03	0.02
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OMGK01000003	1	100.0	0.03	0.02
NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	OKSX01000010	1	100.0	0.03	0.02
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MZ130478_1_100314	31	97.64	83.82	84.98
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MT774378_1_101662	15	78.56	24.33	24.3
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	sample-1_347_16656	3	80.38	10.72	65.28
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MT074136_1_99494	23	78.68	37.9	38.72
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	sample-1_516_11797	3	82.78	4.37	37.51
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MT774388_1_102301	17	82.26	7.64	7.62
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MH675552_1_102679	26	80.13	15.53	15.33
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MN019_S19_74	6	76.76	5.71	5.72
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	10	79.39	4.06	3.88
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MT774387_1_102434	2	73.55	1.29	1.27
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	OLRZ01000056	4	76.53	1.47	1.55
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	sample-1_4061_1441	2	74.91	1.13	77.93
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	sample-1_4798_1110	1	73.21	0.42	38.29
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	OKWR01000042	1	80.8	0.12	0.07
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	KJ003983_1_99915	3	89.11	0.2	0.2
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	OHFX01000006	1	87.5	0.08	0.04
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	OMEW01000010	1	89.71	0.07	0.04
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	MT774385_1_101437	1	94.12	0.05	0.05
NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	QWBY01000010	1	90.91	0.05	0.04
OLPB01000025	OLRA01000126	22	87.97	33.25	33.2
OLPB01000025	MZ130477_1_100971	25	88.76	33.94	34.41
OLPB01000025	ERR843949_ms_1	24	89.36	32.08	32.94
OLPB01000025	ERR589843_NODE_134_length_102073_cov_9.78706	25	79.46	37.81	37.89
OLPB01000025	OCPX01000081	12	77.24	16.94	16.96
OLPB01000025	MT774375_1_98826	11	76.77	12.19	12.64
OLPB01000025	OIWQ01000029	2	95.72	1.1	0.74
OLPB01000025	OBWI01000023	3	91.25	0.83	0.55
OLPB01000025	OLOZ01000027	2	95.48	0.61	0.4
OLPB01000025	MT774400_1_96055	5	76.15	2.49	2.65
OLPB01000025	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3	74.86	2.88	2.86
OLPB01000025	MT774398_1_100198	3	76.14	2.62	2.68
OLPB01000025	HvCF_E4_ms_4	3	74.6	2.87	2.78
OLPB01000025	sample-1_11_101626	3	76.85	1.49	1.49
OLPB01000025	OJMP01000008	1	76.39	1.06	0.62
OLPB01000025	MT774397_1_97290	1	74.25	1.32	1.37
OLPB01000025	OLWW01000036	2	74.14	1.55	1.58
OLPB01000025	3300007714_____Ga0105661_1000061	5	73.32	3.16	3.19
OLPB01000025	ERR589777_NODE_213_length_102559_cov_114.718	1	74.68	0.89	0.89
OLPB01000025	OLNQ01000088	1	74.62	0.88	0.9
OLPB01000025	OMGY01000027	2	95.48	0.32	0.23
OLPB01000025	OJSE01000052	2	92.28	0.33	0.23
OLPB01000025	sample-1_7_152939	3	92.05	0.4	0.27
