qname	tname	num_alns	pid	qcov	tcov
OLPB01000025	sample-1_5_155540	2	93.1	0.34	0.22
OLPB01000025	sample-1_4_157545	3	92.05	0.4	0.26
OLPB01000025	OGZF01000025	1	91.63	0.2	0.13
OLPB01000025	sample-1_9_104613	1	77.8	0.43	0.42
OLPB01000025	OLVX01000015	1	71.91	0.9	0.55
OLPB01000025	sample-1_12_101623	3	75.22	0.76	0.77
OLPB01000025	MZ130493_1_100650	3	74.81	0.77	0.79
OLPB01000025	MT774395_1_103665	3	79.43	0.46	0.46
OLPB01000025	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	1	79.22	0.25	0.24
OLPB01000025	MZ130491_1_98573	1	69.84	1.14	1.19
OLPB01000025	MT774405_1_99848	1	78.45	0.23	0.24
OLPB01000025	3300014788_____Ga0134381_1000049	1	78.79	0.22	0.21
OLPB01000025	OIOX01000001	1	73.67	0.34	0.2
OLPB01000025	sample-1_13_99291	3	73.15	0.64	0.66
OLPB01000025	MN037_S1_79	1	88.53	0.06	0.06
MZ130481_1_98001	OLGJ01000028	16	91.79	95.27	93.75
MZ130481_1_98001	NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	4	75.0	8.02	8.43
MZ130481_1_98001	UMIU01010253	7	73.75	6.31	6.59
MZ130481_1_98001	OBJP01000075	7	77.46	3.04	3.18
MZ130481_1_98001	MT774383_1_93559	8	75.09	5.93	6.23
MZ130481_1_98001	OBJF01000120	7	76.95	3.44	3.59
MZ130481_1_98001	MZ130488_1_91714	2	73.47	2.28	2.42
MZ130481_1_98001	MH616963_1_94878	4	72.84	5.12	5.28
MZ130481_1_98001	MH552500_1_90023	1	72.64	1.45	1.58
MZ130481_1_98001	MT774381_1_91101	7	74.88	2.33	2.52
MZ130481_1_98001	Rampelli_20005_NODE_59_length_93393_cov_174.533984	2	72.05	1.69	1.78
MZ130481_1_98001	sample-1_4677_1147	2	97.17	0.29	23.71
MZ130481_1_98001	sample-1_3596_1751	1	99.21	0.13	7.2
MZ130481_1_98001	MT774394_1_92815	3	81.77	0.39	0.41
MZ130481_1_98001	MT774377_1_93787	1	74.16	0.38	0.4
MZ130481_1_98001	3300008513_____Ga0111022_100109	1	74.1	0.39	0.39
MZ130481_1_98001	sample-1_1_194036	2	73.83	0.4	0.39
MZ130481_1_98001	SRR4295175_ms_5	2	70.98	1.26	1.28
MZ130481_1_98001	EM181_T3_ms_1	1	69.79	0.91	0.91
MZ130481_1_98001	OGQI01000045	2	80.32	0.19	0.2
MZ130481_1_98001	OLGH01000138	1	92.5	0.04	0.04
OLRA01000126	ERR843949_ms_1	26	96.38	82.45	84.96
OLRA01000126	MZ130477_1_100971	27	94.93	61.4	62.43
OLRA01000126	OLPB01000025	22	87.99	33.18	33.23
OLRA01000126	ERR589843_NODE_134_length_102073_cov_9.78706	11	77.97	12.03	12.12
OLRA01000126	OCPX01000081	17	79.4	18.42	18.48
OLRA01000126	MT774375_1_98826	21	79.0	19.46	20.26
OLRA01000126	OMGY01000027	6	91.25	1.25	0.82
OLRA01000126	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	4	75.21	3.45	3.49
OLRA01000126	MT774395_1_103665	2	77.77	1.33	1.33
OLRA01000126	HvCF_E4_ms_4	2	78.5	1.11	1.09
OLRA01000126	OLWW01000036	4	76.96	2.18	2.23
OLRA01000126	sample-1_13_99291	4	77.42	2.08	2.14
OLRA01000126	3300014788_____Ga0134381_1000049	4	77.53	2.23	2.2
OLRA01000126	MT774398_1_100198	2	79.07	1.0	1.03
OLRA01000126	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	2	79.02	1.0	1.01
OLRA01000126	MZ130493_1_100650	2	77.8	1.12	1.14
OLRA01000126	sample-1_12_101623	2	78.79	0.99	1.0
OLRA01000126	OLNQ01000088	3	76.17	1.51	1.55
OLRA01000126	ERR589777_NODE_213_length_102559_cov_114.718	2	79.89	0.9	0.9
OLRA01000126	OLOZ01000027	3	86.34	0.8	0.53
OLRA01000126	sample-1_7_152939	2	78.75	0.84	0.55
OLRA01000126	sample-1_4_157545	2	78.75	0.84	0.54
OLRA01000126	sample-1_9_104613	4	74.08	2.06	2.02
OLRA01000126	sample-1_5_155540	2	84.86	0.75	0.53
OLRA01000126	MT774396_1_101153	5	75.07	2.54	2.57
OLRA01000126	OGZF01000025	4	87.73	0.62	0.42
OLRA01000126	MN037_S1_79	2	77.67	0.77	0.8
OLRA01000126	OJSE01000052	2	96.51	0.25	0.17
OLRA01000126	3300007714_____Ga0105661_1000061	4	73.9	2.1	2.13
OLRA01000126	OBWI01000023	2	89.44	0.33	0.22
OLRA01000126	MT774405_1_99848	3	73.68	1.41	1.44
OLRA01000126	MT774400_1_96055	2	81.3	0.35	0.38
OLRA01000126	MT774379_1_92600	2	79.71	0.47	0.52
OLRA01000126	OIWQ01000029	2	82.45	0.35	0.24
OLRA01000126	3300006463_____Ga0100176_1000099	1	75.82	0.34	0.33
OLRA01000126	OJMP01000008	1	71.41	0.71	0.42
OLRA01000126	OIOX01000001	1	77.87	0.22	0.13
OLRA01000126	OGQH01000028	1	100.0	0.05	0.03
OLRA01000126	OHMA01000001	1	100.0	0.05	0.03
OLRA01000126	OKSX01000010	1	100.0	0.05	0.03
OLRA01000126	MT774408_1_94826	1	98.04	0.05	0.05
OLRA01000126	OMGK01000003	1	100.0	0.04	0.02
OLRA01000126	sample-1_11_101626	1	100.0	0.04	0.05
OLRA01000126	OGTB01000008	1	97.96	0.05	0.03
OLRA01000126	MZ130478_1_100314	1	83.53	0.08	0.08
OLRA01000126	MT774394_1_92815	1	92.31	0.05	0.06
OLRA01000126	MT774397_1_97290	1	93.02	0.04	0.04
OLRA01000126	OHFX01000006	1	100.0	0.03	0.02
OGQI01000045	MT774381_1_91101	13	88.91	87.75	89.46
OGQI01000045	MZ130488_1_91714	7	75.13	11.42	11.59
OGQI01000045	MH616963_1_94878	4	75.43	5.17	5.03
OGQI01000045	OBJF01000120	6	75.39	6.7	6.64
OGQI01000045	MH552500_1_90023	1	74.72	1.54	1.59
OGQI01000045	UMIU01010253	2	73.69	1.66	1.64
OGQI01000045	Rampelli_20005_NODE_59_length_93393_cov_174.533984	3	73.65	1.78	1.77
OGQI01000045	OLGJ01000028	3	76.29	1.12	1.04
OGQI01000045	EM181_T3_ms_1	1	74.56	0.6	0.57
OGQI01000045	NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	3	75.97	0.77	0.76
OGQI01000045	MT774394_1_92815	2	81.38	0.26	0.26
OGQI01000045	OLGH01000138	1	84.4	0.11	0.12
OGQI01000045	MT774383_1_93559	2	80.89	0.26	0.26
OGQI01000045	OBJP01000075	1	79.49	0.12	0.12
OGQI01000045	MZ130481_1_98001	2	80.32	0.2	0.19
OMEW01000010	OMBT01000004	44	87.04	72.64	72.91
OMEW01000010	OGOT01000012	56	85.42	79.13	80.31
OMEW01000010	OGTB01000008	15	78.62	4.35	4.4
OMEW01000010	OCHL01000028	17	79.48	6.12	6.53
OMEW01000010	OHFX01000006	5	78.81	2.12	2.15
OMEW01000010	OKSX01000010	5	92.43	0.85	0.87
OMEW01000010	OGQH01000028	9	83.21	1.4	1.38
OMEW01000010	OHMA01000001	6	82.79	1.12	1.11
OMEW01000010	MH675552_1_102679	1	79.38	0.6	1.09
OMEW01000010	OLOE01000004	6	75.47	2.02	2.06
OMEW01000010	PPYE01511035	4	75.7	0.96	0.96
OMEW01000010	OMGK01000003	4	85.47	0.27	0.27
OMEW01000010	KJ003983_1_99915	1	93.1	0.05	0.09
OMEW01000010	MN019_S19_74	1	94.87	0.04	0.08
OMEW01000010	ERR589851_NODE_110_length_101537_cov_76.3839	1	94.87	0.04	0.08
OMEW01000010	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	1	81.75	0.07	0.13
OMEW01000010	OLYV01000018	1	73.2	0.16	0.17
OMEW01000010	NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	1	86.25	0.04	0.08
OMEW01000010	OLGM01000006	1	81.92	0.05	0.06
OMEW01000010	OLWB01000021	1	86.36	0.03	0.04
OMEW01000010	Long_crAss_ms_3	1	87.23	0.02	0.06
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774398_1_100198	29	89.01	69.91	71.29
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	HvCF_E4_ms_4	26	96.45	72.47	70.6
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774395_1_103665	36	82.05	59.28	58.47
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MZ130493_1_100650	29	80.21	40.44	41.07
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_12_101623	27	80.57	31.49	31.69
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	16	77.5	26.85	27.17
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_9_104613	12	80.24	13.54	13.25
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774397_1_97290	32	83.03	37.62	39.44
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774396_1_101153	15	79.96	15.4	15.58
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLWW01000036	9	75.83	14.94	15.25
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774400_1_96055	10	79.34	13.58	14.47
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_13_99291	17	79.01	15.51	15.97
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3300007714_____Ga0105661_1000061	7	76.17	8.03	8.1
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLNQ01000088	6	74.71	9.91	10.1
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	ERR589777_NODE_213_length_102559_cov_114.718	6	74.84	10.63	10.62
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774405_1_99848	7	76.66	8.6	8.81
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3300014788_____Ga0134381_1000049	10	77.75	8.61	8.49
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MN037_S1_79	8	77.84	8.01	8.18
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_11_101626	8	76.55	10.57	10.63
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OHFX01000006	3	87.77	1.37	0.75
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_2895_2535	3	91.75	1.5	60.51
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774377_1_93787	4	83.41	1.43	1.54
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLPB01000025	3	74.88	2.86	2.88
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	ERR589843_NODE_134_length_102073_cov_9.78706	3	74.43	2.99	3.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	ERR843949_ms_1	4	75.91	2.53	2.59
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OCPX01000081	3	76.08	1.71	1.72
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MZ130477_1_100971	3	76.36	1.96	1.98
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774375_1_98826	3	75.54	2.55	2.63
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLRA01000126	2	79.04	1.01	1.0
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OJMP01000008	1	73.34	1.43	0.84
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_1_194036	8	82.57	1.26	0.85
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3300006463_____Ga0100176_1000099	1	73.09	1.14	1.11
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774406_1_101532	1	72.01	1.24	1.25
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3300008513_____Ga0111022_100109	1	75.99	0.56	0.59
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OIOX01000001	1	72.33	0.91	0.53
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	SRR4295175_ms_5	5	87.88	0.57	0.6
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLOE01000004	2	77.49	0.49	0.27
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	sample-1_4226_1355	1	81.22	0.18	13.28
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	phage_2	1	89.02	0.08	0.05
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	MT774379_1_92600	1	96.43	0.05	0.06
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OHMA01000001	1	98.04	0.05	0.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OKSX01000010	1	98.04	0.05	0.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OGQH01000028	1	98.0	0.05	0.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OGTB01000008	1	96.15	0.05	0.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OMGK01000003	1	97.96	0.05	0.03
NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	OLYV01000018	1	92.5	0.04	0.02
OKSX01000010	OGQH01000028	38	94.71	66.98	64.63
OKSX01000010	OHMA01000001	30	95.8	78.21	75.39
OKSX01000010	OMGK01000003	37	90.43	68.66	66.31
OKSX01000010	PPYE01511035	41	88.68	67.91	66.31
OKSX01000010	OMEW01000010	5	92.43	0.87	0.85
OKSX01000010	OMBT01000004	5	87.97	0.62	0.61
OKSX01000010	OLOE01000004	3	78.89	0.84	0.83
OKSX01000010	OCHL01000028	3	88.1	0.4	0.42
OKSX01000010	OLYV01000018	1	74.73	0.45	0.47
OKSX01000010	OGOT01000012	3	77.67	0.53	0.53
OKSX01000010	OKWR01000042	1	77.3	0.11	0.11
OKSX01000010	3300007714_____Ga0105661_1000061	2	90.16	0.07	0.12
OKSX01000010	OHFX01000006	2	92.79	0.06	0.06
OKSX01000010	sample-1_11_101626	2	94.17	0.06	0.12
OKSX01000010	MZ130493_1_100650	1	98.18	0.03	0.05
OKSX01000010	sample-1_12_101623	1	98.18	0.03	0.05
OKSX01000010	MT774405_1_99848	1	98.15	0.03	0.05
OKSX01000010	OLRA01000126	1	100.0	0.03	0.05
OKSX01000010	OLWW01000036	1	98.08	0.03	0.05
OKSX01000010	MT774396_1_101153	2	100.0	0.04	0.08
OKSX01000010	ERR843949_ms_1	1	100.0	0.03	0.05
OKSX01000010	MN037_S1_79	1	100.0	0.03	0.05
OKSX01000010	MZ130477_1_100971	1	100.0	0.03	0.05
OKSX01000010	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	1	98.04	0.03	0.05
OKSX01000010	MT774379_1_92600	1	100.0	0.03	0.05
OKSX01000010	MT774398_1_100198	1	100.0	0.02	0.05
OKSX01000010	OGTB01000008	1	94.64	0.03	0.03
OKSX01000010	ERR589843_NODE_134_length_102073_cov_9.78706	1	97.96	0.03	0.05
OKSX01000010	HvCF_E4_ms_4	1	94.55	0.03	0.05
OKSX01000010	sample-1_13_99291	1	100.0	0.02	0.05
OKSX01000010	OCPX01000081	1	97.87	0.02	0.05
OKSX01000010	MT774409_1_96717	1	97.37	0.02	0.04
OKSX01000010	MT774410_1_98667	1	97.37	0.02	0.04
OKSX01000010	3300014788_____Ga0134381_1000049	1	100.0	0.02	0.03
OKSX01000010	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	1	100.0	0.02	0.03
MZ130477_1_100971	OLRA01000126	27	94.93	62.43	61.4
MZ130477_1_100971	ERR843949_ms_1	24	94.63	70.82	71.78
MZ130477_1_100971	OLPB01000025	25	88.87	34.23	33.76
MZ130477_1_100971	MT774375_1_98826	20	76.99	36.21	36.98
MZ130477_1_100971	OCPX01000081	22	78.2	28.5	28.15
MZ130477_1_100971	ERR589843_NODE_134_length_102073_cov_9.78706	15	77.66	13.75	13.64
MZ130477_1_100971	MN037_S1_79	4	76.74	2.13	2.12
MZ130477_1_100971	3300014788_____Ga0134381_1000049	5	76.47	2.77	2.69
MZ130477_1_100971	MT774405_1_99848	4	78.01	2.2	2.22
MZ130477_1_100971	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	4	76.12	2.55	2.53
MZ130477_1_100971	HvCF_E4_ms_4	2	78.76	1.15	1.11
MZ130477_1_100971	MT774395_1_103665	2	76.73	1.52	1.48
MZ130477_1_100971	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	3	76.2	2.02	2.0
MZ130477_1_100971	MZ130493_1_100650	2	78.23	1.16	1.16
MZ130477_1_100971	MT774398_1_100198	3	76.08	2.02	2.03
MZ130477_1_100971	sample-1_12_101623	2	78.1	1.16	1.15
MZ130477_1_100971	MT774400_1_96055	2	77.0	1.16	1.21
MZ130477_1_100971	MT774397_1_97290	2	74.73	2.15	2.23
MZ130477_1_100971	OLNQ01000088	3	76.39	1.95	1.97
MZ130477_1_100971	ERR589777_NODE_213_length_102559_cov_114.718	3	77.73	1.87	1.85
MZ130477_1_100971	OLWW01000036	3	73.77	1.95	1.95
MZ130477_1_100971	OMGY01000027	3	92.46	0.51	0.35
MZ130477_1_100971	sample-1_7_152939	3	87.69	0.52	0.34
MZ130477_1_100971	sample-1_4_157545	3	87.69	0.52	0.33
MZ130477_1_100971	OJSE01000052	3	92.52	0.44	0.3
MZ130477_1_100971	sample-1_5_155540	2	93.7	0.36	0.23
MZ130477_1_100971	3300007714_____Ga0105661_1000061	4	76.42	1.1	1.11
MZ130477_1_100971	OGZF01000025	1	91.67	0.24	0.16
MZ130477_1_100971	OBWI01000023	2	90.36	0.36	0.24
MZ130477_1_100971	OLOZ01000027	1	98.69	0.15	0.1
MZ130477_1_100971	MT774396_1_101153	2	75.02	0.97	0.97
MZ130477_1_100971	OIWQ01000029	1	93.39	0.12	0.08
MZ130477_1_100971	MT774379_1_92600	2	79.71	0.47	0.52
MZ130477_1_100971	3300006463_____Ga0100176_1000099	1	83.2	0.12	0.11
MZ130477_1_100971	sample-1_9_104613	1	71.43	0.45	0.45
MZ130477_1_100971	OLNZ01000083	1	81.6	0.12	0.11
MZ130477_1_100971	OGQH01000028	1	100.0	0.05	0.03
MZ130477_1_100971	OHMA01000001	1	100.0	0.05	0.02
MZ130477_1_100971	OKSX01000010	1	100.0	0.05	0.03
MZ130477_1_100971	OMGK01000003	1	100.0	0.05	0.02
MZ130477_1_100971	OGTB01000008	1	98.0	0.05	0.03
MZ130477_1_100971	sample-1_11_101626	1	100.0	0.05	0.05
MZ130477_1_100971	sample-1_13_99291	1	100.0	0.05	0.05
MZ130477_1_100971	OHFX01000006	1	100.0	0.03	0.02
OGZF01000022	OGOO01000044	46	92.45	85.06	88.5
OGZF01000022	OLOG01000029	42	94.49	83.05	84.77
OGZF01000022	OFMU01000028	50	93.47	82.85	85.37
OGZF01000022	OHEN01000023	55	93.05	78.07	80.96
OGZF01000022	OLZO01000021	49	91.89	78.97	82.73
OGZF01000022	OJOU01000011	54	93.63	82.13	84.77
OGZF01000022	PPYF01266999	49	92.92	84.73	87.94
OGZF01000022	OIAT01000008	50	91.06	81.02	83.93
OGZF01000022	OHXK01000005	46	91.57	78.98	83.67
OGZF01000022	OHYE01000011	59	91.64	76.44	76.4
OGZF01000022	OJQQ01000027	59	90.24	79.01	78.65
OGZF01000022	OHKV01000027	52	89.77	82.35	85.74
OGZF01000022	OLQV01000028	57	90.62	81.82	82.72
OGZF01000022	sample-1_24_92306	17	79.92	25.51	43.82
OGZF01000022	ERR589843_NODE_134_length_102073_cov_9.78706	1	89.61	1.28	1.99
OGZF01000022	MT774375_1_98826	2	90.5	1.04	1.67
OGZF01000022	OBWI01000023	1	83.25	0.72	0.74
OGZF01000022	sample-1_7_152939	1	83.25	0.72	0.75
OGZF01000022	OCPX01000081	1	79.86	0.83	1.28
OGZF01000022	sample-1_5_155540	2	81.51	0.76	0.78
OGZF01000022	sample-1_4_157545	2	80.5	0.99	0.99
OGZF01000022	OJSE01000052	2	77.71	1.53	1.64
OGZF01000022	OGZF01000025	1	80.82	0.73	0.77
OGZF01000022	OIWQ01000029	1	80.66	0.72	0.76
OGZF01000022	OLOZ01000027	1	82.71	0.58	0.6
OGZF01000022	OMAV01000002	1	75.76	0.78	0.76
OGYM01000002	OLVX01000015	51	91.78	75.47	75.76
OGYM01000002	OIOX01000001	20	77.49	10.13	9.76
OGYM01000002	OJMP01000008	20	78.79	6.97	6.76
OGYM01000002	OLWB01000021	3	78.86	0.96	1.0
OGYM01000002	OLXR01000011	13	80.49	3.38	3.22
OGYM01000002	QRFC01000022	12	83.1	2.14	2.14
OGYM01000002	OHFV01000001	9	82.45	1.59	1.63
OGYM01000002	MT774385_1_101437	5	79.46	0.42	0.71
OGYM01000002	OBKV01000026	1	73.48	0.24	0.24
OGYM01000002	phage_2	1	87.25	0.06	0.06
OGYM01000002	MT774387_1_102434	2	100.0	0.04	0.07
OGYM01000002	3300014788_____Ga0134381_1000049	1	95.12	0.02	0.04
OGYM01000002	OLGM01000006	1	100.0	0.02	0.02
MT074136_1_99494	NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	23	78.68	38.72	37.9
MT074136_1_99494	sample-1_347_16656	2	79.39	6.44	38.76
MT074136_1_99494	MT774378_1_101662	7	75.23	16.76	16.43
MT074136_1_99494	MZ130478_1_100314	19	78.95	30.41	29.93
MT074136_1_99494	sample-1_516_11797	2	78.91	3.25	27.15
MT074136_1_99494	MH675552_1_102679	4	75.25	4.0	3.88
MT074136_1_99494	MT774388_1_102301	4	74.44	5.35	5.22
MT074136_1_99494	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	6	79.02	2.11	1.96
MT074136_1_99494	KJ003983_1_99915	1	74.5	1.77	1.76
MT074136_1_99494	MN019_S19_74	2	73.84	2.74	2.68
MT074136_1_99494	MT774387_1_102434	1	75.15	1.01	0.98
MT074136_1_99494	sample-1_4061_1441	1	72.46	1.3	88.27
MT074136_1_99494	OMGK01000003	1	71.61	0.84	0.44
MT074136_1_99494	EM181_T3_ms_1	1	76.7	0.28	0.28
MT074136_1_99494	MT774385_1_101437	1	72.52	0.26	0.26
MN037_S1_79	OLWW01000036	28	96.56	69.58	69.67
MN037_S1_79	MT774400_1_96055	16	89.85	33.57	35.09
MN037_S1_79	3300007714_____Ga0105661_1000061	37	80.92	68.26	67.62
MN037_S1_79	3300014788_____Ga0134381_1000049	24	80.16	31.68	30.79
MN037_S1_79	MT774405_1_99848	25	79.76	33.93	34.22
MN037_S1_79	MT774396_1_101153	16	77.52	15.62	15.56
MN037_S1_79	HvCF_E4_ms_4	8	76.18	12.86	12.25
MN037_S1_79	MT774398_1_100198	10	77.99	8.54	8.53
MN037_S1_79	MT774395_1_103665	6	76.54	10.42	10.06
MN037_S1_79	OLNQ01000088	5	76.13	9.31	9.32
MN037_S1_79	MT774397_1_97290	8	76.68	10.41	10.69
MN037_S1_79	sample-1_13_99291	23	80.42	16.07	16.28
MN037_S1_79	sample-1_9_104613	14	77.82	15.01	14.44
MN037_S1_79	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	15	79.08	13.59	13.5
MN037_S1_79	sample-1_11_101626	14	76.9	14.43	14.27
MN037_S1_79	sample-1_12_101623	8	77.84	7.57	7.47
MN037_S1_79	MZ130493_1_100650	9	77.5	8.57	8.53
MN037_S1_79	NG-15813_95_lib254056_NODE_1_length_102100_cov_1588.91	9	77.15	9.84	9.64
MN037_S1_79	ERR589777_NODE_213_length_102559_cov_114.718	6	76.03	9.02	8.87
MN037_S1_79	OCPX01000081	4	75.53	3.21	3.18
MN037_S1_79	ERR589843_NODE_134_length_102073_cov_9.78706	2	76.5	1.79	1.76
MN037_S1_79	ERR843949_ms_1	3	78.76	1.38	1.4
MN037_S1_79	MT774375_1_98826	2	77.16	1.46	1.5
MN037_S1_79	MZ130477_1_100971	3	76.61	1.94	1.95
MN037_S1_79	MT774379_1_92600	3	85.31	0.69	0.75
MN037_S1_79	OLRA01000126	2	77.7	0.8	0.77
MN037_S1_79	3300006463_____Ga0100176_1000099	2	79.48	0.52	0.5
MN037_S1_79	sample-1_2895_2535	1	84.49	0.24	9.55
MN037_S1_79	OLVX01000015	1	83.25	0.2	0.11
MN037_S1_79	phage_2	1	94.37	0.07	0.04
MN037_S1_79	OLNZ01000083	1	76.88	0.18	0.17
MN037_S1_79	MT774406_1_101532	1	76.34	0.18	0.18
MN037_S1_79	OGQH01000028	1	100.0	0.05	0.03
MN037_S1_79	OHMA01000001	1	98.04	0.05	0.03
MN037_S1_79	OMGK01000003	1	98.08	0.05	0.03
MN037_S1_79	OKSX01000010	1	100.0	0.05	0.03
MN037_S1_79	OGTB01000008	1	96.15	0.05	0.03
MN037_S1_79	OLPB01000025	1	88.53	0.06	0.06
MN037_S1_79	OHFX01000006	1	95.0	0.04	0.02
MZ130478_1_100314	NG-14253_56xxx_lib223972_5684_NODE_1_length_101680_cov_95.3006	31	97.64	84.95	83.81
MZ130478_1_100314	sample-1_347_16656	3	80.0	9.99	59.97
MZ130478_1_100314	MT774378_1_101662	16	78.49	24.37	24.0
MZ130478_1_100314	sample-1_516_11797	4	82.51	5.18	43.84
MZ130478_1_100314	MT074136_1_99494	19	78.95	29.93	30.41
MZ130478_1_100314	OHFX01000006	1	91.72	1.59	0.85
MZ130478_1_100314	MT774388_1_102301	16	82.61	7.18	7.06
MZ130478_1_100314	MH675552_1_102679	26	79.75	18.24	17.79
MZ130478_1_100314	Monaco_MBA4038_NODE_3_length_106353_cov_62.035654	9	78.9	5.68	5.35
MZ130478_1_100314	MN019_S19_74	7	77.34	5.99	5.92
MZ130478_1_100314	OLRZ01000056	3	75.91	1.27	1.32
MZ130478_1_100314	MT774387_1_102434	3	74.59	1.38	1.35
MZ130478_1_100314	sample-1_4061_1441	2	74.74	1.14	77.93
MZ130478_1_100314	OLOE01000004	2	78.38	0.75	0.41
MZ130478_1_100314	OHMA01000001	2	86.15	0.3	0.15
MZ130478_1_100314	phage_2	1	81.55	0.2	0.12
MZ130478_1_100314	OLWB01000021	1	80.75	0.19	0.12
MZ130478_1_100314	sample-1_4798_1110	1	73.21	0.42	38.29
MZ130478_1_100314	MT774405_1_99848	1	85.59	0.11	0.11
MZ130478_1_100314	OKWR01000042	1	80.8	0.12	0.07
MZ130478_1_100314	OCHL01000028	1	87.34	0.08	0.04
MZ130478_1_100314	KJ003983_1_99915	1	91.8	0.06	0.06
MZ130478_1_100314	OLRA01000126	1	83.53	0.08	0.08
OIAT01000008	OHEN01000023	50	91.38	82.03	82.04
OIAT01000008	OHKV01000027	39	92.16	84.34	84.77
OIAT01000008	OFMU01000028	40	91.51	87.16	86.24
OIAT01000008	OJOU01000011	50	91.55	82.24	81.37
OIAT01000008	OLQV01000028	53	91.69	83.17	80.96
OIAT01000008	OGOO01000044	47	91.1	86.51	85.9
OIAT01000008	OHYE01000011	48	91.34	79.54	76.34
OIAT01000008	OLOG01000029	49	91.96	81.77	80.46
OIAT01000008	PPYF01266999	51	91.3	84.63	83.67
OIAT01000008	OGZF01000022	49	91.12	83.51	80.62
OIAT01000008	OJQQ01000027	50	91.19	82.04	77.68
OIAT01000008	OHXK01000005	49	91.42	80.67	81.61
OIAT01000008	OLZO01000021	51	91.73	81.45	81.47
OIAT01000008	sample-1_24_92306	21	80.3	24.95	41.26
OIAT01000008	OIWQ01000029	4	83.44	2.24	2.26
OIAT01000008	OGZF01000025	6	82.1	2.87	2.8
OIAT01000008	OBWI01000023	7	84.44	2.2	2.1
