,01_GEMM_006_12M,01_GEMM_006_18M,01_GEMM_006_24M,01_GEMM_006_30M,01_GEMM_006_36M,01_GEMM_006_48M,01_GEMM_006_60M,01_GEMM_011_12M,01_GEMM_011_18M,01_GEMM_011_24M,01_GEMM_011_30M,01_GEMM_011_36M,01_GEMM_011_48M,01_GEMM_011_60M,01_GEMM_016_12M,01_GEMM_016_18M,01_GEMM_016_24M,01_GEMM_016_30M,01_GEMM_016_36M,01_GEMM_016_48M,01_GEMM_019_12M,01_GEMM_019_18M,01_GEMM_019_24M,01_GEMM_019_30M,01_GEMM_019_36M,01_GEMM_019_48M,01_GEMM_019_60M,01_GEMM_053_12M,01_GEMM_053_18M,01_GEMM_053_24M,01_GEMM_057_12M,01_GEMM_057_18M,01_GEMM_057_24M,01_GEMM_057_30M,01_GEMM_057_36M,01_GEMM_057_48M,01_GEMM_060_12M,01_GEMM_060_18M,01_GEMM_060_24M,01_GEMM_060_30M,01_GEMM_060_36M,01_GEMM_060_48M,01_GEMM_060_60M,01_GEMM_062_12M,01_GEMM_062_18M,01_GEMM_062_24M,01_GEMM_062_30M,01_GEMM_062_36M,01_GEMM_062_48M,01_GEMM_068_12M,01_GEMM_068_18M,01_GEMM_068_24M,01_GEMM_068_30M,01_GEMM_068_36M,01_GEMM_068_48M,01_GEMM_068_60M,01_GEMM_102_12M,01_GEMM_102_18M,01_GEMM_102_24M,01_GEMM_102_30M,01_GEMM_105_12M,01_GEMM_105_18M,01_GEMM_105_24M,01_GEMM_105_30M,01_GEMM_105_36M,01_GEMM_105_48M,01_GEMM_109_12M,01_GEMM_109_18M,01_GEMM_109_24M,01_GEMM_109_30M,01_GEMM_109_36M,01_GEMM_109_48M,01_GEMM_139_12M,01_GEMM_139_18M,01_GEMM_152_12M,01_GEMM_152_18M,01_GEMM_152_24M,01_GEMM_152_30M,01_GEMM_152_36M,01_GEMM_152_48M,01_GEMM_152_54M,01_GEMM_154_12M,01_GEMM_154_18M,01_GEMM_154_24M,01_GEMM_154_36M,01_GEMM_154_48M,01_GEMM_154_60M,01_GEMM_179_12M,01_GEMM_179_18M,01_GEMM_179_24M,01_GEMM_179_30M,01_GEMM_179_36M,01_GEMM_179_48M
contig_10963,0,0,0,0,0,0,0,0,0,0,4054,0,0,1563,0,0,0,0,0,1832,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,0,10354,6677,492,9562,5871,833,906,0,0,0,0,0,0,0,0,0,1874,0,0,0,0,0,0,0,1890,0,0,0,0,244,0,0,0,0,0,0,118,0,0,0,0,0,0,0
contig_10977,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,56488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,0,0,920,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_10996,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,0,0,0,6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385,0,3172,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,14,0,0,0,3512,0,0,2817,58,1750,16534,315,0,0,0,0,0,0,0,88,0,8,115,0,11,44,0,0,138,182,569,0,73,0,0,50,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,613,283,0,8,0,0,0,0,0,0,0,17,0,0,0,13
contig_11084,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,704,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,44,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48106,1932,1546,0,0,0,0,0,0,0,0,0,0,144,1744,15352,0,245,0,0,0,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,20048,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,234
contig_11185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,24,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,293
contig_11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848,602,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,1318,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11216,0,0,0,0,0,0,0,0,0,0,0,0,0,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,917,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,114,0,0,0,207,0,0,0,0,0,0
contig_11264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
contig_11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,121,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,127,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,46,0,0,0,0,0,0,0
contig_11299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,4446,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897,28551,3062,0,5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1132,0,0,0,0,0,0,0,0,0,100,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,49
contig_11328,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,103652,0,0,904,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1133,0,0,0,0,0,0,0,0,0,111,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12
contig_1134,0,0,0,0,0,0,0,20,11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1135,0,0,0,0,0,0,0,345,1288,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,575,1946,0,0,0,0,0,0,0,0,0,1087,0,1262,1407,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,256
contig_11369,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1140,0,0,0,0,0,0,0,89,216,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,147,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,279,310,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1143,0,0,0,0,0,0,0,89,99,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,83,245,0,0,0,0,0,0,0,0,0,169,0,164,482,30,25,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1145,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,4342,0,0,0,148,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1146,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,91,44,0,0,0,0,0,0,0,2400,352,1938,0,0,0,0,0,0,0,0,0,2306,371,87,93,62,0,0,0,0,2360,4930,4641,5581,0,0,0,0,0,0,0,0,0,12193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,171,0,0,0,0,0,101
contig_11517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5,74,221,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,32,0,0,0,0,0,0,0,0,0,0,40,1513,391,0,78,0,0,0,0,0,0,0,0,9,0,0,0
contig_11533,470,0,0,0,4324,674,0,0,0,0,0,0,0,0,0,20808,1115,5919,4508,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,11405,698,727,0,0,0,0,0,0,0,0,0,0,6060,0,0,0,0,0,0,0,0,2718,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11538,0,0,0,0,189,0,0,0,0,0,0,0,0,305,0,1693606,31982,2167,25065,9763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,2323,0,2225,1861,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,577,0,114,0,0,0,0,0,0,0,0,0,0,0,0
contig_11585,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2120,416,1989,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1161,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10481,2910,0,0,0,0
contig_11638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,60,100,0,0,0,0,0,0
contig_1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454665,89311,18202,19206,52018,29162
contig_1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290079,34598,10831,17670,30346,27386
contig_11715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,339,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127851,29319,7223,7310,13019,12309
contig_11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,253,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,74,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50126,11208,2549,2521,5651,3983
contig_11823,0,0,0,0,0,769,0,0,0,0,0,0,0,3894,0,105754,4232,527,2388,5892,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1144,0,5135,3278,0,340,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,1714,0,0,524,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1183,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15295,685,565,1764,1111,537
contig_11838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524,1792,0,0,0,0,0,0,0,0,0,0,0,0,14486,0,5330,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0,331,951,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19112,0,0,7219,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019,327,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,148
contig_11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11893,0,9773,845,0,1151,0,0,0,0,0,0,0,0,341,0,0,1523,0,0,0,0,0,0,0,0,0,0,721,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,228,0,0,0,0,0,0,0,147,0,0,29,0,365,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11922,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,1502,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11924,250,0,357,0,0,509,0,0,0,0,7108,0,0,2952,0,64509,0,168,4178,1711,0,0,0,0,0,0,0,0,0,308,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,3965,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,225,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40709,5942,1506,2576,7022,3148
contig_11944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,131
contig_1198,0,0,0,0,0,0,0,0,0,24352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86807,13012,3619,2836,6041,7475
contig_11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12435,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
