"contig_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_187","edge_187","t0-6",-67.7699581046668,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-12",75.0237095010168,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-18",47.2056317090054,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-24",-47.387849139058,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-30",-82.4642446659833,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-36",-87.9815442290233,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-over42",-2.59020250274845,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-6",-35.7239514020042,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-12",73.4264787728135,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-18",-11.1140310309727,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-24",-65.1972930228031,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-30",-17.0506156935757,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-36",-54.6248037531576,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1980","edge_1980","t0-over42",-54.6506433970391,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-6",-44.1793813788003,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-12",84.2267694167789,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-18",137.81249755611,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-24",-23.9593945620251,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-30",-44.5483365657842,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-36",-68.9414620792576,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-over42",20.5253396417028,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-6",-10.1374341063532,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-12",87.6085253643346,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-18",-9.88032388288897,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-24",-41.936225574338,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-30",29.9443923493077,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-36",-47.7607637755512,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-over42",35.3017865274886,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-6",140.506681579106,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-12",-36.3538340317891,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-18",-32.9094330968802,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-24",-71.5417449993225,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-30",157.640345301064,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-36",-6.68948464763105,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-over42",-3.33462408298699,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-6",423.800670963144,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-12",-262.93260599883,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-18",511.337143002679,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-24",-443.662788146105,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-30",-467.628065667575,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-36",-1037.70694026154,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-over42",-667.013132712447,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-6",0.615588835555272,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-12",-19.5514044019186,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-18",41.4007038526839,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-24",-34.6000687309144,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-30",-36.0243661306994,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-36",-1.57498935155893,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-over42",9.56030910831012,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-6",33.6516760069944,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-12",-37.6728754423002,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-18",31.9900639726526,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-24",-48.3883851879983,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-30",51.1901523976368,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-36",-6.39492836574441,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-over42",46.7209756443012,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-6",-25.4920138974352,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-12",-3.38393544924349,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-18",-1.62025181121763,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-24",-5.00205355735808,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-30",-2.15741886981046,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-36",-13.8326468456065,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-over42",-56.7736278972946,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-6",-86.7600192339392,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-12",-40.2211847350198,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-18",-64.5108776688951,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-24",-37.1876681262654,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-30",-68.7254547847946,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-36",-67.7123798957544,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-over42",-42.3640940107333,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-6",-1.06770179376984,4.24366713717653,0.801351143545426,-9.38513654501204,7.24973295747236,"abundance_nbinom",0.983943893867441,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-12",4.89718305156061,2.7660374717678,0.0766490769380361,-0.52415077299251,10.3185168761137,"abundance_nbinom",0.536543538566253,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-18",0.157922017424683,3.23570720327793,0.961073877990724,-6.18394756551688,6.49979160036624,"abundance_nbinom",0.983943893867441,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-24",-3.21612179941437,3.42273975713565,0.347405457317663,-9.9245684518536,3.49232485302487,"abundance_nbinom",0.983943893867441,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-30",-1.9166699654092,3.5886107515805,0.593273706376371,-8.95021779304019,5.1168778622218,"abundance_nbinom",0.983943893867441,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-36",21.3891821941863,1062.83218346607,0.983943893867441,-2061.72361900938,2104.50198339775,"abundance_nbinom",0.983943893867441,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-over42",1.45527497952386,3.53266746895873,0.680377603771908,-5.46862602899152,8.37917598803925,"abundance_nbinom",0.983943893867441,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-6",-7.48202339348737,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-12",86.214155818869,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-18",-8.14394319294048,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-24",20.2960599734561,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-30",19.9238678660778,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-36",-62.7996459022439,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-over42",33.456274234683,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-6",-41.7495462406218,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-12",-134.661805765081,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-18",-80.4111668694281,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-24",-145.917990668436,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-30",-50.7377375148967,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-36",81.3337594111157,NA,NA,NA,NA,"abundance_nbinom",NA,7
