"contig_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_16","edge_16","t0-6",-1.37190818144614,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-12",-7.19094752023052,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-18",53.5531825421541,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-24",-13.1606043095577,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-30",-24.2765081214274,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-36",-16.1597002116724,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_16","edge_16","t0-over42",-9.07338047451462,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-6",-4.30483075344431,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-12",-11.0677496209199,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-18",-26.9580186661011,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-24",-44.3783742449662,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-30",-139.133763056179,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-36",-11.6896425601311,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1732","edge_1732","t0-over42",-70.9300704952277,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-6",-1.77489717776929,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-12",28.559720441236,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-18",-9.23187233143798,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-24",0.645991337483486,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-30",8.24680906840055,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-36",3.48607384223693,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1847","edge_1847","t0-over42",2.87024981479558,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-6",-11.8171370319097,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-12",34.396195119731,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-18",42.7185314545749,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-24",-27.9289013474047,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-30",-90.1229552881544,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-36",-54.5404860524888,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_187","edge_187","t0-over42",-11.40933647253,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-6",-7.83971976524769,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-12",-11.5156217273616,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-18",55.1757275846179,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-24",-12.8911268638101,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-30",-22.1318007492173,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-36",-15.1189504833511,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_209","edge_209","t0-over42",26.8312301766373,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-6",-1.42090386039856,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-12",-87.4927524670387,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-18",-5.5159963697964,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-24",-0.669351867351931,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-30",-161.271933888665,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-36",-2.39390848000368,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2199","edge_2199","t0-over42",-51.2084390912941,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-6",-2.74748198278466,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-12",-7.69951783731352,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-18",-3.70042476480211,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-24",-8.6204329575325,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-30",-28.969023599496,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-36",-12.1691149273915,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2654","edge_2654","t0-over42",38.7975527077511,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-6",-5.47773075086045,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-12",63.989271538705,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-18",-9.6677659339268,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-24",-29.776661527277,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-30",26.3750854838331,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-36",-27.6607907694184,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_2658","edge_2658","t0-over42",39.7361835360856,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-6",322.920412831633,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-12",-203.33676340973,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-18",313.078439554425,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-24",-198.975118785135,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-30",-343.236436308269,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-36",-662.857942812551,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-over42",-563.766784602352,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-6",-16.6612439305386,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-12",-17.7937961649353,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-18",30.3949303242345,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-24",-80.3991213361211,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-30",-53.7201279385109,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-36",9.29760671458641,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-over42",14.6388646437642,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-6",-1.22961421750448,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-12",53.0289072736503,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-18",-2.86065874207337,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-24",-1.68276249204316,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-30",-3.07280560398802,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-36",-10.6915254746438,NA,NA,NA,NA,"abundance_nbinom",NA,7
