"contig_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high","p.adj"
"virus_comp_103_cycle_1","fixed","cond",NA,"(Intercept)",-5.92118544517299,2.34221125720455,-2.52803218623412,0.0114703835949694,-10.5118351534782,-1.33053573686779,0.0229407671899387
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC",1.22729261301372,1.36854070208776,0.896789266947951,0.369831376263388,-1.45499787445545,3.90958310048288,0.978184627678419
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-6",-1.56628706967335,1.86467863767497,-0.839976947248307,0.400921312038564,-5.2209900422575,2.0884159029108,0.998270147500604
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-12",-2.21150752185222,1.35457814931279,-1.63261715315146,0.102549541325114,-4.86643190875022,0.443416865045772,0.306098708717482
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-18",0.580227193203859,1.38748571382249,0.418186066655306,0.675811082154786,-2.13919483495208,3.29964922135979,0.99978331492387
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-24",-1.09249786476702,1.41342742955411,-0.772942311662698,0.439556522406853,-3.86276472145409,1.67776899192006,0.834034092511644
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-30",-0.824952195821775,1.44584056781041,-0.570569268969324,0.568291654852682,-3.65874763611711,2.00884324447356,0.840361266747603
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-36",-22.3913329892512,8482.39775600373,-0.00263974098283742,0.997893793871365,-16647.5854372999,16602.8027713214,0.999235218735611
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-3.42658305306325,2.11730876096045,-1.61836720096926,0.105583486116241,-7.57643196869686,0.723265862570354,0.349861070010699
"virus_comp_103_cycle_1","fixed","cond",NA,"SexMale",0.034976575512781,1.4801380141018,0.0236306176718298,0.981147249595517,-2.86604062427538,2.93599377530095,0.981147249595517
"virus_comp_103_cycle_1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.144387876747554,0.146942048252752,0.98261783107307,0.325795565172122,-0.143613245642387,0.432388999137495,0.851183005225581
"virus_comp_103_cycle_1","fixed","cond",NA,"HLA.CategoryHigh Risk",1.33817104677031,1.39838253490522,0.956942047950429,0.338596506417485,-1.40260835825374,4.07895045179437,0.539595952562836
"virus_comp_103_cycle_1","fixed","cond",NA,"HLA.CategoryLow/No Risk",-0.977522290368256,2.36527530025186,-0.413280555656318,0.679401074218288,-5.61337669238407,3.65833211164756,0.999973053131264
"virus_comp_103_cycle_1","fixed","cond",NA,"feeding_first_yearFormula",0.480236138099628,1.62309758237186,0.295876319030586,0.767324536475722,-2.70097666674324,3.6614489429425,0.91679475008182
"virus_comp_103_cycle_1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",1.58352231806042,1.42186052022693,1.11369736731117,0.265409039130937,-1.20327309262374,4.37031772874458,0.693658830441747
"virus_comp_103_cycle_1","fixed","cond",NA,"Delivery.ModeC-Section",1.43664322371464,1.43774261251138,0.999235336848773,0.31768070153897,-1.38128051584618,4.25456696327546,0.423574268718626
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.426848783654603,2.40515196421866,0.177472687798864,0.859137116666421,-4.28716244355975,5.14086001086895,0.999995643487624
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",2.45481258389985,1.68676944378871,1.4553337997314,0.145576873738046,-0.851194776148679,5.76081994394837,0.454097108590921
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.27532797316144,1.93388067917467,-0.659465698631272,0.509596765728219,-5.06566445474165,2.51500850841876,0.99999809968867
